,along,with,location,",",endowment,and,the,willingness,of,parents,to,pay,",",what,factor,influences,private,school,tuition,?
of,0.34889817237854004,0.41827285289764404,0.28702232241630554,0.4946078956127167,0.34702977538108826,0.5116966962814331,0.733189046382904,0.20122723281383514,1.0,0.15361808240413666,0.41548454761505127,0.1583462655544281,0.4946078956127167,0.33290785551071167,0.2744791805744171,0.22432047128677368,0.18706899881362915,0.2391800880432129,0.28940895199775696,0.1826142966747284
the,0.39495137333869934,0.4223487675189972,0.351087361574173,0.4933079481124878,0.28356990218162537,0.5171257257461548,1.0,0.2572605013847351,0.733189046382904,0.15979741513729095,0.535392165184021,0.1903611719608307,0.4933079481124878,0.42745697498321533,0.2859867215156555,0.18077638745307922,0.18291357159614563,0.22953221201896667,0.22994613647460938,0.22068053483963013
school,0.14139780402183533,0.13135014474391937,0.14184054732322693,0.27141863107681274,0.33093005418777466,0.2752758264541626,0.22953221201896667,0.13389483094215393,0.2391800880432129,0.34213218092918396,0.24496325850486755,0.16444894671440125,0.27141863107681274,0.18774057924747467,0.13007156550884247,0.18499617278575897,0.3584248125553131,1.0,0.4018059968948364,0.15091250836849213
",",0.29824912548065186,0.4120737314224243,0.25077858567237854,1.0000001192092896,0.2694043815135956,0.6633074283599854,0.4933079481124878,0.22097736597061157,0.4946078956127167,0.3200828433036804,0.44245919585227966,0.18754567205905914,1.0000001192092896,0.3087472915649414,0.22944624722003937,0.2567841410636902,0.1899166703224182,0.27141863107681274,0.2515327036380768,0.31091248989105225
the,0.39495137333869934,0.4223487675189972,0.351087361574173,0.4933079481124878,0.28356990218162537,0.5171257257461548,1.0,0.2572605013847351,0.733189046382904,0.15979741513729095,0.535392165184021,0.1903611719608307,0.4933079481124878,0.42745697498321533,0.2859867215156555,0.18077638745307922,0.18291357159614563,0.22953221201896667,0.22994613647460938,0.22068053483963013
willingness,0.19904324412345886,0.2741251587867737,0.1359325647354126,0.22097736597061157,0.26465675234794617,0.2608542740345001,0.2572605013847351,1.0,0.20122723281383514,0.20469562709331512,0.4223518371582031,0.28535234928131104,0.22097736597061157,0.33808189630508423,0.29871857166290283,0.24384962022304535,0.15606455504894257,0.13389483094215393,0.341306209564209,0.29431819915771484
of,0.34889817237854004,0.41827285289764404,0.28702232241630554,0.4946078956127167,0.34702977538108826,0.5116966962814331,0.733189046382904,0.20122723281383514,1.0,0.15361808240413666,0.41548454761505127,0.1583462655544281,0.4946078956127167,0.33290785551071167,0.2744791805744171,0.22432047128677368,0.18706899881362915,0.2391800880432129,0.28940895199775696,0.1826142966747284
parents,0.23848813772201538,0.19347922503948212,0.156525120139122,0.3200828433036804,0.16707538068294525,0.2922651767730713,0.15979741513729095,0.20469562709331512,0.15361808240413666,1.0000001192092896,0.2508617043495178,0.1503383219242096,0.3200828433036804,0.24383264780044556,0.12475500255823135,0.28797784447669983,0.18345403671264648,0.34213218092918396,0.20065227150917053,0.17306075990200043
to,0.2976071536540985,0.4239959120750427,0.2590580880641937,0.44245919585227966,0.1974945366382599,0.48971283435821533,0.535392165184021,0.4223518371582031,0.41548454761505127,0.2508617043495178,1.0,0.26723966002464294,0.44245919585227966,0.455847829580307,0.23708900809288025,0.13671764731407166,0.18892748653888702,0.24496325850486755,0.28630971908569336,0.29463258385658264
pay,0.13036838173866272,0.18971611559391022,0.06551074236631393,0.18754567205905914,0.3381938934326172,0.2487477958202362,0.1903611719608307,0.28535234928131104,0.1583462655544281,0.1503383219242096,0.26723966002464294,1.0,0.18754567205905914,0.2870062291622162,0.18961477279663086,0.07048121839761734,0.28301557898521423,0.16444894671440125,0.43500903248786926,0.19821009039878845
",",0.29824912548065186,0.4120737314224243,0.25077858567237854,1.0000001192092896,0.2694043815135956,0.6633074283599854,0.4933079481124878,0.22097736597061157,0.4946078956127167,0.3200828433036804,0.44245919585227966,0.18754567205905914,1.0000001192092896,0.3087472915649414,0.22944624722003937,0.2567841410636902,0.1899166703224182,0.27141863107681274,0.2515327036380768,0.31091248989105225
peer,0.08433029800653458,0.15996544063091278,0.10626360028982162,0.21717719733715057,0.15325815975666046,0.23399178683757782,0.19965247809886932,0.2953675389289856,0.20562893152236938,0.11669947952032089,0.2174823135137558,0.16918759047985077,0.21717719733715057,0.20288246870040894,0.18142300844192505,0.16474637389183044,0.14113689959049225,0.16994768381118774,0.2437879592180252,0.17204779386520386
tuitions,0.14344459772109985,0.23200826346874237,0.12809237837791443,0.28351694345474243,0.5054832100868225,0.3286989629268646,0.226434588432312,0.3391760289669037,0.28989893198013306,0.2336290031671524,0.276279091835022,0.3836897015571594,0.28351694345474243,0.23517458140850067,0.215213805437088,0.28709787130355835,0.332951158285141,0.37143903970718384,0.8240563869476318,0.22857226431369781
and,0.4213258922100067,0.5477725267410278,0.21502819657325745,0.6633074283599854,0.28278791904449463,1.0,0.5171257257461548,0.2608542740345001,0.5116966962814331,0.2922651767730713,0.48971283435821533,0.2487477958202362,0.6633074283599854,0.31309178471565247,0.26250919699668884,0.2887135148048401,0.2557651102542877,0.2752758264541626,0.28055885434150696,0.20544172823429108
the,0.39495137333869934,0.4223487675189972,0.351087361574173,0.4933079481124878,0.28356990218162537,0.5171257257461548,1.0,0.2572605013847351,0.733189046382904,0.15979741513729095,0.535392165184021,0.1903611719608307,0.4933079481124878,0.42745697498321533,0.2859867215156555,0.18077638745307922,0.18291357159614563,0.22953221201896667,0.22994613647460938,0.22068053483963013
school,0.14139780402183533,0.13135014474391937,0.14184054732322693,0.27141863107681274,0.33093005418777466,0.2752758264541626,0.22953221201896667,0.13389483094215393,0.2391800880432129,0.34213218092918396,0.24496325850486755,0.16444894671440125,0.27141863107681274,0.18774057924747467,0.13007156550884247,0.18499617278575897,0.3584248125553131,1.0,0.4018059968948364,0.15091250836849213
's,-0.05784126743674278,-0.04624466598033905,-0.0234982892870903,-0.0016132977325469255,-0.04730827361345291,0.06895173341035843,-0.01540423184633255,0.031805459409952164,-0.03817026689648628,-0.024036381393671036,0.03782717138528824,0.11794386804103851,-0.0016132977325469255,0.02692362666130066,-0.09789333492517471,0.03192640841007233,0.08433578908443451,-0.017113132402300835,0.03688636049628258,-0.023395681753754616
financial,0.12432608008384705,0.2360578030347824,0.1786297708749771,0.25465908646583557,0.447680801153183,0.26681631803512573,0.29952070116996765,0.32139143347740173,0.30178552865982056,0.16336336731910706,0.27715611457824707,0.32969188690185547,0.25465908646583557,0.1900392472743988,0.23102043569087982,0.1891525536775589,0.26591238379478455,0.15367117524147034,0.44269266724586487,0.06444920599460602
endowment,0.1370105743408203,0.16079197824001312,0.18877367675304413,0.2694043815135956,1.0,0.28278791904449463,0.28356990218162537,0.26465675234794617,0.34702977538108826,0.16707538068294525,0.1974945366382599,0.3381938934326172,0.2694043815135956,0.1860140860080719,0.22432787716388702,0.17888511717319489,0.328684538602829,0.33093005418777466,0.6069382429122925,0.1943148672580719
.,0.27491724491119385,0.4446153938770294,0.27818506956100464,0.6812511086463928,0.29407718777656555,0.588965117931366,0.5934505462646484,0.1954229176044464,0.5352458953857422,0.25225934386253357,0.4645031690597534,0.17372290790081024,0.6812511086463928,0.3567904531955719,0.25708669424057007,0.23001731932163239,0.2534593939781189,0.24214158952236176,0.2443438172340393,0.4130953550338745
