,brownlee,justifies,civil,disobedience,toward,what,branch,of,the,government,?
agencies,0.15761522948741913,0.19138583540916443,0.24945448338985443,0.24546565115451813,0.16673313081264496,0.2035544514656067,0.23606251180171967,0.22542637586593628,0.2486087828874588,0.4470944404602051,0.1637895703315735
such,0.12654002010822296,0.20427784323692322,0.09689128398895264,0.20085255801677704,0.24815388023853302,0.23989605903625488,0.15145978331565857,0.3209529519081116,0.3575236201286316,0.13764050602912903,0.17851735651493073
as,0.27616727352142334,0.21685004234313965,0.18100082874298096,0.25773370265960693,0.288866251707077,0.31749409437179565,0.1798926442861557,0.3886612355709076,0.48381632566452026,0.1883569210767746,0.27043893933296204
trade,0.1404363512992859,0.1315566897392273,0.21266672015190125,0.21154998242855072,0.1528441607952118,0.1555381417274475,0.16480258107185364,0.2310105711221695,0.2681608200073242,0.3212445080280304,0.09336511790752411
unions,0.18211811780929565,0.12681065499782562,0.3838612735271454,0.4490469694137573,0.18207848072052002,0.19864864647388458,0.13872843980789185,0.2497035413980484,0.2158300280570984,0.42898207902908325,0.1424994021654129
",",0.3889319896697998,0.26949602365493774,0.24795588850975037,0.2878543734550476,0.22729860246181488,0.3087472915649414,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.27344048023223877,0.31091248989105225
banks,0.2819017767906189,0.035487718880176544,0.16948948800563812,0.1402074098587036,0.10474102199077606,0.11580011993646622,0.1812754124403,0.21528330445289612,0.28661349415779114,0.2534261643886566,0.11048095673322678
",",0.3889319896697998,0.26949602365493774,0.24795588850975037,0.2878543734550476,0.22729860246181488,0.3087472915649414,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.27344048023223877,0.31091248989105225
and,0.28160586953163147,0.20008042454719543,0.25259146094322205,0.3041999638080597,0.31878143548965454,0.31309178471565247,0.23874594271183014,0.5116966962814331,0.5171257257461548,0.2859337627887726,0.20544172823429108
private,0.27837589383125305,0.16320018470287323,0.2123924046754837,0.25349682569503784,0.17151927947998047,0.16778090596199036,0.08843722194433212,0.18706899881362915,0.18291357159614563,0.3261575996875763,0.14389030635356903
universities,0.22304269671440125,0.15978020429611206,0.21765971183776855,0.21679674088954926,0.11350413411855698,0.1630716770887375,0.15719737112522125,0.29948264360427856,0.2619408071041107,0.2837638258934021,0.16836881637573242
can,0.09660103172063828,0.21224847435951233,0.12476041913032532,0.15718160569667816,0.19616834819316864,0.34502777457237244,0.09990379959344864,0.2603091299533844,0.312528520822525,0.15589569509029388,0.3226337134838104
be,0.15279430150985718,0.26819536089897156,0.18061059713363647,0.2944406270980835,0.23769114911556244,0.3929833769798279,0.11228202283382416,0.33904364705085754,0.4248143136501312,0.22621913254261017,0.3324260413646698
justified,0.15456430613994598,0.8336515426635742,0.1624336540699005,0.30395132303237915,0.12396319955587387,0.3712652921676636,0.04032536968588829,0.21700510382652283,0.20756277441978455,0.16359950602054596,0.38761505484580994
if,0.10553058236837387,0.3338521718978882,0.12512178719043732,0.20446431636810303,0.2301325500011444,0.5277165174484253,0.08542969077825546,0.2557544410228729,0.33724796772003174,0.21401992440223694,0.4441644251346588
it,0.1759246587753296,0.185939222574234,0.17707513272762299,0.2648297846317291,0.2763417363166809,0.45803478360176086,0.18574722111225128,0.38761502504348755,0.6251175999641418,0.28037968277931213,0.25732165575027466
reflects,0.12417621165513992,0.2260882407426834,0.08639799058437347,0.20951804518699646,0.3019859790802002,0.2569086253643036,0.14075657725334167,0.29528287053108215,0.31027597188949585,0.19550307095050812,0.13998140394687653
``,-0.029954057186841965,0.08230126649141312,0.06784805655479431,0.06214885041117668,0.0103345001116395,0.008517155423760414,0.06916304677724838,0.06780257821083069,0.029072100296616554,0.09259884804487228,0.0685480609536171
a,0.24838541448116302,0.31861114501953125,0.21693918108940125,0.25352153182029724,0.2229166328907013,0.3320399522781372,0.20822708308696747,0.5052502155303955,0.5829201340675354,0.25158295035362244,0.23916715383529663
larger,0.07179906964302063,0.09220380336046219,0.11561470478773117,0.11257342249155045,0.25437888503074646,0.23663538694381714,0.16879385709762573,0.32469573616981506,0.378620445728302,0.1626804769039154,0.1602165699005127
challenge,0.16798198223114014,0.20295916497707367,0.19776199758052826,0.27969086170196533,0.1579165905714035,0.2741846442222595,0.09322023391723633,0.1816699355840683,0.28209173679351807,0.17615319788455963,0.2207598239183426
to,0.17288076877593994,0.1762092411518097,0.2019355595111847,0.30665844678878784,0.3459627032279968,0.455847829580307,0.15628041326999664,0.41548454761505127,0.535392165184021,0.28343796730041504,0.29463258385658264
the,0.23145073652267456,0.21405437588691711,0.2477465271949768,0.30963727831840515,0.3341628313064575,0.42745697498321533,0.2630956768989563,0.733189046382904,1.0,0.31798112392425537,0.22068053483963013
legal,0.29468926787376404,0.351721853017807,0.34212639927864075,0.37078002095222473,0.1280737966299057,0.26388198137283325,0.14379122853279114,0.2720220685005188,0.25629305839538574,0.354780375957489,0.2143220454454422
system,0.14502671360969543,0.16899321973323822,0.12898217141628265,0.16900348663330078,0.25210481882095337,0.23557309806346893,0.1959027498960495,0.25597915053367615,0.3233085572719574,0.23867560923099518,0.15556083619594574
that,0.12388560175895691,0.38303494453430176,0.16867391765117645,0.3551425039768219,0.29561343789100647,0.6297725439071655,0.23441632091999054,0.41498205065727234,0.5473989248275757,0.29558056592941284,0.32716336846351624
permits,0.13266600668430328,0.302290678024292,0.1106685921549797,0.3114771544933319,0.1976301223039627,0.25703537464141846,0.17593416571617126,0.23530657589435577,0.2217908650636673,0.20090961456298828,0.1309078186750412
those,0.12109853327274323,0.21458470821380615,0.1422404944896698,0.2966557443141937,0.23727835714817047,0.44466671347618103,0.15109071135520935,0.37935635447502136,0.42861196398735046,0.26673752069473267,0.3328189253807068
decisions,0.19574014842510223,0.3208683729171753,0.24488519132137299,0.3744994103908539,0.23386123776435852,0.3351972997188568,0.20859485864639282,0.2881335914134979,0.30538004636764526,0.3606157898902893,0.29068708419799805
to,0.17288076877593994,0.1762092411518097,0.2019355595111847,0.30665844678878784,0.3459627032279968,0.455847829580307,0.15628041326999664,0.41548454761505127,0.535392165184021,0.28343796730041504,0.29463258385658264
be,0.15279430150985718,0.26819536089897156,0.18061059713363647,0.2944406270980835,0.23769114911556244,0.3929833769798279,0.11228202283382416,0.33904364705085754,0.4248143136501312,0.22621913254261017,0.3324260413646698
taken,0.08003316819667816,0.160897359251976,0.12793612480163574,0.20292720198631287,0.1845034658908844,0.26014965772628784,0.13278362154960632,0.2889742851257324,0.3309854567050934,0.2383161336183548,0.17662954330444336
'',0.03317704051733017,0.03451022133231163,-0.062313709408044815,0.003403886454179883,-0.06728251278400421,0.08143015950918198,0.051968224346637726,0.13035868108272552,0.041273195296525955,0.01981239765882492,0.018684765323996544
.,0.3626750409603119,0.21791930496692657,0.2541380822658539,0.2603943943977356,0.21516545116901398,0.3567904531955719,0.1572728455066681,0.5352458953857422,0.5934505462646484,0.2521961033344269,0.4130953550338745
,brownlee,justifies,civil,disobedience,toward,what,branch,of,the,government,?
the,0.23145073652267456,0.21405437588691711,0.2477465271949768,0.30963727831840515,0.3341628313064575,0.42745697498321533,0.2630956768989563,0.733189046382904,1.0,0.31798112392425537,0.22068053483963013
same,0.15746107697486877,0.28740254044532776,0.2058480679988861,0.21625900268554688,0.1893204301595688,0.3764382302761078,0.11904994398355484,0.3808329105377197,0.4583131968975067,0.17354314029216766,0.22649677097797394
principle,0.14617227017879486,0.3360831141471863,0.13597504794597626,0.42045682668685913,0.20686253905296326,0.3569014072418213,0.20655445754528046,0.2430231273174286,0.24017377197742462,0.22215163707733154,0.2002675086259842
",",0.3889319896697998,0.26949602365493774,0.24795588850975037,0.2878543734550476,0.22729860246181488,0.3087472915649414,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.27344048023223877,0.31091248989105225
she,0.29652872681617737,0.15155713260173798,0.1733604520559311,0.2803308367729187,0.16278767585754395,0.23844075202941895,0.16657935082912445,0.28080645203590393,0.36308351159095764,0.23329344391822815,0.14223381876945496
argues,0.142769917845726,0.3128260672092438,0.17222075164318085,0.3338176906108856,0.2600689232349396,0.3211183547973633,0.16774334013462067,0.24239063262939453,0.22893615067005157,0.21697263419628143,0.20733967423439026
",",0.3889319896697998,0.26949602365493774,0.24795588850975037,0.2878543734550476,0.22729860246181488,0.3087472915649414,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.27344048023223877,0.31091248989105225
applies,0.1345950812101364,0.3960229754447937,0.19074174761772156,0.30594176054000854,0.24822114408016205,0.31565672159194946,0.1710580587387085,0.31259071826934814,0.2765985429286957,0.17013679444789886,0.3131009638309479
to,0.17288076877593994,0.1762092411518097,0.2019355595111847,0.30665844678878784,0.3459627032279968,0.455847829580307,0.15628041326999664,0.41548454761505127,0.535392165184021,0.28343796730041504,0.29463258385658264
breaches,0.14632970094680786,0.41091692447662354,0.25868499279022217,0.3172273635864258,0.25378185510635376,0.3261708617210388,0.11987676471471786,0.2500109374523163,0.3323831260204315,0.18951638042926788,0.26425766944885254
of,0.2697301208972931,0.2571941912174225,0.24698495864868164,0.31932318210601807,0.25209522247314453,0.33290785551071167,0.23972897231578827,1.0,0.733189046382904,0.3475167155265808,0.1826142966747284
law,0.22322192788124084,0.2153797298669815,0.31305259466171265,0.3980846405029297,0.10497964918613434,0.2145031988620758,0.21223905682563782,0.2816956341266632,0.24548950791358948,0.3640907108783722,0.1528988480567932
in,0.29509007930755615,0.1956987977027893,0.26466667652130127,0.3054615259170532,0.2282264530658722,0.30808621644973755,0.21656033396720886,0.5696388483047485,0.6662389636039734,0.3066793978214264,0.20430970191955566
protest,0.22331325709819794,0.20969794690608978,0.29364001750946045,0.5334797501564026,0.17423115670681,0.20248152315616608,0.06165087968111038,0.24564224481582642,0.25126034021377563,0.3905397355556488,0.1878921240568161
against,0.20271261036396027,0.22447282075881958,0.22722691297531128,0.3858777582645416,0.3345416486263275,0.24561616778373718,0.14683254063129425,0.2669808566570282,0.3090755045413971,0.2628965973854065,0.18095137178897858
international,0.2562282085418701,0.16316932439804077,0.19249369204044342,0.24540762603282928,0.11241964250802994,0.10870302468538284,0.12444382160902023,0.23367412388324738,0.23719607293605804,0.20453381538391113,0.15335838496685028
organizations,0.21660739183425903,0.21124209463596344,0.22486436367034912,0.340042382478714,0.15953578054904938,0.20689024031162262,0.2374742478132248,0.24586479365825653,0.2850687503814697,0.3927232325077057,0.22215601801872253
and,0.28160586953163147,0.20008042454719543,0.25259146094322205,0.3041999638080597,0.31878143548965454,0.31309178471565247,0.23874594271183014,0.5116966962814331,0.5171257257461548,0.2859337627887726,0.20544172823429108
foreign,0.20589211583137512,0.19933146238327026,0.15267176926136017,0.2506670355796814,0.11958657205104828,0.1784719079732895,0.14199702441692352,0.25741127133369446,0.2946566939353943,0.40024977922439575,0.13770383596420288
governments,0.2589697539806366,0.17749696969985962,0.29547783732414246,0.4009304940700531,0.1819102019071579,0.2814749777317047,0.22836939990520477,0.30223309993743896,0.2835306227207184,0.87839275598526,0.18805137276649475
.,0.3626750409603119,0.21791930496692657,0.2541380822658539,0.2603943943977356,0.21516545116901398,0.3567904531955719,0.1572728455066681,0.5352458953857422,0.5934505462646484,0.2521961033344269,0.4130953550338745
