,what,was,a,popular,type,of,variety,show,during,the,yuan,?
was,0.22111038863658905,1.0000001192092896,0.4508470594882965,0.2916531562805176,0.14348182082176208,0.4069072902202606,0.1293821632862091,0.20142383873462677,0.4470829963684082,0.48711544275283813,0.19482262432575226,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,0.5829201340675354,0.2724021077156067,0.21819381415843964,0.733189046382904,0.22543764114379883,0.319829523563385,0.4838213622570038,1.0,0.2548272907733917,0.22068053483963013
incorporation,0.2592886686325073,0.22718361020088196,0.2693933844566345,0.2284357249736786,0.21276693046092987,0.33564138412475586,0.23691321909427643,0.1992674320936203,0.12110240757465363,0.34902477264404297,0.14544296264648438,0.18398575484752655
of,0.33290785551071167,0.4069072902202606,0.5052502155303955,0.25281813740730286,0.18112817406654358,1.0,0.21034783124923706,0.21383242309093475,0.3869180977344513,0.733189046382904,0.22696353495121002,0.1826142966747284
poetry,0.17510755360126495,0.22268988192081451,0.19483329355716705,0.23469296097755432,0.09885027259588242,0.2650093734264374,0.16744403541088104,0.07348619401454926,0.16674862802028656,0.23306018114089966,0.17500092089176178,0.1394418478012085
both,0.3361809551715851,0.2990766167640686,0.3171786069869995,0.25988346338272095,0.18151052296161652,0.3565710783004761,0.3214637041091919,0.23658600449562073,0.29031071066856384,0.4931981563568115,0.10960843414068222,0.19455738365650177
classical,0.22816240787506104,0.26228487491607666,0.22259530425071716,0.2997417747974396,0.19309042394161224,0.2391258031129837,0.3162558078765869,0.1539602130651474,0.193622887134552,0.20384269952774048,0.17395219206809998,0.18862907588481903
and,0.31309178471565247,0.3740963041782379,0.3739250600337982,0.3164171278476715,0.16898801922798157,0.5116966962814331,0.3154589533805847,0.3455478549003601,0.36462149024009705,0.5171257257461548,0.22359056770801544,0.20544172823429108
of,0.33290785551071167,0.4069072902202606,0.5052502155303955,0.25281813740730286,0.18112817406654358,1.0,0.21034783124923706,0.21383242309093475,0.3869180977344513,0.733189046382904,0.22696353495121002,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.5829201340675354,0.2724021077156067,0.21819381415843964,0.733189046382904,0.22543764114379883,0.319829523563385,0.4838213622570038,1.0,0.2548272907733917,0.22068053483963013
newer,0.2718621790409088,0.22726421058177948,0.25137609243392944,0.2532540261745453,0.24162735044956207,0.2585242986679077,0.20645001530647278,0.1759834587574005,0.16047464311122894,0.28440263867378235,0.08104930818080902,0.15615598857402802
qu,0.20237021148204803,0.13773632049560547,0.15627604722976685,0.07518210262060165,0.07359284162521362,0.11119643598794937,0.1350305825471878,0.09931546449661255,0.1195441484451294,0.14201632142066956,0.2656984031200409,0.19910509884357452
form,0.15868011116981506,0.15690121054649353,0.3088195323944092,0.1691024750471115,0.3017115294933319,0.29600051045417786,0.22810663282871246,0.11675390601158142,0.16864711046218872,0.29286009073257446,0.11116999387741089,0.1463010311126709
.,0.3567904531955719,0.40146201848983765,0.50484299659729,0.2864297032356262,0.23195341229438782,0.5352458953857422,0.18405137956142426,0.3016606271266937,0.3485563397407532,0.5934505462646484,0.17233723402023315,0.4130953550338745
