,which,two,british,sculptors,are,now,represented,with,the,opening,of,the,new,galleries,?
2006,0.19065003097057343,0.08497541397809982,-0.07642964273691177,-0.07939641922712326,0.1587405800819397,-0.022754807025194168,0.06289051473140717,0.034656625241041183,0.11294147372245789,0.03219478577375412,0.10009169578552246,0.11294147372245789,-0.0468379482626915,-0.03546471893787384,-0.1194092258810997
it,0.616637647151947,0.28080877661705017,0.18971234560012817,0.132852703332901,0.3617996573448181,0.4382702112197876,0.15754953026771545,0.3369046747684479,0.6251175999641418,0.2575235366821289,0.38761502504348755,0.6251175999641418,0.23156195878982544,0.19271650910377502,0.25732165575027466
was,0.2830964922904968,0.27166637778282166,0.31934812664985657,0.21040217578411102,0.3076191842556,0.35876134037971497,0.28321829438209534,0.27411898970603943,0.48711544275283813,0.20817555487155914,0.4069072902202606,0.48711544275283813,0.2748313844203949,0.14833402633666992,0.18412111699581146
decided,0.23397822678089142,0.21069607138633728,0.2433703988790512,0.17620791494846344,0.14153756201267242,0.3050631284713745,0.20890654623508453,0.25259047746658325,0.37534645199775696,0.10972047597169876,0.2880963683128357,0.37534645199775696,0.2732316851615906,0.1826181709766388,0.258772075176239
to,0.5345056653022766,0.3343428373336792,0.22690963745117188,0.19336675107479095,0.3504326641559601,0.3925153911113739,0.18846964836120605,0.4239959120750427,0.535392165184021,0.2393702119588852,0.41548454761505127,0.535392165184021,0.33159172534942627,0.2089657187461853,0.29463258385658264
extend,0.3267531394958496,0.18916237354278564,0.0715930387377739,0.11393773555755615,0.2674988806247711,0.2518936097621918,0.13940046727657318,0.1699511855840683,0.29680711030960083,0.23160341382026672,0.2804538309574127,0.29680711030960083,0.2183637022972107,0.15081489086151123,0.2181791514158249
the,0.6521818041801453,0.43858039379119873,0.28973397612571716,0.17251421511173248,0.40399202704429626,0.38266420364379883,0.3256146013736725,0.4223487675189972,1.0,0.37298497557640076,0.733189046382904,1.0,0.3845241069793701,0.27603694796562195,0.22068053483963013
chronology,0.20700137317180634,0.23460781574249268,0.13969986140727997,0.2051042914390564,0.1419266164302826,0.12172644585371017,0.1441909372806549,0.2091224193572998,0.22985747456550598,0.15006114542484283,0.21989823877811432,0.22985747456550598,0.1384200155735016,0.2540356516838074,0.23438876867294312
of,0.5011631846427917,0.37726253271102905,0.23701532185077667,0.19496163725852966,0.39081433415412903,0.29182544350624084,0.3891753554344177,0.41827285289764404,0.733189046382904,0.2651100158691406,1.0,0.733189046382904,0.343457967042923,0.24172402918338776,0.1826142966747284
the,0.6521818041801453,0.43858039379119873,0.28973397612571716,0.17251421511173248,0.40399202704429626,0.38266420364379883,0.3256146013736725,0.4223487675189972,1.0,0.37298497557640076,0.733189046382904,1.0,0.3845241069793701,0.27603694796562195,0.22068053483963013
works,0.2730301022529602,0.1862645298242569,0.12995171546936035,0.29681336879730225,0.2733730971813202,0.26331254839897156,0.15046696364879608,0.23025037348270416,0.26337864995002747,0.13259032368659973,0.1964656114578247,0.26337864995002747,0.17368952929973602,0.37208712100982666,0.19597402215003967
on,0.4245251417160034,0.3205535411834717,0.19917237758636475,0.16746006906032562,0.268924742937088,0.2978019714355469,0.17962776124477386,0.40749499201774597,0.5107308030128479,0.2229088544845581,0.3966929316520691,0.5107308030128479,0.31106263399124146,0.25138208270072937,0.2714994251728058
display,0.28086164593696594,0.10323096811771393,0.1326349526643753,0.17477655410766602,0.23079146444797516,0.1784265637397766,0.23659108579158783,0.17781417071819305,0.2758708596229553,0.12346557527780533,0.23211264610290527,0.2758708596229553,0.21079158782958984,0.3323049247264862,0.17059175670146942
up,0.36388060450553894,0.3142130374908447,0.17518854141235352,0.09385655075311661,0.32151925563812256,0.2544781565666199,0.11201000958681107,0.38676461577415466,0.38423117995262146,0.1668042540550232,0.32945773005485535,0.38423117995262146,0.27085041999816895,0.2506480813026428,0.1819818764925003
to,0.5345056653022766,0.3343428373336792,0.22690963745117188,0.19336675107479095,0.3504326641559601,0.3925153911113739,0.18846964836120605,0.4239959120750427,0.535392165184021,0.2393702119588852,0.41548454761505127,0.535392165184021,0.33159172534942627,0.2089657187461853,0.29463258385658264
1950,-0.07582558691501617,-0.03785372152924538,0.10327707231044769,-0.10769863426685333,-0.0804833397269249,-0.06074671447277069,0.01916823536157608,0.004476343281567097,-0.046802785247564316,0.06244329363107681,-0.047290705144405365,-0.046802785247564316,0.011902482248842716,-0.14095157384872437,-0.039489999413490295
;,-0.01244901679456234,0.04032390937209129,0.004412224981933832,0.13296383619308472,0.15315808355808258,0.023384051397442818,0.08326178044080734,0.12944702804088593,0.09152708947658539,0.02998339757323265,0.054534342139959335,0.09152708947658539,0.021862374618649483,0.03046605922281742,0.10349778085947037
this,0.6719430088996887,0.33004114031791687,0.20870694518089294,0.17860905826091766,0.35762670636177063,0.3934882581233978,0.17991112172603607,0.36358317732810974,0.6274310946464539,0.30977872014045715,0.45148900151252747,0.6274310946464539,0.3234144449234009,0.2287074327468872,0.3155723512172699
has,0.4350704550743103,0.3772575855255127,0.15839195251464844,0.08318854123353958,0.4313911199569702,0.3383018970489502,0.24677912890911102,0.44092974066734314,0.4177538752555847,0.1872546672821045,0.3909035325050354,0.4177538752555847,0.20920851826667786,0.21980853378772736,0.15994466841220856
involved,0.2866549491882324,0.32385894656181335,0.18754909932613373,0.13889192044734955,0.22712063789367676,0.1976921707391739,0.24081583321094513,0.30863359570503235,0.2872544527053833,0.16989776492118835,0.30147984623908997,0.2872544527053833,0.1798352152109146,0.1960921287536621,0.20599231123924255
loans,0.2518361210823059,0.1424698829650879,0.16595084965229034,0.27071359753608704,0.24788059294223785,0.23378346860408783,0.0701398104429245,0.13942387700080872,0.2122887223958969,0.12758202850818634,0.20269882678985596,0.2122887223958969,0.14059819281101227,0.2716798782348633,0.17645451426506042
by,0.40543368458747864,0.33852577209472656,0.26707085967063904,0.23594868183135986,0.37842893600463867,0.20949482917785645,0.23673410713672638,0.39731505513191223,0.4408751428127289,0.19892098009586334,0.3646814823150635,0.4408751428127289,0.25394493341445923,0.18073885142803192,0.17966607213020325
other,0.50507652759552,0.46609029173851013,0.20676550269126892,0.1984822303056717,0.5932393670082092,0.2513696551322937,0.2581391930580139,0.44086363911628723,0.44152235984802246,0.19090190529823303,0.38583824038505554,0.44152235984802246,0.2957918047904968,0.2857092022895813,0.24682199954986572
museums,0.2737024426460266,0.16093607246875763,0.1941116452217102,0.41285860538482666,0.27460694313049316,0.30785268545150757,0.17133475840091705,0.12174906581640244,0.2721219062805176,0.15628311038017273,0.2631984055042267,0.2721219062805176,0.19832265377044678,0.6778480410575867,0.1374243199825287
",",0.3658004403114319,0.35859420895576477,0.25734075903892517,0.22578947246074677,0.4062570035457611,0.43216821551322937,0.3088570833206177,0.4120737314224243,0.4933079481124878,0.24495157599449158,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2487238645553589,0.31091248989105225
including,0.41826364398002625,0.402707040309906,0.24625439941883087,0.19181939959526062,0.45025435090065,0.26598018407821655,0.22142086923122406,0.37174999713897705,0.3738902807235718,0.20153169333934784,0.44195112586021423,0.3738902807235718,0.21702982485294342,0.3550356924533844,0.1633303165435791
tate,0.170210599899292,0.18005052208900452,0.27802178263664246,0.20969469845294952,0.16784515976905823,0.2250581979751587,0.13658344745635986,0.1865324229001999,0.18388135731220245,0.1938512921333313,0.15911735594272614,0.18388135731220245,0.17469006776809692,0.4528144896030426,0.20980916917324066
britain,0.25284263491630554,0.2321004420518875,0.4846838712692261,0.23471932113170624,0.19201767444610596,0.23558184504508972,0.18416191637516022,0.23444151878356934,0.29784059524536133,0.19769464433193207,0.28899943828582764,0.29784059524536133,0.24666990339756012,0.2711387872695923,0.1268460750579834
",",0.3658004403114319,0.35859420895576477,0.25734075903892517,0.22578947246074677,0.4062570035457611,0.43216821551322937,0.3088570833206177,0.4120737314224243,0.4933079481124878,0.24495157599449158,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2487238645553589,0.31091248989105225
so,0.5582591891288757,0.35803574323654175,0.18135784566402435,0.15739400684833527,0.420413613319397,0.431551456451416,0.21362802386283875,0.4189452826976776,0.4296516180038452,0.21283894777297974,0.3184450566768646,0.4296516180038452,0.23517999053001404,0.23235182464122772,0.43163934350013733
works,0.2730301022529602,0.1862645298242569,0.12995171546936035,0.29681336879730225,0.2733730971813202,0.26331254839897156,0.15046696364879608,0.23025037348270416,0.26337864995002747,0.13259032368659973,0.1964656114578247,0.26337864995002747,0.17368952929973602,0.37208712100982666,0.19597402215003967
by,0.40543368458747864,0.33852577209472656,0.26707085967063904,0.23594868183135986,0.37842893600463867,0.20949482917785645,0.23673410713672638,0.39731505513191223,0.4408751428127289,0.19892098009586334,0.3646814823150635,0.4408751428127289,0.25394493341445923,0.18073885142803192,0.17966607213020325
henry,0.16498084366321564,0.1832190454006195,0.2834501266479492,0.19719786942005157,0.07912015169858932,0.15301650762557983,0.11656971275806427,0.14674316346645355,0.2542637586593628,0.09559785574674606,0.2390729784965515,0.2542637586593628,0.1760309487581253,0.1933022290468216,0.16836383938789368
moore,0.18717095255851746,0.24964691698551178,0.281617134809494,0.1921166032552719,0.11218046396970749,0.08641581982374191,0.20096951723098755,0.2148837000131607,0.23565909266471863,0.18800002336502075,0.18135769665241241,0.23565909266471863,0.19654583930969238,0.18129681050777435,0.12485816329717636
and,0.506277859210968,0.4671151638031006,0.325880765914917,0.20475885272026062,0.48576638102531433,0.35309651494026184,0.2506123185157776,0.5477725267410278,0.5171257257461548,0.23275460302829742,0.5116966962814331,0.5171257257461548,0.31402453780174255,0.3095110058784485,0.20544172823429108
jacob,0.15099501609802246,0.14103536307811737,0.12030069530010223,0.1933451145887375,0.06571295112371445,0.1248035654425621,0.06964937597513199,0.1792673021554947,0.22024451196193695,0.0900198370218277,0.2129739671945572,0.22024451196193695,0.21255618333816528,0.07655863463878632,0.11618305742740631
epstein,0.21731799840927124,0.13371583819389343,0.2268315851688385,0.2681615948677063,0.14317789673805237,0.18050512671470642,0.06007305905222893,0.24441280961036682,0.1788240373134613,0.17191149294376373,0.1832551658153534,0.1788240373134613,0.1930205374956131,0.30887681245803833,0.15380777418613434
along,0.33404073119163513,0.3377816379070282,0.17407596111297607,0.15345881879329681,0.28655800223350525,0.19970537722110748,0.23576651513576508,0.47997185587882996,0.39495137333869934,0.1840200424194336,0.34889817237854004,0.39495137333869934,0.23185831308364868,0.19845597445964813,0.17134909331798553
with,0.46403205394744873,0.4333336651325226,0.1637800633907318,0.19577600061893463,0.38996943831443787,0.2213166505098343,0.25838202238082886,0.9999999403953552,0.4223487675189972,0.20575091242790222,0.41827285289764404,0.4223487675189972,0.24325589835643768,0.17471446096897125,0.2433311939239502
other,0.50507652759552,0.46609029173851013,0.20676550269126892,0.1984822303056717,0.5932393670082092,0.2513696551322937,0.2581391930580139,0.44086363911628723,0.44152235984802246,0.19090190529823303,0.38583824038505554,0.44152235984802246,0.2957918047904968,0.2857092022895813,0.24682199954986572
of,0.5011631846427917,0.37726253271102905,0.23701532185077667,0.19496163725852966,0.39081433415412903,0.29182544350624084,0.3891753554344177,0.41827285289764404,0.733189046382904,0.2651100158691406,1.0,0.733189046382904,0.343457967042923,0.24172402918338776,0.1826142966747284
their,0.4582767188549042,0.401440292596817,0.19777938723564148,0.2315613180398941,0.46887820959091187,0.22290214896202087,0.16984786093235016,0.4258328378200531,0.516537070274353,0.2134154886007309,0.4329940676689148,0.516537070274353,0.25697171688079834,0.17941191792488098,0.1898253709077835
contemporaries,0.22240515053272247,0.19403739273548126,0.17761486768722534,0.4199959635734558,0.22800104320049286,0.14962442219257355,0.20303378999233246,0.21590498089790344,0.2599239647388458,0.16770565509796143,0.2627115845680237,0.2599239647388458,0.1983962208032608,0.4007043242454529,0.09777076542377472
are,0.42922598123550415,0.46276170015335083,0.12250547111034393,0.22430238127708435,1.0,0.3292219042778015,0.25353574752807617,0.38996943831443787,0.40399202704429626,0.17274673283100128,0.39081433415412903,0.40399202704429626,0.1899496167898178,0.28016820549964905,0.24591213464736938
now,0.4048815965652466,0.28353023529052734,0.20428971946239471,0.18239261209964752,0.3292219042778015,1.0,0.132756307721138,0.2213166505098343,0.38266420364379883,0.16753503680229187,0.29182544350624084,0.38266420364379883,0.31683605909347534,0.3267117142677307,0.29641881585121155
on,0.4245251417160034,0.3205535411834717,0.19917237758636475,0.16746006906032562,0.268924742937088,0.2978019714355469,0.17962776124477386,0.40749499201774597,0.5107308030128479,0.2229088544845581,0.3966929316520691,0.5107308030128479,0.31106263399124146,0.25138208270072937,0.2714994251728058
view,0.24135445058345795,0.17549404501914978,0.07633176445960999,0.12179284542798996,0.1930849850177765,0.20745962858200073,0.12968885898590088,0.1253322958946228,0.25610461831092834,0.1497926414012909,0.21446028351783752,0.25610461831092834,0.15748095512390137,0.23360681533813477,0.17672975361347198
.,0.45942068099975586,0.3524959683418274,0.23159366846084595,0.17498841881752014,0.3452940285205841,0.36271902918815613,0.26645728945732117,0.4446153938770294,0.5934505462646484,0.2886379361152649,0.5352458953857422,0.5934505462646484,0.35031336545944214,0.2919006645679474,0.4130953550338745
