,what,did,luther,think,was,required,to,stop,the,violence,?
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.22653338313102722,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.2299048751592636,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.20694120228290558,0.5420777797698975,0.36023372411727905,0.3514941930770874,0.5542377829551697,0.2644879221916199,0.4859698414802551,0.2244095355272293,0.27921953797340393
only,0.41415658593177795,0.4039593040943146,0.10428047180175781,0.41617000102996826,0.36249664425849915,0.3897126317024231,0.5096819996833801,0.2994515001773834,0.5497692227363586,0.2293001115322113,0.2767370045185089
by,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.2680226266384125,0.4752357602119446,0.21564500033855438,0.33534231781959534,0.25859901309013367,0.4408751428127289,0.21456557512283325,0.17966607213020325
my,0.3588488698005676,0.2537900507450104,0.2192668318748474,0.4428020417690277,0.21379706263542175,0.22971868515014648,0.27499768137931824,0.1747947633266449,0.26636773347854614,0.2044563740491867,0.4195883572101593
personal,0.3188508450984955,0.24463480710983276,0.19255410134792328,0.2575274109840393,0.1733088493347168,0.20009733736515045,0.2410377562046051,0.1540895402431488,0.19990217685699463,0.2612919509410858,0.206199511885643
presence,0.24428647756576538,0.16884823143482208,0.07687997817993164,0.19707702100276947,0.17283804714679718,0.23678313195705414,0.3215413987636566,0.158217191696167,0.34114351868629456,0.236835315823555,0.08592845499515533
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.30740439891815186,0.3740963041782379,0.25104308128356934,0.48971283435821533,0.2426174432039261,0.5171257257461548,0.2652360200881958,0.20544172823429108
living,0.22245320677757263,0.16898059844970703,0.11346376687288284,0.17473074793815613,0.16790105402469635,0.07497469335794449,0.2300543487071991,0.053588055074214935,0.3127744197845459,0.19102348387241364,0.18362653255462646
word,0.30982115864753723,0.16434818506240845,0.10150709748268127,0.280923992395401,0.20755049586296082,0.15130257606506348,0.2865414023399353,0.18012140691280365,0.2835540175437927,0.18698860704898834,0.19046713411808014
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.31119775772094727,0.40146201848983765,0.2724599838256836,0.4645031690597534,0.27782511711120605,0.5934505462646484,0.22271575033664703,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.03370605781674385,0.04456103965640068,0.02603072114288807,-0.009905828163027763,0.02231205254793167,0.041273195296525955,-0.035060979425907135,0.018684765323996544
,what,did,luther,think,was,required,to,stop,the,violence,?
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.23837615549564362,0.45514053106307983,0.20162324607372284,0.45010748505592346,0.20196323096752167,0.6662389636039734,0.2653872072696686,0.20430970191955566
these,0.4164220690727234,0.38755595684051514,0.23486362397670746,0.3914264142513275,0.19784674048423767,0.3697919249534607,0.46852558851242065,0.2716788053512573,0.49086877703666687,0.20858366787433624,0.2571668326854706
sermons,0.27843937277793884,0.2170960009098053,0.35831841826438904,0.2500768303871155,0.1874013990163803,0.17945818603038788,0.2867288589477539,0.17279741168022156,0.30348941683769226,0.32617032527923584,0.227912038564682
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.22653338313102722,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.2299048751592636,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.26572662591934204,0.5410010814666748,0.15180060267448425,0.385390967130661,0.2347853034734726,0.4571082592010498,0.22512583434581757,0.2089974731206894
hammered,0.19515401124954224,0.21325969696044922,0.15110450983047485,0.22420087456703186,0.27670523524284363,0.16147254407405853,0.235159769654274,0.2609984278678894,0.3063465356826782,0.09340785443782806,0.20034612715244293
home,0.1608789712190628,0.17098017036914825,0.0950976237654686,0.13583071529865265,0.25139835476875305,0.10186023265123367,0.31056779623031616,0.14229276776313782,0.28978195786476135,0.10856540501117706,0.0757145956158638
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.48711544275283813,0.27848219871520996,0.535392165184021,0.25771772861480713,1.0,0.25465771555900574,0.22068053483963013
primacy,0.28350478410720825,0.18890035152435303,0.2391805201768875,0.24088427424430847,0.14013098180294037,0.22561828792095184,0.21362634003162384,0.0682842805981636,0.3013303875923157,0.3120594918727875,0.138555109500885
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2625778615474701,0.4069072902202606,0.26183071732521057,0.41548454761505127,0.2052845060825348,0.733189046382904,0.21331627666950226,0.1826142966747284
core,0.2474994957447052,0.15098068118095398,0.060534536838531494,0.27817198634147644,0.12617303431034088,0.2007099837064743,0.22665469348430634,0.1840415894985199,0.21890558302402496,0.13483336567878723,0.20309162139892578
christian,0.17849333584308624,0.20078235864639282,0.36969617009162903,0.17576442658901215,0.21208207309246063,0.0911869928240776,0.19438040256500244,0.10492585599422455,0.19930796325206757,0.22771002352237701,0.1508396863937378
values,0.28629231452941895,0.1320362389087677,0.198616623878479,0.26979807019233704,0.1286422163248062,0.34343674778938293,0.2971996068954468,0.0848647728562355,0.23992402851581573,0.18476513028144836,0.23432563245296478
such,0.23989605903625488,0.24497397243976593,0.09043191373348236,0.33606821298599243,0.12487147748470306,0.26925382018089294,0.2871878743171692,0.2102593034505844,0.3575236201286316,0.18494771420955658,0.17851735651493073
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.3555661737918854,0.3677520453929901,0.23791028559207916,0.42092081904411316,0.20919211208820343,0.48381632566452026,0.22102874517440796,0.27043893933296204
love,0.2620820701122284,0.25939130783081055,0.13904373347759247,0.2924572825431824,0.15218229591846466,0.08635908365249634,0.21338175237178802,0.20612166821956635,0.19631516933441162,0.32370254397392273,0.24261747300624847
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.22653338313102722,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.2299048751592636,0.31091248989105225
patience,0.37417852878570557,0.19943520426750183,0.1476113349199295,0.4082237184047699,0.13212881982326508,0.23999549448490143,0.2763178050518036,0.1692315638065338,0.17752514779567719,0.2755674421787262,0.3431873023509979
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.22653338313102722,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.2299048751592636,0.31091248989105225
charity,0.2074352502822876,0.1666063368320465,0.13919882476329803,0.22581952810287476,0.21781642735004425,0.12591467797756195,0.2168380469083786,0.13890866935253143,0.21295595169067383,0.2611308693885803,0.17256353795528412
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.22653338313102722,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.2299048751592636,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.30740439891815186,0.3740963041782379,0.25104308128356934,0.48971283435821533,0.2426174432039261,0.5171257257461548,0.2652360200881958,0.20544172823429108
freedom,0.21405836939811707,0.21706336736679077,0.31829243898391724,0.19503922760486603,0.18240031599998474,0.2287135124206543,0.24531033635139465,0.25029465556144714,0.24307598173618317,0.38052818179130554,0.1626027375459671
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.22653338313102722,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.2299048751592636,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.30740439891815186,0.3740963041782379,0.25104308128356934,0.48971283435821533,0.2426174432039261,0.5171257257461548,0.2652360200881958,0.20544172823429108
reminded,0.36944183707237244,0.31783339381217957,0.15495644509792328,0.4365328252315521,0.2610875964164734,0.2746719717979431,0.3383727967739105,0.21123310923576355,0.3055819272994995,0.2925104796886444,0.33089837431907654
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.48711544275283813,0.27848219871520996,0.535392165184021,0.25771772861480713,1.0,0.25465771555900574,0.22068053483963013
citizens,0.1905079185962677,0.24627739191055298,0.14824047684669495,0.2227281630039215,0.2462056279182434,0.27573156356811523,0.2594742178916931,0.18557973206043243,0.29208630323410034,0.302880197763443,0.14885954558849335
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.3748004138469696,0.3636345863342285,0.3613971471786499,1.0,0.31219643354415894,0.535392165184021,0.20034150779247284,0.29463258385658264
trust,0.3354778289794922,0.24853086471557617,0.09778988361358643,0.34664055705070496,0.165829598903656,0.2518569231033325,0.24275372922420502,0.11891399323940277,0.1622215360403061,0.12920810282230377,0.22135582566261292
god,0.3127830922603607,0.2420882135629654,0.2238161414861679,0.28584322333335876,0.20121176540851593,0.11173275113105774,0.2408517301082611,0.16165022552013397,0.24689088761806488,0.2308868169784546,0.23396754264831543
's,0.02692362666130066,0.05069678649306297,-0.009990512393414974,0.015562640503048897,0.008974763564765453,0.010141395032405853,0.03782717138528824,-0.0715416669845581,-0.01540423184633255,0.05901326611638069,-0.023395681753754616
word,0.30982115864753723,0.16434818506240845,0.10150709748268127,0.280923992395401,0.20755049586296082,0.15130257606506348,0.2865414023399353,0.18012140691280365,0.2835540175437927,0.18698860704898834,0.19046713411808014
rather,0.3923804461956024,0.3137456178665161,0.19670958817005157,0.44844239950180054,0.23478160798549652,0.32129189372062683,0.4052407741546631,0.25721275806427,0.31983619928359985,0.17075394093990326,0.3053998053073883
than,0.29388150572776794,0.24820660054683685,0.14714092016220093,0.3669995665550232,0.1872616857290268,0.28824999928474426,0.3192550539970398,0.20225967466831207,0.3227543234825134,0.1764342337846756,0.24917294085025787
violence,0.24788525700569153,0.22152221202850342,0.21486099064350128,0.29663464426994324,0.1779039204120636,0.13631832599639893,0.20034150779247284,0.3307725191116333,0.25465771555900574,1.0000001192092896,0.20634515583515167
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.3748004138469696,0.3636345863342285,0.3613971471786499,1.0,0.31219643354415894,0.535392165184021,0.20034150779247284,0.29463258385658264
bring,0.3273051679134369,0.2784508764743805,0.1393851339817047,0.30181798338890076,0.17927412688732147,0.20330579578876495,0.4213464558124542,0.2985819876194,0.31620702147483826,0.19428889453411102,0.250621497631073
about,0.47976887226104736,0.28723078966140747,0.203048437833786,0.417228102684021,0.2577359974384308,0.15143436193466187,0.391953706741333,0.23422400653362274,0.37995871901512146,0.23384013772010803,0.302409827709198
necessary,0.3794087767601013,0.34152600169181824,0.15858584642410278,0.4243305027484894,0.14205975830554962,0.646235466003418,0.40437278151512146,0.27782419323921204,0.28364068269729614,0.2047424167394638,0.3430270850658417
change,0.3690716028213501,0.2806394100189209,0.18148183822631836,0.40130338072776794,0.18487286567687988,0.29625409841537476,0.3581787943840027,0.31490764021873474,0.3641999065876007,0.24499934911727905,0.24115969240665436
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.31119775772094727,0.40146201848983765,0.2724599838256836,0.4645031690597534,0.27782511711120605,0.5934505462646484,0.22271575033664703,0.4130953550338745
