,what,are,two,basic,primary,resources,used,to,guage,complexity,?
and,0.31309178471565247,0.48576638102531433,0.4671151638031006,0.3108116090297699,0.2539214491844177,0.3116118013858795,0.3150506615638733,0.48971283435821533,0.2746473550796509,0.2520415782928467,0.20544172823429108
quantifying,0.3629314601421356,0.3003011643886566,0.20931220054626465,0.32691851258277893,0.2000584751367569,0.39057618379592896,0.28278738260269165,0.24582016468048096,0.3058919310569763,0.5250340104103088,0.3197425901889801
the,0.42745697498321533,0.40399202704429626,0.43858039379119873,0.27259987592697144,0.25688621401786804,0.25734785199165344,0.3718377649784088,0.535392165184021,0.3878888487815857,0.21171598136425018,0.22068053483963013
amount,0.2602839767932892,0.2873819172382355,0.2235969752073288,0.2273573875427246,0.0882691740989685,0.3091164231300354,0.27664682269096375,0.309798926115036,0.2032790333032608,0.35564368963241577,0.17984020709991455
of,0.33290785551071167,0.39081433415412903,0.37726253271102905,0.2817785441875458,0.23414276540279388,0.2746381163597107,0.3075267970561981,0.41548454761505127,0.29797372221946716,0.23338180780410767,0.1826142966747284
resources,0.24701403081417084,0.30372336506843567,0.1392221450805664,0.23813986778259277,0.21483319997787476,1.0000001192092896,0.2871328592300415,0.3263809382915497,0.2992715835571289,0.30577579140663147,0.26047492027282715
needed,0.3631289601325989,0.3141024708747864,0.2578530013561249,0.40081992745399475,0.2353651523590088,0.27565595507621765,0.4799882769584656,0.45002421736717224,0.25958386063575745,0.4031173586845398,0.2863257825374603
to,0.455847829580307,0.3504326641559601,0.3343428373336792,0.28033503890037537,0.27388349175453186,0.3263809382915497,0.40058770775794983,1.0,0.309007853269577,0.28336837887763977,0.29463258385658264
solve,0.3072938323020935,0.26833251118659973,0.2598869204521179,0.22998712956905365,0.07795052230358124,0.3219124972820282,0.24460241198539734,0.2640334367752075,0.23855188488960266,0.4029405415058136,0.27457404136657715
them,0.4994642734527588,0.5206625461578369,0.39589542150497437,0.32688531279563904,0.15857012569904327,0.3149339258670807,0.35850977897644043,0.5916602611541748,0.33660200238227844,0.2624550461769104,0.35435691475868225
",",0.3087472915649414,0.4062570035457611,0.35859420895576477,0.2850632071495056,0.2565748989582062,0.2789028584957123,0.3120402991771698,0.44245919585227966,0.31638723611831665,0.27822354435920715,0.31091248989105225
such,0.23989605903625488,0.4654397666454315,0.29377371072769165,0.3151266276836395,0.15780673921108246,0.32684165239334106,0.4262988865375519,0.2871878743171692,0.25289440155029297,0.33842724561691284,0.17851735651493073
as,0.31749409437179565,0.3826591968536377,0.3029302954673767,0.2511442303657532,0.2169201374053955,0.25327977538108826,0.35160550475120544,0.42092081904411316,0.2706274390220642,0.22960948944091797,0.27043893933296204
time,0.36319252848625183,0.24188680946826935,0.33960169553756714,0.20076961815357208,0.04333251714706421,0.27837085723876953,0.2869652807712555,0.3679993152618408,0.22654525935649872,0.2680857479572296,0.27391523122787476
and,0.31309178471565247,0.48576638102531433,0.4671151638031006,0.3108116090297699,0.2539214491844177,0.3116118013858795,0.3150506615638733,0.48971283435821533,0.2746473550796509,0.2520415782928467,0.20544172823429108
storage,0.18395499885082245,0.2780616283416748,0.2058923989534378,0.23490726947784424,0.2528006434440613,0.373639851808548,0.35957273840904236,0.2797470688819885,0.1878005415201187,0.3277871906757355,0.15578968822956085
.,0.3567904531955719,0.3452940285205841,0.3524959683418274,0.2838435769081116,0.22422198951244354,0.2478848099708557,0.33111312985420227,0.4645031690597534,0.32499954104423523,0.21340465545654297,0.4130953550338745
