,what,does,not,constitute,as,civil,disobedience,?
is,0.28837618231773376,0.4403602182865143,0.3776007890701294,0.2940891981124878,0.43216490745544434,0.16941262781620026,0.21453623473644257,0.22961433231830597
usually,0.32521089911460876,0.3977598547935486,0.43927186727523804,0.15512579679489136,0.3335179388523102,0.1792614609003067,0.24451304972171783,0.19435347616672516
defined,0.25343453884124756,0.29282671213150024,0.35070300102233887,0.21061284840106964,0.35916298627853394,0.12246352434158325,0.1861807405948639,0.22494901716709137
as,0.31749409437179565,0.31202155351638794,0.5105602741241455,0.25293901562690735,1.0,0.18100082874298096,0.25773370265960693,0.27043893933296204
pertaining,0.33592402935028076,0.3156561255455017,0.3963947296142578,0.22386595606803894,0.28334107995033264,0.17966154217720032,0.3411206603050232,0.2915913462638855
to,0.455847829580307,0.4391997456550598,0.5149973034858704,0.2941921353340149,0.42092081904411316,0.2019355595111847,0.30665844678878784,0.29463258385658264
a,0.3320399522781372,0.38201746344566345,0.3791346549987793,0.21458278596401215,0.39550232887268066,0.21693918108940125,0.25352153182029724,0.23916715383529663
citizen,0.20342512428760529,0.1156979352235794,0.23211289942264557,0.20760002732276917,0.15908487141132355,0.20000368356704712,0.2703973650932312,0.1601516604423523
's,0.02692362666130066,-0.02895052544772625,0.002583299996331334,-0.01858563721179962,-0.05775856226682663,-0.06354409456253052,0.027719656005501747,-0.023395681753754616
relation,0.3144443929195404,0.25259336829185486,0.29026907682418823,0.2019757181406021,0.2677114009857178,0.18419675529003143,0.282622754573822,0.1898830384016037
to,0.455847829580307,0.4391997456550598,0.5149973034858704,0.2941921353340149,0.42092081904411316,0.2019355595111847,0.30665844678878784,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,0.4310511648654938,0.32194724678993225,0.48381632566452026,0.2477465271949768,0.30963727831840515,0.22068053483963013
state,0.24273863434791565,0.15987756848335266,0.23725773394107819,0.32905933260917664,0.26851922273635864,0.2531958818435669,0.25511521100997925,0.1160883978009224
and,0.31309178471565247,0.3461615741252899,0.39099299907684326,0.2725679278373718,0.49487000703811646,0.25259146094322205,0.3041999638080597,0.20544172823429108
its,0.30393704771995544,0.33437713980674744,0.29187723994255066,0.2463361620903015,0.31874480843544006,0.15427452325820923,0.15781542658805847,0.15103481709957123
laws,0.29636016488075256,0.2312685251235962,0.2995064854621887,0.41798701882362366,0.21991311013698578,0.2589532434940338,0.4583999514579773,0.17911791801452637
",",0.3087472915649414,0.28617382049560547,0.3769696354866028,0.30531802773475647,0.48816442489624023,0.24795588850975037,0.2878543734550476,0.31091248989105225
as,0.31749409437179565,0.31202155351638794,0.5105602741241455,0.25293901562690735,1.0,0.18100082874298096,0.25773370265960693,0.27043893933296204
distinguished,0.1610289216041565,0.15119658410549164,0.1377544403076172,0.16932813823223114,0.20290976762771606,0.22997857630252838,0.26259133219718933,0.08062640577554703
from,0.2737620174884796,0.1777622550725937,0.2567668557167053,0.23460063338279724,0.3251767158508301,0.11420916765928268,0.1641564965248108,0.19969791173934937
a,0.3320399522781372,0.38201746344566345,0.3791346549987793,0.21458278596401215,0.39550232887268066,0.21693918108940125,0.25352153182029724,0.23916715383529663
constitutional,0.24835939705371857,0.20616592466831207,0.2985531687736511,0.6503581404685974,0.2500109374523163,0.31163451075553894,0.42238739132881165,0.2199033498764038
impasse,0.2512427568435669,0.19201941788196564,0.2234025001525879,0.1312667429447174,0.20338362455368042,0.20988640189170837,0.29124635457992554,0.1774221956729889
in,0.30808621644973755,0.214483380317688,0.3403114080429077,0.2821226418018341,0.3887844979763031,0.26466667652130127,0.3054615259170532,0.20430970191955566
which,0.5261979103088379,0.39111801981925964,0.46766895055770874,0.3200324773788452,0.41006597876548767,0.13459211587905884,0.3121037483215332,0.25814583897590637
two,0.23363454639911652,0.2100418359041214,0.2686237692832947,0.14503784477710724,0.3029302954673767,0.17554090917110443,0.17593710124492645,0.19645625352859497
public,0.1729622185230255,0.18710975348949432,0.20537999272346497,0.12819534540176392,0.2423635572195053,0.26383864879608154,0.3216745853424072,0.19872993230819702
agencies,0.2035544514656067,0.21558460593223572,0.22983641922473907,0.24674640595912933,0.26165270805358887,0.24945448338985443,0.24546565115451813,0.1637895703315735
",",0.3087472915649414,0.28617382049560547,0.3769696354866028,0.30531802773475647,0.48816442489624023,0.24795588850975037,0.2878543734550476,0.31091248989105225
especially,0.3590192496776581,0.2951308488845825,0.4181240499019623,0.22442156076431274,0.33781635761260986,0.15699714422225952,0.2732999324798584,0.19751401245594025
two,0.23363454639911652,0.2100418359041214,0.2686237692832947,0.14503784477710724,0.3029302954673767,0.17554090917110443,0.17593710124492645,0.19645625352859497
equally,0.3545299768447876,0.26817193627357483,0.41917747259140015,0.30001744627952576,0.34263381361961365,0.22718475759029388,0.3547156751155853,0.22503766417503357
sovereign,0.24675709009170532,0.19327418506145477,0.25674381852149963,0.31968557834625244,0.27669596672058105,0.20627914369106293,0.36100801825523376,0.1680317223072052
branches,0.1727389693260193,0.19476425647735596,0.15381351113319397,0.14510327577590942,0.1742081344127655,0.1468725949525833,0.18580031394958496,0.12858285009860992
of,0.33290785551071167,0.3119818866252899,0.3307090103626251,0.36595216393470764,0.3886612355709076,0.24698495864868164,0.31932318210601807,0.1826142966747284
government,0.28074538707733154,0.19420266151428223,0.2722996473312378,0.36612841486930847,0.1883569210767746,0.30626749992370605,0.39617401361465454,0.18851417303085327
",",0.3087472915649414,0.28617382049560547,0.3769696354866028,0.30531802773475647,0.48816442489624023,0.24795588850975037,0.2878543734550476,0.31091248989105225
conflict,0.32742366194725037,0.19990573823451996,0.27031081914901733,0.2711566388607025,0.27773791551589966,0.3430209457874298,0.41490665078163147,0.26744839549064636
.,0.3567904531955719,0.3022993505001068,0.4824007451534271,0.2579360008239746,0.515582263469696,0.2541380822658539,0.2603943943977356,0.4130953550338745
