,what,happened,to,the,apollo,13,crew,to,force,them,to,use,the,lm,as,a,``,life,boat,'',as,it,had,been,designed,?
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.19808128476142883,0.028695285320281982,0.2217068374156952,0.44245919585227966,0.22091743350028992,0.3985835015773773,0.44245919585227966,0.3276674151420593,0.4933079481124878,0.15934062004089355,0.48816442489624023,0.427140474319458,0.09681109338998795,0.24050940573215485,0.21446914970874786,-0.037358131259679794,0.48816442489624023,0.48329564929008484,0.35487717390060425,0.34873589873313904,0.201692596077919,0.31091248989105225
disabling,0.27973678708076477,0.1745912879705429,0.2986331582069397,0.23550814390182495,0.09371029585599899,-0.037036601454019547,0.1870439648628235,0.2986331582069397,0.16669198870658875,0.395670086145401,0.2986331582069397,0.3736918270587921,0.23550814390182495,0.1844678521156311,0.27146995067596436,0.2842939794063568,0.14438781142234802,0.12746764719486237,0.16373464465141296,-0.0429542101919651,0.27146995067596436,0.2189306914806366,0.20025648176670074,0.2617589831352234,0.22705385088920593,0.2779766023159027
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2169172167778015,-0.007407139986753464,0.25329816341400146,0.535392165184021,0.2800885736942291,0.4788833558559418,0.535392165184021,0.34342584013938904,1.0,0.25534775853157043,0.48381632566452026,0.5829201340675354,0.029072100296616554,0.23528170585632324,0.2424127608537674,0.041273195296525955,0.48381632566452026,0.6251175999641418,0.3875846862792969,0.3563927710056305,0.2559613883495331,0.22068053483963013
service,0.16857224702835083,0.14659997820854187,0.24411341547966003,0.22661015391349792,0.15670818090438843,-0.10435560345649719,0.19217723608016968,0.24411341547966003,0.25582051277160645,0.19594091176986694,0.24411341547966003,0.25248321890830994,0.22661015391349792,0.18236500024795532,0.21829554438591003,0.23104366660118103,0.017600590363144875,0.26017507910728455,0.1628951132297516,-0.12121836096048355,0.21829554438591003,0.22391626238822937,0.15062880516052246,0.17218373715877533,0.19692067801952362,0.1676298975944519
module,0.2071267068386078,0.09263069927692413,0.17751087248325348,0.15147453546524048,0.38253456354141235,0.09672755748033524,0.27745601534843445,0.17751087248325348,0.20709346234798431,0.19158442318439484,0.17751087248325348,0.2386648952960968,0.15147453546524048,0.3337670564651489,0.16972720623016357,0.13346926867961884,0.06851312518119812,0.09969666600227356,0.1650276929140091,-0.0770312175154686,0.16972720623016357,0.17675580084323883,0.09151669591665268,0.16419027745723724,0.15687674283981323,0.2131270468235016
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.15251155197620392,0.05119633674621582,0.22802916169166565,0.48971283435821533,0.24372100830078125,0.48717668652534485,0.48971283435821533,0.34145063161849976,0.5171257257461548,0.15283863246440887,0.49487000703811646,0.3739250600337982,0.036644238978624344,0.26095253229141235,0.1962285041809082,0.021612688899040222,0.49487000703811646,0.40957894921302795,0.3872550129890442,0.3424558639526367,0.2359010875225067,0.20544172823429108
forcing,0.24178177118301392,0.21548008918762207,0.3712129294872284,0.31176233291625977,0.1021026000380516,-0.027983976528048515,0.19338470697402954,0.3712129294872284,0.3712500333786011,0.39542514085769653,0.3712129294872284,0.24221758544445038,0.31176233291625977,0.14654424786567688,0.23539383709430695,0.22368870675563812,0.08947542309761047,0.1845291554927826,0.19397282600402832,-0.08143135160207748,0.23539383709430695,0.13318510353565216,0.28691425919532776,0.1845051497220993,0.16457119584083557,0.19852621853351593
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2169172167778015,-0.007407139986753464,0.25329816341400146,0.535392165184021,0.2800885736942291,0.4788833558559418,0.535392165184021,0.34342584013938904,1.0,0.25534775853157043,0.48381632566452026,0.5829201340675354,0.029072100296616554,0.23528170585632324,0.2424127608537674,0.041273195296525955,0.48381632566452026,0.6251175999641418,0.3875846862792969,0.3563927710056305,0.2559613883495331,0.22068053483963013
crew,0.17533187568187714,0.20155511796474457,0.21819929778575897,0.25329816341400146,0.36530131101608276,-0.02903858944773674,1.0,0.21819929778575897,0.18565981090068817,0.24799001216888428,0.21819929778575897,0.13264691829681396,0.25329816341400146,0.21415667235851288,0.15990298986434937,0.15305642783641815,0.0011332690482959151,0.15328730642795563,0.4337260127067566,-0.09786515682935715,0.15990298986434937,0.12595811486244202,0.1789378970861435,0.10881932824850082,0.13402403891086578,0.16586194932460785
to,0.455847829580307,0.2299996316432953,1.0,0.535392165184021,0.23190522193908691,0.05182816833257675,0.21819929778575897,1.0,0.24496492743492126,0.5916602611541748,1.0,0.47261837124824524,0.535392165184021,0.17625956237316132,0.42092081904411316,0.45503583550453186,0.06720756739377975,0.24560359120368958,0.23826055228710175,-0.009905828163027763,0.42092081904411316,0.513711154460907,0.37984350323677063,0.34945759177207947,0.3077097535133362,0.29463258385658264
use,0.3453877568244934,0.1936042606830597,0.47261837124824524,0.34342584013938904,0.15835528075695038,-0.0960274189710617,0.13264691829681396,0.47261837124824524,0.20234666764736176,0.43374505639076233,0.47261837124824524,1.0,0.34342584013938904,0.23685790598392487,0.3453201949596405,0.30793872475624084,0.098173126578331,0.15109926462173462,0.13628289103507996,0.09741680324077606,0.3453201949596405,0.34436097741127014,0.22564378380775452,0.27338850498199463,0.30374231934547424,0.32795652747154236
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2169172167778015,-0.007407139986753464,0.25329816341400146,0.535392165184021,0.2800885736942291,0.4788833558559418,0.535392165184021,0.34342584013938904,1.0,0.25534775853157043,0.48381632566452026,0.5829201340675354,0.029072100296616554,0.23528170585632324,0.2424127608537674,0.041273195296525955,0.48381632566452026,0.6251175999641418,0.3875846862792969,0.3563927710056305,0.2559613883495331,0.22068053483963013
lm,0.22412168979644775,0.12241900712251663,0.17625956237316132,0.25534775853157043,0.36199986934661865,-0.0016674220096319914,0.21415667235851288,0.17625956237316132,0.1512259989976883,0.15620647370815277,0.17625956237316132,0.23685790598392487,0.25534775853157043,1.0000001192092896,0.1790187805891037,0.1819782704114914,0.021933961659669876,0.11751270294189453,0.17949576675891876,-0.05225958302617073,0.1790187805891037,0.21401625871658325,0.1544676125049591,0.2421448975801468,0.1511140763759613,0.2270602136850357
as,0.31749409437179565,0.20198430120944977,0.42092081904411316,0.48381632566452026,0.15543952584266663,0.08679751306772232,0.15990298986434937,0.42092081904411316,0.19216643273830414,0.33716270327568054,0.42092081904411316,0.3453201949596405,0.48381632566452026,0.1790187805891037,1.0,0.39550232887268066,0.03910288214683533,0.23248597979545593,0.17401687800884247,0.006628023460507393,1.0,0.4461488723754883,0.3393979072570801,0.3975982367992401,0.23383614420890808,0.27043893933296204
a,0.3320399522781372,0.2774496078491211,0.45503583550453186,0.5829201340675354,0.19996169209480286,0.01653565652668476,0.15305642783641815,0.45503583550453186,0.2451154738664627,0.3151612877845764,0.45503583550453186,0.30793872475624084,0.5829201340675354,0.1819782704114914,0.39550232887268066,1.0,0.07272057235240936,0.27076753973960876,0.26391369104385376,0.04890415817499161,0.39550232887268066,0.5452592968940735,0.34897568821907043,0.3315402865409851,0.28430381417274475,0.23916715383529663
``,0.008517155423760414,-0.0633864626288414,0.06720756739377975,0.029072100296616554,-0.054567184299230576,-0.006508041638880968,0.0011332690482959151,0.06720756739377975,0.08451810479164124,0.08904550224542618,0.06720756739377975,0.098173126578331,0.029072100296616554,0.021933961659669876,0.03910288214683533,0.07272057235240936,1.0,0.020149845629930496,-0.0019328135531395674,-0.09173435717821121,0.03910288214683533,0.035206809639930725,0.0518546998500824,0.006640665698796511,-0.05251215770840645,0.0685480609536171
life,0.24693015217781067,0.22275510430335999,0.24560359120368958,0.23528170585632324,0.20516644418239594,0.01772690750658512,0.15328730642795563,0.24560359120368958,0.1253519058227539,0.240503191947937,0.24560359120368958,0.15109926462173462,0.23528170585632324,0.11751270294189453,0.23248597979545593,0.27076753973960876,0.020149845629930496,1.0,0.23852312564849854,-0.05567263066768646,0.23248597979545593,0.20706775784492493,0.25265681743621826,0.22931450605392456,0.14141371846199036,0.21677987277507782
boat,0.16556422412395477,0.1954994797706604,0.23826055228710175,0.2424127608537674,0.24802705645561218,-0.07311472296714783,0.4337260127067566,0.23826055228710175,0.3140055239200592,0.2071872353553772,0.23826055228710175,0.13628289103507996,0.2424127608537674,0.17949576675891876,0.17401687800884247,0.26391369104385376,-0.0019328135531395674,0.23852312564849854,0.9999999403953552,-0.10054222494363785,0.17401687800884247,0.2114313840866089,0.21216602623462677,0.183938130736351,0.17890240252017975,0.1711711287498474
'',0.08143015950918198,-0.006055272184312344,-0.009905828163027763,0.041273195296525955,-0.057827021926641464,0.02935056760907173,-0.09786515682935715,-0.009905828163027763,-0.09640523791313171,-0.061781175434589386,-0.009905828163027763,0.09741680324077606,0.041273195296525955,-0.05225958302617073,0.006628023460507393,0.04890415817499161,-0.09173435717821121,-0.05567263066768646,-0.10054222494363785,1.0,0.006628023460507393,-0.016964951530098915,0.024004416540265083,-0.031851496547460556,0.017010018229484558,0.018684765323996544
to,0.455847829580307,0.2299996316432953,1.0,0.535392165184021,0.23190522193908691,0.05182816833257675,0.21819929778575897,1.0,0.24496492743492126,0.5916602611541748,1.0,0.47261837124824524,0.535392165184021,0.17625956237316132,0.42092081904411316,0.45503583550453186,0.06720756739377975,0.24560359120368958,0.23826055228710175,-0.009905828163027763,0.42092081904411316,0.513711154460907,0.37984350323677063,0.34945759177207947,0.3077097535133362,0.29463258385658264
return,0.18344242870807648,0.155220627784729,0.3110596537590027,0.2543797492980957,0.2152826488018036,0.09983692318201065,0.17983058094978333,0.3110596537590027,0.1786988377571106,0.2724166512489319,0.3110596537590027,0.23665004968643188,0.2543797492980957,0.1423899233341217,0.22318169474601746,0.20093116164207458,0.09640642255544662,0.17423219978809357,0.2118307650089264,-0.07134611904621124,0.22318169474601746,0.16362150013446808,0.21808868646621704,0.2031501829624176,0.02739580348134041,0.14655634760856628
to,0.455847829580307,0.2299996316432953,1.0,0.535392165184021,0.23190522193908691,0.05182816833257675,0.21819929778575897,1.0,0.24496492743492126,0.5916602611541748,1.0,0.47261837124824524,0.535392165184021,0.17625956237316132,0.42092081904411316,0.45503583550453186,0.06720756739377975,0.24560359120368958,0.23826055228710175,-0.009905828163027763,0.42092081904411316,0.513711154460907,0.37984350323677063,0.34945759177207947,0.3077097535133362,0.29463258385658264
earth,0.25883176922798157,0.23374611139297485,0.2486501932144165,0.2801888585090637,0.3316074311733246,0.1493198573589325,0.1996253877878189,0.2486501932144165,0.21943484246730804,0.24869491159915924,0.2486501932144165,0.2093004435300827,0.2801888585090637,0.33073779940605164,0.22570030391216278,0.21121151745319366,-0.03648577630519867,0.2944542467594147,0.16395647823810577,-0.03907307982444763,0.22570030391216278,0.27391982078552246,0.11675896495580673,0.17430467903614044,0.09149140864610672,0.17717236280441284
.,0.3567904531955719,0.29012542963027954,0.4645031690597534,0.5934505462646484,0.22384987771511078,0.041442494839429855,0.24222686886787415,0.4645031690597534,0.2783275842666626,0.39945515990257263,0.4645031690597534,0.3711656630039215,0.5934505462646484,0.22923575341701508,0.515582263469696,0.50484299659729,0.05720457062125206,0.3029138445854187,0.2795538306236267,-0.07181349396705627,0.515582263469696,0.5593622326850891,0.37348684668540955,0.33645182847976685,0.24422594904899597,0.4130953550338745
