,what,award,was,michelle,gomez,nominated,for,?
2016,0.10915659368038177,0.015608738176524639,-0.009529631584882736,-0.06499423831701279,-0.08290231972932816,-0.1394999921321869,0.054391246289014816,-0.12147852033376694
",",0.3087472915649414,0.25078102946281433,0.45456063747406006,0.22843530774116516,0.23072148859500885,0.2839058041572571,0.4464869201183319,0.31091248989105225
michelle,0.173698291182518,0.21807518601417542,0.21756359934806824,1.0000001192092896,0.3305133283138275,0.18429246544837952,0.11818166822195053,0.1274711787700653
gomez,0.13255628943443298,0.22880928218364716,0.20878522098064423,0.3305133283138275,1.0,0.18035057187080383,0.18917463719844818,0.15177766978740692
became,0.1434093862771988,0.2082284688949585,0.6575068235397339,0.18669089674949646,0.11178691685199738,0.1533169448375702,0.3017078936100006,0.11374033987522125
the,0.42745697498321533,0.24073810875415802,0.48711544275283813,0.17391090095043182,0.2147274762392044,0.22135822474956512,0.4739971458911896,0.22068053483963013
first,0.28086137771606445,0.2244419902563095,0.5022147297859192,0.2555094361305237,0.16241829097270966,0.22881580889225006,0.3800288736820221,0.18701928853988647
female,0.14235767722129822,0.19213013350963593,0.17758683860301971,0.22929221391677856,0.14049135148525238,0.22658178210258484,0.23349101841449738,0.17839525640010834
to,0.455847829580307,0.14828933775424957,0.3636345863342285,0.1819121390581131,0.14981088042259216,0.20610158145427704,0.4451248347759247,0.29463258385658264
receive,0.20392422378063202,0.3525088131427765,0.210550457239151,0.23378582298755646,0.1749650090932846,0.23880408704280853,0.31519460678100586,0.1652119904756546
a,0.3320399522781372,0.20049746334552765,0.4508470594882965,0.21736297011375427,0.17227217555046082,0.21855126321315765,0.44038116931915283,0.23916715383529663
bafta,0.20731009542942047,0.659731388092041,0.1841372549533844,0.3093353509902954,0.14777818322181702,0.5395811796188354,0.3220202922821045,0.19733621180057526
nomination,0.25682130455970764,0.4920116364955902,0.2213200479745865,0.20963197946548462,0.16233286261558533,0.7770196795463562,0.3717750012874603,0.326166570186615
for,0.3017193675041199,0.33284175395965576,0.3863949179649353,0.11818166822195053,0.18917463719844818,0.4048205018043518,0.9999999403953552,0.264628142118454
the,0.42745697498321533,0.24073810875415802,0.48711544275283813,0.17391090095043182,0.2147274762392044,0.22135822474956512,0.4739971458911896,0.22068053483963013
series,0.17328087985515594,0.3122923970222473,0.2261398285627365,0.23097288608551025,0.16217926144599915,0.21767517924308777,0.2715710699558258,0.1709602326154709
",",0.3087472915649414,0.25078102946281433,0.45456063747406006,0.22843530774116516,0.23072148859500885,0.2839058041572571,0.4464869201183319,0.31091248989105225
getting,0.3483720123767853,0.13998964428901672,0.2391812801361084,0.20205987989902496,0.1627681404352188,0.16671086847782135,0.34310558438301086,0.28468504548072815
a,0.3320399522781372,0.20049746334552765,0.4508470594882965,0.21736297011375427,0.17227217555046082,0.21855126321315765,0.44038116931915283,0.23916715383529663
best,0.3036847710609436,0.5186157822608948,0.2817839980125427,0.16425777971744537,0.22852249443531036,0.44066834449768066,0.45128104090690613,0.2799045741558075
supporting,0.20305950939655304,0.4611679017543793,0.21408072113990784,0.2036212980747223,0.15290991961956024,0.46403637528419495,0.46186432242393494,0.2258012592792511
actress,0.17165528237819672,0.3474014401435852,0.24704307317733765,0.4402444660663605,0.30692046880722046,0.3180733025074005,0.20116308331489563,0.17259088158607483
nomination,0.25682130455970764,0.4920116364955902,0.2213200479745865,0.20963197946548462,0.16233286261558533,0.7770196795463562,0.3717750012874603,0.326166570186615
for,0.3017193675041199,0.33284175395965576,0.3863949179649353,0.11818166822195053,0.18917463719844818,0.4048205018043518,0.9999999403953552,0.264628142118454
her,0.2733216881752014,0.23986738920211792,0.34084662795066833,0.37901127338409424,0.35634204745292664,0.2325688749551773,0.2635703980922699,0.20310723781585693
work,0.3762225806713104,0.25767722725868225,0.24745555222034454,0.08355548977851868,0.11484458297491074,0.24910995364189148,0.4087657630443573,0.2621155381202698
as,0.31749409437179565,0.18954238295555115,0.3677520453929901,0.19954244792461395,0.15769195556640625,0.2902778089046478,0.44774648547172546,0.27043893933296204
missy,0.15755629539489746,0.24420855939388275,0.17239104211330414,0.38741108775138855,0.3258878290653229,0.21229426562786102,0.1162252426147461,0.26975369453430176
.,0.3567904531955719,0.21118880808353424,0.40146201848983765,0.16097964346408844,0.1795627772808075,0.253734290599823,0.4726039469242096,0.4130953550338745
