,what,gearing,was,used,on,steam,turbine,marine,engines,in,the,20th,century,?
",",0.3087472915649414,0.24314674735069275,0.45456063747406006,0.3120402991771698,0.49057599902153015,0.2264556586742401,0.21183495223522186,0.231239914894104,0.20245449244976044,0.5201468467712402,0.4933079481124878,0.22451449930667877,0.24487493932247162,0.31091248989105225
steam,0.15672586858272552,0.41599923372268677,0.16913670301437378,0.2604328691959381,0.1939276158809662,1.0000001192092896,0.5301763415336609,0.18714645504951477,0.4903687536716461,0.19852672517299652,0.23105813562870026,0.17203637957572937,0.2347051203250885,0.113324373960495
turbines,0.17412316799163818,0.3978533148765564,0.19179941713809967,0.33015379309654236,0.18957532942295074,0.5227647423744202,0.9344314932823181,0.1769198775291443,0.5360714197158813,0.23479467630386353,0.2202165722846985,0.20386925339698792,0.20577530562877655,0.18342499434947968
with,0.2464839518070221,0.2694336175918579,0.27411898970603943,0.3047430217266083,0.40749499201774597,0.21801024675369263,0.12040868401527405,0.19302231073379517,0.21779674291610718,0.4080928862094879,0.4223487675189972,0.22445109486579895,0.1467021107673645,0.2433311939239502
reduction,0.19884426891803741,0.39478179812431335,0.12348952889442444,0.2839129567146301,0.16262708604335785,0.2092806100845337,0.2845725119113922,0.1660020351409912,0.2733219563961029,0.24459965527057648,0.27052462100982666,0.16535072028636932,0.19868387281894684,0.1612403839826584
gearing,0.24599871039390564,1.0,0.1843671053647995,0.30488380789756775,0.2388092428445816,0.41599923372268677,0.41658321022987366,0.17027467489242554,0.42775723338127136,0.250129371881485,0.27680692076683044,0.23782005906105042,0.14393940567970276,0.1791764497756958
(,0.2411840260028839,0.1980682760477066,0.2980341613292694,0.19005385041236877,0.28656116127967834,0.11881943792104721,0.1862340271472931,0.1985759139060974,0.12876033782958984,0.3087427020072937,0.33289089798927307,0.24042166769504547,0.15864071249961853,0.40561532974243164
although,0.24844598770141602,0.26323890686035156,0.3711436688899994,0.33199048042297363,0.3547761142253876,0.17423155903816223,0.13496360182762146,0.20068654417991638,0.20839811861515045,0.28763338923454285,0.3265823423862457,0.11971602588891983,0.23746763169765472,0.15541206300258636
the,0.42745697498321533,0.27680692076683044,0.48711544275283813,0.3718377649784088,0.5107308030128479,0.23105813562870026,0.1799832284450531,0.2547752857208252,0.2245008647441864,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
turbinia,0.16956689953804016,0.3493455648422241,0.21101850271224976,0.2619136571884155,0.1775936782360077,0.39551281929016113,0.823400616645813,0.18707694113254547,0.46429911255836487,0.25056901574134827,0.21647298336029053,0.18003132939338684,0.18900686502456665,0.19683723151683807
has,0.20338068902492523,0.1718626618385315,0.40313825011253357,0.23367926478385925,0.34604379534721375,0.13945941627025604,0.15794214606285095,0.1891830712556839,0.165262833237648,0.4173259735107422,0.4177538752555847,0.1597633808851242,0.2044479250907898,0.15994466841220856
direct,0.26271191239356995,0.29410967230796814,0.22959941625595093,0.279558390378952,0.20648783445358276,0.22078190743923187,0.2254297137260437,0.17479208111763,0.2199638932943344,0.1965816169977188,0.3262479901313782,0.13686084747314453,0.13651083409786224,0.18476411700248718
turbines,0.17412316799163818,0.3978533148765564,0.19179941713809967,0.33015379309654236,0.18957532942295074,0.5227647423744202,0.9344314932823181,0.1769198775291443,0.5360714197158813,0.23479467630386353,0.2202165722846985,0.20386925339698792,0.20577530562877655,0.18342499434947968
to,0.455847829580307,0.25130781531333923,0.3636345863342285,0.40058770775794983,0.41031414270401,0.22894427180290222,0.23140856623649597,0.19042746722698212,0.24536406993865967,0.45010748505592346,0.535392165184021,0.20756898820400238,0.20143604278564453,0.29463258385658264
propellers,0.2089560627937317,0.4632079303264618,0.16068235039710999,0.31995901465415955,0.2169867604970932,0.4516347646713257,0.4600578248500824,0.29320770502090454,0.4989611804485321,0.1695740818977356,0.26103949546813965,0.13924796879291534,0.12790240347385406,0.14355260133743286
with,0.2464839518070221,0.2694336175918579,0.27411898970603943,0.3047430217266083,0.40749499201774597,0.21801024675369263,0.12040868401527405,0.19302231073379517,0.21779674291610718,0.4080928862094879,0.4223487675189972,0.22445109486579895,0.1467021107673645,0.2433311939239502
no,0.339326947927475,0.25023776292800903,0.19955526292324066,0.21540804207324982,0.3244728446006775,0.1177506372332573,0.10066569596529007,0.14436744153499603,0.1927698701620102,0.24372287094593048,0.3461136817932129,0.15110555291175842,0.12406378984451294,0.32165053486824036
reduction,0.19884426891803741,0.39478179812431335,0.12348952889442444,0.2839129567146301,0.16262708604335785,0.2092806100845337,0.2845725119113922,0.1660020351409912,0.2733219563961029,0.24459965527057648,0.27052462100982666,0.16535072028636932,0.19868387281894684,0.1612403839826584
gearbox,0.12969307601451874,0.670665979385376,0.20384645462036133,0.15702803432941437,0.21163398027420044,0.4510904848575592,0.460443377494812,0.09496032446622849,0.44416582584381104,0.2048347443342209,0.22891387343406677,0.26668134331703186,0.13986846804618835,0.11944329738616943
),0.26259949803352356,0.221559077501297,0.3267642855644226,0.1905621439218521,0.29937487840652466,0.13912063837051392,0.17438945174217224,0.19022700190544128,0.14278316497802734,0.3326910734176636,0.3456730246543884,0.2530856132507324,0.14800427854061127,0.42300865054130554
dominated,0.145044207572937,0.19420483708381653,0.2355012148618698,0.238697350025177,0.16025306284427643,0.14922811090946198,0.17072007060050964,0.1770726889371872,0.22770684957504272,0.27524110674858093,0.33543094992637634,0.10416364669799805,0.36966192722320557,0.04715321213006973
large,0.2017821967601776,0.21666240692138672,0.21717436611652374,0.3057393729686737,0.23191727697849274,0.23716430366039276,0.2404574453830719,0.19275207817554474,0.22275741398334503,0.2841601073741913,0.3828733265399933,0.13386677205562592,0.23424677550792694,0.1355665624141693
ship,0.15709257125854492,0.28241536021232605,0.20396772027015686,0.19548210501670837,0.2015915811061859,0.3316591680049896,0.228742778301239,0.2349863201379776,0.2655882239341736,0.21587909758090973,0.24414241313934326,0.20635642111301422,0.15454427897930145,0.14488010108470917
propulsion,0.18541935086250305,0.47384169697761536,0.1595422327518463,0.3161301612854004,0.2162819802761078,0.43176960945129395,0.5186394453048706,0.28308868408203125,0.46274974942207336,0.1742166429758072,0.2493213713169098,0.14114800095558167,0.14674392342567444,0.14722804725170135
throughout,0.2130906730890274,0.22321440279483795,0.2373686283826828,0.2784973680973053,0.317852258682251,0.19800332188606262,0.12985162436962128,0.2799322307109833,0.16912569105625153,0.46596065163612366,0.4158564507961273,0.18715843558311462,0.2604094445705414,0.12665234506130219
the,0.42745697498321533,0.27680692076683044,0.48711544275283813,0.3718377649784088,0.5107308030128479,0.23105813562870026,0.1799832284450531,0.2547752857208252,0.2245008647441864,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
late,0.1576872020959854,0.20291148126125336,0.4393066465854645,0.16762472689151764,0.2571752071380615,0.20586377382278442,0.11683161556720734,0.18526509404182434,0.1462334394454956,0.3439198434352875,0.31481194496154785,0.21333880722522736,0.42292845249176025,0.11339222639799118
20th,0.1850772649049759,0.23782005906105042,0.258506178855896,0.18839044868946075,0.21332970261573792,0.17203637957572937,0.19678820669651031,0.08786553889513016,0.15909530222415924,0.20743919909000397,0.3097512125968933,1.0,0.2968566119670868,0.14985637366771698
century,0.20422613620758057,0.14393940567970276,0.3521432876586914,0.29442450404167175,0.14449788630008698,0.2347051203250885,0.15010763704776764,0.15417319536209106,0.15469561517238617,0.3174034655094147,0.3617299497127533,0.2968566119670868,1.0,0.1026201918721199
",",0.3087472915649414,0.24314674735069275,0.45456063747406006,0.3120402991771698,0.49057599902153015,0.2264556586742401,0.21183495223522186,0.231239914894104,0.20245449244976044,0.5201468467712402,0.4933079481124878,0.22451449930667877,0.24487493932247162,0.31091248989105225
being,0.3760843276977539,0.3299269378185272,0.5201660394668579,0.26295366883277893,0.3119087219238281,0.18737007677555084,0.1574603170156479,0.13906675577163696,0.21743115782737732,0.33162933588027954,0.419739305973053,0.21190319955348969,0.23126116394996643,0.26743772625923157
more,0.3484537899494171,0.2606063187122345,0.21525104343891144,0.3030165731906891,0.37351730465888977,0.18688981235027313,0.1913554072380066,0.15012703835964203,0.2802164554595947,0.32563260197639465,0.39758381247520447,0.12916548550128937,0.19829106330871582,0.27894994616508484
efficient,0.22662539780139923,0.41095495223999023,0.13253547251224518,0.36788055300712585,0.14957718551158905,0.3283361792564392,0.43494337797164917,0.1884036809206009,0.43092378973960876,0.1738889366388321,0.22032952308654785,0.18689776957035065,0.17760804295539856,0.18034493923187256
(,0.2411840260028839,0.1980682760477066,0.2980341613292694,0.19005385041236877,0.28656116127967834,0.11881943792104721,0.1862340271472931,0.1985759139060974,0.12876033782958984,0.3087427020072937,0.33289089798927307,0.24042166769504547,0.15864071249961853,0.40561532974243164
and,0.31309178471565247,0.24306629598140717,0.3740963041782379,0.3150506615638733,0.4077630043029785,0.24133789539337158,0.21497632563114166,0.24699723720550537,0.21148960292339325,0.4954058527946472,0.5171257257461548,0.29001447558403015,0.2726690471172333,0.20544172823429108
requiring,0.23015210032463074,0.3898519277572632,0.06839247047901154,0.34062740206718445,0.19905434548854828,0.21079280972480774,0.1870497316122055,0.15895792841911316,0.2154640555381775,0.178789421916008,0.23401294648647308,0.09658575803041458,0.11522633582353592,0.19080378115177155
far,0.34794166684150696,0.15973511338233948,0.24026422202587128,0.15294793248176575,0.30512481927871704,0.17746984958648682,0.1453048139810562,0.11318731307983398,0.14690569043159485,0.2599720060825348,0.38564538955688477,0.237461656332016,0.1994284838438034,0.2170870453119278
less,0.31119704246520996,0.27724018692970276,0.19779354333877563,0.3045300245285034,0.24623660743236542,0.2419378012418747,0.18607518076896667,0.19900138676166534,0.3012803792953491,0.2661931812763214,0.29185041785240173,0.14075389504432678,0.17614446580410004,0.22418740391731262
maintenance,0.2305917888879776,0.36149677634239197,0.1671823412179947,0.3153943121433258,0.2637631297111511,0.20578643679618835,0.265481173992157,0.21434202790260315,0.29521599411964417,0.19478397071361542,0.2503823935985565,0.14932090044021606,0.10213758796453476,0.2885645627975464
),0.26259949803352356,0.221559077501297,0.3267642855644226,0.1905621439218521,0.29937487840652466,0.13912063837051392,0.17438945174217224,0.19022700190544128,0.14278316497802734,0.3326910734176636,0.3456730246543884,0.2530856132507324,0.14800427854061127,0.42300865054130554
than,0.29388150572776794,0.2674201726913452,0.1872616857290268,0.28633373975753784,0.2864885926246643,0.18941029906272888,0.16056789457798004,0.1919475644826889,0.24655835330486298,0.3270052373409271,0.3227543234825134,0.17825637757778168,0.20492443442344666,0.24917294085025787
reciprocating,0.3255842924118042,0.4619991183280945,0.13652567565441132,0.3764714002609253,0.1853695809841156,0.2718157172203064,0.41204068064689636,0.16076503694057465,0.3725995421409607,0.21796420216560364,0.25304242968559265,0.19494643807411194,0.1584988236427307,0.2616906762123108
steam,0.15672586858272552,0.41599923372268677,0.16913670301437378,0.2604328691959381,0.1939276158809662,1.0000001192092896,0.5301763415336609,0.18714645504951477,0.4903687536716461,0.19852672517299652,0.23105813562870026,0.17203637957572937,0.2347051203250885,0.113324373960495
engines,0.1634974628686905,0.42775723338127136,0.18948708474636078,0.2519303560256958,0.19385121762752533,0.4903687536716461,0.4977881908416748,0.1420617550611496,1.0000001192092896,0.18084456026554108,0.2245008647441864,0.15909530222415924,0.15469561517238617,0.18940703570842743
.,0.3567904531955719,0.26494964957237244,0.40146201848983765,0.33111312985420227,0.49257001280784607,0.22855372726917267,0.22899852693080902,0.2793916165828705,0.24894580245018005,0.5591574311256409,0.5934505462646484,0.2806432545185089,0.27413639426231384,0.4130953550338745
