,when,was,there,a,sharp,rise,in,nationalism,in,scotland,?
of,0.3757161796092987,0.4069072902202606,0.44397735595703125,0.5052502155303955,0.18021084368228912,0.2733727991580963,0.5696388483047485,0.25239041447639465,0.5696388483047485,0.2208399921655655,0.1826142966747284
home,0.24208083748817444,0.25139835476875305,0.24579636752605438,0.26260659098625183,0.07508783787488937,0.10217335820198059,0.30467477440834045,0.13982164859771729,0.30467477440834045,0.23970705270767212,0.0757145956158638
rule,0.28752797842025757,0.19895824790000916,0.22327294945716858,0.2032480239868164,0.033708617091178894,0.27099284529685974,0.2128441035747528,0.30626633763313293,0.2128441035747528,0.1408783197402954,0.1955260932445526
or,0.417120099067688,0.2330796718597412,0.4594070315361023,0.48853766918182373,0.26166170835494995,0.18233485519886017,0.3586423695087433,0.167735755443573,0.3586423695087433,0.20560160279273987,0.32389625906944275
complete,0.1622815877199173,0.13758507370948792,0.2479284703731537,0.29913821816444397,0.20082475244998932,0.11454574763774872,0.2201821506023407,0.12093472480773926,0.2201821506023407,0.09451812505722046,0.11962060630321503
independence,0.1640492081642151,0.24797119200229645,0.1337539553642273,0.19904725253582,0.02838272415101528,0.08146675676107407,0.25996696949005127,0.4549139440059662,0.25996696949005127,0.17227058112621307,0.12301119416952133
",",0.36674630641937256,0.45456063747406006,0.4587128460407257,0.427140474319458,0.2532254755496979,0.2350703477859497,0.5201468467712402,0.20392820239067078,0.5201468467712402,0.21124857664108276,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.4242868423461914,0.3739250600337982,0.2658560276031494,0.2639505863189697,0.4954058527946472,0.20760926604270935,0.4954058527946472,0.2930583655834198,0.20544172823429108
in,0.4431333839893341,0.45514053106307983,0.5361666083335876,0.539380669593811,0.1889141947031021,0.1934409737586975,1.0,0.20544803142547607,1.0,0.24716059863567352,0.20430970191955566
1969,0.27408403158187866,0.31709611415863037,0.12818777561187744,0.18597425520420074,0.13704146444797516,0.08207610249519348,0.20296303927898407,0.10967749357223511,0.20296303927898407,0.21848757565021515,0.19860808551311493
prompted,0.22345221042633057,0.2312595248222351,0.18661567568778992,0.23719322681427002,0.20252753794193268,0.28475233912467957,0.2340080887079239,0.2580278515815735,0.2340080887079239,0.15280713140964508,0.13139130175113678
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.20238399505615234,0.3404741883277893,0.6662389636039734,0.24141642451286316,0.6662389636039734,0.23846951127052307,0.22068053483963013
incumbent,0.2201816290616989,0.22289705276489258,0.12142118066549301,0.17580167949199677,0.17805346846580505,0.13503701984882355,0.18211562931537628,0.13936041295528412,0.18211562931537628,0.18560633063316345,0.22808223962783813
labour,0.1308453381061554,0.2249745875597,0.089471735060215,0.19876667857170105,0.1367383897304535,0.2206997126340866,0.17481884360313416,0.3046686351299286,0.17481884360313416,0.2811063528060913,0.15689024329185486
government,0.23078718781471252,0.2995857298374176,0.27723273634910583,0.25158295035362244,0.08904768526554108,0.15288390219211578,0.3066793978214264,0.4489176273345947,0.3066793978214264,0.22436054050922394,0.18851417303085327
of,0.3757161796092987,0.4069072902202606,0.44397735595703125,0.5052502155303955,0.18021084368228912,0.2733727991580963,0.5696388483047485,0.25239041447639465,0.5696388483047485,0.2208399921655655,0.1826142966747284
harold,0.11865489929914474,0.27648866176605225,0.11695671826601028,0.2205168902873993,0.17452895641326904,0.1420072615146637,0.2284298837184906,0.12804895639419556,0.2284298837184906,0.2281670868396759,0.151779443025589
wilson,0.17791715264320374,0.1931360512971878,0.11461640149354935,0.18023544549942017,0.19345210492610931,0.09414395689964294,0.1866002231836319,0.11809290945529938,0.1866002231836319,0.22721903026103973,0.1055358424782753
to,0.5423505902290344,0.3636345863342285,0.40669289231300354,0.45503583550453186,0.21776749193668365,0.23256368935108185,0.45010748505592346,0.2103620171546936,0.45010748505592346,0.19875919818878174,0.29463258385658264
set,0.26233336329460144,0.22985222935676575,0.23786096274852753,0.2540091574192047,0.08104991167783737,0.15425235033035278,0.2663729190826416,0.09879045933485031,0.2663729190826416,0.14786630868911743,0.1698019951581955
up,0.3850642144680023,0.24070115387439728,0.32834336161613464,0.32523053884506226,0.1874394714832306,0.30755171179771423,0.3120773434638977,0.11838555335998535,0.3120773434638977,0.14345809817314148,0.1819818764925003
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.20238399505615234,0.3404741883277893,0.6662389636039734,0.24141642451286316,0.6662389636039734,0.23846951127052307,0.22068053483963013
kilbrandon,0.18005825579166412,0.28767916560173035,0.20318281650543213,0.26704028248786926,0.22774659097194672,0.16511131823062897,0.3199138641357422,0.13497550785541534,0.3199138641357422,0.3049849569797516,0.2810101807117462
commission,0.19186250865459442,0.28741392493247986,0.12579765915870667,0.18981990218162537,0.13695864379405975,0.15549086034297943,0.21326816082000732,0.23975640535354614,0.21326816082000732,0.14195343852043152,0.16231559216976166
to,0.5423505902290344,0.3636345863342285,0.40669289231300354,0.45503583550453186,0.21776749193668365,0.23256368935108185,0.45010748505592346,0.2103620171546936,0.45010748505592346,0.19875919818878174,0.29463258385658264
consider,0.2569737136363983,0.22259771823883057,0.2674260437488556,0.308129221200943,0.12237413972616196,0.2779138386249542,0.22423222661018372,0.2242954522371292,0.22423222661018372,0.11287792772054672,0.37281370162963867
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.20238399505615234,0.3404741883277893,0.6662389636039734,0.24141642451286316,0.6662389636039734,0.23846951127052307,0.22068053483963013
british,0.1642608791589737,0.31934812664985657,0.15690313279628754,0.1984395682811737,0.08525954186916351,0.1677345186471939,0.23084034025669098,0.24192096292972565,0.23084034025669098,0.2999224364757538,0.09711728990077972
constitution,0.21416595578193665,0.2620309591293335,0.22035466134548187,0.21537603437900543,0.11503569036722183,0.15740340948104858,0.27906280755996704,0.37024417519569397,0.27906280755996704,0.16549323499202728,0.23706454038619995
.,0.475719153881073,0.40146201848983765,0.43897318840026855,0.50484299659729,0.22028927505016327,0.1888146847486496,0.5591574311256409,0.20213139057159424,0.5591574311256409,0.23843355476856232,0.4130953550338745
