,which,two,treaties,provided,more,formal,institutions,of,the,european,union,?
common,0.3148902356624603,0.20255979895591736,0.17313340306282043,0.1642301231622696,0.25056302547454834,0.2691545784473419,0.16817569732666016,0.2949881851673126,0.2705984115600586,0.2376275211572647,0.12191293388605118,0.20434872806072235
rules,0.30419498682022095,0.18738038837909698,0.35571011900901794,0.1798403114080429,0.2205955684185028,0.33103176951408386,0.336464524269104,0.18197891116142273,0.27022838592529297,0.14646150171756744,0.20935659110546112,0.22111085057258606
for,0.44095608592033386,0.34734001755714417,0.2837989032268524,0.38938868045806885,0.3891189992427826,0.3605612814426422,0.26791197061538696,0.4185989499092102,0.4739971458911896,0.2838500738143921,0.20406247675418854,0.264628142118454
coal,0.2304355502128601,0.15089325606822968,0.1973966807126999,0.13543260097503662,0.16117016971111298,0.1380164623260498,0.14639222621917725,0.2543368637561798,0.23263108730316162,0.2317759245634079,0.23895439505577087,0.10339318215847015
and,0.506277859210968,0.4671151638031006,0.2571636438369751,0.35591721534729004,0.39880692958831787,0.2337617129087448,0.2943127751350403,0.5116966962814331,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
steel,0.28487318754196167,0.18184523284435272,0.20743794739246368,0.13437969982624054,0.1895676553249359,0.16734081506729126,0.1557333767414093,0.21713677048683167,0.23159778118133545,0.13141311705112457,0.18659868836402893,0.15723858773708344
",",0.3658004403114319,0.35859420895576477,0.2152065634727478,0.27036961913108826,0.3696524500846863,0.2519475817680359,0.25403106212615967,0.4946078956127167,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
and,0.506277859210968,0.4671151638031006,0.2571636438369751,0.35591721534729004,0.39880692958831787,0.2337617129087448,0.2943127751350403,0.5116966962814331,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
then,0.4444481134414673,0.37277984619140625,0.16244088113307953,0.24130690097808838,0.2772486209869385,0.17604298889636993,0.1310499906539917,0.2937326431274414,0.4297412931919098,0.08923911303281784,0.14710988104343414,0.2884598970413208
atomic,0.22521807253360748,0.1701701432466507,0.2031257450580597,0.13672491908073425,0.21191933751106262,0.18196016550064087,0.2065415382385254,0.2374633401632309,0.20241498947143555,0.23401087522506714,0.20219269394874573,0.16654692590236664
energy,0.29086095094680786,0.16641782224178314,0.15760537981987,0.20264632999897003,0.2669607102870941,0.07318398356437683,0.21354138851165771,0.26257598400115967,0.26756542921066284,0.16494452953338623,0.177167609333992,0.14860127866268158
",",0.3658004403114319,0.35859420895576477,0.2152065634727478,0.27036961913108826,0.3696524500846863,0.2519475817680359,0.25403106212615967,0.4946078956127167,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
but,0.55336993932724,0.39381086826324463,0.29910993576049805,0.3386416435241699,0.4887734353542328,0.3102751076221466,0.23965869843959808,0.39942997694015503,0.4859698414802551,0.20225681364536285,0.25711774826049805,0.27921953797340393
more,0.4639437198638916,0.36959168314933777,0.2186625599861145,0.27337056398391724,1.0,0.2737743854522705,0.25793251395225525,0.30478984117507935,0.39758381247520447,0.1796877533197403,0.17267271876335144,0.27894994616508484
complete,0.33639606833457947,0.22249698638916016,0.22999431192874908,0.2728467583656311,0.2551126182079315,0.20113176107406616,0.19321583211421967,0.3009350895881653,0.277624249458313,0.1374148726463318,0.17132394015789032,0.11962060630321503
and,0.506277859210968,0.4671151638031006,0.2571636438369751,0.35591721534729004,0.39880692958831787,0.2337617129087448,0.2943127751350403,0.5116966962814331,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
formal,0.31625229120254517,0.21857839822769165,0.33975914120674133,0.21627084910869598,0.2737743854522705,1.0000001192092896,0.35256150364875793,0.2704104781150818,0.245810866355896,0.21109271049499512,0.2101903110742569,0.1989586055278778
institutions,0.3250819742679596,0.24183416366577148,0.4500040113925934,0.2338433861732483,0.25793251395225525,0.35256150364875793,0.9999998807907104,0.3371490240097046,0.2776423394680023,0.26148170232772827,0.2973901629447937,0.19119486212730408
were,0.2807837128639221,0.4493520259857178,0.2733614146709442,0.23583292961120605,0.33779072761535645,0.18405954539775848,0.2120121717453003,0.34038281440734863,0.3906462490558624,0.21272888779640198,0.20750673115253448,0.17890112102031708
established,0.26644110679626465,0.17465682327747345,0.27123111486434937,0.2682371735572815,0.17911012470722198,0.22095897793769836,0.3527466356754303,0.2735237777233124,0.33092597126960754,0.18241068720817566,0.19041317701339722,0.15917523205280304
through,0.40321648120880127,0.24710188806056976,0.1737106740474701,0.2376345545053482,0.2341902107000351,0.15811169147491455,0.22489285469055176,0.3647414743900299,0.44071322679519653,0.18028515577316284,0.1379835307598114,0.16913433372974396
the,0.6521818041801453,0.43858039379119873,0.28970760107040405,0.304488867521286,0.39758381247520447,0.245810866355896,0.2776423394680023,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
treaty,0.19969318807125092,0.16604124009609222,0.7044145464897156,0.10565881431102753,0.10572541505098343,0.22217917442321777,0.26004424691200256,0.2602092921733856,0.2690109610557556,0.25059598684310913,0.3147597312927246,0.1174844279885292
of,0.5011631846427917,0.37726253271102905,0.3281906247138977,0.272808313369751,0.30478984117507935,0.2704104781150818,0.3371490240097046,1.0,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
rome,0.18382954597473145,0.16478979587554932,0.30131813883781433,0.11239587515592575,0.16411693394184113,0.15643396973609924,0.22205045819282532,0.21705909073352814,0.2399049997329712,0.25585344433784485,0.1847766488790512,0.16867119073867798
1957,-0.046433042734861374,-0.034737419337034225,-0.016816191375255585,-0.020234793424606323,0.04605725780129433,-0.09909994155168533,-0.005270900204777718,-0.03177386894822121,-0.091727614402771,-0.00414459640160203,-0.06068522483110428,-0.11977791041135788
and,0.506277859210968,0.4671151638031006,0.2571636438369751,0.35591721534729004,0.39880692958831787,0.2337617129087448,0.2943127751350403,0.5116966962814331,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
the,0.6521818041801453,0.43858039379119873,0.28970760107040405,0.304488867521286,0.39758381247520447,0.245810866355896,0.2776423394680023,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
maastricht,0.22934076189994812,0.13832008838653564,0.3520578444004059,0.16132648289203644,0.12406639754772186,0.157972052693367,0.2788398861885071,0.21534964442253113,0.2621105909347534,0.35362476110458374,0.30620095133781433,0.1555221527814865
treaty,0.19969318807125092,0.16604124009609222,0.7044145464897156,0.10565881431102753,0.10572541505098343,0.22217917442321777,0.26004424691200256,0.2602092921733856,0.2690109610557556,0.25059598684310913,0.3147597312927246,0.1174844279885292
1992,0.0006450417567975819,0.009032606147229671,0.2921060025691986,0.031257905066013336,0.0753839835524559,0.20653773844242096,0.24015812575817108,0.083686463534832,0.12138951569795609,0.18986862897872925,0.1988413780927658,0.11522171646356583
(,0.2589828372001648,0.2169162482023239,0.11301841586828232,0.1930350810289383,0.20831379294395447,0.16784261167049408,0.13922351598739624,0.35032153129577637,0.33289089798927307,0.17014704644680023,0.13465912640094757,0.40561532974243164
now,0.4048815965652466,0.28353023529052734,0.20422546565532684,0.15741315484046936,0.26616397500038147,0.2123284488916397,0.250331312417984,0.29182544350624084,0.38266420364379883,0.1185959205031395,0.19606991112232208,0.29641881585121155
:,-0.11049769818782806,0.016365518793463707,0.019913095980882645,-0.1440981775522232,-0.05062626302242279,-0.07171850651502609,-0.07941608130931854,-0.08807745575904846,-0.03403344005346298,0.1955081820487976,0.09806941449642181,-0.07156077772378922
tfeu,0.19778072834014893,0.11555960029363632,0.2947172522544861,0.1301657259464264,0.16018426418304443,0.1743564009666443,0.23369073867797852,0.19117312133312225,0.23805710673332214,0.25883084535598755,0.24710100889205933,0.2193283885717392
),0.2758678197860718,0.24161455035209656,0.11589182168245316,0.2010413557291031,0.23179085552692413,0.19072362780570984,0.14410698413848877,0.3680361211299896,0.3456730246543884,0.17755553126335144,0.15587253868579865,0.42300865054130554
.,0.45942068099975586,0.3524959683418274,0.21012970805168152,0.22066283226013184,0.4070230722427368,0.18800637125968933,0.22790031135082245,0.5352458953857422,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.4130953550338745
