,what,tribes,were,in,father,le,loutre,'s,war,?
and,0.31309178471565247,0.2041163444519043,0.42175528407096863,0.4954058527946472,0.3168204128742218,0.15070271492004395,0.2388850599527359,0.06895173341035843,0.29695844650268555,0.20544172823429108
the,0.42745697498321533,0.26830655336380005,0.3906462490558624,0.6662389636039734,0.24010279774665833,0.18814682960510254,0.2938202917575836,-0.01540423184633255,0.366199791431427,0.22068053483963013
eastern,0.2263268083333969,0.2574029564857483,0.23770202696323395,0.3306356370449066,0.18282073736190796,0.09064506739377975,0.2463989406824112,0.02632785774767399,0.22577248513698578,0.20060817897319794
portions,0.2714673578739166,0.2415359914302826,0.2741435766220093,0.28234022855758667,0.11287574470043182,0.037649497389793396,0.12578542530536652,-0.029982276260852814,0.08943741023540497,0.13524997234344482
of,0.33290785551071167,0.21502000093460083,0.34038281440734863,0.5696388483047485,0.22142449021339417,0.16844666004180908,0.28918933868408203,-0.03817026689648628,0.31680163741111755,0.1826142966747284
the,0.42745697498321533,0.26830655336380005,0.3906462490558624,0.6662389636039734,0.24010279774665833,0.18814682960510254,0.2938202917575836,-0.01540423184633255,0.366199791431427,0.22068053483963013
province,0.18841709196567535,0.21650344133377075,0.217146098613739,0.2537287175655365,0.1917615383863449,0.15505068004131317,0.24947065114974976,0.022336319088935852,0.18846753239631653,0.11473246663808823
of,0.33290785551071167,0.21502000093460083,0.34038281440734863,0.5696388483047485,0.22142449021339417,0.16844666004180908,0.28918933868408203,-0.03817026689648628,0.31680163741111755,0.1826142966747284
canada,0.19760756194591522,0.07802542299032211,0.16434504091739655,0.3175714612007141,0.1515689194202423,0.13554394245147705,0.36399492621421814,0.04991593211889267,0.16592098772525787,0.15722735226154327
",",0.3087472915649414,0.19590550661087036,0.36755475401878357,0.5201468467712402,0.30597206950187683,0.1742672175168991,0.300361305475235,-0.0016132977325469255,0.2671184241771698,0.31091248989105225
as,0.31749409437179565,0.17019224166870117,0.3025437891483307,0.3887844979763031,0.2646642327308655,0.15940535068511963,0.20910833775997162,-0.05775856226682663,0.24018222093582153,0.27043893933296204
well,0.4154493808746338,0.18848802149295807,0.37577003240585327,0.36612698435783386,0.2475144863128662,0.12611769139766693,0.21046757698059082,-0.0049502006731927395,0.20640617609024048,0.24815571308135986
as,0.31749409437179565,0.17019224166870117,0.3025437891483307,0.3887844979763031,0.2646642327308655,0.15940535068511963,0.20910833775997162,-0.05775856226682663,0.24018222093582153,0.27043893933296204
much,0.45316147804260254,0.15401241183280945,0.25476184487342834,0.2725222110748291,0.20552358031272888,0.08728247880935669,0.1558631807565689,0.06731651723384857,0.19383686780929565,0.23442231118679047
of,0.33290785551071167,0.21502000093460083,0.34038281440734863,0.5696388483047485,0.22142449021339417,0.16844666004180908,0.28918933868408203,-0.03817026689648628,0.31680163741111755,0.1826142966747284
present-day,0.3194306194782257,0.08604948967695236,0.18783296644687653,0.3419967591762543,0.25577929615974426,0.20366883277893066,0.3123582899570465,0.026469046249985695,0.2351973056793213,0.24972984194755554
maine,0.1202419251203537,0.09545330703258514,0.1739570051431656,0.29929473996162415,0.21898186206817627,0.24793653190135956,0.37021762132644653,0.07695699483156204,0.12706786394119263,0.14276839792728424
.,0.3567904531955719,0.10744687169790268,0.3378238379955292,0.5591574311256409,0.2509099841117859,0.17469188570976257,0.27853676676750183,-0.003708066651597619,0.3000848889350891,0.4130953550338745
