,which,continents,are,represented,in,the,v,&,a,'s,textiles,collection,?
populated,0.26438772678375244,0.3472399413585663,0.3164038062095642,0.24453552067279816,0.3159521818161011,0.33048298954963684,0.05809516832232475,0.05040525272488594,0.22658881545066833,-0.025941722095012665,0.22129109501838684,0.17230242490768433,0.20106194913387299
continents,0.30092182755470276,1.0,0.31132277846336365,0.2150508612394333,0.2691466808319092,0.3213147521018982,0.08224298059940338,0.032397691160440445,0.15901458263397217,0.15938495099544525,0.19576191902160645,0.18265976011753082,0.14156782627105713
are,0.42922598123550415,0.31132277846336365,1.0,0.25353574752807617,0.3841303884983063,0.40399202704429626,0.07239489257335663,0.17888472974300385,0.265255331993103,-0.008927806280553341,0.2753138542175293,0.22862131893634796,0.24591213464736938
represented,0.2635336220264435,0.2150508612394333,0.25353574752807617,0.9999999403953552,0.33309870958328247,0.3256146013736725,0.13714782893657684,0.07141020148992538,0.3039659857749939,0.09158138185739517,0.09233018755912781,0.1968824714422226,0.11276352405548096
",",0.3658004403114319,0.2493760883808136,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.26673367619514465,0.2277175933122635,0.31091248989105225
dating,0.2229909896850586,0.24244576692581177,0.1769600808620453,0.12749944627285004,0.2300887107849121,0.23401090502738953,0.03615359961986542,0.08294995874166489,0.18985961377620697,-0.07326678186655045,0.22140759229660034,0.18527427315711975,0.1135709211230278
from,0.38755592703819275,0.24266308546066284,0.2674213647842407,0.27583742141723633,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,-0.01936490088701248,0.21983686089515686,0.2754948139190674,0.19969791173934937
the,0.6521818041801453,0.3213147521018982,0.40399202704429626,0.3256146013736725,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
1st,0.15039919316768646,0.16539403796195984,0.11071398854255676,0.16944044828414917,0.25422170758247375,0.2525756061077118,0.08536887168884277,0.1968456655740738,0.19251465797424316,-0.007647468242794275,0.10338198393583298,0.14563968777656555,0.2033112645149231
century,0.23552611470222473,0.19063831865787506,0.217155322432518,0.1735851764678955,0.3174034655094147,0.3617299497127533,0.07531309127807617,0.1201460063457489,0.19417014718055725,-0.0005286295781843364,0.36113661527633667,0.2717791497707367,0.1026201918721199
ad,0.17960327863693237,0.09431146830320358,0.11269818991422653,0.08551909774541855,0.1957923024892807,0.24233382940292358,0.16219553351402283,0.07509695738554001,0.1853104531764984,-0.026603031903505325,0.18952348828315735,0.10016218572854996,0.20824462175369263
to,0.5345056653022766,0.2390405684709549,0.3504326641559601,0.18846964836120605,0.45010748505592346,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.03782717138528824,0.25099560618400574,0.15417452156543732,0.29463258385658264
the,0.6521818041801453,0.3213147521018982,0.40399202704429626,0.3256146013736725,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
present,0.27609559893608093,0.1597796380519867,0.20985287427902222,0.189385324716568,0.23905439674854279,0.2829846143722534,0.15913373231887817,0.0991305410861969,0.14277903735637665,0.010861009359359741,0.16969351470470428,0.1550484299659729,0.21759982407093048
",",0.3658004403114319,0.2493760883808136,0.4062570035457611,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.26673367619514465,0.2277175933122635,0.31091248989105225
this,0.6719430088996887,0.2789093554019928,0.35762670636177063,0.17991112172603607,0.45205554366111755,0.6274310946464539,0.20022960007190704,0.10073830187320709,0.5422310829162598,0.02106832154095173,0.24281571805477142,0.2634904980659485,0.3155723512172699
is,0.4457404911518097,0.1978297084569931,0.5330929756164551,0.30249524116516113,0.5394441485404968,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.02396530658006668,0.20650741457939148,0.21135231852531433,0.22961433231830597
the,0.6521818041801453,0.3213147521018982,0.40399202704429626,0.3256146013736725,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
largest,0.29749369621276855,0.2603241205215454,0.23992078006267548,0.20428809523582458,0.3017216920852661,0.3757036626338959,0.06051240116357803,0.13004033267498016,0.24042341113090515,-0.02050611935555935,0.2554835379123688,0.22454601526260376,0.12401245534420013
such,0.406057745218277,0.2706904411315918,0.4654397666454315,0.2220982164144516,0.2704046070575714,0.3575236201286316,0.11022654175758362,0.1514441817998886,0.2706976532936096,0.05073437839746475,0.3171910345554352,0.2619282305240631,0.17851735651493073
collection,0.30199134349823,0.18265976011753082,0.22862131893634796,0.1968824714422226,0.23004686832427979,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.003388406243175268,0.24477313458919525,0.9999998807907104,0.20069393515586853
in,0.4840516746044159,0.2691466808319092,0.3841303884983063,0.33309870958328247,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.2786903977394104,0.23004686832427979,0.20430970191955566
the,0.6521818041801453,0.3213147521018982,0.40399202704429626,0.3256146013736725,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
world,0.29213306307792664,0.396842360496521,0.22463127970695496,0.20460602641105652,0.3038199245929718,0.33604270219802856,0.06254376471042633,0.15911176800727844,0.22239887714385986,0.11877062171697617,0.1856795847415924,0.1882934868335724,0.17579582333564758
.,0.45942068099975586,0.23319776356220245,0.3452940285205841,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.24163475632667542,0.2516246736049652,0.4130953550338745
