,when,did,blackburne,make,his,argument,about,luther,and,souls,?
gottfried,0.13246379792690277,0.24968604743480682,0.258043110370636,0.12390412390232086,0.3058193624019623,0.23475700616836548,0.2143382579088211,0.2920522093772888,0.25234928727149963,0.15396232903003693,0.19522234797477722
fritschel,0.19494321942329407,0.16570042073726654,0.3118182420730591,0.09042749553918839,0.2833414673805237,0.15121398866176605,0.17215515673160553,0.26777929067611694,0.20331218838691711,0.06225043162703514,0.14704760909080505
pointed,0.2771861255168915,0.27868735790252686,0.08737761527299881,0.22537849843502045,0.19850024580955505,0.28716447949409485,0.26732346415519714,0.09702964127063751,0.3176828920841217,0.10465037822723389,0.1998298168182373
out,0.45263928174972534,0.28413498401641846,0.14575384557247162,0.3698912560939789,0.3022425174713135,0.22060231864452362,0.3289739489555359,0.1738509088754654,0.3881998062133789,0.2521754801273346,0.22020699083805084
in,0.4431333839893341,0.2593238651752472,0.27502700686454773,0.268858402967453,0.3598145842552185,0.12879282236099243,0.39797019958496094,0.20523880422115326,0.4954058527946472,0.18677356839179993,0.20430970191955566
1867,0.1050461158156395,0.12569426000118256,0.10230918973684311,0.08952091634273529,0.11878170818090439,0.11557097733020782,0.11963258683681488,0.16495855152606964,0.052347131073474884,0.19541339576244354,0.23762458562850952
that,0.5860282182693481,0.47518548369407654,0.16028322279453278,0.48783382773399353,0.3173833191394806,0.361706018447876,0.4500710964202881,0.21746599674224854,0.4731321930885315,0.31226950883865356,0.32716336846351624
it,0.4775012135505676,0.2993364930152893,0.160874143242836,0.40787607431411743,0.2876833975315094,0.22147046029567719,0.4291239380836487,0.15365919470787048,0.40957894921302795,0.21804456412792206,0.25732165575027466
actually,0.47971078753471375,0.3678441345691681,0.1650019735097885,0.4118795096874237,0.22116266191005707,0.3118404448032379,0.4448956847190857,0.15237075090408325,0.3156367838382721,0.23690925538539886,0.36036357283592224
refers,0.16916587948799133,0.1110973134636879,0.13448655605316162,0.24837245047092438,0.1461290419101715,0.1738903671503067,0.25829559564590454,0.06021061912178993,0.27250516414642334,0.11478113383054733,0.07924893498420715
to,0.5423505902290344,0.4452643394470215,0.22537735104560852,0.497876912355423,0.3715193271636963,0.25077900290489197,0.391953706741333,0.18029534816741943,0.48971283435821533,0.22935551404953003,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.27937185764312744,0.3146495521068573,0.4394008219242096,0.19591176509857178,0.37995871901512146,0.1759674996137619,0.5171257257461548,0.2566636800765991,0.22068053483963013
soul,0.17186003923416138,0.13049879670143127,0.14371642470359802,0.21820932626724243,0.29033195972442627,0.16707377135753632,0.18182019889354706,0.1514018028974533,0.2859630286693573,0.5860470533370972,0.2029775083065033
of,0.3757161796092987,0.2513895630836487,0.24882501363754272,0.2912110388278961,0.38364991545677185,0.21542619168758392,0.40939709544181824,0.1719115972518921,0.5116966962814331,0.23374544084072113,0.1826142966747284
a,0.44397395849227905,0.2552328109741211,0.2603992521762848,0.34303420782089233,0.3497250974178314,0.2341645210981369,0.34171196818351746,0.17967689037322998,0.3739250600337982,0.15031826496124268,0.23916715383529663
man,0.21968716382980347,0.2355959564447403,0.19546669721603394,0.18677906692028046,0.3181658685207367,0.26851221919059753,0.2580140233039856,0.21149881184101105,0.22261469066143036,0.2107330709695816,0.2528940737247467
``,0.07174111902713776,-0.029888948425650597,-0.06813278794288635,-0.00563934538513422,0.008275155909359455,0.10341724008321762,0.008102871477603912,-0.013964727520942688,0.036644238978624344,-0.019006654620170593,0.0685480609536171
in,0.4431333839893341,0.2593238651752472,0.27502700686454773,0.268858402967453,0.3598145842552185,0.12879282236099243,0.39797019958496094,0.20523880422115326,0.4954058527946472,0.18677356839179993,0.20430970191955566
this,0.4959332048892975,0.3609912693500519,0.1755765676498413,0.4313279688358307,0.3549620509147644,0.3533305525779724,0.3886062204837799,0.17328955233097076,0.42353692650794983,0.1826752871274948,0.3155723512172699
life,0.20499193668365479,0.22298283874988556,0.1460333913564682,0.22435732185840607,0.37379691004753113,0.15860740840435028,0.35289958119392395,0.20761863887310028,0.26095253229141235,0.3160795271396637,0.21677987277507782
'',-0.07688097655773163,0.01978493109345436,0.02578691579401493,-0.02632441557943821,0.016508836299180984,-0.014610521495342255,0.007750829216092825,-0.04572787508368492,0.021612688899040222,-0.02228221297264099,0.018684765323996544
(,0.2459595799446106,0.18979617953300476,0.2148350179195404,0.2345844954252243,0.16098198294639587,0.16448059678077698,0.27495184540748596,0.1677781045436859,0.4862271547317505,0.1606132984161377,0.40561532974243164
homo,0.1357457935810089,0.16397179663181305,0.18980948626995087,0.10760260373353958,0.16785971820354462,0.20137791335582733,0.22293440997600555,0.13182394206523895,0.15129444003105164,0.22552983462810516,0.15592239797115326
enim,0.12317310273647308,0.09755602478981018,0.17383787035942078,0.17697571218013763,0.1297568827867508,0.18710334599018097,0.14771752059459686,0.13550324738025665,0.12777914106845856,0.17479871213436127,0.2172476053237915
in,0.4431333839893341,0.2593238651752472,0.27502700686454773,0.268858402967453,0.3598145842552185,0.12879282236099243,0.39797019958496094,0.20523880422115326,0.4954058527946472,0.18677356839179993,0.20430970191955566
hac,0.13306699693202972,0.09185241907835007,0.14307880401611328,0.11087252199649811,0.125185027718544,0.1212979182600975,0.13611926138401031,0.09691925346851349,0.05967504531145096,0.17096638679504395,0.24038633704185486
vita,0.0312443058937788,0.1084890216588974,0.1933639496564865,0.12241356819868088,0.15686924755573273,-0.00540257478132844,0.13226298987865448,0.11279061436653137,0.20984475314617157,0.21430106461048126,0.17399941384792328
),0.2538422644138336,0.18584993481636047,0.23787842690944672,0.2487562596797943,0.18606403470039368,0.17967809736728668,0.2775460183620453,0.18587662279605865,0.4961937665939331,0.16469165682792664,0.42300865054130554
tired,0.40415480732917786,0.33343955874443054,0.18301279842853546,0.24041680991649628,0.27828070521354675,0.25861242413520813,0.22073496878147125,0.16013780236244202,0.2560461163520813,0.21502220630645752,0.20786035060882568
from,0.405669629573822,0.20248863101005554,0.1545056402683258,0.24641869962215424,0.3195365369319916,0.1318856179714203,0.3421173691749573,0.10716932266950607,0.3601827025413513,0.17533692717552185,0.19969791173934937
his,0.37120407819747925,0.3546801507472992,0.2362786829471588,0.24823373556137085,0.9999998807907104,0.24793215095996857,0.24169853329658508,0.27093374729156494,0.4234102666378021,0.19661512970924377,0.18075084686279297
daily,0.22450263798236847,0.14632445573806763,0.18068410456180573,0.18332040309906006,0.16813142597675323,0.019998816773295403,0.25663071870803833,0.08759739995002747,0.23850882053375244,0.15837278962135315,0.1472100466489792
labour,0.1308453381061554,0.10617300868034363,0.3302517831325531,0.12584544718265533,0.17144817113876343,0.12500880658626556,0.10035248845815659,0.09582660347223282,0.1968681961297989,0.19083020091056824,0.15689024329185486
(,0.2459595799446106,0.18979617953300476,0.2148350179195404,0.2345844954252243,0.16098198294639587,0.16448059678077698,0.27495184540748596,0.1677781045436859,0.4862271547317505,0.1606132984161377,0.40561532974243164
defatigus,0.2882808446884155,0.15282779932022095,0.22975017130374908,0.26452159881591797,0.16876274347305298,0.2750832438468933,0.22869780659675598,0.2427111715078354,0.29635554552078247,0.3219883441925049,0.3109145760536194
diurno,0.2539815902709961,0.1604495346546173,0.219009667634964,0.2480369359254837,0.2067931592464447,0.13689851760864258,0.2309459000825882,0.1089685782790184,0.3051263988018036,0.1830333173274994,0.20754414796829224
labore,0.15943174064159393,0.11634351313114166,0.23234336078166962,0.10806387662887573,0.1579030454158783,0.12232085317373276,0.12901896238327026,0.07279566675424576,0.1496315896511078,0.1581280529499054,0.2332097738981247
),0.2538422644138336,0.18584993481636047,0.23787842690944672,0.2487562596797943,0.18606403470039368,0.17967809736728668,0.2775460183620453,0.18587662279605865,0.4961937665939331,0.16469165682792664,0.42300865054130554
who,0.48282691836357117,0.34038686752319336,0.30463162064552307,0.28430092334747314,0.44966956973075867,0.25111666321754456,0.3477841317653656,0.21013082563877106,0.41279885172843933,0.2992784082889557,0.26220351457595825
at,0.38876327872276306,0.28390252590179443,0.22401082515716553,0.19904619455337524,0.27659502625465393,0.15323218703269958,0.3110121488571167,0.13834704458713531,0.3571503460407257,0.20237426459789276,0.21978627145290375
night,0.23696854710578918,0.22770699858665466,0.181193009018898,0.2056705206632614,0.21885263919830322,0.11873012781143188,0.2099287211894989,0.15312427282333374,0.2350444346666336,0.213838130235672,0.13794848322868347
enters,0.30568742752075195,0.17862318456172943,0.1797603815793991,0.21861593425273895,0.21140074729919434,0.14601494371891022,0.15344169735908508,0.09018190950155258,0.2789110243320465,0.17099031805992126,0.09810265153646469
his,0.37120407819747925,0.3546801507472992,0.2362786829471588,0.24823373556137085,0.9999998807907104,0.24793215095996857,0.24169853329658508,0.27093374729156494,0.4234102666378021,0.19661512970924377,0.18075084686279297
bedchamber,0.30275431275367737,0.155422180891037,0.36074429750442505,0.23704032599925995,0.28724831342697144,0.1848343312740326,0.20725280046463013,0.20907621085643768,0.30913984775543213,0.23681965470314026,0.15219858288764954
(,0.2459595799446106,0.18979617953300476,0.2148350179195404,0.2345844954252243,0.16098198294639587,0.16448059678077698,0.27495184540748596,0.1677781045436859,0.4862271547317505,0.1606132984161377,0.40561532974243164
sub,0.1464383453130722,0.13256435096263885,0.06821144372224808,0.1715821474790573,0.07514581829309464,0.17151020467281342,0.1509069949388504,0.06508257240056992,0.22244521975517273,0.08802998811006546,0.1312035322189331
noctem,0.21810199320316315,0.185302272439003,0.23872479796409607,0.20255868136882782,0.21903443336486816,0.25010794401168823,0.1278710812330246,0.1913655549287796,0.23545563220977783,0.19884006679058075,0.2372140735387802
intrat,0.2683217525482178,0.1302604377269745,0.15976323187351227,0.2320319563150406,0.19632112979888916,0.1591775268316269,0.2075810432434082,0.2012975960969925,0.24446627497673035,0.09647361189126968,0.23705804347991943
in,0.4431333839893341,0.2593238651752472,0.27502700686454773,0.268858402967453,0.3598145842552185,0.12879282236099243,0.39797019958496094,0.20523880422115326,0.4954058527946472,0.18677356839179993,0.20430970191955566
cubiculum,0.18675456941127777,0.11495354026556015,0.15923866629600525,0.16588634252548218,0.16281099617481232,0.15901629626750946,0.2810814678668976,0.08582457900047302,0.18105697631835938,0.16311007738113403,0.21364997327327728
suum,0.24265888333320618,0.18027204275131226,0.2748297154903412,0.23511607944965363,0.23222488164901733,0.2069636881351471,0.24622538685798645,0.22105182707309723,0.25974687933921814,0.2929711937904358,0.1996820718050003
),0.2538422644138336,0.18584993481636047,0.23787842690944672,0.2487562596797943,0.18606403470039368,0.17967809736728668,0.2775460183620453,0.18587662279605865,0.4961937665939331,0.16469165682792664,0.42300865054130554
and,0.4716290831565857,0.34479495882987976,0.27201417088508606,0.4160483181476593,0.4234102666378021,0.21122589707374573,0.3875081241130829,0.20796556770801544,1.0,0.23765547573566437,0.20544172823429108
whose,0.36561164259910583,0.197230726480484,0.13250592350959778,0.19572971761226654,0.39010414481163025,0.26247644424438477,0.25663211941719055,0.16639941930770874,0.3339773118495941,0.18737927079200745,0.16990536451339722
sleep,0.24500371515750885,0.20785151422023773,0.11359827220439911,0.19549615681171417,0.25134772062301636,0.12375511229038239,0.15173110365867615,0.11771473288536072,0.2224324643611908,0.2731320559978485,0.20425266027450562
is,0.3471449911594391,0.19247472286224365,0.19664958119392395,0.3331545889377594,0.24372583627700806,0.2013658881187439,0.3532065451145172,0.08282390236854553,0.3859752118587494,0.17516587674617767,0.22961433231830597
interrupted,0.3488379716873169,0.21606327593326569,0.13735641539096832,0.16493231058120728,0.241856187582016,0.18207241594791412,0.1907830834388733,0.1471555233001709,0.23115670680999756,0.15201203525066376,0.07605887204408646
by,0.4376842677593231,0.18574509024620056,0.17930151522159576,0.2695997655391693,0.3107621967792511,0.16226457059383392,0.30091190338134766,0.15382802486419678,0.4289871156215668,0.1718129962682724,0.17966607213020325
dreams,0.19848330318927765,0.2156919538974762,0.16187085211277008,0.1786174327135086,0.30458158254623413,0.23145681619644165,0.21091781556606293,0.22312521934509277,0.2249235212802887,0.30763688683509827,0.16130425035953522
.,0.475719153881073,0.35288307070732117,0.31565824151039124,0.3547073304653168,0.3119256794452667,0.22240370512008667,0.42038556933403015,0.24907569587230682,0.588965117931366,0.20873355865478516,0.4130953550338745
