,what,reasons,cause,failure,of,the,disobedience,with,authorities,?
that,0.6297725439071655,0.4111911356449127,0.40003344416618347,0.17428617179393768,0.41498205065727234,0.5473989248275757,0.3551425039768219,0.4154358208179474,0.3247348368167877,0.32716336846351624
a,0.3320399522781372,0.29420214891433716,0.2715701162815094,0.24439255893230438,0.5052502155303955,0.5829201340675354,0.25352153182029724,0.3783375024795532,0.22238650918006897,0.23916715383529663
suspect,0.361697256565094,0.282549649477005,0.26653167605400085,0.17939986288547516,0.21128375828266144,0.26095888018608093,0.3589630424976349,0.16926856338977814,0.28831854462623596,0.2982812821865082
's,0.02692362666130066,-0.011799629777669907,-0.04770376905798912,0.05375291407108307,-0.03817026689648628,-0.01540423184633255,0.027719656005501747,-0.04624466598033905,0.029109153896570206,-0.023395681753754616
talking,0.44246572256088257,0.27260470390319824,0.16817721724510193,0.049381110817193985,0.21179956197738647,0.23117031157016754,0.24562901258468628,0.3166806697845459,0.12003994733095169,0.340127170085907
to,0.455847829580307,0.32146772742271423,0.3172815442085266,0.2692638337612152,0.41548454761505127,0.535392165184021,0.30665844678878784,0.4239959120750427,0.29137885570526123,0.29463258385658264
criminal,0.21020962297916412,0.16706253588199615,0.199631467461586,0.18449224531650543,0.22688241302967072,0.25219881534576416,0.45055344700813293,0.1395583599805832,0.2909960448741913,0.17345646023750305
investigators,0.22319857776165009,0.22703678905963898,0.21094684302806854,0.16099326312541962,0.19433507323265076,0.27166369557380676,0.32578709721565247,0.16912314295768738,0.4017501473426819,0.15483270585536957
can,0.34502777457237244,0.32952752709388733,0.4492664635181427,0.15600727498531342,0.2603091299533844,0.312528520822525,0.15718160569667816,0.3572797477245331,0.16756920516490936,0.3226337134838104
serve,0.23061832785606384,0.21616917848587036,0.14923304319381714,0.12715817987918854,0.2656401991844177,0.2749462425708771,0.25467926263809204,0.24509085714817047,0.17906039953231812,0.19925682246685028
no,0.339326947927475,0.25614869594573975,0.2623012065887451,0.17735998332500458,0.24809792637825012,0.3461136817932129,0.18909907341003418,0.24678650498390198,0.24411684274673462,0.32165053486824036
useful,0.3494568169116974,0.36141830682754517,0.36678919196128845,0.16615228354930878,0.2576141655445099,0.24760913848876953,0.20418773591518402,0.2566043734550476,0.1587771624326706,0.3377096951007843
purpose,0.33113807439804077,0.44698402285575867,0.3055262863636017,0.18027053773403168,0.23855330049991608,0.3061215281486511,0.2816290855407715,0.15923845767974854,0.2725919783115387,0.21892647445201874
",",0.3087472915649414,0.31034985184669495,0.2546827793121338,0.30706357955932617,0.4946078956127167,0.4933079481124878,0.2878543734550476,0.4120737314224243,0.24295401573181152,0.31091248989105225
and,0.31309178471565247,0.31014180183410645,0.2858448028564453,0.20724323391914368,0.5116966962814331,0.5171257257461548,0.3041999638080597,0.5477725267410278,0.2857656180858612,0.20544172823429108
may,0.25739946961402893,0.29753202199935913,0.3391842246055603,0.2582387626171112,0.26447007060050964,0.2694292366504669,0.24693389236927032,0.23512546718120575,0.21424926817417145,0.2768254578113556
be,0.3929833769798279,0.36699387431144714,0.36928489804267883,0.14366182684898376,0.33904364705085754,0.4248143136501312,0.2944406270980835,0.36101722717285156,0.2638494372367859,0.3324260413646698
harmful,0.30293411016464233,0.3899352550506592,0.4827931225299835,0.15482951700687408,0.21154963970184326,0.19134685397148132,0.24792097508907318,0.18182584643363953,0.20489031076431274,0.2938733696937561
.,0.3567904531955719,0.298481822013855,0.267557293176651,0.22655700147151947,0.5352458953857422,0.5934505462646484,0.2603943943977356,0.4446153938770294,0.17601054906845093,0.4130953550338745
