,what,path,does,a,ball,thrown,up,and,down,in,a,moving,vehicle,take,when,seen,by,an,outside,observer,?
the,0.42745697498321533,0.21527591347694397,0.35928019881248474,0.5829201340675354,0.18895584344863892,0.2739415764808655,0.38423117995262146,0.5171257257461548,0.3325848877429962,0.6662389636039734,0.5829201340675354,0.34510132670402527,0.20434843003749847,0.31620436906814575,0.5091903209686279,0.3442007005214691,0.4408751428127289,0.4207492768764496,0.3879719078540802,0.2843594253063202,0.22068053483963013
moving,0.3154623508453369,0.3017066419124603,0.20411838591098785,0.2806239426136017,0.34070032835006714,0.3354569375514984,0.33924806118011475,0.30970147252082825,0.29409804940223694,0.2693832814693451,0.2806239426136017,1.0,0.2954036295413971,0.29929447174072266,0.375427782535553,0.26472562551498413,0.19884225726127625,0.18318255245685577,0.26336073875427246,0.2663639783859253,0.21667467057704926
vehicle,0.20767386257648468,0.2685151696205139,0.2039802223443985,0.2779759168624878,0.254991739988327,0.2811911106109619,0.1611623615026474,0.17821402847766876,0.1584775149822235,0.16945742070674896,0.2779759168624878,0.2954036295413971,1.0000001192092896,0.19976921379566193,0.22462770342826843,0.18069356679916382,0.18302859365940094,0.23357778787612915,0.2851833701133728,0.21954131126403809,0.16397647559642792
pass,0.24105259776115417,0.2718963027000427,0.16473615169525146,0.19894953072071075,0.21328508853912354,0.2529705762863159,0.17209582030773163,0.2433357536792755,0.1312219798564911,0.18748411536216736,0.19894953072071075,0.20922203361988068,0.15253780782222748,0.2454885095357895,0.20427322387695312,0.2717967629432678,0.19618479907512665,0.13785582780838013,0.18506836891174316,0.14745943248271942,0.09478675574064255
by,0.2455483376979828,0.14174556732177734,0.143477201461792,0.32094135880470276,0.1381615251302719,0.2615199685096741,0.2738759219646454,0.4289871156215668,0.27259311079978943,0.370934396982193,0.32094135880470276,0.19884225726127625,0.18302859365940094,0.1697900891304016,0.4376842677593231,0.22616511583328247,1.0000001192092896,0.2719563841819763,0.28780537843704224,0.24599091708660126,0.17966607213020325
also,0.42747777700424194,0.1576719731092453,0.4118025600910187,0.5149940252304077,0.21113917231559753,0.2271563708782196,0.3094489872455597,0.5755972862243652,0.25850775837898254,0.5073733329772949,0.5149940252304077,0.29463088512420654,0.1873370110988617,0.2996826171875,0.5475645065307617,0.34010908007621765,0.3824189305305481,0.36835694313049316,0.33962929248809814,0.2542697489261627,0.21848613023757935
observes,0.26814258098602295,0.17772862315177917,0.2773643434047699,0.18231062591075897,0.1333785206079483,0.11455293744802475,0.17843282222747803,0.22700157761573792,0.11909598112106323,0.26120784878730774,0.18231062591075897,0.23016563057899475,0.15032827854156494,0.23349379003047943,0.22746050357818604,0.32951122522354126,0.1902337223291397,0.12843850255012512,0.2612398862838745,0.6999568343162537,0.09942031651735306
the,0.42745697498321533,0.21527591347694397,0.35928019881248474,0.5829201340675354,0.18895584344863892,0.2739415764808655,0.38423117995262146,0.5171257257461548,0.3325848877429962,0.6662389636039734,0.5829201340675354,0.34510132670402527,0.20434843003749847,0.31620436906814575,0.5091903209686279,0.3442007005214691,0.4408751428127289,0.4207492768764496,0.3879719078540802,0.2843594253063202,0.22068053483963013
ball,0.19548681378364563,0.23313367366790771,0.15602490305900574,0.23578347265720367,1.0,0.42386987805366516,0.19136162102222443,0.19981779158115387,0.15013401210308075,0.1472199559211731,0.23578347265720367,0.34070032835006714,0.254991739988327,0.19363760948181152,0.2694079577922821,0.12432122230529785,0.1381615251302719,0.1955709159374237,0.2580152750015259,0.22561562061309814,0.1766241192817688
follow,0.40711089968681335,0.3724142909049988,0.3495517075061798,0.26547971367836,0.18704412877559662,0.21861156821250916,0.34060758352279663,0.34642475843429565,0.24474819004535675,0.24333487451076508,0.26547971367836,0.2493283450603485,0.18153706192970276,0.39009004831314087,0.25642719864845276,0.27751094102859497,0.24387645721435547,0.17367669939994812,0.18410074710845947,0.2672105133533478,0.26102155447006226
a,0.3320399522781372,0.2498561441898346,0.38201746344566345,1.0,0.23578347265720367,0.29515311121940613,0.32523053884506226,0.3739250600337982,0.2387222796678543,0.539380669593811,1.0,0.2806239426136017,0.2779759168624878,0.2789212465286255,0.44397395849227905,0.26090866327285767,0.32094135880470276,0.44552403688430786,0.3113526403903961,0.2409803718328476,0.23916715383529663
curving,0.22544245421886444,0.34746965765953064,0.2058667242527008,0.2844952344894409,0.2833583354949951,0.31214311718940735,0.23176588118076324,0.30460917949676514,0.29399505257606506,0.24793952703475952,0.2844952344894409,0.4750899374485016,0.2066454291343689,0.1452106535434723,0.25429704785346985,0.3681413531303406,0.20362995564937592,0.20648391544818878,0.31345537304878235,0.1923237293958664,0.16050224006175995
parabolic,0.20876763761043549,0.34275394678115845,0.23544330894947052,0.2684590816497803,0.3322886526584625,0.29097047448158264,0.19824433326721191,0.23760566115379333,0.2595944106578827,0.1676616370677948,0.2684590816497803,0.3147614598274231,0.33459892868995667,0.20374631881713867,0.2518767714500427,0.2851867377758026,0.2093028724193573,0.2302096039056778,0.2613016366958618,0.3574593663215637,0.15170812606811523
path,0.25106123089790344,0.9999999403953552,0.15970627963542938,0.2498561441898346,0.23313367366790771,0.18781951069831848,0.1820714920759201,0.21081410348415375,0.2328532636165619,0.18221399188041687,0.2498561441898346,0.3017066419124603,0.2685151696205139,0.15865184366703033,0.1649126261472702,0.22661644220352173,0.14174556732177734,0.20252758264541626,0.18364380300045013,0.23735696077346802,0.12429215013980865
in,0.30808621644973755,0.18221399188041687,0.214483380317688,0.539380669593811,0.1472199559211731,0.2040243297815323,0.3120773434638977,0.4954058527946472,0.2321847528219223,1.0,0.539380669593811,0.2693832814693451,0.16945742070674896,0.21975718438625336,0.4431333839893341,0.28402701020240784,0.370934396982193,0.2605783939361572,0.4191201329231262,0.2155108004808426,0.20430970191955566
the,0.42745697498321533,0.21527591347694397,0.35928019881248474,0.5829201340675354,0.18895584344863892,0.2739415764808655,0.38423117995262146,0.5171257257461548,0.3325848877429962,0.6662389636039734,0.5829201340675354,0.34510132670402527,0.20434843003749847,0.31620436906814575,0.5091903209686279,0.3442007005214691,0.4408751428127289,0.4207492768764496,0.3879719078540802,0.2843594253063202,0.22068053483963013
same,0.3764382302761078,0.17837698757648468,0.36572811007499695,0.4048157036304474,0.16386248171329498,0.18845894932746887,0.3116646707057953,0.3205644488334656,0.22525689005851746,0.3692481815814972,0.4048157036304474,0.28808122873306274,0.18854157626628876,0.25417226552963257,0.37020012736320496,0.2934266924858093,0.2768566608428955,0.2785528004169464,0.2436695694923401,0.2508071959018707,0.22649677097797394
direction,0.25776705145835876,0.34672561287879944,0.19005346298217773,0.22025705873966217,0.25662457942962646,0.21132636070251465,0.21194936335086823,0.2529398798942566,0.2405564785003662,0.17485231161117554,0.22025705873966217,0.40720152854919434,0.25437691807746887,0.18223732709884644,0.21485374867916107,0.2075049877166748,0.27348291873931885,0.21845301985740662,0.2480921745300293,0.336273729801178,0.10739318281412125
as,0.31749409437179565,0.17138423025608063,0.31202155351638794,0.39550232887268066,0.15887176990509033,0.2243756800889969,0.22736889123916626,0.49487000703811646,0.2080715298652649,0.3887844979763031,0.39550232887268066,0.2739008069038391,0.2114468663930893,0.26337623596191406,0.4437963366508484,0.35132327675819397,0.3815547823905945,0.37218472361564636,0.28646576404571533,0.21087464690208435,0.27043893933296204
the,0.42745697498321533,0.21527591347694397,0.35928019881248474,0.5829201340675354,0.18895584344863892,0.2739415764808655,0.38423117995262146,0.5171257257461548,0.3325848877429962,0.6662389636039734,0.5829201340675354,0.34510132670402527,0.20434843003749847,0.31620436906814575,0.5091903209686279,0.3442007005214691,0.4408751428127289,0.4207492768764496,0.3879719078540802,0.2843594253063202,0.22068053483963013
motion,0.260096937417984,0.25028273463249207,0.18564695119857788,0.23572494089603424,0.2646362781524658,0.2058696150779724,0.20421597361564636,0.2186078429222107,0.1803649365901947,0.2190442532300949,0.23572494089603424,0.4420223832130432,0.2366567999124527,0.16184797883033752,0.2157837152481079,0.17201568186283112,0.2258811891078949,0.1709904968738556,0.14736996591091156,0.32496365904808044,0.20143945515155792
of,0.33290785551071167,0.19203445315361023,0.3119818866252899,0.5052502155303955,0.15122076869010925,0.23583394289016724,0.32945773005485535,0.5116966962814331,0.23279321193695068,0.5696388483047485,0.5052502155303955,0.24795499444007874,0.19269394874572754,0.29282352328300476,0.3757161796092987,0.28639769554138184,0.3646814823150635,0.32280945777893066,0.2973117530345917,0.23933495581150055,0.1826142966747284
the,0.42745697498321533,0.21527591347694397,0.35928019881248474,0.5829201340675354,0.18895584344863892,0.2739415764808655,0.38423117995262146,0.5171257257461548,0.3325848877429962,0.6662389636039734,0.5829201340675354,0.34510132670402527,0.20434843003749847,0.31620436906814575,0.5091903209686279,0.3442007005214691,0.4408751428127289,0.4207492768764496,0.3879719078540802,0.2843594253063202,0.22068053483963013
vehicle,0.20767386257648468,0.2685151696205139,0.2039802223443985,0.2779759168624878,0.254991739988327,0.2811911106109619,0.1611623615026474,0.17821402847766876,0.1584775149822235,0.16945742070674896,0.2779759168624878,0.2954036295413971,1.0000001192092896,0.19976921379566193,0.22462770342826843,0.18069356679916382,0.18302859365940094,0.23357778787612915,0.2851833701133728,0.21954131126403809,0.16397647559642792
.,0.3567904531955719,0.19664597511291504,0.3022993505001068,0.50484299659729,0.214210644364357,0.25039297342300415,0.351434588432312,0.588965117931366,0.2362249493598938,0.5591574311256409,0.50484299659729,0.3260027766227722,0.19765201210975647,0.3045158088207245,0.475719153881073,0.30320122838020325,0.3936232924461365,0.3581749200820923,0.28971612453460693,0.2317766398191452,0.4130953550338745
