,how,are,the,rates,of,social,goods,in,countries,with,higher,inequality,?
homicides,0.15559345483779907,0.21480131149291992,0.28336068987846375,0.44157204031944275,0.27708712220191956,0.23181994259357452,0.2550109326839447,0.2868053913116455,0.25593769550323486,0.20563089847564697,0.27237817645072937,0.2751460075378418,0.21218115091323853
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.19299949705600739,0.4946078956127167,0.2674078345298767,0.21030361950397491,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.251458078622818,0.21822890639305115,0.31091248989105225
teenage,0.19544751942157745,0.19870606064796448,0.2080013006925583,0.2299535721540451,0.1730947345495224,0.20552955567836761,0.04152520373463631,0.23950020968914032,0.21346604824066162,0.21391284465789795,0.11980535089969635,0.1238066554069519,0.18613165616989136
births,0.2791537940502167,0.2256864607334137,0.22008424997329712,0.31233930587768555,0.20636850595474243,0.10183008760213852,0.18856504559516907,0.21544727683067322,0.19485358893871307,0.14410455524921417,0.1819431632757187,0.2529793679714203,0.22508813440799713
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.19299949705600739,0.4946078956127167,0.2674078345298767,0.21030361950397491,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.251458078622818,0.21822890639305115,0.31091248989105225
incarceration,0.1997629702091217,0.16633780300617218,0.3678555488586426,0.22759461402893066,0.3818185329437256,0.19992637634277344,0.2182091623544693,0.27853265404701233,0.16676582396030426,0.23338310420513153,0.2491578310728073,0.26140299439430237,0.2129083275794983
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.19299949705600739,0.4946078956127167,0.2674078345298767,0.21030361950397491,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.251458078622818,0.21822890639305115,0.31091248989105225
child,0.20085330307483673,0.1422968953847885,0.19800683856010437,0.13753639161586761,0.17253053188323975,0.1859029233455658,0.10526210069656372,0.19259177148342133,0.20835375785827637,0.1592225432395935,0.16668692231178284,0.18657496571540833,0.1979578584432602
conflict,0.24753591418266296,0.19060087203979492,0.2974752187728882,0.2204345464706421,0.2620731294155121,0.3171239197254181,0.18574750423431396,0.259853720664978,0.2576594352722168,0.24287909269332886,0.1739945411682129,0.3749195635318756,0.26744839549064636
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.19299949705600739,0.4946078956127167,0.2674078345298767,0.21030361950397491,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.251458078622818,0.21822890639305115,0.31091248989105225
drug,0.24074198305606842,0.18132726848125458,0.22177673876285553,0.29149773716926575,0.19976560771465302,0.22373957931995392,0.2696383595466614,0.24474680423736572,0.2566538453102112,0.2106175720691681,0.12743152678012848,0.2468317449092865,0.12584024667739868
use,0.39296725392341614,0.4174068570137024,0.34342584013938904,0.2635502219200134,0.2750902473926544,0.13968472182750702,0.22497928142547607,0.2715643048286438,0.33462896943092346,0.3356984257698059,0.2524506151676178,0.2556632161140442,0.32795652747154236
),0.17939934134483337,0.2373749315738678,0.3456730246543884,0.09777285903692245,0.3680361211299896,0.22260025143623352,0.09343671053647995,0.3326910734176636,0.15248970687389374,0.3069596290588379,0.19929355382919312,0.16527613997459412,0.42300865054130554
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.19299949705600739,0.4946078956127167,0.2674078345298767,0.21030361950397491,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.251458078622818,0.21822890639305115,0.31091248989105225
and,0.33647966384887695,0.48576638102531433,0.5171257257461548,0.2589600086212158,0.5116966962814331,0.38231831789016724,0.2947494387626648,0.4954058527946472,0.37200918793678284,0.5477725267410278,0.3147866129875183,0.2590520679950714,0.20544172823429108
lower,0.1727292835712433,0.22557412087917328,0.3463275134563446,0.33435893058776855,0.31757521629333496,0.242025226354599,0.2004191279411316,0.27455443143844604,0.11025762557983398,0.1784515678882599,0.5770463347434998,0.260497123003006,0.08471795171499252
rates,0.28929662704467773,0.2806459367275238,0.25867342948913574,1.0,0.2585311233997345,0.23757560551166534,0.32603979110717773,0.26258307695388794,0.3451427221298218,0.19053985178470612,0.4424194395542145,0.3752773702144623,0.13808594644069672
of,0.2480744868516922,0.39081433415412903,0.733189046382904,0.2585311233997345,1.0,0.2605111300945282,0.18927626311779022,0.5696388483047485,0.2800094783306122,0.41827285289764404,0.3096220791339874,0.27910974621772766,0.1826142966747284
social,0.2205141931772232,0.21125389635562897,0.21797899901866913,0.23757560551166534,0.2605111300945282,1.0,0.21236930787563324,0.23382627964019775,0.24800002574920654,0.20528239011764526,0.26766929030418396,0.48126378655433655,0.1615191102027893
goods,0.19852687418460846,0.2688404321670532,0.2343561202287674,0.32603979110717773,0.18927626311779022,0.21236930787563324,1.0,0.23178300261497498,0.33498114347457886,0.15198566019535065,0.21340057253837585,0.29952314496040344,0.12034571915864944
(,0.1676948219537735,0.23263892531394958,0.33289089798927307,0.09959761053323746,0.35032153129577637,0.19724871218204498,0.09283968806266785,0.3087427020072937,0.15407808125019073,0.29503780603408813,0.17905442416667938,0.1679764688014984,0.40561532974243164
life,0.24822278320789337,0.194062277674675,0.23528170585632324,0.20819276571273804,0.2788603901863098,0.26785948872566223,0.18125756084918976,0.27054134011268616,0.07331186532974243,0.21728253364562988,0.1405239850282669,0.29329437017440796,0.21677987277507782
expectancy,0.3796457350254059,0.2919004261493683,0.2736141085624695,0.5730428099632263,0.306922972202301,0.3403571844100952,0.31318017840385437,0.29253846406936646,0.29843276739120483,0.24545156955718994,0.4095914363861084,0.4688243567943573,0.1959744244813919
by,0.34370526671409607,0.37842893600463867,0.4408751428127289,0.23408402502536774,0.3646814823150635,0.17605063319206238,0.1922420859336853,0.370934396982193,0.2241220921278,0.39731505513191223,0.23272763192653656,0.17648567259311676,0.17966607213020325
country,0.17206698656082153,0.1952878087759018,0.30432501435279846,0.20219944417476654,0.28866857290267944,0.16953879594802856,0.27495360374450684,0.3040012717247009,0.5439597368240356,0.24760155379772186,0.11177293956279755,0.23338274657726288,0.12647280097007751
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.19299949705600739,0.4946078956127167,0.2674078345298767,0.21030361950397491,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.251458078622818,0.21822890639305115,0.31091248989105225
educational,0.15469859540462494,0.23404355347156525,0.22737358510494232,0.2777720093727112,0.3187834620475769,0.45276787877082825,0.1819630265235901,0.29241177439689636,0.25359925627708435,0.12280987948179245,0.3513810634613037,0.3928503096103668,0.20904642343521118
performance,0.24596735835075378,0.14449043571949005,0.260756254196167,0.243381530046463,0.18957610428333282,0.23405906558036804,0.13511863350868225,0.252952516078949,0.13665618002414703,0.18899750709533691,0.2269086241722107,0.21458101272583008,0.1587955504655838
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.19299949705600739,0.4946078956127167,0.2674078345298767,0.21030361950397491,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.251458078622818,0.21822890639305115,0.31091248989105225
trust,0.24843427538871765,0.2264312356710434,0.1622215360403061,0.19196417927742004,0.19332759082317352,0.23866672813892365,0.18233580887317657,0.1298469454050064,0.17360706627368927,0.13990548253059387,0.21939696371555328,0.23127247393131256,0.22135582566261292
among,0.24921207129955292,0.3811550438404083,0.3507058024406433,0.3393262028694153,0.3679063022136688,0.3091006875038147,0.22845129668712616,0.3211768567562103,0.29825201630592346,0.2968312203884125,0.212976336479187,0.3101661205291748,0.14343059062957764
strangers,0.24159440398216248,0.21231743693351746,0.2193896472454071,0.16387046873569489,0.14149655401706696,0.21770916879177094,0.17186324298381805,0.20128367841243744,0.17327651381492615,0.2311592549085617,0.16125591099262238,0.178987517952919,0.20539045333862305
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.19299949705600739,0.4946078956127167,0.2674078345298767,0.21030361950397491,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.251458078622818,0.21822890639305115,0.31091248989105225
women,0.1552928388118744,0.20756962895393372,0.279754102230072,0.16552594304084778,0.22431409358978271,0.2638833522796631,0.1511213183403015,0.3171939551830292,0.2708498239517212,0.1728040874004364,0.22343091666698456,0.2967824339866638,0.1616753786802292
's,-0.026164190843701363,-0.008927806280553341,-0.01540423184633255,0.1351877599954605,-0.03817026689648628,0.030711397528648376,0.13328298926353455,-0.037580832839012146,0.04551587626338005,-0.04624466598033905,-0.012609186582267284,-0.0032307563815265894,-0.023395681753754616
status,0.15547333657741547,0.18044869601726532,0.23601171374320984,0.223714679479599,0.20139996707439423,0.24450013041496277,0.16862942278385162,0.20590373873710632,0.2030516415834427,0.12184803932905197,0.2570250928401947,0.2658604681491852,0.16403266787528992
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.19299949705600739,0.4946078956127167,0.2674078345298767,0.21030361950397491,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.251458078622818,0.21822890639305115,0.31091248989105225
social,0.2205141931772232,0.21125389635562897,0.21797899901866913,0.23757560551166534,0.2605111300945282,1.0,0.21236930787563324,0.23382627964019775,0.24800002574920654,0.20528239011764526,0.26766929030418396,0.48126378655433655,0.1615191102027893
mobility,0.22008009254932404,0.22081778943538666,0.2575506269931793,0.38549870252609253,0.21091228723526,0.30563145875930786,0.33092543482780457,0.18920092284679413,0.2044273316860199,0.19233252108097076,0.3264572024345398,0.3863872289657593,0.13310691714286804
",",0.22659391164779663,0.4062570035457611,0.4933079481124878,0.19299949705600739,0.4946078956127167,0.2674078345298767,0.21030361950397491,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.251458078622818,0.21822890639305115,0.31091248989105225
even,0.40660160779953003,0.43312960863113403,0.37996912002563477,0.26162683963775635,0.34735506772994995,0.2185843586921692,0.21494975686073303,0.29146435856819153,0.324054092168808,0.38442325592041016,0.35021331906318665,0.30251985788345337,0.30082517862319946
numbers,0.26623308658599854,0.37760815024375916,0.293011337518692,0.3074192702770233,0.228018656373024,0.17015421390533447,0.24370422959327698,0.23087690770626068,0.23492887616157532,0.21640020608901978,0.231392040848732,0.38365665078163147,0.19297972321510315
of,0.2480744868516922,0.39081433415412903,0.733189046382904,0.2585311233997345,1.0,0.2605111300945282,0.18927626311779022,0.5696388483047485,0.2800094783306122,0.41827285289764404,0.3096220791339874,0.27910974621772766,0.1826142966747284
patents,0.22582566738128662,0.15155336260795593,0.20236903429031372,0.2675301730632782,0.17704786360263824,0.13450346887111664,0.2863953113555908,0.20229753851890564,0.24839390814304352,0.1744491159915924,0.14904819428920746,0.18716131150722504,0.1148110032081604
issued,0.09768987447023392,0.12009268999099731,0.22837360203266144,0.19979794323444366,0.2873246371746063,0.10869678854942322,0.16314230859279633,0.17191201448440552,0.23876947164535522,0.17334161698818207,0.16219907999038696,0.14018520712852478,0.169851616024971
),0.17939934134483337,0.2373749315738678,0.3456730246543884,0.09777285903692245,0.3680361211299896,0.22260025143623352,0.09343671053647995,0.3326910734176636,0.15248970687389374,0.3069596290588379,0.19929355382919312,0.16527613997459412,0.42300865054130554
in,0.2601168751716614,0.3841303884983063,0.6662389636039734,0.26258307695388794,0.5696388483047485,0.23382627964019775,0.23178300261497498,1.0,0.3027990758419037,0.4080928862094879,0.23285751044750214,0.19402410089969635,0.20430970191955566
countries,0.22695748507976532,0.35174399614334106,0.33290645480155945,0.3451427221298218,0.2800094783306122,0.24800002574920654,0.33498114347457886,0.3027990758419037,0.9999999403953552,0.33792537450790405,0.22563675045967102,0.2820434868335724,0.15128466486930847
and,0.33647966384887695,0.48576638102531433,0.5171257257461548,0.2589600086212158,0.5116966962814331,0.38231831789016724,0.2947494387626648,0.4954058527946472,0.37200918793678284,0.5477725267410278,0.3147866129875183,0.2590520679950714,0.20544172823429108
states,0.20841296017169952,0.1846873015165329,0.3463578522205353,0.2684716284275055,0.30884552001953125,0.1574816107749939,0.23362641036510468,0.3977442979812622,0.4093204438686371,0.21424104273319244,0.17687122523784637,0.3115520179271698,0.16272737085819244
with,0.3525622487068176,0.38996943831443787,0.4223487675189972,0.19053985178470612,0.41827285289764404,0.20528239011764526,0.15198566019535065,0.4080928862094879,0.33792537450790405,0.9999999403953552,0.20294103026390076,0.2160445749759674,0.2433311939239502
higher,0.2273179441690445,0.2964613437652588,0.3292480409145355,0.4424194395542145,0.3096220791339874,0.26766929030418396,0.21340057253837585,0.23285751044750214,0.22563675045967102,0.20294103026390076,1.0,0.3147837817668915,0.15679465234279633
inequality,0.35896143317222595,0.24070033431053162,0.23508106172084808,0.3752773702144623,0.27910974621772766,0.48126378655433655,0.29952314496040344,0.19402410089969635,0.2820434868335724,0.2160445749759674,0.3147837817668915,1.0000001192092896,0.23619021475315094
.,0.3287222981452942,0.3452940285205841,0.5934505462646484,0.2061878889799118,0.5352458953857422,0.2614770531654358,0.17814435064792633,0.5591574311256409,0.27938392758369446,0.4446153938770294,0.2524722218513489,0.22563500702381134,0.4130953550338745
