,who,was,the,main,performer,at,this,year,'s,halftime,show,?
british,0.2666113078594208,0.31934812664985657,0.28973397612571716,0.13376963138580322,0.19210517406463623,0.21751968562602997,0.20870694518089294,0.16501371562480927,0.06352180242538452,0.15968884527683258,0.23710712790489197,0.09711728990077972
rock,0.1515379399061203,0.19643229246139526,0.23786304891109467,0.13588184118270874,0.2352941483259201,0.24824769794940948,0.21980036795139313,0.16677136719226837,0.051966436207294464,0.4056971073150635,0.2837616503238678,0.13172835111618042
group,0.33690139651298523,0.1789962202310562,0.30795547366142273,0.20057010650634766,0.15446791052818298,0.13662685453891754,0.2766626477241516,0.20680148899555206,-0.01093533169478178,0.1973573863506317,0.24681155383586884,0.13827809691429138
coldplay,0.21639695763587952,0.2899988889694214,0.2809646725654602,0.11518438160419464,0.35705506801605225,0.1992928683757782,0.25554531812667847,0.305154025554657,0.055095821619033813,0.5025559067726135,0.28030601143836975,0.2499987930059433
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.1962798684835434,0.15892113745212555,0.29126521944999695,0.36358317732810974,0.3220449686050415,-0.04624466598033905,0.3187163174152374,0.3004990220069885,0.2433311939239502
special,0.21519862115383148,0.1585642695426941,0.3027077615261078,0.21329903602600098,0.22327294945716858,0.19355125725269318,0.3379964530467987,0.10077399760484695,-0.03405539691448212,0.2269991636276245,0.2602277398109436,0.29623302817344666
guest,0.2661038935184479,0.18969343602657318,0.17925196886062622,0.23761186003684998,0.39892488718032837,0.1567322015762329,0.17202594876289368,0.1209825873374939,-0.0491914227604866,0.3126589357852936,0.4285869300365448,0.23479853570461273
performers,0.3387889564037323,0.21132627129554749,0.2311975508928299,0.17903068661689758,0.8322836756706238,0.21228130161762238,0.21818958222866058,0.21317748725414276,0.07794728130102158,0.4207268953323364,0.358512282371521,0.1344873309135437
beyoncé,0.23366473615169525,0.20747771859169006,0.2099055051803589,0.16764245927333832,0.4143809676170349,0.12913228571414948,0.18479637801647186,0.18195290863513947,0.07306306064128876,0.4306446313858032,0.2562267482280731,0.25188755989074707
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.28396618366241455,0.3571503460407257,0.42353692650794983,0.2506658732891083,0.06895173341035843,0.34601953625679016,0.3455478549003601,0.20544172823429108
bruno,0.2274247407913208,0.27414262294769287,0.15010739862918854,0.07957620173692703,0.21193835139274597,0.15660102665424347,0.09979140758514404,0.1799999475479126,0.030046425759792328,0.26777195930480957,0.0929812416434288,0.1273501217365265
mars,0.19560889899730682,0.18892021477222443,0.22427980601787567,0.10308012366294861,0.17462921142578125,0.12732480466365814,0.14502495527267456,0.2179194539785385,0.07784691452980042,0.1926746964454651,0.2031152993440628,0.1826961636543274
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.2878067195415497,0.38314947485923767,0.4316047728061676,0.28560417890548706,-0.0016132977325469255,0.3626100420951843,0.31928569078445435,0.31091248989105225
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.18417203426361084,0.3394835293292999,0.22096660733222961,0.3345087468624115,0.2851492762565613,0.05599616840481758,0.19379067420959473,0.2095358669757843,0.26220351457595825
headlined,0.15209026634693146,0.22705139219760895,0.2894550859928131,0.1320880949497223,0.3094898760318756,0.20168453454971313,0.24715854227542877,0.28405237197875977,0.007604212034493685,0.4387337267398834,0.2542087435722351,0.26601076126098633
the,0.3733934462070465,0.48711544275283813,1.0,0.38631999492645264,0.20656965672969818,0.457212895154953,0.6274310946464539,0.3609684407711029,-0.01540423184633255,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.14307591319084167,0.16502171754837036,0.11449114978313446,0.1776810586452484,0.20762673020362854,0.09726737439632416,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.13414473831653595,0.1688113957643509,0.2709662914276123,0.17725728452205658,0.22878921031951904,-0.02838491089642048,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlvii,0.17947067320346832,0.3066164255142212,0.2988950312137604,0.16327135264873505,0.1747986078262329,0.23379087448120117,0.22440055012702942,0.24651400744915009,0.0025766242761164904,0.5093367695808411,0.21301409602165222,0.19350703060626984
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.28396618366241455,0.3571503460407257,0.42353692650794983,0.2506658732891083,0.06895173341035843,0.34601953625679016,0.3455478549003601,0.20544172823429108
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.14307591319084167,0.16502171754837036,0.11449114978313446,0.1776810586452484,0.20762673020362854,0.09726737439632416,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.13414473831653595,0.1688113957643509,0.2709662914276123,0.17725728452205658,0.22878921031951904,-0.02838491089642048,0.4822790324687958,0.19135026633739471,0.21118052303791046
xlviii,0.14658403396606445,0.2853115499019623,0.2765132784843445,0.13915985822677612,0.16674469411373138,0.20768016576766968,0.20355966687202454,0.21417005360126495,-0.0008479488897137344,0.46320661902427673,0.1775490939617157,0.18409758806228638
halftime,0.19379067420959473,0.3564006984233856,0.31780552864074707,0.17690031230449677,0.4130599796772003,0.2724454700946808,0.26518216729164124,0.34226417541503906,0.07642868906259537,1.0000001192092896,0.3664279878139496,0.21138669550418854
shows,0.1994590163230896,0.21710920333862305,0.36348509788513184,0.19697317481040955,0.3233444094657898,0.23829592764377594,0.35126274824142456,0.14753158390522003,0.02703757770359516,0.23730841279029846,0.6561359167098999,0.2040930688381195
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.2878067195415497,0.38314947485923767,0.4316047728061676,0.28560417890548706,-0.0016132977325469255,0.3626100420951843,0.31928569078445435,0.31091248989105225
respectively,0.22078678011894226,0.2458304613828659,0.3498423993587494,0.11519961804151535,0.160404771566391,0.20997761189937592,0.24416504800319672,0.24154119193553925,0.020217018201947212,0.2488977015018463,0.1875137835741043,0.1307799071073532
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.31122034788131714,0.20411840081214905,0.4549728035926819,0.500583827495575,0.32538118958473206,-0.003708066651597619,0.33941835165023804,0.3016606271266937,0.4130953550338745
