,what,older,dynasty,was,replaced,by,the,western,liao,",",or,qara,khitai,?
and,0.31309178471565247,0.3224782347679138,0.21357402205467224,0.3740963041782379,0.2584592401981354,0.4289871156215668,0.5171257257461548,0.27210789918899536,0.20738953351974487,0.6633074283599854,0.4713204801082611,0.2067168802022934,0.2598592936992645,0.20544172823429108
folded,0.15355925261974335,0.1837773323059082,0.11301181465387344,0.15651170909404755,0.21797072887420654,0.17098087072372437,0.27129268646240234,0.20276503264904022,0.11767875403165817,0.1774277240037918,0.18526317179203033,0.1988336145877838,0.14943097531795502,0.13605409860610962
into,0.2180619090795517,0.15130674839019775,0.10141932219266891,0.2322220653295517,0.2007734626531601,0.30473223328590393,0.39493247866630554,0.2034125179052353,0.11642719060182571,0.2826121151447296,0.31663477420806885,0.13732802867889404,0.12893685698509216,0.15662476420402527
his,0.26976513862609863,0.26393812894821167,0.21976903080940247,0.4405253231525421,0.12412574887275696,0.3107621967792511,0.4394008219242096,0.17305071651935577,0.21414266526699066,0.3378419280052185,0.2118215411901474,0.23465117812156677,0.22065392136573792,0.18075084686279297
mongol,0.15870186686515808,0.14989566802978516,0.5123041272163391,0.17204789817333221,0.13642887771129608,0.1995033621788025,0.2924198508262634,0.23737891018390656,0.4802624583244324,0.2229510098695755,0.20351910591125488,0.36368659138679504,0.628433883190155,0.12849251925945282
empire,0.21723191440105438,0.11868691444396973,0.43554046750068665,0.30602675676345825,0.15922795236110687,0.19236046075820923,0.32532164454460144,0.3127332925796509,0.2883446514606476,0.27646857500076294,0.17538774013519287,0.2913404405117035,0.39967280626296997,0.14909450709819794
",",0.3087472915649414,0.2598324418067932,0.1976536363363266,0.45456063747406006,0.21472671627998352,0.3680937886238098,0.4933079481124878,0.27542921900749207,0.24247856438159943,1.0000001192092896,0.3769497275352478,0.27953922748565674,0.2694466710090637,0.31091248989105225
fled,0.17151756584644318,0.14351926743984222,0.2626008987426758,0.30835461616516113,0.1903451830148697,0.23437130451202393,0.27857163548469543,0.1655176430940628,0.26048263907432556,0.26419100165367126,0.1341688632965088,0.18506380915641785,0.28326383233070374,0.13968057930469513
west,0.1946573108434677,0.1547839492559433,0.20652736723423004,0.25970903038978577,0.08944427222013474,0.17778825759887695,0.32918402552604675,0.5031110048294067,0.19240421056747437,0.28857502341270447,0.09669706970453262,0.17104651033878326,0.18145091831684113,0.12088293582201004
and,0.31309178471565247,0.3224782347679138,0.21357402205467224,0.3740963041782379,0.2584592401981354,0.4289871156215668,0.5171257257461548,0.27210789918899536,0.20738953351974487,0.6633074283599854,0.4713204801082611,0.2067168802022934,0.2598592936992645,0.20544172823429108
usurped,0.2838344871997833,0.156107097864151,0.2973811626434326,0.22088663280010223,0.21440431475639343,0.21099451184272766,0.16238053143024445,0.12740324437618256,0.34008046984672546,0.18450260162353516,0.19882240891456604,0.2934613525867462,0.38976866006851196,0.3928505778312683
the,0.42745697498321533,0.21663418412208557,0.26267939805984497,0.48711544275283813,0.2645455598831177,0.4408751428127289,1.0,0.37920868396759033,0.26244300603866577,0.4933079481124878,0.4174870550632477,0.30156639218330383,0.25684550404548645,0.22068053483963013
khanate,0.22126296162605286,0.12599192559719086,0.49860602617263794,0.21292169392108917,0.1326809972524643,0.1657618135213852,0.23409654200077057,0.2206575721502304,0.3895731568336487,0.20291674137115479,0.22353482246398926,0.4836786985397339,0.6174697279930115,0.1488671898841858
of,0.33290785551071167,0.23717735707759857,0.285645067691803,0.4069072902202606,0.20067165791988373,0.3646814823150635,0.733189046382904,0.32974064350128174,0.22867083549499512,0.4946078956127167,0.3792596757411957,0.2509344220161438,0.2516428530216217,0.1826142966747284
qara,0.22368445992469788,0.17371584475040436,0.35906869173049927,0.2961975038051605,0.16910521686077118,0.20548410713672638,0.30156639218330383,0.2202376127243042,0.3286026418209076,0.27953922748565674,0.24195034801959991,1.0000001192092896,0.5335841178894043,0.1857597380876541
khitai,0.17383551597595215,0.21882200241088867,0.5256697535514832,0.23286694288253784,0.16876134276390076,0.23399604856967926,0.25684550404548645,0.24716635048389435,0.5907338857650757,0.2694466710090637,0.24530336260795593,0.5335841178894043,0.9999999403953552,0.20356783270835876
(,0.2411840260028839,0.1299084722995758,0.15119072794914246,0.2980341613292694,0.2034374624490738,0.20696312189102173,0.33289089798927307,0.20023441314697266,0.1985679566860199,0.6363511681556702,0.3582012951374054,0.19621217250823975,0.2688376307487488,0.40561532974243164
also,0.42747777700424194,0.28433263301849365,0.219948872923851,0.4032125174999237,0.23682336509227753,0.3824189305305481,0.6021018624305725,0.27840954065322876,0.18672043085098267,0.4717654287815094,0.46319106221199036,0.28052276372909546,0.28809118270874023,0.21848613023757935
known,0.20381177961826324,0.22647547721862793,0.20468242466449738,0.35203275084495544,0.14889732003211975,0.24461808800697327,0.3624623417854309,0.26327019929885864,0.14908449351787567,0.3604377806186676,0.2710355222225189,0.2168641984462738,0.25645530223846436,0.18314571678638458
as,0.31749409437179565,0.29145845770835876,0.1805962324142456,0.3677520453929901,0.33300021290779114,0.3815547823905945,0.48381632566452026,0.23040111362934113,0.26268821954727173,0.48816442489624023,0.4400654137134552,0.2439606487751007,0.22551114857196808,0.27043893933296204
the,0.42745697498321533,0.21663418412208557,0.26267939805984497,0.48711544275283813,0.2645455598831177,0.4408751428127289,1.0,0.37920868396759033,0.26244300603866577,0.4933079481124878,0.4174870550632477,0.30156639218330383,0.25684550404548645,0.22068053483963013
western,0.2454150915145874,0.1979430466890335,0.19577579200267792,0.2864105999469757,0.1268186718225479,0.20149661600589752,0.37920868396759033,1.0000001192092896,0.2512834668159485,0.27542921900749207,0.17466816306114197,0.2202376127243042,0.24716635048389435,0.17439141869544983
liao,0.16558727622032166,0.16805796325206757,0.5089775323867798,0.17763984203338623,0.097722627222538,0.1830081045627594,0.26244300603866577,0.2512834668159485,1.0000001192092896,0.24247856438159943,0.18528233468532562,0.3286026418209076,0.5907338857650757,0.13700619339942932
",",0.3087472915649414,0.2598324418067932,0.1976536363363266,0.45456063747406006,0.21472671627998352,0.3680937886238098,0.4933079481124878,0.27542921900749207,0.24247856438159943,1.0000001192092896,0.3769497275352478,0.27953922748565674,0.2694466710090637,0.31091248989105225
as,0.31749409437179565,0.29145845770835876,0.1805962324142456,0.3677520453929901,0.33300021290779114,0.3815547823905945,0.48381632566452026,0.23040111362934113,0.26268821954727173,0.48816442489624023,0.4400654137134552,0.2439606487751007,0.22551114857196808,0.27043893933296204
it,0.45803478360176086,0.1975802779197693,0.1929178684949875,0.4577186405658722,0.21259181201457977,0.40926623344421387,0.6251175999641418,0.2993638515472412,0.16137628257274628,0.48329564929008484,0.36389440298080444,0.21806764602661133,0.1437860131263733,0.25732165575027466
was,0.22111038863658905,0.20353880524635315,0.24324211478233337,1.0000001192092896,0.34946855902671814,0.4752357602119446,0.48711544275283813,0.2864105999469757,0.17763984203338623,0.45456063747406006,0.2330796718597412,0.2961975038051605,0.23286694288253784,0.18412111699581146
originally,0.2645323872566223,0.22256049513816833,0.21898183226585388,0.5204543471336365,0.3117271363735199,0.4076972007751465,0.36820849776268005,0.18990877270698547,0.10608825087547302,0.2660219669342041,0.2696157991886139,0.23045724630355835,0.19504298269748688,0.07821967452764511
established,0.14869536459445953,0.06600798666477203,0.25788015127182007,0.26515325903892517,0.18396039307117462,0.21138796210289001,0.33092597126960754,0.16341574490070343,0.18029947578907013,0.22739723324775696,0.2073003053665161,0.23681853711605072,0.24355487525463104,0.15917523205280304
as,0.31749409437179565,0.29145845770835876,0.1805962324142456,0.3677520453929901,0.33300021290779114,0.3815547823905945,0.48381632566452026,0.23040111362934113,0.26268821954727173,0.48816442489624023,0.4400654137134552,0.2439606487751007,0.22551114857196808,0.27043893933296204
remnants,0.16761332750320435,0.1563819795846939,0.2560340464115143,0.2283543348312378,0.2892969846725464,0.24074077606201172,0.2785507142543793,0.2603629231452942,0.23907244205474854,0.23976901173591614,0.20257897675037384,0.2112966775894165,0.19708646833896637,0.09044837206602097
of,0.33290785551071167,0.23717735707759857,0.285645067691803,0.4069072902202606,0.20067165791988373,0.3646814823150635,0.733189046382904,0.32974064350128174,0.22867083549499512,0.4946078956127167,0.3792596757411957,0.2509344220161438,0.2516428530216217,0.1826142966747284
the,0.42745697498321533,0.21663418412208557,0.26267939805984497,0.48711544275283813,0.2645455598831177,0.4408751428127289,1.0,0.37920868396759033,0.26244300603866577,0.4933079481124878,0.4174870550632477,0.30156639218330383,0.25684550404548645,0.22068053483963013
liao,0.16558727622032166,0.16805796325206757,0.5089775323867798,0.17763984203338623,0.097722627222538,0.1830081045627594,0.26244300603866577,0.2512834668159485,1.0000001192092896,0.24247856438159943,0.18528233468532562,0.3286026418209076,0.5907338857650757,0.13700619339942932
dynasty,0.17240095138549805,0.12209220230579376,1.0,0.24324211478233337,0.08483245968818665,0.198152095079422,0.26267939805984497,0.19577579200267792,0.5089775323867798,0.1976536363363266,0.16377557814121246,0.35906869173049927,0.5256697535514832,0.15884074568748474
),0.26259949803352356,0.14076276123523712,0.17090870440006256,0.3267642855644226,0.19962288439273834,0.2151763141155243,0.3456730246543884,0.17901712656021118,0.2060236632823944,0.63033527135849,0.3706604242324829,0.23450464010238647,0.30228549242019653,0.42300865054130554
.,0.3567904531955719,0.27821221947669983,0.20616187155246735,0.40146201848983765,0.2553439438343048,0.3936232924461365,0.5934505462646484,0.2816847264766693,0.18958449363708496,0.6812511086463928,0.36683785915374756,0.2833588123321533,0.23738299310207367,0.4130953550338745
