,whose,authority,did,luther,'s,theology,oppose,?
and,0.3339773118495941,0.22905389964580536,0.34479495882987976,0.20796556770801544,0.06895173341035843,0.22933346033096313,0.19707390666007996,0.20544172823429108
opposed,0.16969169676303864,0.25541988015174866,0.3237369954586029,0.1539851725101471,-0.04686199873685837,0.27490174770355225,0.7180359959602356,0.23428945243358612
sacerdotalism,0.22056448459625244,0.2394685596227646,0.2508814036846161,0.3188721835613251,0.034622110426425934,0.4179736077785492,0.3475434184074402,0.20804482698440552
by,0.3384193778038025,0.22356168925762177,0.18574509024620056,0.15382802486419678,-0.010884488001465797,0.12718012928962708,0.18866558372974396,0.17966607213020325
considering,0.3042462468147278,0.23672156035900116,0.33067700266838074,0.1073933020234108,-0.015125290490686893,0.17040522396564484,0.48302602767944336,0.41417282819747925
all,0.3025509715080261,0.20837058126926422,0.33943864703178406,0.1917443871498108,0.03181743621826172,0.1608080416917801,0.32566145062446594,0.29575422406196594
baptized,0.22199209034442902,0.22871381044387817,0.2788696587085724,0.3744279444217682,-0.01250690408051014,0.406083881855011,0.21649985015392303,0.2024652510881424
christians,0.19793584942817688,0.2536636292934418,0.2556236684322357,0.30765244364738464,0.09842957556247711,0.46431973576545715,0.2520994544029236,0.20289786159992218
to,0.320825457572937,0.2155669927597046,0.4452643394470215,0.18029534816741943,0.03782717138528824,0.23310686647891998,0.25091660022735596,0.29463258385658264
be,0.26299139857292175,0.2007540911436081,0.22657383978366852,0.15299063920974731,0.025217169895768166,0.16809691488742828,0.34393149614334106,0.3324260413646698
a,0.3225097060203552,0.21713398396968842,0.2552328109741211,0.17967689037322998,0.04866964742541313,0.18280601501464844,0.22805124521255493,0.23916715383529663
holy,0.09472954273223877,0.19409851729869843,0.1021214947104454,0.21725739538669586,0.01974828913807869,0.3292882442474365,0.1481853872537613,0.18148104846477509
priesthood,0.28457769751548767,0.3443777561187744,0.2368517965078354,0.27669933438301086,-0.01813528686761856,0.4521041214466095,0.24357987940311432,0.17457331717014313
.,0.2718997597694397,0.19641262292861938,0.35288307070732117,0.24907569587230682,-0.003708066651597619,0.20223373174667358,0.23016472160816193,0.4130953550338745
