,who,helped,find,sponsors,and,donors,to,help,with,the,cost,?
events,0.22557984292507172,0.17396295070648193,0.13381588459014893,0.346490740776062,0.2040661722421646,0.19599543511867523,0.22643153369426727,0.13031290471553802,0.16211721301078796,0.3102840185165405,0.15823929011821747,0.09835197776556015
",",0.3365725874900818,0.2661169171333313,0.27622509002685547,0.17827445268630981,0.6633074283599854,0.1818852573633194,0.44245919585227966,0.2855570912361145,0.4120737314224243,0.4933079481124878,0.20970560610294342,0.31091248989105225
including,0.2835840582847595,0.27642232179641724,0.2087511420249939,0.2747601568698883,0.5144438743591309,0.2311682552099228,0.24006329476833344,0.21602055430412292,0.37174999713897705,0.3738902807235718,0.20573511719703674,0.1633303165435791
a,0.36608949303627014,0.24550430476665497,0.2540014088153839,0.16897085309028625,0.3739250600337982,0.21095740795135498,0.45503583550453186,0.23381464183330536,0.3783375024795532,0.5829201340675354,0.21993719041347504,0.23916715383529663
week-long,0.28210821747779846,0.19041775166988373,0.29075244069099426,0.22718499600887299,0.37675920128822327,0.2609133720397949,0.3517678678035736,0.27799326181411743,0.29718509316444397,0.38099297881126404,0.25086843967437744,0.32830461859703064
event,0.17899073660373688,0.13537420332431793,0.138266921043396,0.35723236203193665,0.17869816720485687,0.1854524314403534,0.2585321366786957,0.1111912727355957,0.17549638450145721,0.2960145175457001,0.1897626519203186,0.16076280176639557
at,0.22096660733222961,0.15598946809768677,0.23883385956287384,0.17575368285179138,0.3571503460407257,0.19759483635425568,0.36524343490600586,0.16180181503295898,0.29126521944999695,0.457212895154953,0.26695817708969116,0.21978627145290375
the,0.3733934462070465,0.3108886480331421,0.2696352005004883,0.24524325132369995,0.5171257257461548,0.2651021480560303,0.535392165184021,0.30064165592193604,0.4223487675189972,1.0,0.23177006840705872,0.22068053483963013
santa,0.1560577154159546,0.06933155655860901,0.11193808168172836,0.13082647323608398,0.1827874481678009,0.16933253407478333,0.17084521055221558,0.08646794408559799,0.18390440940856934,0.23511074483394623,0.17249423265457153,0.17321589589118958
clara,0.2406618893146515,0.16417163610458374,0.12433044612407684,0.146145761013031,0.19340574741363525,0.11687865108251572,0.21193093061447144,0.14341337978839874,0.22446390986442566,0.2410326898097992,0.11159130930900574,0.11961202323436737
convention,0.1916101723909378,0.1801297515630722,0.0515136793255806,0.21605803072452545,0.225796639919281,0.25390326976776123,0.2850709557533264,0.12673456966876984,0.18620410561561584,0.2588678300380707,0.17214995622634888,0.1647067815065384
center,0.09184163808822632,0.16236421465873718,0.12491747736930847,0.18341778218746185,0.28670641779899597,0.1795424073934555,0.17764393985271454,0.15136627852916718,0.1499965488910675,0.29064592719078064,0.1401280164718628,0.12538520991802216
",",0.3365725874900818,0.2661169171333313,0.27622509002685547,0.17827445268630981,0.6633074283599854,0.1818852573633194,0.44245919585227966,0.2855570912361145,0.4120737314224243,0.4933079481124878,0.20970560610294342,0.31091248989105225
a,0.36608949303627014,0.24550430476665497,0.2540014088153839,0.16897085309028625,0.3739250600337982,0.21095740795135498,0.45503583550453186,0.23381464183330536,0.3783375024795532,0.5829201340675354,0.21993719041347504,0.23916715383529663
beer,0.14151403307914734,0.08977603912353516,0.11451420187950134,0.2519510090351105,0.20785431563854218,0.12735217809677124,0.1757139414548874,0.0687309205532074,0.1832052618265152,0.2230251431465149,0.15104547142982483,0.15216413140296936
",",0.3365725874900818,0.2661169171333313,0.27622509002685547,0.17827445268630981,0.6633074283599854,0.1818852573633194,0.44245919585227966,0.2855570912361145,0.4120737314224243,0.4933079481124878,0.20970560610294342,0.31091248989105225
wine,0.13576199114322662,0.08401268720626831,0.08192328363656998,0.1808149218559265,0.2789568305015564,0.1860329806804657,0.19043289124965668,0.1683543622493744,0.18029417097568512,0.2768833041191101,0.1941874623298645,0.12747588753700256
and,0.41279885172843933,0.318156898021698,0.3228435218334198,0.16837771236896515,1.0,0.2027333676815033,0.48971283435821533,0.34926167130470276,0.5477725267410278,0.5171257257461548,0.2846847474575043,0.20544172823429108
food,0.20560918748378754,0.17920951545238495,0.27479106187820435,0.2540142834186554,0.31356173753738403,0.24689821898937225,0.2816076874732971,0.2610064148902893,0.1450924277305603,0.3025728166103363,0.3108764588832855,0.15376032888889313
festival,0.15094922482967377,0.11266886442899704,0.07663393765687943,0.25020796060562134,0.19459347426891327,0.16449803113937378,0.19796393811702728,0.08810453116893768,0.13961061835289001,0.20982226729393005,0.07264702767133713,0.17767390608787537
at,0.22096660733222961,0.15598946809768677,0.23883385956287384,0.17575368285179138,0.3571503460407257,0.19759483635425568,0.36524343490600586,0.16180181503295898,0.29126521944999695,0.457212895154953,0.26695817708969116,0.21978627145290375
bellomy,0.30885574221611023,0.15984179079532623,0.11353372782468796,0.21017152070999146,0.29909929633140564,0.23746483027935028,0.23238565027713776,0.23115508258342743,0.22962124645709991,0.2966298758983612,0.19435803592205048,0.2137424647808075
field,0.18098586797714233,0.1542378067970276,0.20388364791870117,0.21566392481327057,0.26487240195274353,0.21921071410179138,0.2647967040538788,0.13039951026439667,0.15400348603725433,0.2105809599161148,0.11004283279180527,0.11279727518558502
at,0.22096660733222961,0.15598946809768677,0.23883385956287384,0.17575368285179138,0.3571503460407257,0.19759483635425568,0.36524343490600586,0.16180181503295898,0.29126521944999695,0.457212895154953,0.26695817708969116,0.21978627145290375
santa,0.1560577154159546,0.06933155655860901,0.11193808168172836,0.13082647323608398,0.1827874481678009,0.16933253407478333,0.17084521055221558,0.08646794408559799,0.18390440940856934,0.23511074483394623,0.17249423265457153,0.17321589589118958
clara,0.2406618893146515,0.16417163610458374,0.12433044612407684,0.146145761013031,0.19340574741363525,0.11687865108251572,0.21193093061447144,0.14341337978839874,0.22446390986442566,0.2410326898097992,0.11159130930900574,0.11961202323436737
university,0.2115909904241562,0.18223445117473602,0.0917343944311142,0.2199317216873169,0.2665814459323883,0.2084103524684906,0.20192374289035797,0.11970726400613785,0.13264121115207672,0.263973206281662,0.1630771905183792,0.11887256056070328
",",0.3365725874900818,0.2661169171333313,0.27622509002685547,0.17827445268630981,0.6633074283599854,0.1818852573633194,0.44245919585227966,0.2855570912361145,0.4120737314224243,0.4933079481124878,0.20970560610294342,0.31091248989105225
and,0.41279885172843933,0.318156898021698,0.3228435218334198,0.16837771236896515,1.0,0.2027333676815033,0.48971283435821533,0.34926167130470276,0.5477725267410278,0.5171257257461548,0.2846847474575043,0.20544172823429108
a,0.36608949303627014,0.24550430476665497,0.2540014088153839,0.16897085309028625,0.3739250600337982,0.21095740795135498,0.45503583550453186,0.23381464183330536,0.3783375024795532,0.5829201340675354,0.21993719041347504,0.23916715383529663
pep,0.13136538863182068,0.10138148814439774,0.04664667695760727,0.23471331596374512,0.13999944925308228,0.21107564866542816,0.11672212183475494,0.16621945798397064,0.1933830827474594,0.1661938577890396,0.12790852785110474,0.10961396992206573
rally,0.21866606175899506,0.15125244855880737,0.07358032464981079,0.25637879967689514,0.17180517315864563,0.16030603647232056,0.17627596855163574,0.11547842621803284,0.16765360534191132,0.2156708985567093,0.1553184688091278,0.14344990253448486
.,0.3541337847709656,0.25779226422309875,0.3133861720561981,0.18195094168186188,0.588965117931366,0.20358014106750488,0.4645031690597534,0.32205137610435486,0.4446153938770294,0.5934505462646484,0.26134178042411804,0.4130953550338745
,who,helped,find,sponsors,and,donors,to,help,with,the,cost,?
a,0.36608949303627014,0.24550430476665497,0.2540014088153839,0.16897085309028625,0.3739250600337982,0.21095740795135498,0.45503583550453186,0.23381464183330536,0.3783375024795532,0.5829201340675354,0.21993719041347504,0.23916715383529663
professional,0.2792035639286041,0.172557070851326,0.1660054624080658,0.3224831223487854,0.2247244119644165,0.2019442915916443,0.20276802778244019,0.18659041821956635,0.19501441717147827,0.1869824379682541,0.10885842889547348,0.13074518740177155
fundraiser,0.3207855224609375,0.2918952703475952,0.22764821350574493,0.35669374465942383,0.3008498549461365,0.3971697986125946,0.29414573311805725,0.3531295359134674,0.16954278945922852,0.23239782452583313,0.2932029664516449,0.18370157480239868
will,0.24651563167572021,0.263846218585968,0.3986012935638428,0.20650410652160645,0.35983073711395264,0.28154584765434265,0.5091033577919006,0.39505892992019653,0.33888739347457886,0.3635469079017639,0.1981884092092514,0.35046905279159546
aid,0.31013068556785583,0.26423361897468567,0.2562362551689148,0.2619647681713104,0.2158033847808838,0.22029973566532135,0.2690417766571045,0.49706268310546875,0.2036019116640091,0.21952909231185913,0.2641569674015045,0.08358026295900345
in,0.2792111933231354,0.304380863904953,0.2040027230978012,0.17926502227783203,0.4954058527946472,0.19404324889183044,0.45010748505592346,0.21321536600589752,0.4080928862094879,0.6662389636039734,0.25200018286705017,0.20430970191955566
finding,0.272481769323349,0.26309657096862793,0.6414600014686584,0.1819998323917389,0.2595592737197876,0.17648445069789886,0.29713475704193115,0.37197619676589966,0.3017270267009735,0.2933822274208069,0.20763035118579865,0.18021653592586517
business,0.25227707624435425,0.23683775961399078,0.1977294534444809,0.331863135099411,0.33353009819984436,0.2651597559452057,0.28079214692115784,0.23563271760940552,0.2318158596754074,0.2389037162065506,0.31219682097435,0.1545659303665161
sponsors,0.24083063006401062,0.1848839968442917,0.12276528775691986,1.0000001192092896,0.16837771236896515,0.34943196177482605,0.21741999685764313,0.21243296563625336,0.17264075577259064,0.24524325132369995,0.2766325771808624,0.11456003785133362
and,0.41279885172843933,0.318156898021698,0.3228435218334198,0.16837771236896515,1.0,0.2027333676815033,0.48971283435821533,0.34926167130470276,0.5477725267410278,0.5171257257461548,0.2846847474575043,0.20544172823429108
individual,0.30539795756340027,0.1307319849729538,0.19591328501701355,0.20079268515110016,0.30311039090156555,0.2669357359409332,0.3278317153453827,0.2475714236497879,0.30067092180252075,0.3706541955471039,0.22484146058559418,0.2058374285697937
donors,0.2512964904308319,0.23297272622585297,0.10069239139556885,0.34943196177482605,0.2027333676815033,1.0,0.2756665349006653,0.24422499537467957,0.2003592699766159,0.2651021480560303,0.2905758321285248,0.1380949169397354
",",0.3365725874900818,0.2661169171333313,0.27622509002685547,0.17827445268630981,0.6633074283599854,0.1818852573633194,0.44245919585227966,0.2855570912361145,0.4120737314224243,0.4933079481124878,0.20970560610294342,0.31091248989105225
but,0.4487357437610626,0.22539812326431274,0.3830650746822357,0.2038467526435852,0.5762497186660767,0.17171832919120789,0.5542377829551697,0.3581725060939789,0.4495173394680023,0.4859698414802551,0.29953086376190186,0.27921953797340393
still,0.3870375156402588,0.17351171374320984,0.3178171217441559,0.26601916551589966,0.37647393345832825,0.20033971965312958,0.41205283999443054,0.29685118794441223,0.29578447341918945,0.40142056345939636,0.2361605018377304,0.3039587736129761
may,0.23082798719406128,0.19990754127502441,0.23299509286880493,0.14555582404136658,0.34598252177238464,0.1719180941581726,0.391582727432251,0.28016674518585205,0.23512546718120575,0.2694292366504669,0.19927583634853363,0.2768254578113556
need,0.24696506559848785,0.24094688892364502,0.3779652714729309,0.15526825189590454,0.3223188817501068,0.26044946908950806,0.42094892263412476,0.4993962347507477,0.3471839725971222,0.2594960331916809,0.30369728803634644,0.40413710474967957
the,0.3733934462070465,0.3108886480331421,0.2696352005004883,0.24524325132369995,0.5171257257461548,0.2651021480560303,0.535392165184021,0.30064165592193604,0.4223487675189972,1.0,0.23177006840705872,0.22068053483963013
city,0.21073515713214874,0.14631898701190948,0.10902642458677292,0.1470072716474533,0.2827445864677429,0.13472522795200348,0.20300441980361938,0.0759192556142807,0.19554263353347778,0.35769423842430115,0.21412591636180878,0.13423943519592285
council,0.19620807468891144,0.18142177164554596,0.0677255168557167,0.22069169580936432,0.25117602944374084,0.16703040897846222,0.23829470574855804,0.14480163156986237,0.10649243742227554,0.2829204201698303,0.15427666902542114,0.1160062924027443
to,0.42656609416007996,0.42226478457450867,0.42702093720436096,0.21741999685764313,0.48971283435821533,0.2756665349006653,1.0,0.46191298961639404,0.4239959120750427,0.535392165184021,0.2525014281272888,0.29463258385658264
help,0.3826322555541992,0.5497440695762634,0.46373438835144043,0.21243296563625336,0.34926167130470276,0.24422499537467957,0.46191298961639404,0.9999999403953552,0.32894450426101685,0.30064165592193604,0.24875956773757935,0.28403452038764954
fund,0.23413541913032532,0.3125702738761902,0.17866037786006927,0.380187064409256,0.27788683772087097,0.41295698285102844,0.23214511573314667,0.28181856870651245,0.1840275228023529,0.25521403551101685,0.293291836977005,0.1883198469877243
the,0.3733934462070465,0.3108886480331421,0.2696352005004883,0.24524325132369995,0.5171257257461548,0.2651021480560303,0.535392165184021,0.30064165592193604,0.4223487675189972,1.0,0.23177006840705872,0.22068053483963013
event,0.17899073660373688,0.13537420332431793,0.138266921043396,0.35723236203193665,0.17869816720485687,0.1854524314403534,0.2585321366786957,0.1111912727355957,0.17549638450145721,0.2960145175457001,0.1897626519203186,0.16076280176639557
.,0.3541337847709656,0.25779226422309875,0.3133861720561981,0.18195094168186188,0.588965117931366,0.20358014106750488,0.4645031690597534,0.32205137610435486,0.4446153938770294,0.5934505462646484,0.26134178042411804,0.4130953550338745
