,how,many,people,died,in,the,outbreak,of,1471,?
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.18710990250110626,0.6662389636039734,1.0,0.28401845693588257,0.733189046382904,0.13658297061920166,0.22068053483963013
plague,0.16610242426395416,0.2661729156970978,0.26268962025642395,0.3328428268432617,0.2488756626844406,0.2537761330604553,0.5057891011238098,0.27455615997314453,0.1308041661977768,0.11872942000627518
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.25637882947921753,0.5696388483047485,0.733189046382904,0.22559921443462372,1.0,0.09320979565382004,0.1826142966747284
1479–80,0.16349934041500092,0.19933488965034485,0.10830571502447128,-0.0010487295221537352,0.10579440742731094,0.09841331839561462,0.031089210882782936,0.09003330767154694,0.06168932840228081,0.11293328553438187
could,0.47830453515052795,0.38749223947525024,0.28952425718307495,0.18988420069217682,0.29357993602752686,0.35393214225769043,0.19846779108047485,0.29043012857437134,0.025729047134518623,0.3411986827850342
have,0.4370637536048889,0.5841760635375977,0.3380994498729706,0.10756956785917282,0.36843645572662354,0.40389683842658997,0.1815204620361328,0.3802283704280853,-0.021291112527251244,0.32991164922714233
been,0.26456597447395325,0.4963826537132263,0.23209184408187866,0.20203723013401031,0.3515113592147827,0.3563927710056305,0.21346569061279297,0.31685134768486023,-0.01653531938791275,0.24354910850524902
as,0.33782753348350525,0.4070141911506653,0.15704652667045593,0.14962446689605713,0.3887844979763031,0.48381632566452026,0.20172831416130066,0.3886612355709076,-0.020300518721342087,0.27043893933296204
high,0.16700881719589233,0.27441489696502686,0.1971823126077652,0.10441429913043976,0.2652597725391388,0.28034812211990356,0.16028551757335663,0.2803038954734802,-0.04722286015748978,0.11137914657592773
as,0.33782753348350525,0.4070141911506653,0.15704652667045593,0.14962446689605713,0.3887844979763031,0.48381632566452026,0.20172831416130066,0.3886612355709076,-0.020300518721342087,0.27043893933296204
20,-0.010775676928460598,0.10720284283161163,0.08855333179235458,0.051565852016210556,-0.022708838805556297,-0.06418957561254501,0.036549922078847885,-0.0318976491689682,-0.01803234964609146,0.11360422521829605
%,0.1237400695681572,0.24948352575302124,0.26192399859428406,0.10321416705846786,0.19465309381484985,0.21490740776062012,0.1645248681306839,0.19953428208827972,0.005835221614688635,0.21441808342933655
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.24093139171600342,0.5591574311256409,0.5934505462646484,0.23181170225143433,0.5352458953857422,0.07704293727874756,0.4130953550338745
