,how,has,this,debate,been,proven,?
south,0.11786635220050812,0.2072066068649292,0.16995437443256378,0.10715900361537933,0.16183480620384216,0.11540000140666962,0.12336621433496475
",",0.22659391164779663,0.3734780251979828,0.4316047728061676,0.21539489924907684,0.34873589873313904,0.21999844908714294,0.31091248989105225
and,0.33647966384887695,0.43716782331466675,0.42353692650794983,0.21291287243366241,0.3424558639526367,0.21275773644447327,0.20544172823429108
east,0.1773146688938141,0.2007128894329071,0.15194007754325867,0.11916974186897278,0.17202715575695038,0.04164367914199829,0.10070597380399704
than,0.29763275384902954,0.32792407274246216,0.42539164423942566,0.18360470235347748,0.29363131523132324,0.26678651571273804,0.24917294085025787
is,0.22544461488723755,0.5668748617172241,0.480927973985672,0.22463004291057587,0.39566612243652344,0.22738951444625854,0.22961433231830597
seen,0.24651527404785156,0.2517690062522888,0.3374632000923157,0.17337128520011902,0.39163878560066223,0.32474470138549805,0.2567344307899475
today,0.2630672752857208,0.2866767346858978,0.3353723883628845,0.25407156348228455,0.3848286271095276,0.22505387663841248,0.17338968813419342
.,0.3287222981452942,0.4105546176433563,0.500583827495575,0.24415890872478485,0.33645182847976685,0.25880759954452515,0.4130953550338745
,how,has,this,debate,been,proven,?
this,0.45272302627563477,0.4198763072490692,0.9999999403953552,0.3433285355567932,0.3736515939235687,0.31715065240859985,0.3155723512172699
debate,0.28269731998443604,0.2037672996520996,0.3433285355567932,1.0,0.30655622482299805,0.2487676441669464,0.227684885263443
has,0.26820555329322815,1.0,0.4198763072490692,0.2037672996520996,0.6162750124931335,0.26320138573646545,0.15994466841220856
proved,0.22519473731517792,0.2110435515642166,0.3211809992790222,0.1320069283246994,0.32493022084236145,0.6875543594360352,0.1678566187620163
difficult,0.4929194152355194,0.22121955454349518,0.39413246512413025,0.18286636471748352,0.23856240510940552,0.37654656171798706,0.20408590137958527
to,0.44169697165489197,0.3619994819164276,0.5759071707725525,0.26563018560409546,0.34945759177207947,0.26366204023361206,0.29463258385658264
resolve,0.31697121262550354,0.19422221183776855,0.28997981548309326,0.31939318776130676,0.28964418172836304,0.32962271571159363,0.35156041383743286
because,0.48179173469543457,0.42872220277786255,0.5723192095756531,0.24695096909999847,0.41672849655151367,0.39697548747062683,0.2528740465641022
the,0.33890387415885925,0.4177538752555847,0.6274310946464539,0.2608932852745056,0.3563927710056305,0.19108618795871735,0.22068053483963013
practical,0.3241180181503296,0.21647082269191742,0.3476841449737549,0.22955664992332458,0.20083841681480408,0.389072984457016,0.19861027598381042
limitations,0.3633457124233246,0.226258784532547,0.383335679769516,0.3545116186141968,0.292987197637558,0.3620850741863251,0.2837134301662445
of,0.2480744868516922,0.3909035325050354,0.45148900151252747,0.2139439731836319,0.31685134768486023,0.20935744047164917,0.1826142966747284
working,0.27748700976371765,0.2253642976284027,0.3341676890850067,0.11491174250841141,0.2730814218521118,0.18668565154075623,0.17154020071029663
in,0.2601168751716614,0.4173259735107422,0.45205554366111755,0.1971871554851532,0.3515113592147827,0.13981205224990845,0.20430970191955566
the,0.33890387415885925,0.4177538752555847,0.6274310946464539,0.2608932852745056,0.3563927710056305,0.19108618795871735,0.22068053483963013
rainforest,0.15943723917007446,0.24784816801548004,0.23467609286308289,0.19586652517318726,0.21264642477035522,0.16509266197681427,0.1917492002248764
mean,0.35380423069000244,0.24037900567054749,0.25770050287246704,0.1595250815153122,0.22865860164165497,0.2296433299779892,0.36234524846076965
that,0.557814359664917,0.41272613406181335,0.6909449696540833,0.32586756348609924,0.4152003228664398,0.41694560647010803,0.32716336846351624
data,0.2773200571537018,0.1715058982372284,0.24432523548603058,0.12506119906902313,0.17586401104927063,0.18933437764644623,0.17909851670265198
sampling,0.29763561487197876,0.17063148319721222,0.2765941619873047,0.22428105771541595,0.1986163854598999,0.26046159863471985,0.21615462005138397
is,0.22544461488723755,0.5668748617172241,0.480927973985672,0.22463004291057587,0.39566612243652344,0.22738951444625854,0.22961433231830597
biased,0.3186819851398468,0.18253298103809357,0.32584118843078613,0.2634230852127075,0.26303234696388245,0.4344063997268677,0.27561435103416443
away,0.2374800741672516,0.26799318194389343,0.30237385630607605,0.11980044841766357,0.19643719494342804,0.1071021631360054,0.15156377851963043
from,0.22939439117908478,0.2621968984603882,0.3469814360141754,0.17048895359039307,0.27624839544296265,0.15955516695976257,0.19969791173934937
the,0.33890387415885925,0.4177538752555847,0.6274310946464539,0.2608932852745056,0.3563927710056305,0.19108618795871735,0.22068053483963013
center,0.12502175569534302,0.21379268169403076,0.17961949110031128,0.10161970555782318,0.16837598383426666,0.06793548911809921,0.12538520991802216
of,0.2480744868516922,0.3909035325050354,0.45148900151252747,0.2139439731836319,0.31685134768486023,0.20935744047164917,0.1826142966747284
the,0.33890387415885925,0.4177538752555847,0.6274310946464539,0.2608932852745056,0.3563927710056305,0.19108618795871735,0.22068053483963013
amazon,0.16216763854026794,0.1779293268918991,0.15259569883346558,0.13715927302837372,0.13283225893974304,0.1400887817144394,0.18144656717777252
basin,0.08796394616365433,0.18059469759464264,0.16637787222862244,0.1603548228740692,0.16447792947292328,0.1671103984117508,0.14685653150081635
",",0.22659391164779663,0.3734780251979828,0.4316047728061676,0.21539489924907684,0.34873589873313904,0.21999844908714294,0.31091248989105225
and,0.33647966384887695,0.43716782331466675,0.42353692650794983,0.21291287243366241,0.3424558639526367,0.21275773644447327,0.20544172823429108
both,0.3017238676548004,0.33524906635284424,0.3937772214412689,0.22486916184425354,0.35588735342025757,0.23029209673404694,0.19455738365650177
explanations,0.4085790514945984,0.1905275583267212,0.4081730544567108,0.3106893002986908,0.2328883409500122,0.36259955167770386,0.3281082212924957
are,0.311818927526474,0.4313911199569702,0.35762670636177063,0.16443191468715668,0.4703826308250427,0.2965497672557831,0.24591213464736938
reasonably,0.38971784710884094,0.2521968483924866,0.44692981243133545,0.23835156857967377,0.3603183329105377,0.354345440864563,0.35103633999824524
well,0.410734087228775,0.3327649235725403,0.3988443613052368,0.18694309890270233,0.4239274561405182,0.26864397525787354,0.24815571308135986
supported,0.18413317203521729,0.2179286926984787,0.30082768201828003,0.26155707240104675,0.28442835807800293,0.2769542932510376,0.11593948304653168
by,0.34370526671409607,0.3254803419113159,0.38438332080841064,0.11138360947370529,0.39107078313827515,0.2184140980243683,0.17966607213020325
the,0.33890387415885925,0.4177538752555847,0.6274310946464539,0.2608932852745056,0.3563927710056305,0.19108618795871735,0.22068053483963013
available,0.2581886649131775,0.1759227216243744,0.3418690860271454,0.1992676854133606,0.19695866107940674,0.26937317848205566,0.2501629889011383
data,0.2773200571537018,0.1715058982372284,0.24432523548603058,0.12506119906902313,0.17586401104927063,0.18933437764644623,0.17909851670265198
.,0.3287222981452942,0.4105546176433563,0.500583827495575,0.24415890872478485,0.33645182847976685,0.25880759954452515,0.4130953550338745
