,what,do,the,words,kirinyaga,",",kirenyaa,",",and,kiinyaa,mean,?
which,0.5261979103088379,0.31153854727745056,0.6521818041801453,0.3583166301250458,0.20397748053073883,0.3658004403114319,0.27653834223747253,0.3658004403114319,0.506277859210968,0.17574156820774078,0.30633988976478577,0.25814583897590637
mean,0.35852181911468506,0.3108651340007782,0.25977957248687744,0.38631442189216614,0.136261984705925,0.27540135383605957,0.19993165135383606,0.27540135383605957,0.22596950829029083,0.18332746624946594,1.0,0.36234524846076965
``,0.008517155423760414,0.06628920882940292,0.029072100296616554,0.14403259754180908,0.12655098736286163,0.09681109338998795,0.027731841430068016,0.09681109338998795,0.036644238978624344,0.08869126439094543,0.06393398344516754,0.0685480609536171
god,0.3127830922603607,0.21549351513385773,0.24689088761806488,0.29253286123275757,0.29955607652664185,0.24755379557609558,0.2841687500476837,0.24755379557609558,0.23257656395435333,0.2070690393447876,0.24001334607601166,0.23396754264831543
's,0.02692362666130066,-0.01994597539305687,-0.01540423184633255,0.08948911726474762,0.009048229083418846,-0.0016132977325469255,0.0551159642636776,-0.0016132977325469255,0.06895173341035843,0.06157287582755089,0.023306747898459435,-0.023395681753754616
resting,0.22163280844688416,0.15549936890602112,0.3499439060688019,0.136939138174057,0.25866448879241943,0.20838740468025208,0.2091311663389206,0.20838740468025208,0.20693592727184296,0.2222408950328827,0.1306607872247696,0.11039429157972336
place,0.2689766585826874,0.2542041838169098,0.4179787337779999,0.19159168004989624,0.26898491382598877,0.34068408608436584,0.2672986090183258,0.34068408608436584,0.2813849449157715,0.25234678387641907,0.26389002799987793,0.2455766350030899
'',0.08143015950918198,-0.00043653504690155387,0.041273195296525955,0.01894891820847988,-0.047379475086927414,-0.037358131259679794,-0.040062952786684036,-0.037358131259679794,0.021612688899040222,-0.02919537015259266,0.08347149938344955,0.018684765323996544
in,0.30808621644973755,0.23402775824069977,0.6662389636039734,0.20740897953510284,0.26210281252861023,0.5201468467712402,0.2758539021015167,0.5201468467712402,0.4954058527946472,0.23198965191841125,0.2099098116159439,0.20430970191955566
all,0.41981086134910583,0.38664430379867554,0.4860881567001343,0.26586639881134033,0.1852092444896698,0.425624817609787,0.25152572989463806,0.425624817609787,0.4542157053947449,0.14985498785972595,0.2630939781665802,0.29575422406196594
three,0.24888746440410614,0.21283186972141266,0.43452659249305725,0.18271313607692719,0.19049033522605896,0.3347506821155548,0.21907088160514832,0.3347506821155548,0.3826501965522766,0.1811579465866089,0.10426804423332214,0.20928427577018738
languages,0.21771854162216187,0.20240862667560577,0.25516149401664734,0.47893810272216797,0.3213849663734436,0.27252396941185,0.3352033793926239,0.27252396941185,0.24802106618881226,0.33067819476127625,0.2699819803237915,0.22599908709526062
.,0.3567904531955719,0.3613996207714081,0.5934505462646484,0.24427732825279236,0.3005655109882355,0.6812511086463928,0.366860032081604,0.6812511086463928,0.588965117931366,0.23166199028491974,0.21881133317947388,0.4130953550338745
