,how,many,courses,must,a,local,lay,servant,take,?
be,0.4158933162689209,0.3961109519004822,0.2430805265903473,0.4737209677696228,0.39883795380592346,0.18838182091712952,0.17746593058109283,0.2364494651556015,0.3844696581363678,0.3324260413646698
recommended,0.23848584294319153,0.18310607969760895,0.1876462996006012,0.35836127400398254,0.2842293977737427,0.1709255576133728,0.13580307364463806,0.11680085957050323,0.22125187516212463,0.22072286903858185
by,0.34370526671409607,0.3409687578678131,0.23252063989639282,0.2841154634952545,0.32094135880470276,0.17162570357322693,0.09318975359201431,0.17782121896743774,0.1697900891304016,0.17966607213020325
their,0.3316696584224701,0.4574248492717743,0.2255987673997879,0.3043864369392395,0.29698723554611206,0.22085392475128174,0.23395605385303497,0.1354297697544098,0.34514620900154114,0.1898253709077835
pastor,0.06708782911300659,0.1391574740409851,0.14923717081546783,0.11628391593694687,0.1934782862663269,0.18587452173233032,0.12826722860336304,0.27270278334617615,0.1852351576089859,0.1683567762374878
and,0.33647966384887695,0.5296266674995422,0.32115012407302856,0.33253467082977295,0.3739250600337982,0.2468787580728531,0.244028240442276,0.2720182240009308,0.296702116727829,0.20544172823429108
church,0.10719848424196243,0.20546764135360718,0.16704469919204712,0.10521770268678665,0.19588641822338104,0.2117328941822052,0.25351858139038086,0.24410399794578552,0.11665884405374527,0.18081501126289368
council,0.14261579513549805,0.13560552895069122,0.24722041189670563,0.1322224736213684,0.16385574638843536,0.26075372099876404,0.0933317244052887,0.16927649080753326,0.19262367486953735,0.1160062924027443
or,0.3378981947898865,0.36905089020729065,0.25423872470855713,0.43512776494026184,0.48853766918182373,0.24451059103012085,0.2498689889907837,0.18152600526809692,0.31863799691200256,0.32389625906944275
charge,0.16119228303432465,0.20558473467826843,0.15629172325134277,0.18369078636169434,0.2415132075548172,0.16780157387256622,0.1330994814634323,0.19524972140789032,0.23673051595687866,0.0958876758813858
conference,0.12395361065864563,0.14310325682163239,0.1722094714641571,0.12634804844856262,0.1375192254781723,0.17762279510498047,0.132114440202713,0.07814247161149979,0.15055665373802185,0.11172781884670258
",",0.22659391164779663,0.40610817074775696,0.2827310562133789,0.2231246829032898,0.427140474319458,0.20673875510692596,0.2087278813123703,0.2507607042789459,0.2881867289543152,0.31091248989105225
complete,0.2646922171115875,0.18256250023841858,0.22875043749809265,0.22494585812091827,0.29913821816444397,0.09629212319850922,0.1621570885181427,0.09919249266386032,0.27579444646835327,0.11962060630321503
the,0.33890387415885925,0.4335206151008606,0.23517842590808868,0.2713140547275543,0.5829201340675354,0.2130540907382965,0.22321242094039917,0.21235519647598267,0.31620436906814575,0.22068053483963013
basic,0.3665942847728729,0.3279792368412018,0.31160032749176025,0.30453816056251526,0.2517271041870117,0.1674940437078476,0.14512982964515686,0.13336104154586792,0.23342205584049225,0.26534420251846313
course,0.33582279086112976,0.3058081567287445,0.711571216583252,0.3032977879047394,0.2895289659500122,0.14268414676189423,0.22289837896823883,0.17843091487884521,0.3462885320186615,0.28826573491096497
and,0.33647966384887695,0.5296266674995422,0.32115012407302856,0.33253467082977295,0.3739250600337982,0.2468787580728531,0.244028240442276,0.2720182240009308,0.296702116727829,0.20544172823429108
one,0.3213292360305786,0.4223630726337433,0.24431967735290527,0.27498316764831543,0.4910551905632019,0.1661648005247116,0.15620844066143036,0.1705033779144287,0.3211195170879364,0.2673267424106598
advanced,0.1992558091878891,0.2530747354030609,0.3279445767402649,0.14007532596588135,0.2437601238489151,0.08061698824167252,0.14567530155181885,0.08879118412733078,0.236680805683136,0.1806638389825821
lay,0.16356971859931946,0.1497063785791397,0.21603615581989288,0.17516806721687317,0.19378824532032013,0.13565626740455627,1.0,0.16600550711154938,0.24500805139541626,0.19041578471660614
servant,0.18204624950885773,0.09551108628511429,0.20207610726356506,0.1922248750925064,0.21860118210315704,0.1003083735704422,0.16600550711154938,1.0,0.15101103484630585,0.16730746626853943
course,0.33582279086112976,0.3058081567287445,0.711571216583252,0.3032977879047394,0.2895289659500122,0.14268414676189423,0.22289837896823883,0.17843091487884521,0.3462885320186615,0.28826573491096497
",",0.22659391164779663,0.40610817074775696,0.2827310562133789,0.2231246829032898,0.427140474319458,0.20673875510692596,0.2087278813123703,0.2507607042789459,0.2881867289543152,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.32115012407302856,0.33253467082977295,0.3739250600337982,0.2468787580728531,0.244028240442276,0.2720182240009308,0.296702116727829,0.20544172823429108
be,0.4158933162689209,0.3961109519004822,0.2430805265903473,0.4737209677696228,0.39883795380592346,0.18838182091712952,0.17746593058109283,0.2364494651556015,0.3844696581363678,0.3324260413646698
interviewed,0.25337454676628113,0.23175841569900513,0.1614835411310196,0.11750440299510956,0.16749848425388336,0.1115349605679512,0.08919741958379745,0.20814737677574158,0.20018303394317627,0.24214835464954376
by,0.34370526671409607,0.3409687578678131,0.23252063989639282,0.2841154634952545,0.32094135880470276,0.17162570357322693,0.09318975359201431,0.17782121896743774,0.1697900891304016,0.17966607213020325
the,0.33890387415885925,0.4335206151008606,0.23517842590808868,0.2713140547275543,0.5829201340675354,0.2130540907382965,0.22321242094039917,0.21235519647598267,0.31620436906814575,0.22068053483963013
district,0.051102448254823685,0.11452986299991608,0.15012314915657043,0.1360730230808258,0.20739410817623138,0.23669587075710297,0.02040272392332554,0.1775425374507904,0.08553645759820938,0.06725285202264786
or,0.3378981947898865,0.36905089020729065,0.25423872470855713,0.43512776494026184,0.48853766918182373,0.24451059103012085,0.2498689889907837,0.18152600526809692,0.31863799691200256,0.32389625906944275
conference,0.12395361065864563,0.14310325682163239,0.1722094714641571,0.12634804844856262,0.1375192254781723,0.17762279510498047,0.132114440202713,0.07814247161149979,0.15055665373802185,0.11172781884670258
committee,0.14701566100120544,0.1689344346523285,0.163873091340065,0.17481191456317902,0.1903151571750641,0.14401206374168396,0.14841575920581818,0.21496117115020752,0.199720561504364,0.12144632637500763
on,0.32655060291290283,0.32520127296447754,0.2688038945198059,0.17571617662906647,0.3848365545272827,0.1699344664812088,0.1632128655910492,0.15153367817401886,0.27423644065856934,0.2714994251728058
lay,0.16356971859931946,0.1497063785791397,0.21603615581989288,0.17516806721687317,0.19378824532032013,0.13565626740455627,1.0,0.16600550711154938,0.24500805139541626,0.19041578471660614
speaking,0.16998499631881714,0.3090313673019409,0.2291310727596283,0.12130678445100784,0.21140193939208984,0.21975165605545044,0.13331982493400574,0.14632628858089447,0.18629425764083862,0.18994855880737305
.,0.3287222981452942,0.3974229395389557,0.19853031635284424,0.27722811698913574,0.50484299659729,0.26217252016067505,0.22114886343479156,0.2274937629699707,0.3045158088207245,0.4130953550338745
