,where,did,kublai,move,the,mongol,capital,to,?
khanbaliq,0.16485704481601715,0.161152645945549,0.5743069648742676,0.12901559472084045,0.20302322506904602,0.5667532086372375,0.3166798949241638,0.19544236361980438,0.20082160830497742
in,0.5344807505607605,0.2593238651752472,0.2070179283618927,0.23030683398246765,0.6662389636039734,0.16958336532115936,0.3233928978443146,0.45010748505592346,0.20430970191955566
1264,-0.0060365041717886925,-0.033661678433418274,-0.05526223033666611,-0.06402625143527985,0.0003695665509440005,-0.062363091856241226,0.04334985837340355,0.0015407874016091228,-0.0707945004105568
",",0.3149496018886566,0.3015086054801941,0.2569756805896759,0.25767531991004944,0.4933079481124878,0.2229510098695755,0.28033894300460815,0.44245919585227966,0.31091248989105225
constructing,0.1770099699497223,0.20241762697696686,0.18092770874500275,0.2078300267457962,0.2565261423587799,0.2209574580192566,0.22234968841075897,0.2744004726409912,0.1620766967535019
a,0.40997210144996643,0.2552328109741211,0.1659851223230362,0.2925316393375397,0.5829201340675354,0.15921570360660553,0.16007359325885773,0.45503583550453186,0.23916715383529663
new,0.26026442646980286,0.227974995970726,0.1243981197476387,0.16426461935043335,0.3845241069793701,0.14177319407463074,0.20246382057666779,0.33159172534942627,0.14782847464084625
city,0.2686662971973419,0.12266099452972412,0.24361298978328705,0.1642136424779892,0.35769423842430115,0.24547837674617767,0.5637158751487732,0.20300441980361938,0.13423943519592285
near,0.4188554286956787,0.08748484402894974,0.13937652111053467,0.17041249573230743,0.2879819869995117,0.14797458052635193,0.25245460867881775,0.2456841915845871,0.10734958201646805
the,0.5003893971443176,0.34736719727516174,0.32886171340942383,0.29817628860473633,1.0,0.2924198508262634,0.3049491047859192,0.535392165184021,0.22068053483963013
former,0.2055155634880066,0.0988369733095169,0.19139331579208374,0.0835304781794548,0.2251449078321457,0.15945391356945038,0.20544841885566711,0.12857267260551453,0.10570605844259262
jurchen,0.20552866160869598,0.24068588018417358,0.4656810164451599,0.12102461606264114,0.30908945202827454,0.5139285326004028,0.27926021814346313,0.1791781783103943,0.2415906935930252
capital,0.24952609837055206,0.08427972346544266,0.2576974332332611,0.15974439680576324,0.3049491047859192,0.2768394947052002,0.9999999403953552,0.1844596415758133,0.0907452180981636
zhongdu,0.22244325280189514,0.16892896592617035,0.5052364468574524,0.2107829451560974,0.3164407014846802,0.5111956000328064,0.32684287428855896,0.20960433781147003,0.2033667266368866
",",0.3149496018886566,0.3015086054801941,0.2569756805896759,0.25767531991004944,0.4933079481124878,0.2229510098695755,0.28033894300460815,0.44245919585227966,0.31091248989105225
now,0.3524799346923828,0.2646316885948181,0.19495262205600739,0.24830687046051025,0.38266420364379883,0.17059241235256195,0.26996660232543945,0.3925153911113739,0.29641881585121155
modern,0.2249264419078827,0.21376098692417145,0.20259423553943634,0.1857737898826599,0.3283970355987549,0.2054586112499237,0.21423466503620148,0.193939670920372,0.12475407868623734
beijing,0.22842998802661896,0.17402760684490204,0.44691765308380127,0.1900365650653839,0.2713945806026459,0.4070599377155304,0.24949879944324493,0.18398214876651764,0.16358482837677002
",",0.3149496018886566,0.3015086054801941,0.2569756805896759,0.25767531991004944,0.4933079481124878,0.2229510098695755,0.28033894300460815,0.44245919585227966,0.31091248989105225
in,0.5344807505607605,0.2593238651752472,0.2070179283618927,0.23030683398246765,0.6662389636039734,0.16958336532115936,0.3233928978443146,0.45010748505592346,0.20430970191955566
1266,-0.15001747012138367,-0.26487767696380615,-0.2232602834701538,-0.13841252028942108,-0.12351096421480179,-0.1276247799396515,0.016091344878077507,-0.23194673657417297,-0.20550976693630219
.,0.41390106081962585,0.35288307070732117,0.2311694622039795,0.31650546193122864,0.5934505462646484,0.16751837730407715,0.23657599091529846,0.4645031690597534,0.4130953550338745
