,nonverbal,expressions,resulted,in,what,kind,of,levels,of,motivation,to,learn,?
has,0.16759590804576874,0.15904831886291504,0.2511835992336273,0.4173259735107422,0.20338068902492523,0.25336754322052,0.3909035325050354,0.23979921638965607,0.3909035325050354,0.12865875661373138,0.3619994819164276,0.20360004901885986,0.15994466841220856
shown,0.2098114788532257,0.29850924015045166,0.20324532687664032,0.2988935708999634,0.2601207196712494,0.2160409688949585,0.24332952499389648,0.25344201922416687,0.24332952499389648,0.18281123042106628,0.23958280682563782,0.24174851179122925,0.2433658242225647
that,0.3023136258125305,0.30158159136772156,0.22833308577537537,0.435920387506485,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.27539384365081787,0.41498205065727234,0.3246578872203827,0.5436353087425232,0.3043385446071625,0.32716336846351624
nonverbal,1.0000001192092896,0.46387413144111633,0.2679385244846344,0.13381515443325043,0.3307132124900818,0.2995651662349701,0.2508023977279663,0.2552666664123535,0.2508023977279663,0.5087454915046692,0.2642243802547455,0.34430965781211853,0.19676917791366577
expressions,0.46387413144111633,1.0000001192092896,0.2417221963405609,0.22063098847866058,0.25947239995002747,0.22875049710273743,0.2934325933456421,0.28358379006385803,0.2934325933456421,0.41980016231536865,0.28926175832748413,0.29478922486305237,0.22819797694683075
of,0.2508023977279663,0.2934325933456421,0.3479447662830353,0.5696388483047485,0.33290785551071167,0.2285657674074173,1.0,0.23668165504932404,1.0,0.20815499126911163,0.41548454761505127,0.16631516814231873,0.1826142966747284
enthusiasm,0.3546929955482483,0.32807156443595886,0.2274901121854782,0.15427449345588684,0.24652187526226044,0.2315099686384201,0.14588777720928192,0.17046929895877838,0.14588777720928192,0.3720179796218872,0.21333210170269012,0.260254830121994,0.20266079902648926
",",0.22086994349956512,0.2617310881614685,0.21903154253959656,0.5201468467712402,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2284579873085022,0.4946078956127167,0.2550121545791626,0.44245919585227966,0.21191197633743286,0.31091248989105225
such,0.27606987953186035,0.2949647605419159,0.23109698295593262,0.2704046070575714,0.23989605903625488,0.35786283016204834,0.3209529519081116,0.2846648395061493,0.3209529519081116,0.15570467710494995,0.2871878743171692,0.21103675663471222,0.17851735651493073
as,0.24629618227481842,0.2515851855278015,0.21462930738925934,0.3887844979763031,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.24056120216846466,0.3886612355709076,0.23780284821987152,0.42092081904411316,0.19375549256801605,0.27043893933296204
demonstrative,0.3560303747653961,0.29637274146080017,0.23235337436199188,0.35790371894836426,0.24172736704349518,0.24229568243026733,0.30006349086761475,0.14443518221378326,0.30006349086761475,0.24579229950904846,0.20899789035320282,0.1893804669380188,0.15230803191661835
gesturing,0.5336551070213318,0.41668158769607544,0.22570237517356873,0.27924299240112305,0.31127557158470154,0.2574027478694916,0.28422287106513977,0.21082115173339844,0.28422287106513977,0.46694543957710266,0.29701218008995056,0.3309188783168793,0.2535204589366913
",",0.22086994349956512,0.2617310881614685,0.21903154253959656,0.5201468467712402,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2284579873085022,0.4946078956127167,0.2550121545791626,0.44245919585227966,0.21191197633743286,0.31091248989105225
dramatic,0.3136427700519562,0.20423991978168488,0.24673433601856232,0.23002950847148895,0.21034127473831177,0.1706598848104477,0.2346239984035492,0.2548035681247711,0.2346239984035492,0.2976781129837036,0.21561388671398163,0.19163556396961212,0.12461373209953308
movements,0.3652404248714447,0.39052754640579224,0.2734012007713318,0.23150597512722015,0.23197974264621735,0.23332299292087555,0.24170123040676117,0.18772120773792267,0.24170123040676117,0.31768035888671875,0.278380423784256,0.22338993847370148,0.1501890867948532
which,0.2933630049228668,0.33850544691085815,0.32516372203826904,0.4840516746044159,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.3389960825443268,0.5011631846427917,0.2561006546020508,0.5345056653022766,0.26757124066352844,0.25814583897590637
are,0.28748464584350586,0.31898337602615356,0.16824959218502045,0.3841303884983063,0.29724663496017456,0.296465665102005,0.39081433415412903,0.3186073899269104,0.39081433415412903,0.20632421970367432,0.3504326641559601,0.2667143642902374,0.24591213464736938
varied,0.35268810391426086,0.3499823212623596,0.2819812297821045,0.23159094154834747,0.28807467222213745,0.2905726730823517,0.3254011273384094,0.2842918634414673,0.3254011273384094,0.2830868065357208,0.2537915110588074,0.2687467038631439,0.14171531796455383
",",0.22086994349956512,0.2617310881614685,0.21903154253959656,0.5201468467712402,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2284579873085022,0.4946078956127167,0.2550121545791626,0.44245919585227966,0.21191197633743286,0.31091248989105225
and,0.3105836808681488,0.30066296458244324,0.28832435607910156,0.4954058527946472,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2956688106060028,0.5116966962814331,0.27178579568862915,0.48971283435821533,0.266887903213501,0.20544172823429108
emotional,0.541365385055542,0.45589926838874817,0.2579936981201172,0.20401640236377716,0.31405574083328247,0.263141006231308,0.24874985218048096,0.17409786581993103,0.24874985218048096,0.5341953635215759,0.2801293432712555,0.2636376619338989,0.192344069480896
facial,0.5193605422973633,0.41874104738235474,0.23356914520263672,0.19828161597251892,0.21751132607460022,0.2704211175441742,0.23608213663101196,0.22265920042991638,0.23608213663101196,0.3302670121192932,0.2805005609989166,0.2487088292837143,0.17132750153541565
expressions,0.46387413144111633,1.0000001192092896,0.2417221963405609,0.22063098847866058,0.25947239995002747,0.22875049710273743,0.2934325933456421,0.28358379006385803,0.2934325933456421,0.41980016231536865,0.28926175832748413,0.29478922486305237,0.22819797694683075
",",0.22086994349956512,0.2617310881614685,0.21903154253959656,0.5201468467712402,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2284579873085022,0.4946078956127167,0.2550121545791626,0.44245919585227966,0.21191197633743286,0.31091248989105225
result,0.26959899067878723,0.2552574872970581,0.5280629396438599,0.25670310854911804,0.19945499300956726,0.23080593347549438,0.231380432844162,0.2669980823993683,0.231380432844162,0.2298692911863327,0.23653174936771393,0.08963442593812943,0.17218433320522308
in,0.13381515443325043,0.22063098847866058,0.3197503983974457,1.0,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.2418597936630249,0.5696388483047485,0.2138277292251587,0.45010748505592346,0.18581099808216095,0.20430970191955566
college,0.21702343225479126,0.15286438167095184,0.1546243578195572,0.2160365730524063,0.20568516850471497,0.07313697040081024,0.2384195327758789,0.1386864334344864,0.2384195327758789,0.10119830816984177,0.21170179545879364,0.20274335145950317,0.11076676845550537
students,0.3086080551147461,0.23870497941970825,0.14528965950012207,0.2676171064376831,0.2380729615688324,0.0988895371556282,0.25513339042663574,0.2404506802558899,0.25513339042663574,0.24616391956806183,0.2905822694301605,0.44932475686073303,0.18017297983169556
reporting,0.2921595871448517,0.278820663690567,0.2983192205429077,0.2087971568107605,0.26988375186920166,0.165788933634758,0.21795877814292908,0.23300394415855408,0.21795877814292908,0.21587535738945007,0.2542947828769684,0.16909421980381012,0.294716477394104
higher,0.224938303232193,0.214469313621521,0.1850699931383133,0.23285751044750214,0.2538340389728546,0.156394824385643,0.3096220791339874,0.47005683183670044,0.3096220791339874,0.22188913822174072,0.3279348313808441,0.16694959998130798,0.15679465234279633
levels,0.2552666664123535,0.28358379006385803,0.21111401915550232,0.2418597936630249,0.21641245484352112,0.18389524519443512,0.23668165504932404,0.9999998807907104,0.23668165504932404,0.24704574048519135,0.29053324460983276,0.19966928660869598,0.1541307419538498
of,0.2508023977279663,0.2934325933456421,0.3479447662830353,0.5696388483047485,0.33290785551071167,0.2285657674074173,1.0,0.23668165504932404,1.0,0.20815499126911163,0.41548454761505127,0.16631516814231873,0.1826142966747284
intrinsic,0.41936299204826355,0.3926069438457489,0.2673569917678833,0.2619728147983551,0.38694334030151367,0.31045401096343994,0.356924444437027,0.3775157034397125,0.356924444437027,0.38195931911468506,0.2790590524673462,0.18141715228557587,0.2300206422805786
motivation,0.5087454915046692,0.41980016231536865,0.2719271183013916,0.2138277292251587,0.3632064461708069,0.24910639226436615,0.20815499126911163,0.24704574048519135,0.20815499126911163,1.0,0.33875536918640137,0.38036301732063293,0.27532052993774414
to,0.2642243802547455,0.28926175832748413,0.24989460408687592,0.45010748505592346,0.455847829580307,0.28460726141929626,0.41548454761505127,0.29053324460983276,0.41548454761505127,0.33875536918640137,1.0,0.3487244248390198,0.29463258385658264
learn,0.34430965781211853,0.29478922486305237,0.16589578986167908,0.18581099808216095,0.3623736798763275,0.32573482394218445,0.16631516814231873,0.19966928660869598,0.16631516814231873,0.38036301732063293,0.3487244248390198,1.0000001192092896,0.3118754029273987
.,0.17591118812561035,0.24869094789028168,0.23092694580554962,0.5591574311256409,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.24042059481143951,0.5352458953857422,0.2483096718788147,0.4645031690597534,0.2426602691411972,0.4130953550338745
