,in,the,mid,18th,century,",",who,did,not,concur,that,1,should,be,the,first,prime,number,?
first,0.4127444326877594,0.49448907375335693,0.2851056456565857,0.33319997787475586,0.32110705971717834,0.34503069519996643,0.39065709710121155,0.33691170811653137,0.2955942749977112,0.17344534397125244,0.3482176661491394,-0.26829156279563904,0.24398185312747955,0.29818081855773926,0.49448907375335693,1.0,0.21695679426193237,0.28294017910957336,0.18701928853988647
prime,0.18097394704818726,0.19960100948810577,0.14355769753456116,0.14046207070350647,0.21726654469966888,0.2565026581287384,0.16031751036643982,0.15196266770362854,0.12917746603488922,0.18247535824775696,0.18163643777370453,-0.17159132659435272,0.1591075211763382,0.14576895534992218,0.19960100948810577,0.21695679426193237,1.0,0.2556258738040924,0.11276303976774216
in,1.0,0.6662389636039734,0.3212345242500305,0.19408075511455536,0.3174034655094147,0.5201468467712402,0.2792111933231354,0.2593238651752472,0.3403114080429077,0.18238615989685059,0.435920387506485,-0.10660158097743988,0.23054338991641998,0.3481820821762085,0.6662389636039734,0.4127444326877594,0.18097394704818726,0.3024539053440094,0.20430970191955566
his,0.3598145842552185,0.4394008219242096,0.18190979957580566,0.14778822660446167,0.2985166609287262,0.3378419280052185,0.44966956973075867,0.3546801507472992,0.2710725963115692,0.24594931304454803,0.3173833191394806,-0.325827419757843,0.19372496008872986,0.21738691627979279,0.4394008219242096,0.3241460621356964,0.18129520118236542,0.1706494837999344,0.18075084686279297
famous,0.34673580527305603,0.28616565465927124,0.13244417309761047,0.18988648056983948,0.3113352656364441,0.2816491723060608,0.31358224153518677,0.22946208715438843,0.15336641669273376,0.029711447656154633,0.1761402189731598,-0.07646410912275314,0.1362072080373764,0.07391472905874252,0.28616565465927124,0.36207643151283264,0.15889182686805725,0.1964578628540039,0.10379006713628769
correspondence,0.21618033945560455,0.26956990361213684,0.08457182347774506,0.13396525382995605,0.20092935860157013,0.2962486147880554,0.17214006185531616,0.20419462025165558,0.21720261871814728,0.255066454410553,0.24040274322032928,-0.2327471524477005,0.2136235386133194,0.23349562287330627,0.26956990361213684,0.24653688073158264,0.2221871316432953,0.2234998643398285,0.14282876253128052
with,0.4080928862094879,0.4223487675189972,0.21376389265060425,0.22789286077022552,0.1467021107673645,0.4120737314224243,0.3282766342163086,0.25472134351730347,0.3409014642238617,0.2578016519546509,0.4154358208179474,-0.2545506954193115,0.29016703367233276,0.36101722717285156,0.4223487675189972,0.2691199779510498,0.09384632855653763,0.2513769268989563,0.2433311939239502
leonhard,0.2711694836616516,0.252002090215683,0.1352909952402115,0.10748417675495148,0.2855898439884186,0.3076396882534027,0.24226494133472443,0.20433998107910156,0.23952694237232208,0.17664024233818054,0.24101251363754272,-0.07306969165802002,0.18240582942962646,0.20236551761627197,0.252002090215683,0.22656674683094025,0.19530591368675232,0.2683301270008087,0.1408410221338272
euler,0.22273866832256317,0.21362240612506866,0.05697322636842728,0.18386134505271912,0.25118404626846313,0.2107064574956894,0.18170791864395142,0.14914172887802124,0.21467000246047974,0.1951942890882492,0.24402374029159546,-0.16304214298725128,0.17591823637485504,0.21703419089317322,0.21362240612506866,0.1975211799144745,0.254491925239563,0.30543291568756104,0.1553041934967041
--,0.0019953486043959856,0.012334546074271202,0.09286672621965408,0.004940999671816826,0.059544842690229416,0.07673405855894089,-0.048664581030607224,-0.04903559014201164,-0.006153633818030357,-0.006178863812237978,-0.014873315580189228,0.0043169474229216576,0.03708810359239578,0.028124256059527397,0.012334546074271202,0.04020543396472931,-0.013795244507491589,0.011528861708939075,0.013829058967530727
who,0.2792111933231354,0.3733934462070465,0.12063058465719223,0.14225491881370544,0.2990973889827728,0.3365725874900818,0.9999998807907104,0.34038686752319336,0.369414746761322,0.21955959498882294,0.45444270968437195,-0.35742413997650146,0.2982507050037384,0.3371641933917999,0.3733934462070465,0.39065709710121155,0.16031751036643982,0.21304799616336823,0.26220351457595825
did,0.2593238651752472,0.34736719727516174,0.18854407966136932,0.14576448500156403,0.2333737462759018,0.3015086054801941,0.34038686752319336,1.0,0.6481515765190125,0.31989338994026184,0.47518548369407654,-0.2815930247306824,0.3792380094528198,0.22657383978366852,0.34736719727516174,0.33691170811653137,0.15196266770362854,0.19046731293201447,0.3023456633090973
not,0.3403114080429077,0.4310511648654938,0.22020332515239716,0.17298822104930878,0.17249023914337158,0.3769696354866028,0.369414746761322,0.6481515765190125,0.9999999403953552,0.38766688108444214,0.6600887179374695,-0.31168678402900696,0.5875406265258789,0.5788898468017578,0.4310511648654938,0.2955942749977112,0.12917746603488922,0.30033785104751587,0.41942933201789856
agree,0.15189619362354279,0.23006735742092133,0.1963018923997879,0.12096995115280151,0.14954334497451782,0.26245203614234924,0.3242025673389435,0.41091781854629517,0.4693492650985718,0.49429258704185486,0.4474307596683502,-0.211419478058815,0.433003306388855,0.3112509846687317,0.23006735742092133,0.15209725499153137,0.16741082072257996,0.1266612559556961,0.33165234327316284
.,0.5591574311256409,0.5934505462646484,0.2756987512111664,0.25634992122650146,0.27413639426231384,0.6812511086463928,0.3541337847709656,0.35288307070732117,0.4824007451534271,0.2504001557826996,0.4460422694683075,-0.15870751440525055,0.3516756594181061,0.4383580684661865,0.5934505462646484,0.4345304071903229,0.17658381164073944,0.3256329298019409,0.4130953550338745
