,why,is,the,need,for,acceptance,of,punishment,needed,?
laws,0.22738422453403473,0.17527072131633759,0.2587076723575592,0.22515636682510376,0.22385212779045105,0.24890555441379547,0.2539142072200775,0.3924378752708435,0.21526163816452026,0.17911791801452637
that,0.5601457357406616,0.3995479643344879,0.5473989248275757,0.46464914083480835,0.4137635827064514,0.2597116529941559,0.41498205065727234,0.35341644287109375,0.45214173197746277,0.32716336846351624
a,0.2667238116264343,0.658733606338501,0.5829201340675354,0.30329999327659607,0.44038116931915283,0.24261075258255005,0.5052502155303955,0.1934642344713211,0.2915569543838501,0.23916715383529663
government,0.19288331270217896,0.20343491435050964,0.31798112392425537,0.1825719028711319,0.23902073502540588,0.24722526967525482,0.3475167155265808,0.25017863512039185,0.19000180065631866,0.18851417303085327
meeting,0.16644884645938873,0.17450086772441864,0.3390691578388214,0.18974274396896362,0.23861375451087952,0.21969902515411377,0.2703947126865387,0.19883306324481964,0.1435190588235855,0.1329771876335144
certain,0.39107364416122437,0.28826433420181274,0.392071396112442,0.4668112099170685,0.3654305636882782,0.2636684477329254,0.40204232931137085,0.2675018608570099,0.45408955216407776,0.2516106069087982
standards,0.2293814867734909,0.19850283861160278,0.2433546632528305,0.3681405782699585,0.3276354670524597,0.3150855004787445,0.18525971472263336,0.18099327385425568,0.31312108039855957,0.2011813372373581
of,0.28464117646217346,0.4854315221309662,0.733189046382904,0.24285943806171417,0.4185989499092102,0.20055295526981354,1.0,0.2056395560503006,0.27215874195098877,0.1826142966747284
legitimacy,0.27106690406799316,0.15260522067546844,0.22425152361392975,0.19715844094753265,0.17417366802692413,0.4317188858985901,0.248880535364151,0.284212201833725,0.18379303812980652,0.17292635142803192
has,0.24175488948822021,0.5668748617172241,0.4177538752555847,0.2697809636592865,0.450642853975296,0.18325063586235046,0.3909035325050354,0.1873069405555725,0.23918768763542175,0.15994466841220856
established,0.08588067442178726,0.1754443645477295,0.33092597126960754,0.14392465353012085,0.1717284768819809,0.22284112870693207,0.2735237777233124,0.1218019351363182,0.22060775756835938,0.15917523205280304
",",0.2827242314815521,0.4691906273365021,0.4933079481124878,0.25983062386512756,0.4464869201183319,0.2508276104927063,0.4946078956127167,0.2216428816318512,0.29017356038093567,0.31091248989105225
or,0.3391086459159851,0.41870999336242676,0.4174870550632477,0.44836896657943726,0.4111599624156952,0.2504701316356659,0.3792596757411957,0.23232755064964294,0.38756439089775085,0.32389625906944275
else,0.37574097514152527,0.22724738717079163,0.19370581209659576,0.36472469568252563,0.27475202083587646,0.2254323661327362,0.1318979412317276,0.3072315752506256,0.3560916781425476,0.47029805183410645
suffer,0.241522416472435,0.18650658428668976,0.22818626463413239,0.33180662989616394,0.13775159418582916,0.26486268639564514,0.22302617132663727,0.30713099241256714,0.2696608901023865,0.15359681844711304
the,0.30742117762565613,0.5823672413825989,1.0,0.2594960331916809,0.4739971458911896,0.19179219007492065,0.733189046382904,0.2503047287464142,0.3064746856689453,0.22068053483963013
penalties,0.09706217050552368,0.06371757388114929,0.08686389029026031,0.16828283667564392,0.17519263923168182,0.20929960906505585,0.07537934184074402,0.36345747113227844,0.15396474301815033,0.1776970475912094
set,0.1735224425792694,0.21148966252803802,0.2927955985069275,0.18241769075393677,0.30194196105003357,0.11539032310247421,0.20671486854553223,0.21708954870700836,0.2834627330303192,0.1698019951581955
out,0.33142736554145813,0.2817855477333069,0.39404502511024475,0.3266632556915283,0.3312093913555145,0.18578669428825378,0.34176841378211975,0.23953428864479065,0.28018122911453247,0.22020699083805084
in,0.23227278888225555,0.5394441485404968,0.6662389636039734,0.2129468470811844,0.4322226941585541,0.1595202535390854,0.5696388483047485,0.19258901476860046,0.21117523312568665,0.20430970191955566
the,0.30742117762565613,0.5823672413825989,1.0,0.2594960331916809,0.4739971458911896,0.19179219007492065,0.733189046382904,0.2503047287464142,0.3064746856689453,0.22068053483963013
law,0.18942931294441223,0.18597714602947235,0.24548950791358948,0.15508057177066803,0.1650637686252594,0.23579899966716766,0.2816956341266632,0.3529546558856964,0.14130151271820068,0.1528988480567932
.,0.32909876108169556,0.4569662809371948,0.5934505462646484,0.26852357387542725,0.4726039469242096,0.2151331901550293,0.5352458953857422,0.24320337176322937,0.31272366642951965,0.4130953550338745
