,what,did,the,taliban,want,to,subject,the,entire,country,to,?
customs,0.2684868574142456,0.28483065962791443,0.2428995668888092,0.2518124580383301,0.2699767053127289,0.2683711349964142,0.24192063510417938,0.2428995668888092,0.20004244148731232,0.3011409342288971,0.2683711349964142,0.19795118272304535
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,-0.015564264729619026,0.04822646081447601,-0.009905828163027763,0.04051326587796211,0.041273195296525955,-0.011918853037059307,-0.026720518246293068,-0.009905828163027763,0.018684765323996544
under,0.20154598355293274,0.20815621316432953,0.3348022699356079,0.23229633271694183,0.19361959397792816,0.27177539467811584,0.2089366763830185,0.3348022699356079,0.27161017060279846,0.126620814204216,0.27177539467811584,0.18233340978622437
the,0.42745697498321533,0.34736719727516174,1.0,0.26727861166000366,0.3003826439380646,0.535392165184021,0.2387523651123047,1.0,0.4870373010635376,0.30432501435279846,0.535392165184021,0.22068053483963013
label,0.1364249736070633,0.11877599358558655,0.24893689155578613,0.16176873445510864,0.1797468364238739,0.18542350828647614,0.11782340705394745,0.24893689155578613,0.1349347084760666,0.17035101354122162,0.18542350828647614,0.13554392755031586
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.2280503511428833,0.2645295262336731,0.41548454761505127,0.21533280611038208,0.733189046382904,0.3766143023967743,0.28866857290267944,0.41548454761505127,0.1826142966747284
sharia,0.29208725690841675,0.20896609127521515,0.24295726418495178,0.47205302119255066,0.1762782484292984,0.2600368559360504,0.31064677238464355,0.24295726418495178,0.22582806646823883,0.2626533806324005,0.2600368559360504,0.22811804711818695
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.26503223180770874,0.4966742694377899,1.0,0.3198980987071991,0.535392165184021,0.37588366866111755,0.31281599402427673,1.0,0.29463258385658264
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.18686498701572418,0.22034470736980438,0.3138085603713989,0.2926315367221832,0.4207492768764496,0.2959873676300049,0.19811232388019562,0.3138085603713989,0.19793890416622162
entire,0.37562522292137146,0.22471237182617188,0.4870373010635376,0.19323523342609406,0.22941707074642181,0.37588366866111755,0.30430394411087036,0.4870373010635376,1.0,0.26032766699790955,0.37588366866111755,0.17068447172641754
country,0.22705033421516418,0.24348343908786774,0.30432501435279846,0.3135194182395935,0.2752682566642761,0.31281599402427673,0.22812047600746155,0.30432501435279846,0.26032766699790955,1.0000001192092896,0.31281599402427673,0.12647280097007751
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2613162100315094,0.31944841146469116,0.4645031690597534,0.2536076307296753,0.5934505462646484,0.31781989336013794,0.26130348443984985,0.4645031690597534,0.4130953550338745
