,what,is,a,term,that,means,constant,temperature,?
pressure,0.2625555694103241,0.19239991903305054,0.23459996283054352,0.12061794847249985,0.30906030535697937,0.20539739727973938,0.40349674224853516,0.5228919982910156,0.142023503780365
),0.26259949803352356,0.37732169032096863,0.3640355169773102,0.14937621355056763,0.23478686809539795,0.24386455118656158,0.17642728984355927,0.2232651710510254,0.42300865054130554
processes,0.35821089148521423,0.2330985814332962,0.23439139127731323,0.2526771128177643,0.37169188261032104,0.2473013997077942,0.2645784616470337,0.3085087537765503,0.22719913721084595
in,0.30808621644973755,0.5394441485404968,0.539380669593811,0.27866655588150024,0.435920387506485,0.1979396492242813,0.15271376073360443,0.269207626581192,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2740369141101837,0.5473989248275757,0.32225894927978516,0.2037150114774704,0.27585095167160034,0.22068053483963013
rankine,0.14446263015270233,0.19099628925323486,0.18306823074817657,0.16380994021892548,0.1826772391796112,0.13376109302043915,0.23787234723567963,0.40660783648490906,0.15256094932556152
cycle,0.17920038104057312,0.20626789331436157,0.21741491556167603,0.23667991161346436,0.23440147936344147,0.20656129717826843,0.19345472753047943,0.22406995296478271,0.07156776636838913
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.22272127866744995,0.4731321930885315,0.25371095538139343,0.26555773615837097,0.2216416299343109,0.20544172823429108
isothermal,0.21658018231391907,0.26303336024284363,0.22640414535999298,0.1989126056432724,0.2717558741569519,0.2673839330673218,0.3819560110569,0.49482226371765137,0.17426927387714386
(,0.2411840260028839,0.35393038392066956,0.3206180930137634,0.16755855083465576,0.2264307141304016,0.2372412383556366,0.1794145703315735,0.20595431327819824,0.40561532974243164
constant,0.22559526562690735,0.1972285658121109,0.26609575748443604,0.15658068656921387,0.2775205373764038,0.21220919489860535,1.0,0.4207192063331604,0.14516431093215942
temperature,0.26338207721710205,0.2979726195335388,0.2321433275938034,0.15150804817676544,0.26260992884635925,0.1842080056667328,0.4207192063331604,1.0000001192092896,0.2011885941028595
),0.26259949803352356,0.37732169032096863,0.3640355169773102,0.14937621355056763,0.23478686809539795,0.24386455118656158,0.17642728984355927,0.2232651710510254,0.42300865054130554
processes,0.35821089148521423,0.2330985814332962,0.23439139127731323,0.2526771128177643,0.37169188261032104,0.2473013997077942,0.2645784616470337,0.3085087537765503,0.22719913721084595
in,0.30808621644973755,0.5394441485404968,0.539380669593811,0.27866655588150024,0.435920387506485,0.1979396492242813,0.15271376073360443,0.269207626581192,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2740369141101837,0.5473989248275757,0.32225894927978516,0.2037150114774704,0.27585095167160034,0.22068053483963013
theoretical,0.3012935221195221,0.22241048514842987,0.252067893743515,0.19550302624702454,0.3066844344139099,0.1565965712070465,0.31594395637512207,0.23169466853141785,0.14929188787937164
carnot,0.16825038194656372,0.25844618678092957,0.2735532224178314,0.25619426369667053,0.18141435086727142,0.16419698297977448,0.2938622534275055,0.20701053738594055,0.18029625713825226
cycle,0.17920038104057312,0.20626789331436157,0.21741491556167603,0.23667991161346436,0.23440147936344147,0.20656129717826843,0.19345472753047943,0.22406995296478271,0.07156776636838913
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.18456575274467468,0.4460422694683075,0.18089891970157623,0.24043156206607819,0.2795942425727844,0.4130953550338745
