,what,group,of,scientists,seek,to,measure,the,amounts,of,oxygen,in,marine,animals,?
determine,0.39403316378593445,0.1910254955291748,0.3512130081653595,0.25971898436546326,0.2940030097961426,0.4076496958732605,0.5091063380241394,0.40889066457748413,0.30213603377342224,0.3512130081653595,0.19509436190128326,0.28156906366348267,0.155089870095253,0.22639469802379608,0.2943372130393982
what,0.9999998807907104,0.2114069163799286,0.33290785551071167,0.30003565549850464,0.23056937754154205,0.455847829580307,0.2807709276676178,0.42745697498321533,0.22797702252864838,0.33290785551071167,0.16781960427761078,0.30808621644973755,0.15737493336200714,0.26212990283966064,0.5051238536834717
the,0.42745697498321533,0.30795547366142273,0.733189046382904,0.25988271832466125,0.24523614346981049,0.535392165184021,0.2528008222579956,1.0,0.2816965878009796,0.733189046382904,0.20428593456745148,0.6662389636039734,0.2547752857208252,0.2939487397670746,0.22068053483963013
climate,0.2854173183441162,0.11877594143152237,0.25840428471565247,0.2398584932088852,0.16470469534397125,0.3023298978805542,0.15789969265460968,0.2693597674369812,0.24484291672706604,0.25840428471565247,0.2181222289800644,0.24209141731262207,0.30898430943489075,0.29580292105674744,0.19998492300510406
was,0.22111038863658905,0.1789962202310562,0.4069072902202606,0.21144776046276093,0.10991603136062622,0.3636345863342285,0.17550566792488098,0.48711544275283813,0.13879379630088806,0.4069072902202606,0.16070082783699036,0.45514053106307983,0.14990459382534027,0.16088683903217316,0.18412111699581146
like,0.4320242702960968,0.276180237531662,0.3244853615760803,0.24875235557556152,0.2452324479818344,0.35482415556907654,0.2568529546260834,0.32912567257881165,0.2722749710083008,0.3244853615760803,0.254558265209198,0.31010183691978455,0.212346613407135,0.27939969301223755,0.3268813192844391
millions,0.28270843625068665,0.23951219022274017,0.24609270691871643,0.2724405825138092,0.17638134956359863,0.29466304183006287,0.17426255345344543,0.2728753089904785,0.43636733293533325,0.24609270691871643,0.2421257644891739,0.23214581608772278,0.18527470529079437,0.3063845932483673,0.21816711127758026
of,0.33290785551071167,0.25542253255844116,1.0,0.20474955439567566,0.2027195245027542,0.41548454761505127,0.22469913959503174,0.733189046382904,0.25878721475601196,1.0,0.16848602890968323,0.5696388483047485,0.24999871850013733,0.2599885165691376,0.1826142966747284
years,0.1981470286846161,0.16637369990348816,0.2904134690761566,0.25535762310028076,0.16971953213214874,0.23891852796077728,0.12345657497644424,0.2912273406982422,0.1590922474861145,0.2904134690761566,0.19261223077774048,0.33554986119270325,0.1475645899772644,0.2469049096107483,0.1914375126361847
ago,0.30667418241500854,0.17138299345970154,0.20083805918693542,0.2100146859884262,0.1152116060256958,0.2610180675983429,0.13062557578086853,0.23063679039478302,0.22370512783527374,0.20083805918693542,0.2424188107252121,0.2414315938949585,0.16633567214012146,0.2911692261695862,0.2202194780111313
(,0.2411840260028839,0.21665191650390625,0.35032153129577637,0.125387042760849,0.10537290573120117,0.30882009863853455,0.1863236427307129,0.33289089798927307,0.1719791442155838,0.35032153129577637,0.189798504114151,0.3087427020072937,0.1985759139060974,0.16008307039737701,0.40561532974243164
see,0.44941186904907227,0.15517018735408783,0.33962661027908325,0.24913638830184937,0.3032979369163513,0.3792734146118164,0.27457743883132935,0.3770301640033722,0.21466436982154846,0.33962661027908325,0.20267128944396973,0.2973747253417969,0.10440663993358612,0.25151440501213074,0.42005208134651184
oxygen,0.16781960427761078,0.22228002548217773,0.16848602890968323,0.21518544852733612,0.11698880046606064,0.24193501472473145,0.22250457108020782,0.20428593456745148,0.4038058817386627,0.16848602890968323,0.9999999403953552,0.1672476977109909,0.27884531021118164,0.2666795253753662,0.16786395013332367
isotope,0.19590917229652405,0.2294113039970398,0.21059486269950867,0.32898443937301636,0.08852452039718628,0.1760435551404953,0.3156106472015381,0.15879318118095398,0.32882997393608093,0.21059486269950867,0.5064195394515991,0.1596757173538208,0.25821295380592346,0.23245511949062347,0.16495643556118011
ratio,0.19170942902565002,0.16415315866470337,0.23306086659431458,0.1567358523607254,0.14724072813987732,0.21343077719211578,0.47186514735221863,0.22872252762317657,0.2916211485862732,0.23306086659431458,0.22978827357292175,0.14171719551086426,0.10089430958032608,0.13731026649475098,0.13298895955085754
cycle,0.17920038104057312,0.14560116827487946,0.255176842212677,0.1711215078830719,0.13768340647220612,0.17373278737068176,0.1792926788330078,0.2701641917228699,0.2228061854839325,0.255176842212677,0.2879956066608429,0.20483464002609253,0.1558825820684433,0.23283840715885162,0.07156776636838913
),0.26259949803352356,0.23240500688552856,0.3680361211299896,0.11199764907360077,0.08450372517108917,0.31236231327056885,0.1701265126466751,0.3456730246543884,0.17091886699199677,0.3680361211299896,0.19541971385478973,0.3326910734176636,0.19022700190544128,0.1515108048915863,0.42300865054130554
.,0.3567904531955719,0.27268800139427185,0.5352458953857422,0.22514508664608002,0.20647966861724854,0.4645031690597534,0.23919615149497986,0.5934505462646484,0.2320205122232437,0.5352458953857422,0.2554275095462799,0.5591574311256409,0.2793916165828705,0.27480828762054443,0.4130953550338745
