,what,memorial,was,built,years,after,genghis,khan,'s,death,and,burial,?
constructed,0.18810124695301056,0.270696222782135,0.2546897530555725,0.6182932257652283,0.1950317621231079,0.1273641139268875,0.20642879605293274,0.1400773972272873,0.01325368694961071,0.052290432155132294,0.22972804307937622,0.27163052558898926,0.12459525465965271
many,0.36131182312965393,0.18857765197753906,0.260356068611145,0.2692042291164398,0.2731519937515259,0.2586410939693451,0.2155562937259674,0.15215526521205902,0.01698932610452175,0.16836200654506683,0.5296266674995422,0.2327595055103302,0.2124512493610382
years,0.1981470286846161,0.16979803144931793,0.35855233669281006,0.24890832602977753,1.0,0.38036108016967773,0.25086215138435364,0.15620282292366028,0.05563735216856003,0.3068992495536804,0.300204873085022,0.21171654760837555,0.1914375126361847
after,0.21973377466201782,0.22009997069835663,0.49306565523147583,0.21436075866222382,0.38036108016967773,1.0,0.24102559685707092,0.1264270693063736,-0.055672239512205124,0.2794583737850189,0.3765919506549835,0.1896008998155594,0.16608688235282898
his,0.26976513862609863,0.2046869546175003,0.4405253231525421,0.1934574842453003,0.3523389995098114,0.41949746012687683,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.3678654432296753,0.4234102666378021,0.2313334345817566,0.18075084686279297
death,0.2267695665359497,0.199549600481987,0.28516459465026855,0.1638708859682083,0.3068992495536804,0.2794583737850189,0.28730303049087524,0.14168724417686462,0.07207932323217392,0.9999998807907104,0.1816639006137848,0.3061933219432831,0.21149799227714539
",",0.3087472915649414,0.21767763793468475,0.45456063747406006,0.22658206522464752,0.2589467465877533,0.38860568404197693,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2070959210395813,0.6633074283599854,0.2167155146598816,0.31091248989105225
is,0.28837618231773376,0.15918494760990143,0.5810302495956421,0.17778918147087097,0.19551363587379456,0.2835143506526947,0.1866190880537033,0.20103248953819275,0.02396530658006668,0.17991963028907776,0.3859752118587494,0.1841937005519867,0.22961433231830597
his,0.26976513862609863,0.2046869546175003,0.4405253231525421,0.1934574842453003,0.3523389995098114,0.41949746012687683,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.3678654432296753,0.4234102666378021,0.2313334345817566,0.18075084686279297
memorial,0.1440839022397995,0.9999999403953552,0.23419618606567383,0.2258296012878418,0.16979803144931793,0.22009997069835663,0.13752439618110657,0.06785647571086884,0.037158410996198654,0.199549600481987,0.17508313059806824,0.43876972794532776,0.13306879997253418
",",0.3087472915649414,0.21767763793468475,0.45456063747406006,0.22658206522464752,0.2589467465877533,0.38860568404197693,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2070959210395813,0.6633074283599854,0.2167155146598816,0.31091248989105225
but,0.5029441118240356,0.09662246704101562,0.36023372411727905,0.22254212200641632,0.29745155572891235,0.38354751467704773,0.26616963744163513,0.20454268157482147,0.04136733338236809,0.17718371748924255,0.5762497186660767,0.15707211196422577,0.27921953797340393
not,0.5449194312095642,0.1696060299873352,0.2888734042644501,0.12641943991184235,0.2464347630739212,0.3115830719470978,0.14725978672504425,0.12768790125846863,0.002583299996331334,0.23071882128715515,0.39099299907684326,0.1763567328453064,0.41942933201789856
his,0.26976513862609863,0.2046869546175003,0.4405253231525421,0.1934574842453003,0.3523389995098114,0.41949746012687683,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.3678654432296753,0.4234102666378021,0.2313334345817566,0.18075084686279297
burial,0.18476168811321259,0.43876972794532776,0.21821482479572296,0.29043278098106384,0.21171654760837555,0.1896008998155594,0.2772968113422394,0.10242138803005219,-0.03363705426454544,0.3061933219432831,0.19633576273918152,1.0,0.15331946313381195
site,0.21561308205127716,0.3005586266517639,0.24460934102535248,0.3421936631202698,0.16742043197155,0.18131808936595917,0.19428767263889313,0.12226516753435135,0.007863886654376984,0.13286052644252777,0.19108152389526367,0.3375445008277893,0.2014765441417694
.,0.3567904531955719,0.22413848340511322,0.40146201848983765,0.2374027520418167,0.31919315457344055,0.35870397090911865,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.24631039798259735,0.588965117931366,0.18758666515350342,0.4130953550338745
