,since,nasa,did,n't,know,how,many,attempts,each,test,would,end,up,requiring,",",what,did,they,use,instead,of,numbers,for,the,trials,?
performed,0.20215238630771637,0.15822690725326538,0.2536868453025818,0.04672201722860336,0.29916903376579285,0.21495728194713593,0.2716224491596222,0.10784979164600372,0.16311918199062347,0.22413843870162964,0.19782991707324982,0.17049086093902588,0.14318406581878662,0.1440895050764084,0.2933148443698883,0.17447373270988464,0.2536868453025818,0.24723447859287262,0.1998831331729889,0.13458186388015747,0.16441160440444946,0.1188567653298378,0.26222237944602966,0.239950031042099,0.16642677783966064,0.14428307116031647
",",0.3991432189941406,0.18665438890457153,0.3015086054801941,0.11016341298818588,0.32349470257759094,0.22659391164779663,0.40610817074775696,0.17863459885120392,0.207483172416687,0.17614826560020447,0.32586824893951416,0.25448864698410034,0.34193792939186096,0.18315042555332184,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.390799880027771,0.3276674151420593,0.32166025042533875,0.4946078956127167,0.26479464769363403,0.4464869201183319,0.4933079481124878,0.23639661073684692,0.31091248989105225
and,0.3515571057796478,0.12810774147510529,0.34479495882987976,-0.0602874718606472,0.32564523816108704,0.33647966384887695,0.5296266674995422,0.2632209062576294,0.2984027564525604,0.22158049046993256,0.34921059012413025,0.24708716571331024,0.4032393991947174,0.2832215130329132,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.5073080658912659,0.34145063161849976,0.38524195551872253,0.5116966962814331,0.24053069949150085,0.5064792633056641,0.5171257257461548,0.20203404128551483,0.20544172823429108
it,0.39943817257881165,0.19572824239730835,0.2993364930152893,-0.08058576285839081,0.4025348722934723,0.36714982986450195,0.39615920186042786,0.19653531908988953,0.31343626976013184,0.20215317606925964,0.36398744583129883,0.277616024017334,0.36426842212677,0.13836675882339478,0.48329564929008484,0.45803478360176086,0.2993364930152893,0.44394949078559875,0.34436097741127014,0.30331769585609436,0.38761502504348755,0.21458786725997925,0.32171204686164856,0.6251175999641418,0.2068878412246704,0.25732165575027466
was,0.4384658932685852,0.19417528808116913,0.41399896144866943,0.06924254447221756,0.2576726973056793,0.16678167879581451,0.260356068611145,0.1730942279100418,0.14424845576286316,0.13941486179828644,0.41663143038749695,0.19220198690891266,0.24070115387439728,0.06839247047901154,0.45456063747406006,0.22111038863658905,0.41399896144866943,0.3300964832305908,0.17744606733322144,0.23083001375198364,0.4069072902202606,0.13953587412834167,0.3863949179649353,0.48711544275283813,0.22626060247421265,0.18412111699581146
unknown,0.2130168080329895,0.10090157389640808,0.16901658475399017,0.08302909135818481,0.29815858602523804,0.1959078460931778,0.20950357615947723,0.12784689664840698,0.2050991952419281,0.11002755910158157,0.24298015236854553,0.21416781842708588,0.10226723551750183,0.11811154335737228,0.26479753851890564,0.2441980093717575,0.16901658475399017,0.1869329810142517,0.18990543484687805,0.15106239914894104,0.2853793799877167,0.1790972203016281,0.20547941327095032,0.23777544498443604,0.06702645123004913,0.22083927690982819
how,0.2347431182861328,0.20395343005657196,0.375736802816391,-0.09568241238594055,0.5771927833557129,1.0,0.4425291419029236,0.24170885980129242,0.4183253347873688,0.29576510190963745,0.43239715695381165,0.2481066733598709,0.2819872200489044,0.2889121174812317,0.22659391164779663,0.6468034982681274,0.375736802816391,0.43247655034065247,0.39296725392341614,0.36776381731033325,0.2480744868516922,0.26623308658599854,0.3308170735836029,0.33890387415885925,0.1966065615415573,0.4024120569229126
many,0.34386345744132996,0.15574845671653748,0.375588983297348,-0.09550667554140091,0.403594046831131,0.4425291419029236,0.9999999403953552,0.21380704641342163,0.35348209738731384,0.16006898880004883,0.33440667390823364,0.2364911139011383,0.2688518464565277,0.2502917945384979,0.40610817074775696,0.36131182312965393,0.375588983297348,0.5400822758674622,0.3544585704803467,0.32293373346328735,0.37253960967063904,0.3370567262172699,0.40972793102264404,0.4335206151008606,0.2223159521818161,0.2124512493610382
tries,0.12624303996562958,0.1185283288359642,0.3651588559150696,-0.05827384442090988,0.2918255031108856,0.35632675886154175,0.1945086270570755,0.5523712038993835,0.2418619692325592,0.1590472161769867,0.3479176163673401,0.2051464021205902,0.29475316405296326,0.2563880383968353,0.2451402097940445,0.28354936838150024,0.3651588559150696,0.2866043746471405,0.2759350538253784,0.2892438471317291,0.2071610540151596,0.1677560657262802,0.21736538410186768,0.24422700703144073,0.15677645802497864,0.2212056666612625
of,0.35513219237327576,0.17935146391391754,0.2513895630836487,-0.021397603675723076,0.24288669228553772,0.2480744868516922,0.37253960967063904,0.22225669026374817,0.38460010290145874,0.164191335439682,0.3353942930698395,0.2215006798505783,0.32945773005485535,0.26946085691452026,0.4946078956127167,0.33290785551071167,0.2513895630836487,0.3426007330417633,0.2750902473926544,0.31208282709121704,1.0,0.228018656373024,0.4185989499092102,0.733189046382904,0.1804649978876114,0.1826142966747284
each,0.23850536346435547,0.07703179121017456,0.20516681671142578,-0.1520339548587799,0.2595018744468689,0.4183253347873688,0.35348209738731384,0.16061533987522125,1.0,0.17890849709510803,0.36680325865745544,0.28403371572494507,0.31495755910873413,0.33125561475753784,0.207483172416687,0.3353266417980194,0.20516681671142578,0.394076406955719,0.3131592273712158,0.35841965675354004,0.38460010290145874,0.3118036687374115,0.3044290542602539,0.470844566822052,0.23315885663032532,0.21173812448978424
mission,0.17569124698638916,0.42549848556518555,0.1377914398908615,-0.011956208385527134,0.1592656821012497,0.17383652925491333,0.160925030708313,0.24453936517238617,0.11563625186681747,0.236023411154747,0.19374151527881622,0.15992972254753113,0.1616157740354538,0.15127794444561005,0.21226151287555695,0.2317502647638321,0.1377914398908615,0.1754726767539978,0.12527142465114594,0.12197502702474594,0.20170781016349792,0.08777008950710297,0.18326549232006073,0.22673439979553223,0.09740674495697021,0.19506393373012543
would,0.3438071310520172,0.17299184203147888,0.6268245577812195,-0.17245030403137207,0.47732508182525635,0.43239715695381165,0.33440667390823364,0.27631208300590515,0.36680325865745544,0.2052721232175827,1.0000001192092896,0.25934845209121704,0.35289904475212097,0.4022030830383301,0.32586824893951416,0.45766422152519226,0.6268245577812195,0.5262938141822815,0.3798166513442993,0.44335541129112244,0.3353942930698395,0.27861475944519043,0.39877474308013916,0.4133751392364502,0.242658793926239,0.37178951501846313
be,0.3591734766960144,0.22388871014118195,0.22657383978366852,-0.08962184190750122,0.3916832506656647,0.4158933162689209,0.3961109519004822,0.14891569316387177,0.3907950520515442,0.25003713369369507,0.5202695727348328,0.26300522685050964,0.27963516116142273,0.3276301324367523,0.39254459738731384,0.3929833769798279,0.22657383978366852,0.4858434796333313,0.4528608024120331,0.4021901488304138,0.33904364705085754,0.2776923179626465,0.3801851272583008,0.4248143136501312,0.23601120710372925,0.3324260413646698
necessary,0.25246503949165344,0.14924170076847076,0.34152600169181824,-0.06966611742973328,0.38739728927612305,0.37167298793792725,0.28069594502449036,0.28549695014953613,0.3571676015853882,0.3000713884830475,0.467003732919693,0.22203098237514496,0.2553398907184601,0.5211585164070129,0.2641502320766449,0.3794087767601013,0.34152600169181824,0.3407168686389923,0.5154577493667603,0.3905346393585205,0.26879626512527466,0.2972189486026764,0.39725369215011597,0.28364068269729614,0.2440088391304016,0.3430270850658417
;,0.08755459636449814,0.12415304034948349,0.10727239400148392,0.01979796029627323,0.05658390000462532,0.07230665534734726,0.11763367056846619,0.008799849078059196,0.01858360320329666,0.056283898651599884,0.06441773474216461,0.060104385018348694,-0.028705401346087456,0.01652604527771473,0.04938793554902077,0.10986888408660889,0.10727239400148392,0.14797019958496094,0.09638004004955292,0.010070068761706352,0.054534342139959335,6.556241714861244e-05,0.0293948445469141,0.09152708947658539,0.014933228492736816,0.10349778085947037
therefore,0.37273263931274414,0.12538424134254456,0.31914716958999634,-0.13074173033237457,0.40774714946746826,0.4215601980686188,0.3711368143558502,0.24704527854919434,0.36442920565605164,0.15660111606121063,0.575452446937561,0.23813392221927643,0.24273084104061127,0.37607163190841675,0.31452515721321106,0.4125064015388489,0.31914716958999634,0.448416143655777,0.39546048641204834,0.4103030264377594,0.4106575846672058,0.32265448570251465,0.3777256906032562,0.4141571819782257,0.13701188564300537,0.3325358033180237
letters,0.13190025091171265,0.10368961095809937,0.1800529956817627,0.08375038951635361,0.20362867414951324,0.18978257477283478,0.22570647299289703,0.1263011395931244,0.267155259847641,0.021676339209079742,0.1968226581811905,0.08322612196207047,0.1622045338153839,0.13435405492782593,0.26076140999794006,0.1743541657924652,0.1800529956817627,0.24383121728897095,0.1952822208404541,0.27411067485809326,0.24394433200359344,0.33458060026168823,0.23497118055820465,0.23764781653881073,0.17578811943531036,0.18739263713359833
were,0.3373812139034271,0.13781481981277466,0.4162326455116272,-0.12209131568670273,0.26721900701522827,0.2082374095916748,0.4804460406303406,0.15059010684490204,0.23227569460868835,0.1422247588634491,0.37426912784576416,0.199965700507164,0.29601457715034485,0.18685099482536316,0.36755475401878357,0.22298263013362885,0.4162326455116272,0.5580583214759827,0.26967236399650574,0.24335987865924835,0.34038281440734863,0.31236323714256287,0.33592689037323,0.3906462490558624,0.2847123146057129,0.17890112102031708
used,0.23610791563987732,0.16138368844985962,0.30443844199180603,-0.08415639400482178,0.2929163873195648,0.34819337725639343,0.38759201765060425,0.32163241505622864,0.3008110821247101,0.2261657863855362,0.35597336292266846,0.21065300703048706,0.2526317238807678,0.34062740206718445,0.3120402991771698,0.27546408772468567,0.30443844199180603,0.37411078810691833,0.7127541303634644,0.4228616952896118,0.3075267970561981,0.30476072430610657,0.4236139953136444,0.3718377649784088,0.19425152242183685,0.22430120408535004
instead,0.20721487700939178,0.13550132513046265,0.34208473563194275,-0.14735299348831177,0.30747631192207336,0.36776381731033325,0.32293373346328735,0.1880875527858734,0.35841965675354004,0.21619285643100739,0.44335541129112244,0.3063740134239197,0.36806681752204895,0.36693987250328064,0.32166025042533875,0.4104403555393219,0.34208473563194275,0.3707234859466553,0.5151908993721008,0.9999998807907104,0.31208282709121704,0.28966647386550903,0.4413341283798218,0.3940567970275879,0.19458140432834625,0.2942638397216797
of,0.35513219237327576,0.17935146391391754,0.2513895630836487,-0.021397603675723076,0.24288669228553772,0.2480744868516922,0.37253960967063904,0.22225669026374817,0.38460010290145874,0.164191335439682,0.3353942930698395,0.2215006798505783,0.32945773005485535,0.26946085691452026,0.4946078956127167,0.33290785551071167,0.2513895630836487,0.3426007330417633,0.2750902473926544,0.31208282709121704,1.0,0.228018656373024,0.4185989499092102,0.733189046382904,0.1804649978876114,0.1826142966747284
numbers,0.20462870597839355,0.06829340010881424,0.20272064208984375,-0.056507959961891174,0.24780088663101196,0.26623308658599854,0.3370567262172699,0.1779857873916626,0.3118036687374115,0.15689226984977722,0.27861475944519043,0.26144856214523315,0.24530549347400665,0.28783509135246277,0.26479464769363403,0.24586999416351318,0.20272064208984375,0.3460351526737213,0.3483348786830902,0.28966647386550903,0.228018656373024,1.0,0.2885598838329315,0.293011337518692,0.25399476289749146,0.19297972321510315
.,0.431787371635437,0.22033250331878662,0.35288307070732117,0.01884327083826065,0.3386111259460449,0.3287222981452942,0.3974229395389557,0.1988128274679184,0.31204065680503845,0.23588362336158752,0.35067233443260193,0.26526886224746704,0.351434588432312,0.20486041903495789,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.4510921239852905,0.3711656630039215,0.3707379400730133,0.5352458953857422,0.2591777741909027,0.4726039469242096,0.5934505462646484,0.2371954321861267,0.4130953550338745
