,what,was,one,thing,that,was,specifically,tested,on,the,apollo,4,test,launch,regarding,the,cm,?
survive,0.21734777092933655,0.14027971029281616,0.28156477212905884,0.19165924191474915,0.3015720248222351,0.14027971029281616,0.11639458686113358,0.21087844669818878,0.17782564461231232,0.25732097029685974,0.2226676046848297,-0.07383207231760025,0.1589677631855011,0.19530119001865387,0.0906747356057167,0.25732097029685974,0.1449904590845108,0.15179267525672913
a,0.3320399522781372,0.4508470594882965,0.4910551905632019,0.40533459186553955,0.47537946701049805,0.4508470594882965,0.30994293093681335,0.1955845206975937,0.3848365545272827,0.5829201340675354,0.19996169209480286,0.08102071285247803,0.2521366477012634,0.19873975217342377,0.22400012612342834,0.5829201340675354,0.2136566936969757,0.23916715383529663
trans-lunar,0.3075271546840668,0.2382977157831192,0.2722315490245819,0.25594204664230347,0.3372693955898285,0.2382977157831192,0.19335459172725677,0.29854080080986023,0.2587185502052307,0.37818247079849243,0.37036699056625366,0.044736944139003754,0.2809391915798187,0.3534490764141083,0.2378620058298111,0.37818247079849243,0.14456717669963837,0.19140495359897614
reentry,0.23228681087493896,0.2634258270263672,0.19376306235790253,0.23052965104579926,0.2527480125427246,0.2634258270263672,0.1928272694349289,0.29437902569770813,0.24664346873760223,0.26132404804229736,0.27801287174224854,0.019065603613853455,0.2592233121395111,0.376291424036026,0.2359953671693802,0.26132404804229736,0.10663718730211258,0.20656529068946838
was,0.22111038863658905,1.0000001192092896,0.3752199709415436,0.2399241030216217,0.33670201897621155,1.0000001192092896,0.22558844089508057,0.24974265694618225,0.3909217119216919,0.48711544275283813,0.2306441366672516,0.23394860327243805,0.13941486179828644,0.22367219626903534,0.19990648329257965,0.48711544275283813,0.15153862535953522,0.18412111699581146
demonstrated,0.20940876007080078,0.21351228654384613,0.19947515428066254,0.20868977904319763,0.34508994221687317,0.21351228654384613,0.24797122180461884,0.42380669713020325,0.21315687894821167,0.2412586510181427,0.15771517157554626,-0.015095125883817673,0.318440318107605,0.22092030942440033,0.3573403060436249,0.2412586510181427,0.09757468849420547,0.1947716772556305
by,0.2455483376979828,0.4752357602119446,0.29445651173591614,0.19656327366828918,0.37496164441108704,0.4752357602119446,0.3063804507255554,0.25385794043540955,0.33887791633605957,0.4408751428127289,0.1803566962480545,0.14685025811195374,0.17227891087532043,0.1562509536743164,0.22009238600730896,0.4408751428127289,0.12867042422294617,0.17966607213020325
using,0.27984681725502014,0.18766598403453827,0.28867876529693604,0.36548757553100586,0.4372335970401764,0.18766598403453827,0.28134268522262573,0.31730368733406067,0.29792529344558716,0.28364112973213196,0.16690342128276825,0.00030069699278101325,0.22224314510822296,0.258625328540802,0.24179445207118988,0.28364112973213196,0.1476403921842575,0.2804589569568634
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.33238789439201355,0.5473989248275757,0.48711544275283813,0.3760298490524292,0.22948460280895233,0.5107308030128479,1.0,0.2169172167778015,0.15499350428581238,0.19235259294509888,0.2628649175167084,0.29280903935432434,1.0,0.1848733276128769,0.22068053483963013
service,0.16857224702835083,0.22689001262187958,0.13805261254310608,0.14888939261436462,0.24765339493751526,0.22689001262187958,0.18169203400611877,0.21164877712726593,0.21384719014167786,0.22661015391349792,0.15670818090438843,0.16631948947906494,0.2175852656364441,0.28502675890922546,0.1945568025112152,0.22661015391349792,0.047350309789180756,0.1676298975944519
module,0.2071267068386078,0.09592796117067337,0.17110902070999146,0.24141474068164825,0.25704696774482727,0.09592796117067337,0.1610194444656372,0.3440721929073334,0.21363548934459686,0.15147453546524048,0.38253456354141235,0.061751678586006165,0.3123023509979248,0.2918342053890228,0.1862819790840149,0.15147453546524048,-0.005161388777196407,0.2131270468235016
engine,0.18463268876075745,0.205611914396286,0.22089767456054688,0.26718834042549133,0.23960842192173004,0.205611914396286,0.16486765444278717,0.29712793231010437,0.21060344576835632,0.21651263535022736,0.23930098116397858,0.041806191205978394,0.23162758350372314,0.2898608148097992,0.15904562175273895,0.21651263535022736,0.1698932647705078,0.17739196121692657
to,0.455847829580307,0.3636345863342285,0.4025384783744812,0.3286871016025543,0.5436353087425232,0.3636345863342285,0.4197046458721161,0.24203582108020782,0.41031414270401,0.535392165184021,0.23190522193908691,0.059323787689208984,0.23725658655166626,0.25276505947113037,0.29117533564567566,0.535392165184021,0.16218599677085876,0.29463258385658264
ram,0.13012199103832245,0.16362997889518738,0.1807202696800232,0.06193351373076439,0.1293557584285736,0.16362997889518738,0.11766880005598068,0.10041522234678268,0.1740676760673523,0.1354607194662094,0.13183143734931946,0.0787883996963501,0.12445709109306335,0.20163704454898834,0.08076749742031097,0.1354607194662094,0.06554881483316422,0.05601075664162636
it,0.45803478360176086,0.4577186405658722,0.4284902811050415,0.38044896721839905,0.5921133160591125,0.4577186405658722,0.3589071035385132,0.24060294032096863,0.4529881477355957,0.6251175999641418,0.18655648827552795,0.03282322362065315,0.20215317606925964,0.1887495517730713,0.21965941786766052,0.6251175999641418,0.1919291466474533,0.25732165575027466
into,0.2180619090795517,0.2322220653295517,0.31758198142051697,0.16127780079841614,0.3239944875240326,0.2322220653295517,0.1546454131603241,0.19437453150749207,0.30585673451423645,0.39493247866630554,0.12660257518291473,0.0536930151283741,0.15228073298931122,0.2220986932516098,0.16360586881637573,0.39493247866630554,0.07708164304494858,0.15662476420402527
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.33238789439201355,0.5473989248275757,0.48711544275283813,0.3760298490524292,0.22948460280895233,0.5107308030128479,1.0,0.2169172167778015,0.15499350428581238,0.19235259294509888,0.2628649175167084,0.29280903935432434,1.0,0.1848733276128769,0.22068053483963013
atmosphere,0.2530241310596466,0.1805005818605423,0.18509560823440552,0.27044975757598877,0.29804176092147827,0.1805005818605423,0.19500523805618286,0.1757809817790985,0.20375999808311462,0.24429655075073242,0.2704872488975525,-0.04520187899470329,0.1532009094953537,0.20771117508411407,0.11105497181415558,0.24429655075073242,0.1338852196931839,0.15636961162090302
at,0.2838611304759979,0.36707764863967896,0.32580816745758057,0.21732176840305328,0.3183255195617676,0.36707764863967896,0.23471149802207947,0.2072853296995163,0.4806317389011383,0.457212895154953,0.16096128523349762,0.0922076404094696,0.1877070963382721,0.2472303807735443,0.21125756204128265,0.457212895154953,0.18998804688453674,0.21978627145290375
higher,0.2538340389728546,0.12998951971530914,0.28364863991737366,0.2328038066625595,0.31370723247528076,0.12998951971530914,0.28143611550331116,0.1951512098312378,0.22620901465415955,0.3292480409145355,0.13331662118434906,0.025487584993243217,0.190574511885643,0.1413847804069519,0.11922662705183029,0.3292480409145355,0.0886322483420372,0.15679465234279633
than,0.29388150572776794,0.1872616857290268,0.43810948729515076,0.31974896788597107,0.4891277849674225,0.1872616857290268,0.2541430592536926,0.21070332825183868,0.2864885926246643,0.3227543234825134,0.12615370750427246,-0.07253728806972504,0.14415277540683746,0.1683487445116043,0.2226802408695221,0.3227543234825134,0.1734704077243805,0.24917294085025787
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.33238789439201355,0.5473989248275757,0.48711544275283813,0.3760298490524292,0.22948460280895233,0.5107308030128479,1.0,0.2169172167778015,0.15499350428581238,0.19235259294509888,0.2628649175167084,0.29280903935432434,1.0,0.1848733276128769,0.22068053483963013
usual,0.2923804521560669,0.14010827243328094,0.3245498538017273,0.32731881737709045,0.3843860328197479,0.14010827243328094,0.33862483501434326,0.15565261244773865,0.22473649680614471,0.3319869339466095,0.06167199835181236,-0.04324277862906456,0.14246933162212372,0.13611970841884613,0.31116780638694763,0.3319869339466095,0.23013071715831757,0.19873492419719696
earth-orbital,0.3171824812889099,0.16393280029296875,0.2590455710887909,0.34731900691986084,0.3275832533836365,0.16393280029296875,0.25139427185058594,0.22598005831241608,0.21516838669776917,0.24963419139385223,0.2907404601573944,-0.0796700194478035,0.17139315605163574,0.31299731135368347,0.21493364870548248,0.24963419139385223,0.2020210325717926,0.27683961391448975
reentry,0.23228681087493896,0.2634258270263672,0.19376306235790253,0.23052965104579926,0.2527480125427246,0.2634258270263672,0.1928272694349289,0.29437902569770813,0.24664346873760223,0.26132404804229736,0.27801287174224854,0.019065603613853455,0.2592233121395111,0.376291424036026,0.2359953671693802,0.26132404804229736,0.10663718730211258,0.20656529068946838
speed,0.23285695910453796,0.2205008864402771,0.2508995234966278,0.2552855610847473,0.28472527861595154,0.2205008864402771,0.21437756717205048,0.22035787999629974,0.22568315267562866,0.2310667634010315,0.16440819203853607,0.007822326384484768,0.19450287520885468,0.26772233843803406,0.17245054244995117,0.2310667634010315,0.2420336753129959,0.17392314970493317
.,0.3567904531955719,0.40146201848983765,0.4123194217681885,0.2933715879917145,0.4460422694683075,0.40146201848983765,0.22534097731113434,0.21461045742034912,0.49257001280784607,0.5934505462646484,0.22384987771511078,0.0835196003317833,0.23588362336158752,0.20541822910308838,0.27343305945396423,0.5934505462646484,0.2647310197353363,0.4130953550338745
