,how,can,function,problems,typically,be,restated,?
case,0.22917897999286652,0.33999165892601013,0.28107449412345886,0.2841929793357849,0.34211069345474243,0.4101763367652893,0.1978021264076233,0.33232852816581726
",",0.22659391164779663,0.3139454126358032,0.18487244844436646,0.2596952021121979,0.18964512646198273,0.39254459738731384,0.2623760402202606,0.31091248989105225
since,0.2347431182861328,0.24201272428035736,0.1864561289548874,0.263850599527359,0.20256488025188446,0.3591734766960144,0.31358012557029724,0.2876587212085724
function,0.2214231640100479,0.2664915919303894,1.0,0.275121808052063,0.29792386293411255,0.23198768496513367,0.2101002037525177,0.20672395825386047
problems,0.37939780950546265,0.326987624168396,0.275121808052063,1.0,0.17351894080638885,0.2817195653915405,0.34982144832611084,0.2638136148452759
can,0.49246567487716675,1.0,0.2664915919303894,0.326987624168396,0.4739748239517212,0.5791122913360596,0.1900942474603653,0.3226337134838104
be,0.4158933162689209,0.5791122913360596,0.23198768496513367,0.2817195653915405,0.4431031346321106,1.0,0.2887394428253174,0.3324260413646698
recast,0.25962066650390625,0.10625370591878891,0.08760116249322891,0.19421781599521637,0.09289944171905518,0.2142976075410843,0.2722817063331604,0.16515475511550903
as,0.33782753348350525,0.3245031237602234,0.19182996451854706,0.22810567915439606,0.31947922706604004,0.5230465531349182,0.3483685553073883,0.27043893933296204
decision,0.30215373635292053,0.256021648645401,0.13022024929523468,0.2926073372364044,0.22086159884929657,0.3003653585910797,0.3556031882762909,0.2796577215194702
problems,0.37939780950546265,0.326987624168396,0.275121808052063,1.0,0.17351894080638885,0.2817195653915405,0.34982144832611084,0.2638136148452759
.,0.3287222981452942,0.35783761739730835,0.253307044506073,0.2602308988571167,0.25537845492362976,0.4383580684661865,0.2729615271091461,0.4130953550338745
