,what,is,an,example,of,major,civil,disobedience,in,south,africa,?
czechoslovakia,0.14718355238437653,0.08993182331323624,0.1643279641866684,0.11762034147977829,0.13715681433677673,0.0792056992650032,0.20948971807956696,0.2135223150253296,0.17862007021903992,0.21333172917366028,0.21411225199699402,0.14510126411914825
's,0.02692362666130066,0.02396530658006668,0.025255560874938965,-0.045060764998197556,-0.03817026689648628,-0.010959804058074951,-0.06354409456253052,0.027719656005501747,-0.037580832839012146,0.06268392503261566,0.0768766924738884,-0.023395681753754616
velvet,0.08129110932350159,0.1590465009212494,0.16794592142105103,0.16819871962070465,0.183871328830719,0.08439631015062332,0.15737667679786682,0.22575002908706665,0.15152709186077118,0.016450192779302597,0.14032968878746033,0.08144046366214752
revolution,0.1946869045495987,0.16210032999515533,0.18044278025627136,0.17545926570892334,0.27144062519073486,0.22504504024982452,0.3380163013935089,0.3442854583263397,0.23010264337062836,0.15759308636188507,0.1520828902721405,0.1727980077266693
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.29795366525650024,0.25259146094322205,0.3041999638080597,0.4954058527946472,0.3140619993209839,0.2685798704624176,0.20544172823429108
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.3249945342540741,0.26466667652130127,0.3054615259170532,1.0,0.33642083406448364,0.27806714177131653,0.20430970191955566
east,0.19840149581432343,0.2596127688884735,0.19809120893478394,0.13272297382354736,0.314786434173584,0.18854883313179016,0.2007310837507248,0.2090636044740677,0.32659441232681274,0.6361651420593262,0.34218665957450867,0.10070597380399704
germany,0.21690446138381958,0.2201172411441803,0.10986391454935074,0.18232567608356476,0.2942050099372864,0.12068205326795578,0.17974872887134552,0.20452725887298584,0.3642844259738922,0.26822149753570557,0.3509366512298584,0.1388660967350006
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.19240309298038483,0.2019355595111847,0.30665844678878784,0.45010748505592346,0.25657615065574646,0.23667606711387634,0.29463258385658264
oust,0.18523606657981873,0.1267526000738144,0.10657995194196701,0.06656955182552338,0.24544863402843475,0.17925624549388885,0.2624308168888092,0.2814335823059082,0.20459677278995514,0.21638548374176025,0.1990395337343216,0.128178209066391
their,0.35142919421195984,0.2101074606180191,0.19624626636505127,0.2809860408306122,0.4329940676689148,0.21493537724018097,0.18000862002372742,0.31147265434265137,0.34976133704185486,0.15484310686588287,0.2043539583683014,0.1898253709077835
communist,0.1774516999721527,0.15693071484565735,0.15735936164855957,0.17760251462459564,0.24402955174446106,0.18664731085300446,0.32474783062934875,0.39765653014183044,0.2044694870710373,0.26005682349205017,0.15517298877239227,0.13955675065517426
governments,0.2814749777317047,0.203748419880867,0.14219529926776886,0.20001447200775146,0.30223309993743896,0.188700869679451,0.29547783732414246,0.4009304940700531,0.26927295327186584,0.28427454829216003,0.23986245691776276,0.18805137276649475
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.29355156421661377,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3256652057170868,0.2545008063316345,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.3249945342540741,0.26466667652130127,0.3054615259170532,1.0,0.33642083406448364,0.27806714177131653,0.20430970191955566
south,0.15388517081737518,0.27680471539497375,0.2024267613887787,0.15091438591480255,0.33382371068000793,0.18060888350009918,0.26806536316871643,0.2275371253490448,0.33642083406448364,1.0000001192092896,0.5442710518836975,0.12336621433496475
africa,0.19696469604969025,0.18992355465888977,0.1465303897857666,0.19756630063056946,0.2694264054298401,0.1943342536687851,0.17994844913482666,0.24691563844680786,0.27806714177131653,0.5442710518836975,0.9999999403953552,0.12926554679870605
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.3249945342540741,0.26466667652130127,0.3054615259170532,1.0,0.33642083406448364,0.27806714177131653,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.31775903701782227,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.22068053483963013
fight,0.292800635099411,0.14821840822696686,0.09926872700452805,0.236821711063385,0.20101141929626465,0.12608008086681366,0.24232299625873566,0.38511529564857483,0.20735964179039001,0.1846276819705963,0.1966724991798401,0.16463038325309753
against,0.24561616778373718,0.1754940152168274,0.17087337374687195,0.23728588223457336,0.2669808566570282,0.1643311232328415,0.22722691297531128,0.3858777582645416,0.27273955941200256,0.21058155596256256,0.17227444052696228,0.18095137178897858
apartheid,0.2113245278596878,0.19035591185092926,0.17579765617847443,0.20093825459480286,0.2410830557346344,0.10361514985561371,0.34782013297080994,0.4770008325576782,0.2299853265285492,0.420317143201828,0.5139188170433044,0.1311584711074829
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.29355156421661377,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3256652057170868,0.2545008063316345,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.3249945342540741,0.26466667652130127,0.3054615259170532,1.0,0.33642083406448364,0.27806714177131653,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.31775903701782227,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.22068053483963013
american,0.1909721940755844,0.1853146106004715,0.2878177762031555,0.20942997932434082,0.22180068492889404,0.22642762959003448,0.2562917470932007,0.2408485859632492,0.22871561348438263,0.24413134157657623,0.21464572846889496,0.18877598643302917
civil,0.15091551840305328,0.16941262781620026,0.15803322196006775,0.2001555860042572,0.24698495864868164,0.17556457221508026,1.0,0.5442691445350647,0.26466667652130127,0.26806536316871643,0.17994844913482666,0.1494513899087906
rights,0.2386135458946228,0.1619914323091507,0.2173870950937271,0.20415377616882324,0.19425496459007263,0.12514404952526093,0.4687685966491699,0.4210108518600464,0.17772755026817322,0.1768927276134491,0.19675789773464203,0.21814769506454468
movement,0.23934946954250336,0.20353496074676514,0.2055855393409729,0.20854757726192474,0.2662941515445709,0.25120794773101807,0.24947896599769592,0.3983685374259949,0.26725053787231445,0.19583062827587128,0.1941467672586441,0.1423349231481552
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.29355156421661377,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3256652057170868,0.2545008063316345,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.3249945342540741,0.26466667652130127,0.3054615259170532,1.0,0.33642083406448364,0.27806714177131653,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.31775903701782227,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.22068053483963013
singing,0.25204721093177795,0.1272757351398468,0.1499980092048645,0.14773429930210114,0.19703896343708038,0.09133201837539673,0.14216934144496918,0.3224974274635315,0.2483518421649933,0.15556533634662628,0.1606389731168747,0.16125191748142242
revolution,0.1946869045495987,0.16210032999515533,0.18044278025627136,0.17545926570892334,0.27144062519073486,0.22504504024982452,0.3380163013935089,0.3442854583263397,0.23010264337062836,0.15759308636188507,0.1520828902721405,0.1727980077266693
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.19240309298038483,0.2019355595111847,0.30665844678878784,0.45010748505592346,0.25657615065574646,0.23667606711387634,0.29463258385658264
bring,0.3273051679134369,0.22834256291389465,0.12952356040477753,0.20330780744552612,0.300091028213501,0.14385703206062317,0.24223020672798157,0.31379690766334534,0.2299850881099701,0.12657994031906128,0.18046166002750397,0.250621497631073
independence,0.24622133374214172,0.16762453317642212,0.1398492306470871,0.1374279111623764,0.2965129017829895,0.16207855939865112,0.32815662026405334,0.40463489294052124,0.25996696949005127,0.26115038990974426,0.22501325607299805,0.12301119416952133
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.19240309298038483,0.2019355595111847,0.30665844678878784,0.45010748505592346,0.25657615065574646,0.23667606711387634,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.31775903701782227,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.22068053483963013
baltic,0.13813510537147522,0.18741562962532043,0.10311850160360336,0.1374751776456833,0.2190263271331787,0.21554848551750183,0.13600385189056396,0.1623852550983429,0.27287811040878296,0.27450528740882874,0.30112260580062866,0.06320890039205551
countries,0.22319257259368896,0.254234254360199,0.20055769383907318,0.3193003237247467,0.2800094783306122,0.1988454908132553,0.21527278423309326,0.31026434898376465,0.3027990758419037,0.2741302251815796,0.4068560302257538,0.15128466486930847
from,0.2737620174884796,0.27355384826660156,0.20876385271549225,0.3175121247768402,0.4249346852302551,0.1417090892791748,0.11420916765928268,0.1641564965248108,0.4274188280105591,0.308648020029068,0.18330752849578857,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.31775903701782227,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.22068053483963013
soviet,0.12922172248363495,0.14624075591564178,0.1334078162908554,0.14424251019954681,0.17437179386615753,0.16570600867271423,0.21523307263851166,0.22742103040218353,0.22826138138771057,0.2550358474254608,0.16717323660850525,0.08693568408489227
union,0.1396910548210144,0.16997112333774567,0.15291360020637512,0.20125450193881989,0.2642118036746979,0.16900159418582916,0.32730230689048767,0.30900609493255615,0.22726479172706604,0.2699996829032898,0.21127371490001678,0.07797172665596008
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.29355156421661377,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3256652057170868,0.2545008063316345,0.31091248989105225
recently,0.2653191089630127,0.3312858045101166,0.20510031282901764,0.18824739754199982,0.21953822672367096,0.21632006764411926,0.13260480761528015,0.15481065213680267,0.32725074887275696,0.1819724142551422,0.24522876739501953,0.18352322280406952
with,0.2464839518070221,0.3250955045223236,0.2730048894882202,0.3082926869392395,0.41827285289764404,0.21643421053886414,0.13053880631923676,0.21576236188411713,0.4080928862094879,0.15469324588775635,0.16150929033756256,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.31775903701782227,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.22068053483963013
2003,-0.17906495928764343,-0.11050751060247421,-0.13055871427059174,-0.13142137229442596,-0.16871118545532227,-0.036662690341472626,-0.0984472781419754,-0.09063290804624557,-0.1320333480834961,-0.16256943345069885,-0.16179333627223969,-0.17560148239135742
rose,0.13161541521549225,0.20399169623851776,0.17841492593288422,0.107623390853405,0.2557028830051422,0.1813303679227829,0.14210473001003265,0.15720805525779724,0.24995949864387512,0.17249588668346405,0.13585367798805237,0.11847885698080063
revolution,0.1946869045495987,0.16210032999515533,0.18044278025627136,0.17545926570892334,0.27144062519073486,0.22504504024982452,0.3380163013935089,0.3442854583263397,0.23010264337062836,0.15759308636188507,0.1520828902721405,0.1727980077266693
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.3249945342540741,0.26466667652130127,0.3054615259170532,1.0,0.33642083406448364,0.27806714177131653,0.20430970191955566
georgia,0.2098073810338974,0.12904848158359528,0.11373788863420486,0.11625479906797409,0.22799049317836761,0.14921563863754272,0.16737420856952667,0.18656671047210693,0.21840400993824005,0.3307478427886963,0.2974170744419098,0.14345775544643402
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.29795366525650024,0.25259146094322205,0.3041999638080597,0.4954058527946472,0.3140619993209839,0.2685798704624176,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.31775903701782227,0.2477465271949768,0.30963727831840515,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.22068053483963013
2004,-0.2636275589466095,-0.19330886006355286,-0.14993198215961456,-0.2102929949760437,-0.21980851888656616,-0.09467276930809021,-0.0567830465734005,-0.04134608805179596,-0.20274123549461365,-0.10351409018039703,-0.12230664491653442,-0.15923042595386505
orange,0.18341036140918732,0.20677390694618225,0.12444411963224411,0.13619601726531982,0.2509242296218872,0.13887692987918854,0.11806199699640274,0.11824873834848404,0.20098833739757538,0.21104824542999268,0.14491352438926697,0.1066059097647667
revolution,0.1946869045495987,0.16210032999515533,0.18044278025627136,0.17545926570892334,0.27144062519073486,0.22504504024982452,0.3380163013935089,0.3442854583263397,0.23010264337062836,0.15759308636188507,0.1520828902721405,0.1727980077266693
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.3249945342540741,0.26466667652130127,0.3054615259170532,1.0,0.33642083406448364,0.27806714177131653,0.20430970191955566
ukraine,0.22203432023525238,0.17390207946300507,0.13637293875217438,0.1223670169711113,0.20597773790359497,0.1604648232460022,0.1563154011964798,0.15224076807498932,0.24346031248569489,0.176764115691185,0.2602124512195587,0.1616296023130417
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.29355156421661377,0.24795588850975037,0.2878543734550476,0.5201468467712402,0.3256652057170868,0.2545008063316345,0.31091248989105225
among,0.21154822409152985,0.21956473588943481,0.08896297216415405,0.22920608520507812,0.3679063022136688,0.23667089641094208,0.1348482370376587,0.22375743091106415,0.3211768567562103,0.15870587527751923,0.22422194480895996,0.14343059062957764
other,0.341873437166214,0.25895947217941284,0.1556563824415207,0.42318204045295715,0.38583824038505554,0.3157308101654053,0.17309200763702393,0.24770691990852356,0.39989137649536133,0.1949175000190735,0.22280393540859222,0.24682199954986572
various,0.26045072078704834,0.13601526618003845,0.20065057277679443,0.29422223567962646,0.3196488320827484,0.27341368794441223,0.13808923959732056,0.2675376534461975,0.266343355178833,0.13654664158821106,0.21722662448883057,0.12823495268821716
movements,0.23197974264621735,0.1564955711364746,0.1625731736421585,0.23312880098819733,0.24170123040676117,0.27720922231674194,0.2419094443321228,0.37486886978149414,0.23150597512722015,0.200022891163826,0.23271416127681732,0.1501890867948532
worldwide,0.20704631507396698,0.20722445845603943,0.15699881315231323,0.20460979640483856,0.23144318163394928,0.25187045335769653,0.14691197872161865,0.16727186739444733,0.30781108140945435,0.16804994642734528,0.2965776026248932,0.2253960371017456
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3054012954235077,0.2541380822658539,0.2603943943977356,0.5591574311256409,0.2798699140548706,0.25634920597076416,0.4130953550338745
