,when,might,starch,grains,become,overly,large,?
starch,0.30604052543640137,0.2549510598182678,1.0000001192092896,0.6076793074607849,0.19721917808055878,0.1827607899904251,0.23413139581680298,0.1948019117116928
grains,0.21845045685768127,0.3026264011859894,0.6076793074607849,1.0,0.19144923985004425,0.1966591328382492,0.33881184458732605,0.15261265635490417
found,0.24078510701656342,0.2647128701210022,0.24122977256774902,0.3406783640384674,0.1411770135164261,0.18238574266433716,0.25161072611808777,0.16790300607681274
in,0.4431333839893341,0.26443570852279663,0.22129224240779877,0.23511962592601776,0.23238378763198853,0.1853466033935547,0.2841601073741913,0.20430970191955566
the,0.5091903209686279,0.32504433393478394,0.25495320558547974,0.25450876355171204,0.31731709837913513,0.19989913702011108,0.3828733265399933,0.22068053483963013
chloroplast,0.2618095278739929,0.2836005985736847,0.58415687084198,0.4296797811985016,0.12570767104625702,0.1667909473180771,0.2446320652961731,0.12532055377960205
.,0.475719153881073,0.27493223547935486,0.29690173268318176,0.22477556765079498,0.32859939336776733,0.18052387237548828,0.2304532378911972,0.4130953550338745
,when,might,starch,grains,become,overly,large,?
under,0.3172987401485443,0.16660523414611816,0.15959210693836212,0.11492149531841278,0.15131238102912903,0.10220582783222198,0.16858401894569397,0.18233340978622437
conditions,0.3023563623428345,0.3326473534107208,0.2687406539916992,0.33501991629600525,0.20062637329101562,0.3386363685131073,0.20556579530239105,0.17021824419498444
such,0.27679547667503357,0.39831793308258057,0.35507646203041077,0.29501259326934814,0.22353264689445496,0.2736150026321411,0.3375214636325836,0.17851735651493073
as,0.4437963366508484,0.3630484640598297,0.320760041475296,0.2728283405303955,0.36734503507614136,0.2982536852359772,0.24282054603099823,0.27043893933296204
high,0.20577524602413177,0.21981556713581085,0.2151891589164734,0.19683995842933655,0.1814151555299759,0.2639867663383484,0.2578596770763397,0.11137914657592773
atmospheric,0.25964248180389404,0.1599128097295761,0.26102355122566223,0.2322407066822052,0.11880730837583542,0.206773579120636,0.2248309701681137,0.11404281854629517
co2,0.1498085856437683,0.09142030775547028,0.17233441770076752,0.15250186622142792,0.02853105403482914,0.1330697387456894,0.11633849889039993,0.0799083262681961
concentrations,0.26307499408721924,0.2282569408416748,0.37726229429244995,0.3344300389289856,0.1774187982082367,0.17402619123458862,0.24793370068073273,0.12325159460306168
",",0.36674630641937256,0.2533247768878937,0.2539854049682617,0.2864838242530823,0.29676204919815063,0.22475986182689667,0.2263888567686081,0.31091248989105225
these,0.3811454772949219,0.43413683772087097,0.32977476716041565,0.3345126509666443,0.2707001268863678,0.35555192828178406,0.42300793528556824,0.2571668326854706
starch,0.30604052543640137,0.2549510598182678,1.0000001192092896,0.6076793074607849,0.19721917808055878,0.1827607899904251,0.23413139581680298,0.1948019117116928
grains,0.21845045685768127,0.3026264011859894,0.6076793074607849,1.0,0.19144923985004425,0.1966591328382492,0.33881184458732605,0.15261265635490417
may,0.3167054355144501,0.5044193863868713,0.24326029419898987,0.2209627777338028,0.20094400644302368,0.1657332181930542,0.17708203196525574,0.2768254578113556
grow,0.27463123202323914,0.24272514879703522,0.3766912519931793,0.42226195335388184,0.3540787100791931,0.13120205700397491,0.3085517883300781,0.12417493760585785
very,0.4456231892108917,0.40421855449676514,0.2591315507888794,0.27572381496429443,0.4164160192012787,0.41762086749076843,0.40810373425483704,0.20864155888557434
large,0.2779814898967743,0.3139502704143524,0.23413139581680298,0.33881184458732605,0.1955120712518692,0.21436046063899994,1.0000001192092896,0.1355665624141693
",",0.36674630641937256,0.2533247768878937,0.2539854049682617,0.2864838242530823,0.29676204919815063,0.22475986182689667,0.2263888567686081,0.31091248989105225
distorting,0.2495383620262146,0.3125649392604828,0.24513068795204163,0.19636985659599304,0.13590212166309357,0.3010697066783905,0.16124725341796875,0.21620120108127594
the,0.5091903209686279,0.32504433393478394,0.25495320558547974,0.25450876355171204,0.31731709837913513,0.19989913702011108,0.3828733265399933,0.22068053483963013
grana,0.10210414230823517,0.11311875283718109,0.3674033284187317,0.36260610818862915,0.10676710307598114,0.1433352530002594,0.19926050305366516,0.1099926009774208
and,0.4716290831565857,0.31685465574264526,0.2777917981147766,0.3258484899997711,0.3416603207588196,0.2604144513607025,0.3404269814491272,0.20544172823429108
thylakoids,0.22420722246170044,0.2939981520175934,0.5073124766349792,0.4476320147514343,0.20723673701286316,0.2123694121837616,0.3060617744922638,0.17522360384464264
.,0.475719153881073,0.27493223547935486,0.29690173268318176,0.22477556765079498,0.32859939336776733,0.18052387237548828,0.2304532378911972,0.4130953550338745
