,what,was,the,entity,that,stepped,in,and,caused,miami,'s,sun,life,stadium,to,no,longer,be,in,the,running,to,host,super,bowl,50,?
legislature,0.23629915714263916,0.22001565992832184,0.2745116055011749,0.3107478618621826,0.2328536957502365,0.19082798063755035,0.24105465412139893,0.22716397047042847,0.12891405820846558,0.14595022797584534,-0.028726831078529358,0.11139196902513504,0.08433810621500015,0.1817357987165451,0.24813328683376312,0.2005157619714737,0.19538001716136932,0.19428740441799164,0.24105465412139893,0.2745116055011749,0.11187101900577545,0.24813328683376312,0.1409546434879303,0.15033061802387238,0.19394275546073914,-0.024306608363986015,0.17475001513957977
refused,0.19773393869400024,0.3305363953113556,0.2606237530708313,0.14720529317855835,0.2791791558265686,0.34063491225242615,0.2417421191930771,0.24383415281772614,0.2433689683675766,0.13594147562980652,0.033583253622055054,0.1321997195482254,0.10690769553184509,0.1822785586118698,0.41818010807037354,0.18866616487503052,0.23873969912528992,0.17327013611793518,0.2417421191930771,0.2606237530708313,0.07834174484014511,0.41818010807037354,0.11827833950519562,0.08480403572320938,0.11858098208904266,0.03870423883199692,0.14580921828746796
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.19512765109539032,0.5436353087425232,0.26113322377204895,0.45010748505592346,0.48971283435821533,0.2414499819278717,0.19240398705005646,0.03782717138528824,0.17790719866752625,0.24560359120368958,0.2075904905796051,1.0,0.30015695095062256,0.3737102746963501,0.4972836375236511,0.45010748505592346,0.535392165184021,0.23381315171718597,1.0,0.18300798535346985,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
approve,0.3271811008453369,0.2241576761007309,0.31595274806022644,0.22419610619544983,0.3586376905441284,0.2251179814338684,0.21883882582187653,0.23220686614513397,0.18892142176628113,0.13542571663856506,0.018646443262696266,0.12405731528997421,0.08824728429317474,0.13045835494995117,0.39083346724510193,0.2151573896408081,0.2727833688259125,0.32124897837638855,0.21883882582187653,0.31595274806022644,0.2326519787311554,0.39083346724510193,0.16509917378425598,0.0803896114230156,0.12443859130144119,0.011817509308457375,0.30642789602279663
the,0.42745697498321533,0.48711544275283813,1.0,0.2403784692287445,0.5473989248275757,0.21326327323913574,0.6662389636039734,0.5171257257461548,0.24990202486515045,0.19180938601493835,-0.01540423184633255,0.258540540933609,0.23528170585632324,0.21145665645599365,0.535392165184021,0.3461136817932129,0.361417293548584,0.4248143136501312,0.6662389636039734,1.0,0.28883472084999084,0.535392165184021,0.26909032464027405,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
funding,0.2725590467453003,0.2314583957195282,0.3006567358970642,0.2182825654745102,0.30964189767837524,0.2100638896226883,0.2074873298406601,0.30138206481933594,0.21568702161312103,0.22171133756637573,0.013703925535082817,0.1145845577120781,0.14966623485088348,0.24677437543869019,0.3602164685726166,0.1630331426858902,0.19582915306091309,0.26874589920043945,0.2074873298406601,0.3006567358970642,0.24911700189113617,0.3602164685726166,0.19195878505706787,0.10977981239557266,0.12990449368953705,0.007011145353317261,0.1842934638261795
plan,0.2947953939437866,0.2407723069190979,0.2852855324745178,0.14073136448860168,0.3379872739315033,0.19917702674865723,0.23924663662910461,0.26844465732574463,0.20976749062538147,0.11958473920822144,0.014385199174284935,0.06382060796022415,0.18315191566944122,0.14843177795410156,0.36421895027160645,0.13339179754257202,0.09866466373205185,0.2215609848499298,0.23924663662910461,0.2852855324745178,0.17485420405864716,0.36421895027160645,0.12566503882408142,0.10528793185949326,0.06042693927884102,0.0660424679517746,0.1961054503917694
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.19512765109539032,0.5436353087425232,0.26113322377204895,0.45010748505592346,0.48971283435821533,0.2414499819278717,0.19240398705005646,0.03782717138528824,0.17790719866752625,0.24560359120368958,0.2075904905796051,1.0,0.30015695095062256,0.3737102746963501,0.4972836375236511,0.45010748505592346,0.535392165184021,0.23381315171718597,1.0,0.18300798535346985,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
pay,0.2870062291622162,0.19225089251995087,0.1903611719608307,0.14223095774650574,0.27300354838371277,0.14267776906490326,0.14415781199932098,0.2487477958202362,0.19935059547424316,0.0987934023141861,0.11794386804103851,0.08890242874622345,0.13340720534324646,0.15792623162269592,0.26723966002464294,0.2250635027885437,0.21952447295188904,0.23702329397201538,0.14415781199932098,0.1903611719608307,0.17614062130451202,0.26723966002464294,0.19296006858348846,0.1293984353542328,0.18302416801452637,-0.029962841421365738,0.19821009039878845
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.18166229128837585,0.4137635827064514,0.21283242106437683,0.4322226941585541,0.5064792633056641,0.1862620860338211,0.19339090585708618,-0.07241261005401611,0.1499021351337433,0.244698166847229,0.18393352627754211,0.4451248347759247,0.306581974029541,0.33661994338035583,0.3801851272583008,0.4322226941585541,0.4739971458911896,0.3230443000793457,0.4451248347759247,0.2458597868680954,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.2403784692287445,0.5473989248275757,0.21326327323913574,0.6662389636039734,0.5171257257461548,0.24990202486515045,0.19180938601493835,-0.01540423184633255,0.258540540933609,0.23528170585632324,0.21145665645599365,0.535392165184021,0.3461136817932129,0.361417293548584,0.4248143136501312,0.6662389636039734,1.0,0.28883472084999084,0.535392165184021,0.26909032464027405,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
renovations,0.13841453194618225,0.2336994856595993,0.27610263228416443,0.0697735920548439,0.21358942985534668,0.18736596405506134,0.26278719305992126,0.2638579308986664,0.14338310062885284,0.16026869416236877,0.05781542882323265,0.10692690312862396,0.12722648680210114,0.3989761173725128,0.2232547402381897,0.14903637766838074,0.20386163890361786,0.20012636482715607,0.26278719305992126,0.27610263228416443,0.1870754510164261,0.2232547402381897,0.20691914856433868,0.09169641137123108,0.13003608584403992,0.06734279543161392,0.17685642838478088
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.19129666686058044,0.4137537479400635,0.21737761795520782,0.5201468467712402,0.6633074283599854,0.2600580155849457,0.2643101215362549,-0.0016132977325469255,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.44245919585227966,0.29972612857818604,0.2897856831550598,0.39254459738731384,0.5201468467712402,0.4933079481124878,0.24165967106819153,0.44245919585227966,0.26840344071388245,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
dealing,0.3540358245372772,0.20853006839752197,0.30423152446746826,0.2584683895111084,0.3569246232509613,0.21356333792209625,0.3009101450443268,0.3381464183330536,0.3137332797050476,0.17046530544757843,-0.04557168483734131,0.09248310327529907,0.22596055269241333,0.010464619845151901,0.3146139085292816,0.22241170704364777,0.1973859816789627,0.2961178123950958,0.3009101450443268,0.30423152446746826,0.3067467510700226,0.3146139085292816,0.16986340284347534,0.25134214758872986,0.10675112158060074,0.0418589748442173,0.27334651350975037
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2841722071170807,0.47537946701049805,0.1611768752336502,0.539380669593811,0.3739250600337982,0.22472180426120758,0.20162254571914673,0.04866964742541313,0.18251942098140717,0.27076753973960876,0.14596018195152283,0.45503583550453186,0.26280897855758667,0.3114657700061798,0.39883795380592346,0.539380669593811,0.5829201340675354,0.30176547169685364,0.45503583550453186,0.1733594834804535,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
significant,0.24268144369125366,0.187061607837677,0.35524800419807434,0.29182207584381104,0.3640194833278656,0.019484225660562515,0.3551969528198242,0.31841233372688293,0.2387375831604004,0.12160828709602356,-0.022819485515356064,0.1391441375017166,0.179830402135849,0.14306707680225372,0.27648770809173584,0.3567996323108673,0.25479966402053833,0.2664892077445984,0.3551969528198242,0.35524800419807434,0.1115308478474617,0.27648770809173584,0.18958185613155365,0.2165549248456955,0.2017042189836502,0.022168178111314774,0.18679562211036682
blow,0.22064507007598877,0.14895766973495483,0.21221134066581726,0.05472822114825249,0.2585452198982239,0.21316950023174286,0.16845911741256714,0.2520592510700226,0.2703145742416382,0.17564184963703156,0.05405870079994202,0.2279122769832611,0.15013225376605988,0.11840938776731491,0.24132978916168213,0.14777646958827972,0.14935453236103058,0.2381586879491806,0.16845911741256714,0.21221134066581726,0.17962247133255005,0.24132978916168213,0.04644743725657463,0.16744843125343323,0.1582045555114746,-0.014404014684259892,0.1683974415063858
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.19512765109539032,0.5436353087425232,0.26113322377204895,0.45010748505592346,0.48971283435821533,0.2414499819278717,0.19240398705005646,0.03782717138528824,0.17790719866752625,0.24560359120368958,0.2075904905796051,1.0,0.30015695095062256,0.3737102746963501,0.4972836375236511,0.45010748505592346,0.535392165184021,0.23381315171718597,1.0,0.18300798535346985,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
miami,0.1000966876745224,0.22150732576847076,0.19180938601493835,0.09516498446464539,0.18860521912574768,0.10480660945177078,0.17197883129119873,0.21090377867221832,0.17993682622909546,1.0000001192092896,0.017450083047151566,0.2602541148662567,0.1090955138206482,0.2434653639793396,0.19240398705005646,0.15071408450603485,0.09858705848455429,0.12667076289653778,0.17197883129119873,0.19180938601493835,0.23204079270362854,0.19240398705005646,0.17340093851089478,0.27029719948768616,0.3255155682563782,0.12948407232761383,0.14054250717163086
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.028901949524879456,0.04397977516055107,-0.01250491663813591,-0.037580832839012146,0.06895173341035843,-0.0389891043305397,0.017450083047151566,0.9999999403953552,0.018280325457453728,0.03983813151717186,0.06718146800994873,0.03782717138528824,0.04497740417718887,0.03199387341737747,0.025217169895768166,-0.037580832839012146,-0.01540423184633255,-0.07519974559545517,0.03782717138528824,-0.04823359102010727,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
chances,0.3371289372444153,0.1743716150522232,0.29721006751060486,0.11905748397111893,0.39837315678596497,0.18692199885845184,0.1977616846561432,0.31288644671440125,0.3040846884250641,0.16417568922042847,-0.018170436844229698,0.18396644294261932,0.2151428759098053,0.18104781210422516,0.3493832051753998,0.2726031243801117,0.3670028746128082,0.3378983438014984,0.1977616846561432,0.29721006751060486,0.26889941096305847,0.3493832051753998,0.20591521263122559,0.14446046948432922,0.18764008581638336,0.08335558325052261,0.30339542031288147
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24862751364707947,0.4460422694683075,0.2146005779504776,0.5591574311256409,0.588965117931366,0.2413787543773651,0.2522616982460022,-0.003708066651597619,0.20861375331878662,0.3029138445854187,0.1958179920911789,0.4645031690597534,0.35224834084510803,0.3278593122959137,0.4383580684661865,0.5591574311256409,0.5934505462646484,0.27780240774154663,0.4645031690597534,0.20596550405025482,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
