,what,minor,amount,of,liquid,oxygen,was,produced,by,early,french,experimenters,?
case,0.30770957469940186,0.1335517317056656,0.2709737718105316,0.24743439257144928,0.2224804162979126,0.19170716404914856,0.18986068665981293,0.14375139772891998,0.20290634036064148,0.1831030249595642,0.13987870514392853,0.2726943790912628,0.33232852816581726
so,0.539469838142395,0.1936783492565155,0.3795411288738251,0.3184450566768646,0.28165310621261597,0.3034515082836151,0.2666010558605194,0.23246492445468903,0.35152724385261536,0.2532782554626465,0.20116299390792847,0.293821781873703,0.43163934350013733
no,0.339326947927475,0.31773948669433594,0.2784077525138855,0.24809792637825012,0.175260528922081,0.21197353303432465,0.19955526292324066,0.13467469811439514,0.15267254412174225,0.1627872735261917,0.0959450900554657,0.19083727896213531,0.32165053486824036
meaningful,0.35891109704971313,0.1969028115272522,0.37075233459472656,0.25333061814308167,0.23114635050296783,0.30403369665145874,0.13598844408988953,0.11238882690668106,0.16912385821342468,0.1751902550458908,0.14704173803329468,0.19816434383392334,0.35437899827957153
analysis,0.2842639982700348,0.13404180109500885,0.22774557769298553,0.24679350852966309,0.20715363323688507,0.19984814524650574,0.19466719031333923,0.15349417924880981,0.17521482706069946,0.26071661710739136,0.0886443704366684,0.34971219301223755,0.15352053940296173
could,0.4188697934150696,0.1665254831314087,0.3368902802467346,0.29043012857437134,0.26112088561058044,0.211417093873024,0.39896807074546814,0.13381586968898773,0.26333630084991455,0.2772548794746399,0.1708758920431137,0.22608456015586853,0.3411986827850342
be,0.3929833769798279,0.20258638262748718,0.3666991889476776,0.33904364705085754,0.34251296520233154,0.28851351141929626,0.42228707671165466,0.19579869508743286,0.43158695101737976,0.2155047357082367,0.1628347784280777,0.3069057762622833,0.3324260413646698
conducted,0.13546347618103027,0.10511617362499237,0.21489229798316956,0.22415050864219666,0.18613509833812714,0.14481517672538757,0.28831079602241516,0.2778899669647217,0.2579965889453888,0.19559428095817566,0.13082833588123322,0.3674238920211792,0.1105341762304306
.,0.3567904531955719,0.3254011869430542,0.24893930554389954,0.5352458953857422,0.2470431923866272,0.2554275095462799,0.40146201848983765,0.2634154260158539,0.3936232924461365,0.3224305212497711,0.2480926215648651,0.23767147958278656,0.4130953550338745
,what,minor,amount,of,liquid,oxygen,was,produced,by,early,french,experimenters,?
just,0.5854880809783936,0.26657238602638245,0.2710188031196594,0.35124439001083374,0.21186549961566925,0.16979527473449707,0.29934245347976685,0.0858457088470459,0.2508312165737152,0.198867529630661,0.1633070409297943,0.2857005298137665,0.4144178032875061
two,0.23363454639911652,0.19942934811115265,0.2235969752073288,0.37726253271102905,0.16265609860420227,0.22778019309043884,0.27166637778282166,0.24750442802906036,0.33852577209472656,0.27826380729675293,0.2001475840806961,0.19623218476772308,0.19645625352859497
days,0.2191895991563797,0.21182142198085785,0.21973924338817596,0.23668107390403748,0.18355609476566315,0.17259931564331055,0.2985812723636627,0.15183071792125702,0.17279444634914398,0.27008917927742004,0.17869055271148682,0.1396050900220871,0.2198754847049713
later,0.2517229914665222,0.20271125435829163,0.12623359262943268,0.3458743393421173,0.18330097198486328,0.13632069528102875,0.5684447288513184,0.2227194756269455,0.3747883439064026,0.5451432466506958,0.15861546993255615,0.21358130872249603,0.1417175978422165
",",0.3087472915649414,0.2553727328777313,0.21125462651252747,0.4946078956127167,0.18898124992847443,0.21812842786312103,0.45456063747406006,0.22260788083076477,0.3680937886238098,0.3022546172142029,0.28806620836257935,0.25766056776046753,0.31091248989105225
french,0.17393042147159576,0.07716044038534164,0.13384348154067993,0.19450366497039795,0.12244974821805954,0.1363169550895691,0.2523815333843231,0.08980456739664078,0.23343317210674286,0.16730161011219025,1.0000001192092896,0.21044473350048065,0.1386883556842804
physicist,0.19407397508621216,0.03288006782531738,0.18029429018497467,0.1528705656528473,0.12209472805261612,0.13485993444919586,0.26190704107284546,0.12818479537963867,0.2114850878715515,0.16265814006328583,0.2653864324092865,0.37098801136016846,0.1378137767314911
louis,0.11922219395637512,0.09156733006238937,0.1642094999551773,0.22437675297260284,0.12299976497888565,0.15992575883865356,0.28063738346099854,0.14224308729171753,0.20453746616840363,0.2019185870885849,0.4014277458190918,0.1509028673171997,0.09819188714027405
paul,0.11217030137777328,0.09106121212244034,0.0741836354136467,0.14511796832084656,0.13395757973194122,0.13478361070156097,0.24299268424510956,0.1364738941192627,0.2352575659751892,0.140966534614563,0.2441975474357605,0.15103353559970856,0.16611461341381073
cailletet,0.18424229323863983,0.1775769740343094,0.20837359130382538,0.29430994391441345,0.23815667629241943,0.25763699412345886,0.2993551194667816,0.22396525740623474,0.2630768120288849,0.29951411485671997,0.48683711886405945,0.26613864302635193,0.2532118856906891
announced,0.09249057620763779,0.0653674528002739,0.10188902914524078,0.22339491546154022,0.1404794603586197,0.14121198654174805,0.34205326437950134,0.20856526494026184,0.208782359957695,0.2374594360589981,0.07332683354616165,0.1551019698381424,0.17416009306907654
his,0.26976513862609863,0.19002363085746765,0.18319322168827057,0.38364991545677185,0.17246602475643158,0.1720821112394333,0.4405253231525421,0.14403720200061798,0.3107621967792511,0.30639806389808655,0.21960797905921936,0.23133596777915955,0.18075084686279297
own,0.35062843561172485,0.20818577706813812,0.2151917815208435,0.3269667625427246,0.1972774863243103,0.19240179657936096,0.19632458686828613,0.21100501716136932,0.2755888104438782,0.23429861664772034,0.14610984921455383,0.2474609762430191,0.1937696635723114
method,0.25476205348968506,0.03163846954703331,0.2420714646577835,0.22896558046340942,0.26422756910324097,0.2175072282552719,0.18816342949867249,0.18808136880397797,0.2714079022407532,0.23854564130306244,0.12343426793813705,0.34334635734558105,0.2194802314043045
of,0.33290785551071167,0.2443368136882782,0.2541177570819855,1.0,0.2296105921268463,0.16848602890968323,0.4069072902202606,0.18961067497730255,0.3646814823150635,0.30937549471855164,0.19450366497039795,0.17301535606384277,0.1826142966747284
liquefying,0.3083565831184387,0.17662380635738373,0.28791409730911255,0.33753833174705505,0.6218327283859253,0.3202589750289917,0.1946651041507721,0.2730943560600281,0.26866328716278076,0.20044317841529846,0.3135465383529663,0.2179177850484848,0.2655646800994873
molecular,0.20577901601791382,0.0353514738380909,0.2572377920150757,0.28562790155410767,0.27575013041496277,0.4132167398929596,0.16221734881401062,0.20040495693683624,0.17776216566562653,0.22175192832946777,0.13101334869861603,0.32974252104759216,0.1327144205570221
oxygen,0.16781960427761078,0.10681598633527756,0.35417988896369934,0.16848602890968323,0.4322830140590668,0.9999999403953552,0.16070082783699036,0.1870262175798416,0.1292176991701126,0.16186754405498505,0.1363169550895691,0.21258626878261566,0.16786395013332367
.,0.3567904531955719,0.3254011869430542,0.24893930554389954,0.5352458953857422,0.2470431923866272,0.2554275095462799,0.40146201848983765,0.2634154260158539,0.3936232924461365,0.3224305212497711,0.2480926215648651,0.23767147958278656,0.4130953550338745
