,the,urban,renewal,project,was,intended,to,help,the,residents,of,what,neighborhood,?
.,0.5934505462646484,0.1697636991739273,0.1691967099905014,0.23938670754432678,0.40146201848983765,0.18925566971302032,0.4645031690597534,0.32205137610435486,0.5934505462646484,0.2494935691356659,0.5352458953857422,0.3567904531955719,0.15837088227272034,0.4130953550338745
,the,urban,renewal,project,was,intended,to,help,the,residents,of,what,neighborhood,?
in,0.6662389636039734,0.24264946579933167,0.24639278650283813,0.16277937591075897,0.45514053106307983,0.2369074523448944,0.45010748505592346,0.21321536600589752,0.6662389636039734,0.27393898367881775,0.5696388483047485,0.30808621644973755,0.20924240350723267,0.20430970191955566
the,1.0,0.1482323557138443,0.25515222549438477,0.2027820199728012,0.48711544275283813,0.29853108525276184,0.535392165184021,0.30064165592193604,1.0,0.28274044394493103,0.733189046382904,0.42745697498321533,0.20152483880519867,0.22068053483963013
early,0.34442198276519775,0.1747112274169922,0.1703987717628479,0.19049949944019318,0.4148794412612915,0.1818685382604599,0.24557004868984222,0.15565764904022217,0.34442198276519775,0.16268368065357208,0.30937549471855164,0.2454567849636078,0.15368491411209106,0.15272949635982513
1950s,0.3424292504787445,0.08058939129114151,0.11223335564136505,0.26226985454559326,0.2797155976295471,0.29304948449134827,0.41899827122688293,0.3113025426864624,0.3424292504787445,0.24982047080993652,0.2965795397758484,0.2998310923576355,0.2611396610736847,0.16557677090168
",",0.4933079481124878,0.21443712711334229,0.15451383590698242,0.24875426292419434,0.45456063747406006,0.18479764461517334,0.44245919585227966,0.2855570912361145,0.4933079481124878,0.2648939788341522,0.4946078956127167,0.3087472915649414,0.21194669604301453,0.31091248989105225
student,0.21259291470050812,0.18247735500335693,0.2129601091146469,0.2394469827413559,0.26442357897758484,0.15292192995548248,0.21220189332962036,0.21770836412906647,0.21259291470050812,0.25590646266937256,0.20310284197330475,0.20548318326473236,0.1963764876127243,0.13282090425491333
applications,0.23664557933807373,0.10486916452646255,0.27327075600624084,0.2996886670589447,0.18077130615711212,0.3308703303337097,0.28076672554016113,0.23210696876049042,0.23664557933807373,0.24438373744487762,0.24918507039546967,0.20821766555309296,0.1304440051317215,0.19125857949256897
declined,0.2764727771282196,0.11399232596158981,0.1524348258972168,0.08676602691411972,0.26983681321144104,0.20166461169719696,0.2757633328437805,0.14913047850131989,0.2764727771282196,0.2546154260635376,0.205408975481987,0.21339869499206543,0.1148109957575798,0.17974776029586792
as,0.48381632566452026,0.15728819370269775,0.23860692977905273,0.22332392632961273,0.3677520453929901,0.266594260931015,0.42092081904411316,0.2739662528038025,0.48381632566452026,0.25729748606681824,0.3886612355709076,0.31749409437179565,0.1721622794866562,0.27043893933296204
a,0.5829201340675354,0.16482499241828918,0.2204436957836151,0.2328382134437561,0.4508470594882965,0.31608664989471436,0.45503583550453186,0.23381464183330536,0.5829201340675354,0.2285219132900238,0.5052502155303955,0.3320399522781372,0.22184410691261292,0.23916715383529663
result,0.27778977155685425,0.10215160995721817,0.16567637026309967,0.16682951152324677,0.18558235466480255,0.18233032524585724,0.23653174936771393,0.21049009263515472,0.27778977155685425,0.22846107184886932,0.231380432844162,0.19945499300956726,0.13171862065792084,0.17218433320522308
of,0.733189046382904,0.26017457246780396,0.25080376863479614,0.17578177154064178,0.4069072902202606,0.24364815652370453,0.41548454761505127,0.22745388746261597,0.733189046382904,0.28795862197875977,1.0,0.33290785551071167,0.15683332085609436,0.1826142966747284
increasing,0.34958165884017944,0.22758308053016663,0.3128430247306824,0.1856905221939087,0.17554011940956116,0.2776624858379364,0.35017409920692444,0.30201539397239685,0.34958165884017944,0.2549274265766144,0.3524707853794098,0.2066856026649475,0.18200208246707916,0.0681626945734024
crime,0.2052120864391327,0.25092214345932007,0.19381171464920044,0.136487677693367,0.16935916244983673,0.22309300303459167,0.20496699213981628,0.22838598489761353,0.2052120864391327,0.21680334210395813,0.21116793155670166,0.24425745010375977,0.22440063953399658,0.2067868858575821
and,0.5171257257461548,0.25797802209854126,0.23214015364646912,0.23249590396881104,0.3740963041782379,0.21507462859153748,0.48971283435821533,0.34926167130470276,0.5171257257461548,0.3165581226348877,0.5116966962814331,0.31309178471565247,0.21993553638458252,0.20544172823429108
poverty,0.20494918525218964,0.2947973906993866,0.32981371879577637,0.22935467958450317,0.11465673893690109,0.18620997667312622,0.21078595519065857,0.24877561628818512,0.20494918525218964,0.31922611594200134,0.2334604412317276,0.20925714075565338,0.23939840495586395,0.16537553071975708
in,0.6662389636039734,0.24264946579933167,0.24639278650283813,0.16277937591075897,0.45514053106307983,0.2369074523448944,0.45010748505592346,0.21321536600589752,0.6662389636039734,0.27393898367881775,0.5696388483047485,0.30808621644973755,0.20924240350723267,0.20430970191955566
the,1.0,0.1482323557138443,0.25515222549438477,0.2027820199728012,0.48711544275283813,0.29853108525276184,0.535392165184021,0.30064165592193604,1.0,0.28274044394493103,0.733189046382904,0.42745697498321533,0.20152483880519867,0.22068053483963013
hyde,0.2556402087211609,0.176265150308609,0.08610300719738007,0.10856929421424866,0.2690401077270508,0.1418270766735077,0.17860156297683716,0.13433213531970978,0.2556402087211609,0.2792091369628906,0.22119948267936707,0.14748896658420563,0.3357575833797455,0.14295879006385803
park,0.24748283624649048,0.16899146139621735,0.15411251783370972,0.1311342418193817,0.22738584876060486,0.11089060455560684,0.14257338643074036,0.0542839877307415,0.24748283624649048,0.2278725504875183,0.24561640620231628,0.13500720262527466,0.38432762026786804,0.13508929312229156
neighborhood,0.20152483880519867,0.28578972816467285,0.22420386970043182,0.15520353615283966,0.21888069808483124,0.16194693744182587,0.20300643146038055,0.05577157437801361,0.20152483880519867,0.39616164565086365,0.15683332085609436,0.12062139064073563,1.0000001192092896,0.048473283648490906
.,0.5934505462646484,0.1697636991739273,0.1691967099905014,0.23938670754432678,0.40146201848983765,0.18925566971302032,0.4645031690597534,0.32205137610435486,0.5934505462646484,0.2494935691356659,0.5352458953857422,0.3567904531955719,0.15837088227272034,0.4130953550338745
