,what,was,the,percentage,of,a,female,householder,with,no,husband,present,?
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.17798779904842377,0.15811799466609955,0.40741637349128723,0.16614031791687012,0.23304127156734467,0.1011669784784317,0.1496763378381729,0.21441808342933655
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.3640355169773102,0.190977543592453,0.18774276971817017,0.3069596290588379,0.28349557518959045,0.14676202833652496,0.2881450951099396,0.42300865054130554
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.2134767770767212,0.34038281440734863,0.17203083634376526,0.2116384208202362,0.28363505005836487,0.3179011940956116,0.24298787117004395,0.24413074553012848,0.16091316938400269,0.17890112102031708
opposite-sex,0.3219708502292633,0.21924306452274323,0.28815343976020813,0.2803584635257721,0.263534814119339,0.26914364099502563,0.21796070039272308,0.19072073698043823,0.22989949584007263,0.20045673847198486,0.21496322751045227,0.1880570501089096,0.15309350192546844
married,0.13977670669555664,0.3079395592212677,0.10720405727624893,0.05389344319701195,0.1619977355003357,0.14421910047531128,0.20149406790733337,0.2762003242969513,0.164014995098114,0.13910265266895294,0.5681076049804688,0.17290036380290985,0.18062160909175873
couples,0.1835072785615921,0.16809359192848206,0.21039603650569916,0.2405392825603485,0.21549354493618011,0.21946686506271362,0.3114626705646515,0.4460209310054779,0.2978464365005493,0.19342589378356934,0.37314409017562866,0.17144139111042023,0.18474175035953522
living,0.22245320677757263,0.16790105402469635,0.3127744197845459,0.1932389885187149,0.3499443829059601,0.21367067098617554,0.19943249225616455,0.3353411555290222,0.23172324895858765,0.19501632452011108,0.20092445611953735,0.2656398415565491,0.18362653255462646
together,0.22179445624351501,0.14391832053661346,0.26662585139274597,0.12065107375383377,0.26678720116615295,0.25249844789505005,0.17697307467460632,0.2752387523651123,0.48732393980026245,0.1502779722213745,0.2387545108795166,0.13414481282234192,0.1690303236246109
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.427140474319458,0.1907428652048111,0.30481964349746704,0.4120737314224243,0.29972612857818604,0.312380313873291,0.267320841550827,0.31091248989105225
"30,547",0.13228096067905426,-0.05148780718445778,0.09474901854991913,0.12725479900836945,0.10972874611616135,0.07214410603046417,-0.07455256581306458,-0.03789656236767769,0.09717342257499695,0.04068060964345932,-0.04472288489341736,0.06483865529298782,0.036954570561647415
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15512096881866455,0.35032153129577637,0.3206180930137634,0.18024283647537231,0.19414621591567993,0.29503780603408813,0.28322693705558777,0.15267622470855713,0.27962008118629456,0.40561532974243164
19.3,-0.04700572416186333,-0.10258034616708755,0.04583129286766052,-0.021290119737386703,0.04216565191745758,-0.04072702303528786,-0.14426542818546295,-0.03755564242601395,-0.09483610093593597,-0.0838889479637146,-0.09552401304244995,0.02855636179447174,-0.15039758384227753
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.17798779904842377,0.15811799466609955,0.40741637349128723,0.16614031791687012,0.23304127156734467,0.1011669784784317,0.1496763378381729,0.21441808342933655
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.3640355169773102,0.190977543592453,0.18774276971817017,0.3069596290588379,0.28349557518959045,0.14676202833652496,0.2881450951099396,0.42300865054130554
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.17636419832706451,0.37755560874938965,0.34897568821907043,0.14103859663009644,0.27151787281036377,0.4739086329936981,0.30951127409935,0.29490193724632263,0.17341838777065277,0.20728366076946259
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.25336048007011414,0.5052502155303955,1.0,0.22815600037574768,0.2279614806175232,0.3783375024795532,0.26280897855758667,0.17184902727603912,0.14277903735637665,0.23916715383529663
female,0.14235767722129822,0.17758683860301971,0.2673940658569336,0.11602497100830078,0.26416701078414917,0.22815600037574768,0.9999999403953552,0.29207494854927063,0.1273447424173355,0.17930172383785248,0.2597241699695587,0.12015607208013535,0.17839525640010834
householder,0.20170222222805023,0.2017747014760971,0.2554776072502136,0.36763328313827515,0.28523769974708557,0.2279614806175232,0.29207494854927063,1.0,0.2788963317871094,0.2873244881629944,0.4129068851470947,0.2783205509185791,0.20234358310699463
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.18467122316360474,0.41827285289764404,0.3783375024795532,0.1273447424173355,0.2788963317871094,0.9999999403953552,0.24678650498390198,0.2789704501628876,0.20671819150447845,0.2433311939239502
no,0.339326947927475,0.19955526292324066,0.3461136817932129,0.20540650188922882,0.24809792637825012,0.26280897855758667,0.17930172383785248,0.2873244881629944,0.24678650498390198,1.0,0.15669891238212585,0.20062856376171112,0.32165053486824036
husband,0.14778389036655426,0.28741148114204407,0.21884585916996002,0.1153845265507698,0.20487503707408905,0.17184902727603912,0.2597241699695587,0.4129068851470947,0.2789704501628876,0.15669891238212585,0.9999998807907104,0.2059173285961151,0.15407632291316986
present,0.30940163135528564,0.1278916448354721,0.2829846143722534,0.10830779373645782,0.3116828501224518,0.14277903735637665,0.12015607208013535,0.2783205509185791,0.20671819150447845,0.20062856376171112,0.2059173285961151,1.0000001192092896,0.21759982407093048
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.427140474319458,0.1907428652048111,0.30481964349746704,0.4120737314224243,0.29972612857818604,0.312380313873291,0.267320841550827,0.31091248989105225
"11,698",0.012735491618514061,0.06933164596557617,-0.020449746400117874,-0.06783115118741989,-0.02782592736184597,0.026137597858905792,0.06397046148777008,-0.016660764813423157,-0.0419774167239666,-0.0515797957777977,0.05465056002140045,-0.012241608463227749,-0.03960906341671944
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15512096881866455,0.35032153129577637,0.3206180930137634,0.18024283647537231,0.19414621591567993,0.29503780603408813,0.28322693705558777,0.15267622470855713,0.27962008118629456,0.40561532974243164
7.4,-0.1983449012041092,-0.06099211052060127,-0.08254728466272354,-0.1452401727437973,-0.03089894726872444,-0.09996674209833145,0.10109224170446396,-0.03099018707871437,-0.17754124104976654,-0.1419362872838974,0.031173348426818848,-0.01986122876405716,-0.03598765656352043
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.17798779904842377,0.15811799466609955,0.40741637349128723,0.16614031791687012,0.23304127156734467,0.1011669784784317,0.1496763378381729,0.21441808342933655
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.3640355169773102,0.190977543592453,0.18774276971817017,0.3069596290588379,0.28349557518959045,0.14676202833652496,0.2881450951099396,0.42300865054130554
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.17636419832706451,0.37755560874938965,0.34897568821907043,0.14103859663009644,0.27151787281036377,0.4739086329936981,0.30951127409935,0.29490193724632263,0.17341838777065277,0.20728366076946259
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.25336048007011414,0.5052502155303955,1.0,0.22815600037574768,0.2279614806175232,0.3783375024795532,0.26280897855758667,0.17184902727603912,0.14277903735637665,0.23916715383529663
male,0.18103918433189392,0.14716564118862152,0.2487100213766098,0.18210642039775848,0.22521720826625824,0.21537062525749207,0.8636882305145264,0.3065662682056427,0.14010754227638245,0.1924302577972412,0.21759487688541412,0.11623977869749069,0.14269542694091797
householder,0.20170222222805023,0.2017747014760971,0.2554776072502136,0.36763328313827515,0.28523769974708557,0.2279614806175232,0.29207494854927063,1.0,0.2788963317871094,0.2873244881629944,0.4129068851470947,0.2783205509185791,0.20234358310699463
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.18467122316360474,0.41827285289764404,0.3783375024795532,0.1273447424173355,0.2788963317871094,0.9999999403953552,0.24678650498390198,0.2789704501628876,0.20671819150447845,0.2433311939239502
no,0.339326947927475,0.19955526292324066,0.3461136817932129,0.20540650188922882,0.24809792637825012,0.26280897855758667,0.17930172383785248,0.2873244881629944,0.24678650498390198,1.0,0.15669891238212585,0.20062856376171112,0.32165053486824036
wife,0.15537087619304657,0.3110053539276123,0.18555577099323273,0.0802605152130127,0.2074100226163864,0.15953688323497772,0.21493759751319885,0.2994295060634613,0.2190551608800888,0.1717374622821808,0.6641445159912109,0.12430403381586075,0.19987250864505768
present,0.30940163135528564,0.1278916448354721,0.2829846143722534,0.10830779373645782,0.3116828501224518,0.14277903735637665,0.12015607208013535,0.2783205509185791,0.20671819150447845,0.20062856376171112,0.2059173285961151,1.0000001192092896,0.21759982407093048
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.28866735100746155,0.5352458953857422,0.50484299659729,0.28143510222435,0.28006431460380554,0.4446153938770294,0.35224834084510803,0.23176738619804382,0.23765113949775696,0.4130953550338745
