,what,campaign,did,the,communist,regime,initiate,after,wwii,?
such,0.23989605903625488,0.13653714954853058,0.24497397243976593,0.3575236201286316,0.11752455681562424,0.16096438467502594,0.25900107622146606,0.16916970908641815,0.16271504759788513,0.17851735651493073
as,0.31749409437179565,0.22211018204689026,0.3596470057964325,0.48381632566452026,0.18592242896556854,0.20847390592098236,0.2857995331287384,0.3014480769634247,0.1961502730846405,0.27043893933296204
the,0.42745697498321533,0.2755736708641052,0.34736719727516174,1.0,0.24560265243053436,0.23305538296699524,0.29260772466659546,0.4565047025680542,0.26334160566329956,0.22068053483963013
palace,0.17891965806484222,0.14092256128787994,0.1410185694694519,0.25955939292907715,0.14368890225887299,0.24397392570972443,0.10698360949754715,0.1628485769033432,0.14064820110797882,0.14965219795703888
of,0.33290785551071167,0.23278115689754486,0.2513895630836487,0.733189046382904,0.24402955174446106,0.21391896903514862,0.24588198959827423,0.3867455720901489,0.18575458228588104,0.1826142966747284
culture,0.22475376725196838,0.13825997710227966,0.09147893637418747,0.27157285809516907,0.24339944124221802,0.24953436851501465,0.13560234010219574,0.14900879561901093,0.17267470061779022,0.13093146681785583
and,0.31309178471565247,0.20802859961986542,0.34479495882987976,0.5171257257461548,0.23656320571899414,0.1815938949584961,0.2265593558549881,0.3765919506549835,0.20593219995498657,0.20544172823429108
science,0.2612018585205078,0.09484254568815231,0.14819081127643585,0.24037593603134155,0.16602468490600586,0.14092013239860535,0.11742440611124039,0.10766847431659698,0.19345901906490326,0.17974960803985596
",",0.3087472915649414,0.18021923303604126,0.3015086054801941,0.4933079481124878,0.2367876023054123,0.20407676696777344,0.1842050999403,0.38860568404197693,0.19326148927211761,0.31091248989105225
a,0.3320399522781372,0.20502153038978577,0.2552328109741211,0.5829201340675354,0.2009834200143814,0.20675835013389587,0.2444065362215042,0.3831600844860077,0.16614538431167603,0.23916715383529663
gift,0.22758355736732483,0.12954369187355042,0.203318253159523,0.23132675886154175,0.0487818568944931,0.057325851172208786,0.11866631358861923,0.15664812922477722,0.04614647850394249,0.1950901448726654
from,0.2737620174884796,0.15644878149032593,0.20248863101005554,0.40150508284568787,0.21761903166770935,0.17203256487846375,0.10996866971254349,0.4051513373851776,0.1366100311279297,0.19969791173934937
the,0.42745697498321533,0.2755736708641052,0.34736719727516174,1.0,0.24560265243053436,0.23305538296699524,0.29260772466659546,0.4565047025680542,0.26334160566329956,0.22068053483963013
soviet,0.12922172248363495,0.174444317817688,0.20321983098983765,0.2312941700220108,0.5568238496780396,0.36749255657196045,0.11207997798919678,0.21747809648513794,0.34750548005104065,0.08693568408489227
union,0.1396910548210144,0.22506654262542725,0.185054212808609,0.24421639740467072,0.4377516508102417,0.2602670192718506,0.13097046315670013,0.18530848622322083,0.2110740840435028,0.07797172665596008
.,0.3567904531955719,0.23225265741348267,0.35288307070732117,0.5934505462646484,0.2384379804134369,0.18538424372673035,0.2506576478481293,0.35870397090911865,0.2302463948726654,0.4130953550338745
