,in,what,year,did,tesla,receive,a,nobel,prize,bid,?
did,0.2593238651752472,0.4259131848812103,0.21422851085662842,1.0,0.09757418930530548,0.30751872062683105,0.2552328109741211,0.18714043498039246,0.20095181465148926,0.2128802388906479,0.3023456633090973
receive,0.19334688782691956,0.20392422378063202,0.2354041337966919,0.30751872062683105,0.1629931628704071,0.9999998807907104,0.25780048966407776,0.2929573059082031,0.3380831480026245,0.16684721410274506,0.1652119904756546
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.27659472823143005,0.2218162566423416,0.30618205666542053,0.4910551905632019,0.18132327497005463,0.20317181944847107,0.13351072371006012,0.2673267424106598
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.18837453424930573,0.25992685556411743,0.5052502155303955,0.20963376760482788,0.2154514491558075,0.1715376228094101,0.1826142966747284
38,0.033282700926065445,0.027150537818670273,-0.033570546656847,0.021970633417367935,0.03914201259613037,0.030975952744483948,0.02196192368865013,-0.009006560780107975,-0.007860010489821434,0.009622312150895596,0.014457103796303272
possible,0.2287878543138504,0.3281886577606201,0.1680576652288437,0.34132009744644165,0.16472671926021576,0.2730034589767456,0.3421713411808014,0.12497500330209732,0.08884800970554352,0.2312939316034317,0.3059970438480377
bids,0.23701345920562744,0.11914563924074173,0.2256089746952057,0.2074536234140396,0.09286211431026459,0.1811780035495758,0.2171008586883545,0.1442931890487671,0.15725825726985931,0.638741135597229,0.13915638625621796
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.17097744345664978,0.19334688782691956,0.539380669593811,0.19903117418289185,0.21274791657924652,0.18770122528076172,0.20430970191955566
1915,0.006125167012214661,0.1692841351032257,0.07936814427375793,0.10237006098031998,0.025502555072307587,-0.0033162098843604326,0.029343442991375923,-0.03383350372314453,-0.03872782737016678,0.07864794880151749,0.2152155190706253
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.19560420513153076,0.27304521203041077,0.3739250600337982,0.1760268211364746,0.19794146716594696,0.11974186450242996,0.20544172823429108
tesla,0.17097744345664978,0.23221199214458466,0.1455472707748413,0.09757418930530548,0.9999999403953552,0.1629931628704071,0.2211925983428955,0.2131464183330536,0.196644127368927,0.028172023594379425,0.10250775516033173
did,0.2593238651752472,0.4259131848812103,0.21422851085662842,1.0,0.09757418930530548,0.30751872062683105,0.2552328109741211,0.18714043498039246,0.20095181465148926,0.2128802388906479,0.3023456633090973
receive,0.19334688782691956,0.20392422378063202,0.2354041337966919,0.30751872062683105,0.1629931628704071,0.9999998807907104,0.25780048966407776,0.2929573059082031,0.3380831480026245,0.16684721410274506,0.1652119904756546
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.27659472823143005,0.2218162566423416,0.30618205666542053,0.4910551905632019,0.18132327497005463,0.20317181944847107,0.13351072371006012,0.2673267424106598
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.18837453424930573,0.25992685556411743,0.5052502155303955,0.20963376760482788,0.2154514491558075,0.1715376228094101,0.1826142966747284
38,0.033282700926065445,0.027150537818670273,-0.033570546656847,0.021970633417367935,0.03914201259613037,0.030975952744483948,0.02196192368865013,-0.009006560780107975,-0.007860010489821434,0.009622312150895596,0.014457103796303272
possible,0.2287878543138504,0.3281886577606201,0.1680576652288437,0.34132009744644165,0.16472671926021576,0.2730034589767456,0.3421713411808014,0.12497500330209732,0.08884800970554352,0.2312939316034317,0.3059970438480377
bids,0.23701345920562744,0.11914563924074173,0.2256089746952057,0.2074536234140396,0.09286211431026459,0.1811780035495758,0.2171008586883545,0.1442931890487671,0.15725825726985931,0.638741135597229,0.13915638625621796
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.17097744345664978,0.19334688782691956,0.539380669593811,0.19903117418289185,0.21274791657924652,0.18770122528076172,0.20430970191955566
1937,0.023682521656155586,0.005233327392488718,0.032012756913900375,-0.06755529344081879,0.009204071946442127,0.01950737088918686,0.037467315793037415,-0.10340403020381927,-0.10024087131023407,0.007690597325563431,-0.06511971354484558
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.22692398726940155,0.21304576098918915,0.3640355169773102,0.22757701575756073,0.21514295041561127,0.07293596863746643,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.17949827015399933,0.24563279747962952,0.50484299659729,0.2409123331308365,0.24712836742401123,0.1806059330701828,0.4130953550338745
