,what,was,put,on,pylons,for,super,bowl,50,?
view,0.2818201184272766,0.1727466583251953,0.12196322530508041,0.2377469688653946,0.18749196827411652,0.1212775781750679,0.05218670144677162,0.10194163024425507,-0.035640910267829895,0.17672975361347198
of,0.33290785551071167,0.4069072902202606,0.3247257471084595,0.3966929316520691,0.26281997561454773,0.4185989499092102,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
plays,0.12965579330921173,0.24187156558036804,0.10589198023080826,0.18588706851005554,0.10657243430614471,0.26689276099205017,0.12782880663871765,0.08166265487670898,-0.01473203208297491,0.14138242602348328
and,0.31309178471565247,0.3740963041782379,0.3297767639160156,0.4077630043029785,0.30735257267951965,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
``,0.008517155423760414,-0.012679691426455975,-0.0100547531619668,-0.03274054825305939,0.1288902312517166,0.01270448137074709,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.0685480609536171
bullet,0.23475071787834167,0.21276865899562836,0.24794846773147583,0.21698416769504547,0.33130162954330444,0.24519377946853638,0.15967248380184174,0.1315561681985855,0.11268238723278046,0.16256383061408997
time,0.36319252848625183,0.3641340136528015,0.31336086988449097,0.30044233798980713,0.14100340008735657,0.3992156386375427,0.18677926063537598,0.20419740676879883,-0.0030459887348115444,0.27391523122787476
'',0.08143015950918198,0.04456103965640068,0.07894747704267502,0.04238596186041832,0.025818608701229095,-0.04479556903243065,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.018684765323996544
effects,0.22572848200798035,0.18203017115592957,0.2076328992843628,0.2429601550102234,0.27842020988464355,0.28118398785591125,0.14217261970043182,0.08679474145174026,0.06764264404773712,0.16749060153961182
.,0.3567904531955719,0.40146201848983765,0.32595527172088623,0.49257001280784607,0.2672439217567444,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
