,completing,q,with,respect,to,what,will,produce,the,field,of,real,numbers,?
respect,0.16618682444095612,0.19360984861850739,0.34307533502578735,1.0000001192092896,0.3208255469799042,0.35592806339263916,0.31386828422546387,0.1558706909418106,0.2571326196193695,0.22243785858154297,0.2707009017467499,0.1953190118074417,0.19543926417827606,0.2402682900428772
to,0.32327601313591003,0.17006663978099823,0.4239959120750427,0.3208255469799042,1.0,0.455847829580307,0.5091033577919006,0.30018290877342224,0.535392165184021,0.2647967040538788,0.41548454761505127,0.2285090982913971,0.29515770077705383,0.29463258385658264
the,0.31240642070770264,0.17467540502548218,0.4223487675189972,0.2571326196193695,0.535392165184021,0.42745697498321533,0.3635469079017639,0.23457570374011993,1.0,0.2105809599161148,0.733189046382904,0.19885718822479248,0.293011337518692,0.22068053483963013
p-adic,0.16453614830970764,0.22142748534679413,0.17981554567813873,0.2554336190223694,0.23490922152996063,0.2994082570075989,0.17383074760437012,0.11358281224966049,0.21077316999435425,0.18968930840492249,0.16467547416687012,0.28422603011131287,0.2752682566642761,0.181841179728508
norm,0.16813600063323975,0.14560920000076294,0.20867784321308136,0.2734124958515167,0.21037925779819489,0.2015267312526703,0.265914648771286,0.10599961131811142,0.12613478302955627,0.15772931277751923,0.07171522080898285,0.18843147158622742,0.19700181484222412,0.19331911206245422
|−|p,-0.029450582340359688,-0.005478366743773222,-0.04469681903719902,-0.053945355117321014,-0.015674134716391563,0.01276733260601759,0.05455918237566948,0.08070565015077591,-0.053475938737392426,0.05515965446829796,-0.051934435963630676,-0.03541130945086479,0.11764044314622879,-0.020631836727261543
yields,0.18100596964359283,0.18722474575042725,0.24060115218162537,0.2694410979747772,0.22640031576156616,0.16749948263168335,0.3497963547706604,0.4749853014945984,0.1598329097032547,0.2735842168331146,0.19571909308433533,0.1367049217224121,0.27801960706710815,0.20131081342697144
the,0.31240642070770264,0.17467540502548218,0.4223487675189972,0.2571326196193695,0.535392165184021,0.42745697498321533,0.3635469079017639,0.23457570374011993,1.0,0.2105809599161148,0.733189046382904,0.19885718822479248,0.293011337518692,0.22068053483963013
field,0.18037323653697968,0.19085818529129028,0.15400348603725433,0.22243785858154297,0.2647967040538788,0.1825202852487564,0.2514615058898926,0.1603136956691742,0.2105809599161148,1.0,0.20410659909248352,0.22790968418121338,0.1965736448764801,0.11279727518558502
of,0.3180260956287384,0.142526313662529,0.41827285289764404,0.2707009017467499,0.41548454761505127,0.33290785551071167,0.2473582625389099,0.19541172683238983,0.733189046382904,0.20410659909248352,1.0,0.19599324464797974,0.228018656373024,0.1826142966747284
p-adic,0.16453614830970764,0.22142748534679413,0.17981554567813873,0.2554336190223694,0.23490922152996063,0.2994082570075989,0.17383074760437012,0.11358281224966049,0.21077316999435425,0.18968930840492249,0.16467547416687012,0.28422603011131287,0.2752682566642761,0.181841179728508
numbers,0.1897297501564026,0.20733682811260223,0.21640020608901978,0.19543926417827606,0.29515770077705383,0.24586999416351318,0.24534054100513458,0.18555675446987152,0.293011337518692,0.1965736448764801,0.228018656373024,0.2906634509563446,1.0,0.19297972321510315
.,0.2304150015115738,0.3175239861011505,0.4446153938770294,0.2651030123233795,0.4645031690597534,0.3567904531955719,0.33682769536972046,0.2587496340274811,0.5934505462646484,0.23224417865276337,0.5352458953857422,0.2178356945514679,0.2591777741909027,0.4130953550338745
