,when,were,theories,developed,suggesting,inequality,may,have,some,positive,effect,on,economic,development,?
which,0.572554349899292,0.2807837128639221,0.29404017329216003,0.2803538739681244,0.4040210545063019,0.25761353969573975,0.23536433279514313,0.49652695655822754,0.5407140851020813,0.27067825198173523,0.33791235089302063,0.4245251417160034,0.2570582926273346,0.3198052942752838,0.25814583897590637
inequality,0.18042483925819397,0.1964089572429657,0.3678716719150543,0.18421705067157745,0.2112327218055725,1.0000001192092896,0.13336430490016937,0.2617298364639282,0.24977920949459076,0.39281243085861206,0.3300517201423645,0.16136983036994934,0.4401332437992096,0.312652587890625,0.23619021475315094
may,0.3167054355144501,0.2525627911090851,0.21865426003932953,0.16241785883903503,0.25562188029289246,0.13336430490016937,0.9999998807907104,0.35194188356399536,0.35431578755378723,0.19522128999233246,0.25223419070243835,0.3428080081939697,0.1571781188249588,0.1495453119277954,0.2768254578113556
have,0.40555819869041443,0.5193349123001099,0.31020575761795044,0.27746251225471497,0.5025401711463928,0.2617298364639282,0.35194188356399536,0.9999999403953552,0.6421269774436951,0.2856961190700531,0.27919867634773254,0.36494916677474976,0.18631099164485931,0.2828937768936157,0.32991164922714233
a,0.44397395849227905,0.17203083634376526,0.19848357141017914,0.286296546459198,0.33573681116104126,0.1783585250377655,0.29255667328834534,0.338716596364975,0.34539633989334106,0.2522195875644684,0.24771364033222198,0.3848365545272827,0.2234611213207245,0.2762584090232849,0.23916715383529663
positive,0.22980894148349762,0.12836118042469025,0.14974401891231537,0.12502357363700867,0.22450752556324005,0.39281243085861206,0.19522128999233246,0.2856961190700531,0.2515958845615387,0.9999999403953552,0.28385552763938904,0.24428090453147888,0.16337400674819946,0.16332130134105682,0.16532565653324127
effect,0.2713961899280548,0.07986485213041306,0.33981233835220337,0.23747453093528748,0.3149809241294861,0.3300517201423645,0.25223419070243835,0.27919867634773254,0.2883170247077942,0.28385552763938904,1.0,0.2661469280719757,0.25554975867271423,0.27500393986701965,0.1783771812915802
on,0.37706470489501953,0.2774328887462616,0.1634472757577896,0.2070675492286682,0.25791800022125244,0.16136983036994934,0.3428080081939697,0.36494916677474976,0.31474894285202026,0.24428090453147888,0.2661469280719757,0.9999999403953552,0.20757777988910675,0.23800693452358246,0.2714994251728058
economic,0.16004443168640137,0.19314044713974,0.33657026290893555,0.22381740808486938,0.22584646940231323,0.4401332437992096,0.1571781188249588,0.18631099164485931,0.17811153829097748,0.16337400674819946,0.25554975867271423,0.20757777988910675,0.9999999403953552,0.4335330128669739,0.1206481084227562
development,0.19914807379245758,0.159018412232399,0.35051262378692627,0.5277126431465149,0.25856173038482666,0.312652587890625,0.1495453119277954,0.2828937768936157,0.29185888171195984,0.16332130134105682,0.27500393986701965,0.23800693452358246,0.4335330128669739,0.9999998807907104,0.1211358830332756
.,0.475719153881073,0.3378238379955292,0.18147483468055725,0.2569568455219269,0.2809644043445587,0.22563500702381134,0.35826805233955383,0.41614407300949097,0.40663889050483704,0.26679879426956177,0.2277858853340149,0.49257001280784607,0.22435031831264496,0.2822875380516052,0.4130953550338745
