,what,does,the,zachęta,national,gallery,of,art,organize,exhibitions,of,art,from,?
back,0.2965294420719147,0.23855993151664734,0.3612101674079895,0.2073896825313568,0.15479061007499695,0.1545809954404831,0.23051875829696655,0.17385278642177582,0.1523108035326004,0.17904911935329437,0.23051875829696655,0.17385278642177582,0.38032060861587524,0.2397768795490265
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.19771024584770203,0.21067756414413452,0.19736915826797485,0.41548454761505127,0.22068513929843903,0.38275107741355896,0.1891719102859497,0.41548454761505127,0.22068513929843903,0.4069952368736267,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,1.0,0.2168884426355362,0.32739606499671936,0.19251246750354767,0.733189046382904,0.20297785103321075,0.25967422127723694,0.22228071093559265,0.733189046382904,0.20297785103321075,0.40150508284568787,0.22068053483963013
mid-19th,0.20763207972049713,0.21892833709716797,0.4214714765548706,0.22817714512348175,0.1885146051645279,0.10227080434560776,0.3326758146286011,0.17156489193439484,0.14214438199996948,0.14321139454841614,0.3326758146286011,0.17156489193439484,0.2842181324958801,0.07049663364887238
century,0.20422613620758057,0.09090649336576462,0.3617299497127533,0.13564948737621307,0.151450976729393,0.13014641404151917,0.2826060354709625,0.16697418689727783,0.18425460159778595,0.22913378477096558,0.2826060354709625,0.16697418689727783,0.24901773035526276,0.1026201918721199
organises,0.21987082064151764,0.29374998807907104,0.2867741882801056,0.0774737149477005,0.19950784742832184,0.17313475906848907,0.27280521392822266,0.18663613498210907,0.6431843638420105,0.34404048323631287,0.27280521392822266,0.18663613498210907,0.12645849585533142,0.16681331396102905
exhibitions,0.17367495596408844,0.19352084398269653,0.22228071093559265,0.06550853699445724,0.21934787929058075,0.5697075128555298,0.21483451128005981,0.5523959994316101,0.3155079782009125,1.0,0.21483451128005981,0.5523959994316101,0.1865096539258957,0.1462271511554718
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.16483181715011597,0.3314673602581024,0.1971534639596939,1.0,0.22648051381111145,0.25845417380332947,0.21483451128005981,1.0,0.22648051381111145,0.4249346852302551,0.1826142966747284
modern,0.2655639946460724,0.20442184805870056,0.3283970355987549,0.09229550510644913,0.23106586933135986,0.2371109277009964,0.3482828736305237,0.35816967487335205,0.12571470439434052,0.2688298523426056,0.3482828736305237,0.35816967487335205,0.20089907944202423,0.12475407868623734
art,0.19292277097702026,0.2125045508146286,0.20297785103321075,0.0566386841237545,0.17277342081069946,0.5883238911628723,0.22648051381111145,1.0,0.18305915594100952,0.5523959994316101,0.22648051381111145,1.0,0.2182932198047638,0.138971745967865
by,0.2455483376979828,0.143477201461792,0.4408751428127289,0.1111203283071518,0.19307640194892883,0.17317011952400208,0.3646814823150635,0.2189643532037735,0.173271045088768,0.168962299823761,0.3646814823150635,0.2189643532037735,0.3373257517814636,0.17966607213020325
polish,0.08233486860990524,0.12843264639377594,0.17708231508731842,0.1665862649679184,0.12666994333267212,0.1122039407491684,0.16866981983184814,0.12732911109924316,0.19419434666633606,0.10734651237726212,0.16866981983184814,0.12732911109924316,0.24760311841964722,0.14012759923934937
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.20490893721580505,0.2608908712863922,0.20957361161708832,0.5116966962814331,0.2631918787956238,0.25670620799064636,0.21919004619121552,0.5116966962814331,0.2631918787956238,0.3601827025413513,0.20544172823429108
international,0.10870302468538284,0.13668061792850494,0.23719607293605804,0.08311278373003006,0.4460487365722656,0.17179755866527557,0.23367412388324738,0.16478271782398224,0.2628657817840576,0.31444671750068665,0.23367412388324738,0.16478271782398224,0.1384202241897583,0.15335838496685028
artists,0.19783541560173035,0.16973049938678741,0.2150506228208542,0.1880112737417221,0.1609320491552353,0.3605184257030487,0.18416832387447357,0.4704072177410126,0.21779444813728333,0.46657153964042664,0.18416832387447357,0.4704072177410126,0.19604091346263885,0.1482434719800949
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.20490893721580505,0.2608908712863922,0.20957361161708832,0.5116966962814331,0.2631918787956238,0.25670620799064636,0.21919004619121552,0.5116966962814331,0.2631918787956238,0.3601827025413513,0.20544172823429108
promotes,0.153864786028862,0.2401619851589203,0.2548770308494568,0.12142370641231537,0.2621411085128784,0.1437186896800995,0.2391948103904724,0.2180352658033371,0.29990246891975403,0.207256481051445,0.2391948103904724,0.2180352658033371,0.1998995542526245,0.1558201164007187
art,0.19292277097702026,0.2125045508146286,0.20297785103321075,0.0566386841237545,0.17277342081069946,0.5883238911628723,0.22648051381111145,1.0,0.18305915594100952,0.5523959994316101,0.22648051381111145,1.0,0.2182932198047638,0.138971745967865
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.2088518738746643,0.28915393352508545,0.21665531396865845,0.5696388483047485,0.2282189577817917,0.3008374273777008,0.28373631834983826,0.5696388483047485,0.2282189577817917,0.4274188280105591,0.20430970191955566
many,0.36131182312965393,0.30303922295570374,0.4335206151008606,0.14724834263324738,0.21160955727100372,0.23669981956481934,0.37253960967063904,0.24921295046806335,0.2901900112628937,0.3482505679130554,0.37253960967063904,0.24921295046806335,0.33099696040153503,0.2124512493610382
other,0.341873437166214,0.2947014272212982,0.44152235984802246,0.12699566781520844,0.1963898241519928,0.16286543011665344,0.38583824038505554,0.14999167621135712,0.28793418407440186,0.266771525144577,0.38583824038505554,0.14999167621135712,0.30141791701316833,0.24682199954986572
ways,0.394069641828537,0.3294845521450043,0.25153350830078125,0.051924899220466614,0.12787173688411713,0.09565705060958862,0.23171216249465942,0.177241712808609,0.25659582018852234,0.24873869121074677,0.23171216249465942,0.177241712808609,0.20051804184913635,0.2710120975971222
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2303505390882492,0.29436907172203064,0.21326512098312378,0.5352458953857422,0.21795564889907837,0.21000462770462036,0.18494030833244324,0.5352458953857422,0.21795564889907837,0.41536515951156616,0.4130953550338745
