,what,position,does,tucker,play,for,with,the,ravens,?
issues,0.33279702067375183,0.30237793922424316,0.2924714684486389,0.17868639528751373,0.11215514689683914,0.27617812156677246,0.251447856426239,0.2638932764530182,0.10917164385318756,0.320565789937973
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.2491523027420044,0.2231253683567047,0.4464869201183319,0.4120737314224243,0.4933079481124878,0.20188318192958832,0.31091248989105225
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.26666060090065,0.25634777545928955,0.5064792633056641,0.5477725267410278,0.5171257257461548,0.19165641069412231,0.20544172823429108
during,0.24137552082538605,0.1640819013118744,0.15165476500988007,0.15778478980064392,0.16004027426242828,0.3448435664176941,0.28545209765434265,0.4838213622570038,0.13770394027233124,0.1325719803571701
a,0.3320399522781372,0.28626853227615356,0.38201746344566345,0.18715037405490875,0.21130098402500153,0.44038116931915283,0.3783375024795532,0.5829201340675354,0.2072288990020752,0.23916715383529663
week,0.2483774870634079,0.19747832417488098,0.17134185135364532,0.16417929530143738,0.21286006271839142,0.3263654112815857,0.21186980605125427,0.28402599692344666,0.20339033007621765,0.25105318427085876
6,0.05088282376527786,-0.0383685901761055,0.10662830621004105,0.10145151615142822,0.00921922642737627,0.03396032005548477,0.03296731784939766,0.041227471083402634,0.023461254313588142,0.045001473277807236
game,0.2246788740158081,0.11267895996570587,0.15644396841526031,0.15281064808368683,0.44828343391418457,0.2608485519886017,0.19394829869270325,0.285271555185318,0.2771136462688446,0.1829071193933487
earlier,0.22624605894088745,0.10601271688938141,0.13040278851985931,0.18078485131263733,0.13877899944782257,0.20985780656337738,0.19748623669147491,0.26843780279159546,0.14345239102840424,0.13306351006031036
in,0.30808621644973755,0.20453733205795288,0.214483380317688,0.16661880910396576,0.24321173131465912,0.4322226941585541,0.4080928862094879,0.6662389636039734,0.17661747336387634,0.20430970191955566
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.18514882028102875,0.24793598055839539,0.4739971458911896,0.4223487675189972,1.0,0.23830419778823853,0.22068053483963013
2015,-0.07269049435853958,0.1148315891623497,-0.08089075982570648,-0.13900654017925262,-0.06512405723333359,-0.08512632548809052,-0.05818283185362816,0.1466771513223648,-0.06414636224508286,-0.029954981058835983
season,0.12117787450551987,0.13755939900875092,0.15798594057559967,0.2641618549823761,0.32110530138015747,0.24490800499916077,0.26700887084007263,0.2507155239582062,0.33340024948120117,0.16793298721313477
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.2491523027420044,0.2231253683567047,0.4464869201183319,0.4120737314224243,0.4933079481124878,0.20188318192958832,0.31091248989105225
a,0.3320399522781372,0.28626853227615356,0.38201746344566345,0.18715037405490875,0.21130098402500153,0.44038116931915283,0.3783375024795532,0.5829201340675354,0.2072288990020752,0.23916715383529663
portion,0.287394255399704,0.1965804398059845,0.251403272151947,0.12996862828731537,0.10483705997467041,0.14566263556480408,0.2707788050174713,0.42017096281051636,0.071467824280262,0.11719609797000885
of,0.33290785551071167,0.23636478185653687,0.3119818866252899,0.11840829998254776,0.15350224077701569,0.4185989499092102,0.41827285289764404,0.733189046382904,0.1951429396867752,0.1826142966747284
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.18514882028102875,0.24793598055839539,0.4739971458911896,0.4223487675189972,1.0,0.23830419778823853,0.22068053483963013
turf,0.16994749009609222,0.14031626284122467,0.18107552826404572,0.2058369517326355,0.21430103480815887,0.20793719589710236,0.10012927651405334,0.18297892808914185,0.19484567642211914,0.11744038760662079
collapsed,0.21314547955989838,0.16162633895874023,0.1909206509590149,0.12774406373500824,0.13487079739570618,0.16004310548305511,0.15955452620983124,0.27221426367759705,0.1496947705745697,0.12967832386493683
under,0.20154598355293274,0.17355558276176453,0.1601116806268692,0.1053381934762001,0.06008297577500343,0.2930702269077301,0.2667143940925598,0.3348022699356079,0.13569039106369019,0.18233340978622437
baltimore,0.13383716344833374,0.20702530443668365,0.12562711536884308,0.27331796288490295,0.20653848350048065,0.22601279616355896,0.20884937047958374,0.24688681960105896,0.6281692385673523,0.13640713691711426
ravens,0.168565571308136,0.20617343485355377,0.13867416977882385,0.2524849772453308,0.18884442746639252,0.2449597716331482,0.20725134015083313,0.23830419778823853,1.0,0.13021303713321686
kicker,0.17991788685321808,0.2264789193868637,0.14672517776489258,0.39055773615837097,0.27811649441719055,0.25026997923851013,0.20280615985393524,0.21651580929756165,0.3468378484249115,0.2049250453710556
justin,0.14793814718723297,0.14612506330013275,0.11503168940544128,0.3488595485687256,0.18094775080680847,0.17554327845573425,0.15509940683841705,0.17751482129096985,0.2312362790107727,0.17168305814266205
tucker,0.22673556208610535,0.15624496340751648,0.1615009307861328,1.0000001192092896,0.21370284259319305,0.2101678103208542,0.18579143285751343,0.18514882028102875,0.2524849772453308,0.1057906299829483
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.2491523027420044,0.2231253683567047,0.4464869201183319,0.4120737314224243,0.4933079481124878,0.20188318192958832,0.31091248989105225
causing,0.24770919978618622,0.19789209961891174,0.30753469467163086,0.19102323055267334,0.12663260102272034,0.17406979203224182,0.34201884269714355,0.2816545367240906,0.12062370032072067,0.1852436512708664
him,0.34912991523742676,0.2529415190219879,0.3165261745452881,0.2786584198474884,0.2619398832321167,0.34431272745132446,0.30843743681907654,0.39213326573371887,0.23284795880317688,0.23943768441677094
to,0.455847829580307,0.2374807894229889,0.4391997456550598,0.17711009085178375,0.272149920463562,0.4451248347759247,0.4239959120750427,0.535392165184021,0.19972723722457886,0.29463258385658264
slip,0.27143293619155884,0.17817170917987823,0.24941357970237732,0.16959288716316223,0.22772540152072906,0.1601601541042328,0.1756163239479065,0.24078814685344696,0.1349916160106659,0.19108696281909943
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.26666060090065,0.25634777545928955,0.5064792633056641,0.5477725267410278,0.5171257257461548,0.19165641069412231,0.20544172823429108
miss,0.15348751842975616,0.14777803421020508,0.1457432359457016,0.1963868886232376,0.11756859719753265,0.13991275429725647,0.10782970488071442,0.15176062285900116,0.22771908342838287,0.21144157648086548
a,0.3320399522781372,0.28626853227615356,0.38201746344566345,0.18715037405490875,0.21130098402500153,0.44038116931915283,0.3783375024795532,0.5829201340675354,0.2072288990020752,0.23916715383529663
field,0.1825202852487564,0.23691093921661377,0.1662576049566269,0.15287409722805023,0.189304918050766,0.24342265725135803,0.15400348603725433,0.2105809599161148,0.2033974528312683,0.11279727518558502
goal,0.2571476101875305,0.19510342180728912,0.190810427069664,0.1025167778134346,0.20391857624053955,0.2554558217525482,0.1991085708141327,0.2443244755268097,0.16272002458572388,0.1964566856622696
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.2491523027420044,0.2231253683567047,0.4464869201183319,0.4120737314224243,0.4933079481124878,0.20188318192958832,0.31091248989105225
although,0.24844598770141602,0.21190714836120605,0.3092105984687805,0.13432413339614868,0.21420201659202576,0.2825305759906769,0.32515957951545715,0.3265823423862457,0.16414067149162292,0.15541206300258636
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.18514882028102875,0.24793598055839539,0.4739971458911896,0.4223487675189972,1.0,0.23830419778823853,0.22068053483963013
field,0.1825202852487564,0.23691093921661377,0.1662576049566269,0.15287409722805023,0.189304918050766,0.24342265725135803,0.15400348603725433,0.2105809599161148,0.2033974528312683,0.11279727518558502
has,0.20338068902492523,0.15836702287197113,0.42885294556617737,0.11263880878686905,0.17878887057304382,0.450642853975296,0.44092974066734314,0.4177538752555847,0.17704148590564728,0.15994466841220856
not,0.5449194312095642,0.25555619597435,0.6355478763580322,0.16281159222126007,0.23099683225154877,0.39280617237091064,0.3409014642238617,0.4310511648654938,0.16738229990005493,0.41942933201789856
had,0.23849567770957947,0.203541561961174,0.2046971619129181,0.16179615259170532,0.21061712503433228,0.3270139992237091,0.4739086329936981,0.3875846862792969,0.21088826656341553,0.20728366076946259
any,0.43670421838760376,0.29690951108932495,0.5203019976615906,0.1770690679550171,0.19305472075939178,0.3944643437862396,0.34412381052970886,0.4525727927684784,0.11089586466550827,0.4113408327102661
major,0.21026742458343506,0.13214832544326782,0.17495857179164886,0.1507386863231659,0.15820588171482086,0.23592928051948547,0.21643421053886414,0.31775903701782227,0.12765608727931976,0.19788557291030884
issues,0.33279702067375183,0.30237793922424316,0.2924714684486389,0.17868639528751373,0.11215514689683914,0.27617812156677246,0.251447856426239,0.2638932764530182,0.10917164385318756,0.320565789937973
since,0.29783400893211365,0.1778208166360855,0.23816218972206116,0.12041839212179184,0.15195776522159576,0.36751601099967957,0.3120420575141907,0.4054957628250122,0.12762606143951416,0.2876587212085724
.,0.3567904531955719,0.24342353641986847,0.3022993505001068,0.17069591581821442,0.25552695989608765,0.4726039469242096,0.4446153938770294,0.5934505462646484,0.2136976271867752,0.4130953550338745
