,who,performed,a,benefit,concert,for,the,charity,children,in,need,?
been,0.3295723795890808,0.24806736409664154,0.3315402865409851,0.3141634464263916,0.22080257534980774,0.39068686962127686,0.3563927710056305,0.2084781676530838,0.22372092306613922,0.3515113592147827,0.3085983991622925,0.24354910850524902
composed,0.13117516040802002,0.4104042649269104,0.20229825377464294,0.12474197149276733,0.2725569009780884,0.21257592737674713,0.21816956996917725,0.05671921744942665,0.18463745713233948,0.19297388195991516,0.10303759574890137,0.0784355029463768
by,0.39727845788002014,0.2603633403778076,0.32094135880470276,0.20739291608333588,0.188291996717453,0.3248702883720398,0.4408751428127289,0.1993449181318283,0.20646940171718597,0.370934396982193,0.18746642768383026,0.17966607213020325
murray,0.2095356583595276,0.17937718331813812,0.16061973571777344,0.14333145320415497,0.1993131786584854,0.22748664021492004,0.23582130670547485,0.13619713485240936,0.16430632770061493,0.25037676095962524,0.12740549445152283,0.17931228876113892
gold,0.11612684279680252,0.11773072928190231,0.22218312323093414,0.10732696950435638,0.19586098194122314,0.2409525066614151,0.27136439085006714,0.16998179256916046,0.09266521036624908,0.21206732094287872,0.15891282260417938,0.11542754620313644
and,0.41279885172843933,0.27259883284568787,0.3739250600337982,0.29653435945510864,0.22099138796329498,0.5064792633056641,0.5171257257461548,0.21366357803344727,0.2624970078468323,0.4954058527946472,0.3223188817501068,0.20544172823429108
ben,0.2739289402961731,0.0892193540930748,0.1450209766626358,0.16783034801483154,0.18931670486927032,0.1229272186756134,0.17335548996925354,0.1357157677412033,0.19107003509998322,0.14148545265197754,0.19689391553401947,0.22201596200466156
foster,0.2822844982147217,0.13621652126312256,0.200248584151268,0.25325316190719604,0.23838084936141968,0.2197340428829193,0.22401562333106995,0.2946092188358307,0.30157172679901123,0.2064124047756195,0.2010064274072647,0.15768253803253174
and,0.41279885172843933,0.27259883284568787,0.3739250600337982,0.29653435945510864,0.22099138796329498,0.5064792633056641,0.5171257257461548,0.21366357803344727,0.2624970078468323,0.4954058527946472,0.3223188817501068,0.20544172823429108
has,0.2558172643184662,0.20503535866737366,0.4670248031616211,0.24811552464962006,0.160256028175354,0.450642853975296,0.4177538752555847,0.15298676490783691,0.14232949912548065,0.4173259735107422,0.2697809636592865,0.15994466841220856
been,0.3295723795890808,0.24806736409664154,0.3315402865409851,0.3141634464263916,0.22080257534980774,0.39068686962127686,0.3563927710056305,0.2084781676530838,0.22372092306613922,0.3515113592147827,0.3085983991622925,0.24354910850524902
performed,0.2702884376049042,1.0000001192092896,0.18003734946250916,0.2143833488225937,0.47274574637413025,0.26222237944602966,0.239950031042099,0.20128680765628815,0.1313934028148651,0.27994897961616516,0.16208459436893463,0.14428307116031647
by,0.39727845788002014,0.2603633403778076,0.32094135880470276,0.20739291608333588,0.188291996717453,0.3248702883720398,0.4408751428127289,0.1993449181318283,0.20646940171718597,0.370934396982193,0.18746642768383026,0.17966607213020325
the,0.3733934462070465,0.239950031042099,0.5829201340675354,0.24974633753299713,0.2353888601064682,0.4739971458911896,1.0,0.21295595169067383,0.15654058754444122,0.6662389636039734,0.2594960331916809,0.22068053483963013
bbc,0.2086644321680069,0.20152632892131805,0.199848011136055,0.20394732058048248,0.3127734065055847,0.21995361149311066,0.2735401690006256,0.33600154519081116,0.23477564752101898,0.22430340945720673,0.2069237232208252,0.20556949079036713
national,0.18105065822601318,0.13351796567440033,0.27889734506607056,0.1980717033147812,0.17613770067691803,0.36267757415771484,0.32739606499671936,0.20013752579689026,0.1473255753517151,0.28915393352508545,0.13185545802116394,0.15643028914928436
orchestra,0.17614290118217468,0.4003486633300781,0.18419580161571503,0.1617465764284134,0.603401780128479,0.2471323013305664,0.22484178841114044,0.25455284118652344,0.19365538656711578,0.23718099296092987,0.14966964721679688,0.08966010808944702
of,0.2827862501144409,0.16441160440444946,0.5052502155303955,0.20703035593032837,0.19607828557491302,0.4185989499092102,0.733189046382904,0.1712716668844223,0.1978350728750229,0.5696388483047485,0.24285943806171417,0.1826142966747284
wales,0.21292947232723236,0.09132515639066696,0.16283482313156128,0.21044641733169556,0.14061155915260315,0.19005458056926727,0.23852568864822388,0.24116910994052887,0.17562562227249146,0.18714384734630585,0.1631709188222885,0.15627945959568024
from,0.27839982509613037,0.12933558225631714,0.322764128446579,0.17663010954856873,0.14394886791706085,0.314039945602417,0.40150508284568787,0.1594700813293457,0.17079515755176544,0.4274188280105591,0.23362553119659424,0.19969791173934937
the,0.3733934462070465,0.239950031042099,0.5829201340675354,0.24974633753299713,0.2353888601064682,0.4739971458911896,1.0,0.21295595169067383,0.15654058754444122,0.6662389636039734,0.2594960331916809,0.22068053483963013
2005,0.18423187732696533,0.11373837292194366,-0.044396962970495224,-0.017049385234713554,0.10901892930269241,0.04140647128224373,0.037273142486810684,0.03602956235408783,0.012960178777575493,0.009931974112987518,0.024555040523409843,0.10709824413061142
christmas,0.19243934750556946,0.25452569127082825,0.18815474212169647,0.17522689700126648,0.332263320684433,0.14492979645729065,0.2044597715139389,0.23655211925506592,0.19144049286842346,0.17820265889167786,0.16009102761745453,0.23817040026187897
episode,0.2015407234430313,0.18644936382770538,0.211050882935524,0.17999079823493958,0.24399249255657196,0.17981192469596863,0.25342556834220886,0.11823955923318863,0.1691942811012268,0.19184806942939758,0.24052205681800842,0.23978739976882935
``,0.02397952415049076,-0.00937836617231369,0.07272057235240936,0.018277030438184738,-0.0516328364610672,0.01270448137074709,0.029072100296616554,0.0038158411625772715,-0.011867018416523933,0.04765888676047325,0.11774871498346329,0.0685480609536171
the,0.3733934462070465,0.239950031042099,0.5829201340675354,0.24974633753299713,0.2353888601064682,0.4739971458911896,1.0,0.21295595169067383,0.15654058754444122,0.6662389636039734,0.2594960331916809,0.22068053483963013
christmas,0.19243934750556946,0.25452569127082825,0.18815474212169647,0.17522689700126648,0.332263320684433,0.14492979645729065,0.2044597715139389,0.23655211925506592,0.19144049286842346,0.17820265889167786,0.16009102761745453,0.23817040026187897
invasion,0.20124277472496033,0.1563219279050827,0.15414467453956604,0.12030497193336487,0.1549118012189865,0.16607917845249176,0.32296645641326904,0.07699692249298096,0.08223564922809601,0.2543354034423828,0.09912116080522537,0.18923960626125336
'',0.024401003494858742,-0.06020922213792801,0.04890415817499161,0.01809634454548359,-0.09615422785282135,-0.04479556903243065,0.041273195296525955,-0.07625431567430496,-0.03183069825172424,0.07432962208986282,0.0717267096042633,0.018684765323996544
onwards,0.20905962586402893,0.16924291849136353,0.2205665409564972,0.09303443878889084,0.17330342531204224,0.21947821974754333,0.35449934005737305,0.10222119837999344,0.16296987235546112,0.26525479555130005,0.16032138466835022,0.17025373876094818
.,0.3541337847709656,0.2417089343070984,0.50484299659729,0.2692491412162781,0.24948199093341827,0.4726039469242096,0.5934505462646484,0.20927219092845917,0.26089367270469666,0.5591574311256409,0.26852357387542725,0.4130953550338745
