,what,gene,is,responsible,for,converting,calcidiol,into,calcitriol,?
but,0.5029441118240356,0.10480380803346634,0.4106791317462921,0.23279014229774475,0.45162561535835266,0.29508447647094727,0.22905497252941132,0.34283459186553955,0.2665475010871887,0.27921953797340393
the,0.42745697498321533,0.16329175233840942,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.2683429718017578,0.23528170585632324,0.39493247866630554,0.24044360220432281,0.22068053483963013
t-cell,0.23781754076480865,0.2647782266139984,0.12826094031333923,0.13845431804656982,0.2209988683462143,0.17786236107349396,0.2935354709625244,0.1446714848279953,0.36049550771713257,0.2173434942960739
expresses,0.22992227971553802,0.20315098762512207,0.2554025948047638,0.23188000917434692,0.3043864071369171,0.30390632152557373,0.1024211049079895,0.17335741221904755,0.1355413794517517,0.15087176859378815
the,0.42745697498321533,0.16329175233840942,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.2683429718017578,0.23528170585632324,0.39493247866630554,0.24044360220432281,0.22068053483963013
gene,0.13440482318401337,1.0,0.17336677014827728,0.14051568508148193,0.2395961731672287,0.10506805777549744,0.2694460451602936,0.16332945227622986,0.25136643648147583,0.18118205666542053
cyp27b1,0.1528617888689041,0.2585015594959259,0.10551852732896805,0.14041505753993988,0.14391860365867615,0.07257957756519318,0.2063121646642685,0.10545556247234344,0.21577657759189606,0.12401136755943298
",",0.3087472915649414,0.23531433939933777,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.20720437169075012,0.25293129682540894,0.2826121151447296,0.2503463923931122,0.31091248989105225
which,0.5261979103088379,0.2235567569732666,0.4457404911518097,0.2860240638256073,0.44095608592033386,0.3141578435897827,0.3182457685470581,0.4405161738395691,0.3617347180843353,0.25814583897590637
is,0.28837618231773376,0.17336677014827728,1.0,0.24123810231685638,0.43268078565597534,0.24564222991466522,0.25968626141548157,0.2619607150554657,0.25575608015060425,0.22961433231830597
the,0.42745697498321533,0.16329175233840942,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.2683429718017578,0.23528170585632324,0.39493247866630554,0.24044360220432281,0.22068053483963013
gene,0.13440482318401337,1.0,0.17336677014827728,0.14051568508148193,0.2395961731672287,0.10506805777549744,0.2694460451602936,0.16332945227622986,0.25136643648147583,0.18118205666542053
responsible,0.26869386434555054,0.14051568508148193,0.24123810231685638,1.0,0.35061514377593994,0.25179409980773926,0.21792587637901306,0.17253965139389038,0.17984819412231445,0.11367333680391312
for,0.3017193675041199,0.2395961731672287,0.43268078565597534,0.35061514377593994,0.9999999403953552,0.2951624393463135,0.2553239166736603,0.231735959649086,0.22222775220870972,0.264628142118454
converting,0.23847343027591705,0.10506805777549744,0.24564222991466522,0.25179409980773926,0.2951624393463135,1.0,0.24285072088241577,0.31359872221946716,0.26122063398361206,0.23131810128688812
the,0.42745697498321533,0.16329175233840942,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.2683429718017578,0.23528170585632324,0.39493247866630554,0.24044360220432281,0.22068053483963013
pre-hormone,0.2549946904182434,0.35018035769462585,0.28228577971458435,0.2948346734046936,0.24392488598823547,0.22536176443099976,0.5921797752380371,0.1958073079586029,0.5163050293922424,0.20032544434070587
version,0.20755547285079956,0.22446085512638092,0.26673051714897156,0.0781412273645401,0.19780562818050385,0.20220430195331573,0.11864136159420013,0.14342673122882843,0.12581905722618103,0.2573966085910797
of,0.33290785551071167,0.14653761684894562,0.4854315221309662,0.37070101499557495,0.4185989499092102,0.25009793043136597,0.24757139384746552,0.32255905866622925,0.2661632001399994,0.1826142966747284
vitamin,0.12379113584756851,0.24231842160224915,0.2015729397535324,0.1009056344628334,0.22856642305850983,0.20157890021800995,0.5551954507827759,0.09857326000928879,0.540623664855957,0.18973398208618164
d,0.13108977675437927,0.09615271538496017,0.1841740906238556,0.15322957932949066,0.16356059908866882,0.10342444479465485,0.1877695918083191,0.08344010263681412,0.21208657324314117,0.1780570149421692
",",0.3087472915649414,0.23531433939933777,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.20720437169075012,0.25293129682540894,0.2826121151447296,0.2503463923931122,0.31091248989105225
calcidiol,0.2740780711174011,0.2694460451602936,0.25968626141548157,0.21792587637901306,0.2553239166736603,0.24285072088241577,1.0,0.15365460515022278,0.8673856258392334,0.27200591564178467
into,0.2180619090795517,0.16332945227622986,0.2619607150554657,0.17253965139389038,0.231735959649086,0.31359872221946716,0.15365460515022278,1.0,0.19860315322875977,0.15662476420402527
the,0.42745697498321533,0.16329175233840942,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.2683429718017578,0.23528170585632324,0.39493247866630554,0.24044360220432281,0.22068053483963013
steroid,0.1479586660861969,0.24905595183372498,0.22360995411872864,0.14102746546268463,0.19924603402614594,0.15046869218349457,0.38032010197639465,0.1869499385356903,0.35788094997406006,0.1976039856672287
hormone,0.21333132684230804,0.3350450396537781,0.22903338074684143,0.2710284888744354,0.19473476707935333,0.1875871866941452,0.5531347393989563,0.15519538521766663,0.4837535321712494,0.1590825915336609
version,0.20755547285079956,0.22446085512638092,0.26673051714897156,0.0781412273645401,0.19780562818050385,0.20220430195331573,0.11864136159420013,0.14342673122882843,0.12581905722618103,0.2573966085910797
",",0.3087472915649414,0.23531433939933777,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.20720437169075012,0.25293129682540894,0.2826121151447296,0.2503463923931122,0.31091248989105225
calcitriol,0.2221345603466034,0.25136643648147583,0.25575608015060425,0.17984819412231445,0.22222775220870972,0.26122063398361206,0.8673856258392334,0.19860315322875977,1.0,0.18284520506858826
.,0.3567904531955719,0.2230074256658554,0.4569662809371948,0.2309054434299469,0.4726039469242096,0.28641751408576965,0.31948569416999817,0.26250120997428894,0.33175188302993774,0.4130953550338745
