,where,would,the,launch,operations,center,be,located,",",as,more,land,was,needed,for,a,bigger,rocket,?
required,0.2750108242034912,0.40757498145103455,0.27848219871520996,0.23827895522117615,0.26340407133102417,0.14908765256404877,0.3677930235862732,0.15850181877613068,0.22653338313102722,0.23791028559207916,0.3386021852493286,0.15920744836330414,0.14378079771995544,0.6447601318359375,0.33989444375038147,0.2891559302806854,0.15229853987693787,0.15383076667785645,0.24962718784809113
for,0.38599511981010437,0.39877474308013916,0.4739971458911896,0.25149083137512207,0.27237167954444885,0.1980270892381668,0.3801851272583008,0.1493360996246338,0.4464869201183319,0.44774648547172546,0.3891189992427826,0.19845563173294067,0.3863949179649353,0.38127243518829346,0.9999999403953552,0.44038116931915283,0.1722739338874817,0.19801875948905945,0.264628142118454
the,0.5003893971443176,0.4133751392364502,1.0,0.2628649175167084,0.2928410470485687,0.29064592719078064,0.4248143136501312,0.407527357339859,0.4933079481124878,0.48381632566452026,0.39758381247520447,0.28587454557418823,0.48711544275283813,0.3064746856689453,0.4739971458911896,0.5829201340675354,0.35439056158065796,0.20029182732105255,0.22068053483963013
manned,0.14348626136779785,0.252983033657074,0.2392944097518921,0.47759708762168884,0.3607904613018036,0.2178739607334137,0.25306642055511475,0.2471044361591339,0.1752677708864212,0.2077736258506775,0.23567205667495728,0.22838427126407623,0.24339483678340912,0.2794768214225769,0.19758428633213043,0.1981727033853531,0.16730214655399323,0.4327559173107147,0.17514055967330933
lunar,0.11422580480575562,0.20055215060710907,0.23309995234012604,0.40018925070762634,0.23045675456523895,0.12890471518039703,0.167300745844841,0.15235832333564758,0.19076566398143768,0.11347655206918716,0.1832045018672943,0.2692513167858124,0.17547959089279175,0.15445341169834137,0.16840216517448425,0.19755837321281433,0.136596217751503,0.3443814516067505,0.1628302037715912
mission,0.2506496012210846,0.19374151527881622,0.22673439979553223,0.4293753504753113,0.33509328961372375,0.16982170939445496,0.13588100671768188,0.21796371042728424,0.21226151287555695,0.1715000569820404,0.1510199010372162,0.19637133181095123,0.20951420068740845,0.2427036315202713,0.18326549232006073,0.2477724254131317,0.08045676350593567,0.3098239600658417,0.19506393373012543
",",0.3149496018886566,0.32586824893951416,0.4933079481124878,0.19433410465717316,0.28440970182418823,0.1905742734670639,0.39254459738731384,0.2678719460964203,1.0000001192092896,0.48816442489624023,0.3696524500846863,0.22220008075237274,0.45456063747406006,0.29017356038093567,0.4464869201183319,0.427140474319458,0.28716740012168884,0.22094695270061493,0.31091248989105225
so,0.48571300506591797,0.5908153653144836,0.4296516180038452,0.13717517256736755,0.17220549285411835,0.16507813334465027,0.5552230477333069,0.12957671284675598,0.3716299831867218,0.4399555027484894,0.5254946947097778,0.22981701791286469,0.2666010558605194,0.5276576280593872,0.41512128710746765,0.41474464535713196,0.383322536945343,0.19709980487823486,0.43163934350013733
land,0.21639515459537506,0.24477986991405487,0.28587454557418823,0.18564091622829437,0.1957913190126419,0.16315385699272156,0.18650540709495544,0.2490224391222,0.22220008075237274,0.17944268882274628,0.22462385892868042,1.0000001192092896,0.23751215636730194,0.1848260909318924,0.19845563173294067,0.247930645942688,0.28246626257896423,0.20528832077980042,0.1432059109210968
acquisition,0.2156992256641388,0.1899077296257019,0.2637207508087158,0.25149333477020264,0.30480918288230896,0.18164952099323273,0.1942887157201767,0.2096497118473053,0.1624121218919754,0.19750462472438812,0.1781199872493744,0.21140407025814056,0.2277023047208786,0.19219985604286194,0.20391343533992767,0.18847565352916718,0.11928536742925644,0.07196889072656631,0.11946909129619598
was,0.20731619000434875,0.41663143038749695,0.48711544275283813,0.22367219626903534,0.17603980004787445,0.19517986476421356,0.42228707671165466,0.20133289694786072,0.45456063747406006,0.3677520453929901,0.21525104343891144,0.23751215636730194,1.0000001192092896,0.227164626121521,0.3863949179649353,0.4508470594882965,0.13063959777355194,0.1610075682401657,0.18412111699581146
started,0.1391441971063614,0.2902640104293823,0.3222070634365082,0.24316690862178802,0.1737603098154068,0.15056611597537994,0.08847464621067047,0.19103750586509705,0.32632124423980713,0.2500630021095276,0.2581404745578766,0.18729349970817566,0.44883424043655396,0.2272818386554718,0.297429621219635,0.29961374402046204,0.25818920135498047,0.11838723719120026,0.19447724521160126
in,0.5344807505607605,0.30461156368255615,0.6662389636039734,0.19686491787433624,0.2654678225517273,0.27253323793411255,0.3481820821762085,0.35149815678596497,0.5201468467712402,0.3887844979763031,0.32563260197639465,0.22871792316436768,0.45514053106307983,0.21117523312568665,0.4322226941585541,0.539380669593811,0.2547362148761749,0.13792715966701508,0.20430970191955566
july,0.18378832936286926,0.23180638253688812,0.2371699959039688,0.19462913274765015,0.19497503340244293,0.15272249281406403,0.1638071984052658,0.143074169754982,0.4269406795501709,0.2291463315486908,0.1677970588207245,0.1250091791152954,0.40724116563796997,0.13247130811214447,0.28973108530044556,0.23807190358638763,0.09080905467271805,0.1127828061580658,0.2897891402244568
1961,-0.0026569324545562267,0.024343056604266167,0.0738944262266159,0.010834779590368271,0.012597819790244102,-0.016334274783730507,0.014064370654523373,0.04062379524111748,0.04366050660610199,0.09655025601387024,-0.006303474772721529,0.07710510492324829,0.09389110654592514,0.01098296046257019,0.014115508645772934,0.003652953775599599,0.04688720032572746,0.06376378238201141,0.009729373268783092
for,0.38599511981010437,0.39877474308013916,0.4739971458911896,0.25149083137512207,0.27237167954444885,0.1980270892381668,0.3801851272583008,0.1493360996246338,0.4464869201183319,0.44774648547172546,0.3891189992427826,0.19845563173294067,0.3863949179649353,0.38127243518829346,0.9999999403953552,0.44038116931915283,0.1722739338874817,0.19801875948905945,0.264628142118454
a,0.40997210144996643,0.398599237203598,0.5829201340675354,0.19873975217342377,0.2154437005519867,0.2640431225299835,0.39883795380592346,0.2605401277542114,0.427140474319458,0.39550232887268066,0.3452818691730499,0.247930645942688,0.4508470594882965,0.2915569543838501,0.44038116931915283,1.0,0.27918514609336853,0.2245865762233734,0.23916715383529663
launch,0.1712661236524582,0.22639283537864685,0.2628649175167084,0.9999999403953552,0.32475680112838745,0.2038239687681198,0.1838330626487732,0.12931393086910248,0.19433410465717316,0.1635143756866455,0.18552173674106598,0.18564091622829437,0.22367219626903534,0.23571419715881348,0.25149083137512207,0.19873975217342377,0.18206161260604858,0.5237632393836975,0.22009649872779846
operations,0.2293137013912201,0.25545990467071533,0.2928410470485687,0.32475680112838745,0.9999998807907104,0.219843789935112,0.19375905394554138,0.20772528648376465,0.28440970182418823,0.22380192577838898,0.18677017092704773,0.1957913190126419,0.17603980004787445,0.24707265198230743,0.27237167954444885,0.2154437005519867,0.19614925980567932,0.18866515159606934,0.13622350990772247
center,0.2405661791563034,0.11460539698600769,0.29064592719078064,0.2038239687681198,0.219843789935112,0.9999999403953552,0.17372749745845795,0.33815571665763855,0.1905742734670639,0.20052886009216309,0.1488885134458542,0.16315385699272156,0.19517986476421356,0.14653778076171875,0.1980270892381668,0.2640431225299835,0.18318144977092743,0.18728291988372803,0.12538520991802216
(,0.1970011591911316,0.21630488336086273,0.33289089798927307,0.1447298526763916,0.23665682971477509,0.1899242252111435,0.2349044382572174,0.21025894582271576,0.6363511681556702,0.32029855251312256,0.20831379294395447,0.15432493388652802,0.2980341613292694,0.2666884958744049,0.3357032239437103,0.3206180930137634,0.15544407069683075,0.19893650710582733,0.40561532974243164
loc,0.23084509372711182,0.10611981898546219,0.22099626064300537,0.12815648317337036,0.1932021826505661,0.12761595845222473,0.15190471708774567,0.24138900637626648,0.23414668440818787,0.1134554073214531,0.110748790204525,0.09837373346090317,0.05938400700688362,0.1143132820725441,0.15179257094860077,0.2045239359140396,0.08275608718395233,0.06648988276720047,0.2697237432003021
),0.20711064338684082,0.2093871831893921,0.3456730246543884,0.16144290566444397,0.22902613878250122,0.2161751240491867,0.24578070640563965,0.19755883514881134,0.63033527135849,0.32161882519721985,0.23179085552692413,0.1601184755563736,0.3267642855644226,0.2814560532569885,0.3639558255672455,0.3640355169773102,0.17308765649795532,0.20366623997688293,0.42300865054130554
immediately,0.36619096994400024,0.40919169783592224,0.39876270294189453,0.15973258018493652,0.1871911734342575,0.08815515041351318,0.3723330795764923,0.15355965495109558,0.30129873752593994,0.31441888213157654,0.2630158066749573,0.1736350953578949,0.28622254729270935,0.32742083072662354,0.25647589564323425,0.2712491750717163,0.0991501435637474,0.11420557647943497,0.21004259586334229
north,0.23586879670619965,0.1797465831041336,0.36298373341560364,0.21437378227710724,0.18328148126602173,0.26633593440055847,0.19792358577251434,0.3751964271068573,0.31834840774536133,0.22670356929302216,0.1508691906929016,0.2778964936733246,0.29020047187805176,0.10861459374427795,0.17560088634490967,0.25008413195610046,0.23511144518852234,0.16700997948646545,0.11829731613397598
of,0.38066378235816956,0.3353942930698395,0.733189046382904,0.20697395503520966,0.28191348910331726,0.24526838958263397,0.33904364705085754,0.32520920038223267,0.4946078956127167,0.3886612355709076,0.30478984117507935,0.3057127296924591,0.4069072902202606,0.27215874195098877,0.4185989499092102,0.5052502155303955,0.3085831105709076,0.17197085916996002,0.1826142966747284
canaveral,0.2692835032939911,0.19386515021324158,0.3099747896194458,0.5370319485664368,0.33979105949401855,0.2996538579463959,0.1738402396440506,0.3074112832546234,0.3107803463935852,0.19290436804294586,0.1941068470478058,0.28839194774627686,0.32948073744773865,0.1975957602262497,0.21498198807239532,0.278253972530365,0.22329266369342804,0.45779481530189514,0.26656633615493774
at,0.4402937591075897,0.3073931038379669,0.457212895154953,0.2472303807735443,0.20260471105575562,0.29677248001098633,0.30379733443260193,0.3688831031322479,0.38314947485923767,0.28092536330223083,0.2627858817577362,0.15723508596420288,0.36707764863967896,0.22810974717140198,0.34237727522850037,0.3095070421695709,0.237797349691391,0.21608217060565948,0.21978627145290375
merritt,0.17887595295906067,0.2542959153652191,0.25879278779029846,0.16006878018379211,0.22949515283107758,0.19286797940731049,0.1729663759469986,0.15038862824440002,0.34643644094467163,0.23999035358428955,0.18123863637447357,0.20127569139003754,0.3085106313228607,0.19854022562503815,0.23135294020175934,0.21332398056983948,0.1990317702293396,0.20010948181152344,0.19843789935112
island,0.21791329979896545,0.18761003017425537,0.2837921977043152,0.12832310795783997,0.12422428280115128,0.16520392894744873,0.17193379998207092,0.27198347449302673,0.2801448106765747,0.22717182338237762,0.18838950991630554,0.34332430362701416,0.23908254504203796,0.1307239681482315,0.16028855741024017,0.2505504786968231,0.18286876380443573,0.133147194981575,0.0887429490685463
.,0.41390106081962585,0.35067233443260193,0.5934505462646484,0.20541822910308838,0.25470927357673645,0.29649654030799866,0.4383580684661865,0.28226932883262634,0.6812511086463928,0.515582263469696,0.4070230722427368,0.259204238653183,0.40146201848983765,0.31272366642951965,0.4726039469242096,0.50484299659729,0.32102319598197937,0.24723131954669952,0.4130953550338745
,where,would,the,launch,operations,center,be,located,",",as,more,land,was,needed,for,a,bigger,rocket,?
it,0.36972272396087646,0.36398744583129883,0.6251175999641418,0.1887495517730713,0.17502610385417938,0.2297804355621338,0.5203388929367065,0.34368759393692017,0.48329564929008484,0.4461488723754883,0.42550966143608093,0.2534204423427582,0.4577186405658722,0.28543469309806824,0.32171204686164856,0.5452592968940735,0.3573049008846283,0.1939765065908432,0.25732165575027466
also,0.5413004159927368,0.4152511954307556,0.6021018624305725,0.19256803393363953,0.24265003204345703,0.2188228815793991,0.48342031240463257,0.25066080689430237,0.4717654287815094,0.5774298906326294,0.40204599499702454,0.24314674735069275,0.4032125174999237,0.3422272205352783,0.5373267531394958,0.5149940252304077,0.34084364771842957,0.1754397600889206,0.21848613023757935
became,0.1668500453233719,0.31390392780303955,0.36325156688690186,0.17087776958942413,0.1251094788312912,0.22309988737106323,0.22371777892112732,0.14077776670455933,0.2798398435115814,0.3482101261615753,0.22458474338054657,0.19226592779159546,0.6575068235397339,0.15793180465698242,0.3017078936100006,0.28774285316467285,0.19300515949726105,0.09950800985097885,0.11374033987522125
clear,0.30406272411346436,0.285062313079834,0.3209454417228699,0.15479622781276703,0.19500772655010223,0.17111405730247498,0.30344653129577637,0.08900582790374756,0.2705954313278198,0.22141006588935852,0.3042348027229309,0.1958601325750351,0.13787133991718292,0.31121826171875,0.2821788191795349,0.24375371634960175,0.2194596230983734,0.1282661408185959,0.2738020122051239
that,0.4876193106174469,0.5895259380340576,0.5473989248275757,0.23042123019695282,0.2147424817085266,0.22661058604717255,0.6036020517349243,0.1796129047870636,0.4137537479400635,0.4735107421875,0.4813884496688843,0.256797194480896,0.33670201897621155,0.45214173197746277,0.4137635827064514,0.47537946701049805,0.34145042300224304,0.17979952692985535,0.32716336846351624
apollo,0.08840306103229523,0.20719991624355316,0.2169172167778015,0.3676173985004425,0.131212055683136,0.14340820908546448,0.1851431280374527,0.09110546112060547,0.19808128476142883,0.15543952584266663,0.16325661540031433,0.19219887256622314,0.2306441366672516,0.1978490650653839,0.18462510406970978,0.19996169209480286,0.1326986700296402,0.34939441084861755,0.191528782248497
would,0.3602546751499176,1.0000001192092896,0.4133751392364502,0.22639283537864685,0.25545990467071533,0.11460539698600769,0.5202695727348328,0.10901174694299698,0.32586824893951416,0.3824005722999573,0.446984201669693,0.24477986991405487,0.41663143038749695,0.5094520449638367,0.39877474308013916,0.398599237203598,0.3031826615333557,0.15449215471744537,0.37178951501846313
outgrow,0.3380099833011627,0.3679317831993103,0.3259515166282654,0.2327270358800888,0.26456552743911743,0.27247384190559387,0.37887677550315857,0.23805539309978485,0.32990238070487976,0.3403652608394623,0.362554669380188,0.3098934590816498,0.16341532766819,0.34586018323898315,0.29380151629447937,0.2802228629589081,0.36236098408699036,0.22497346997261047,0.2573668658733368
the,0.5003893971443176,0.4133751392364502,1.0,0.2628649175167084,0.2928410470485687,0.29064592719078064,0.4248143136501312,0.407527357339859,0.4933079481124878,0.48381632566452026,0.39758381247520447,0.28587454557418823,0.48711544275283813,0.3064746856689453,0.4739971458911896,0.5829201340675354,0.35439056158065796,0.20029182732105255,0.22068053483963013
canaveral,0.2692835032939911,0.19386515021324158,0.3099747896194458,0.5370319485664368,0.33979105949401855,0.2996538579463959,0.1738402396440506,0.3074112832546234,0.3107803463935852,0.19290436804294586,0.1941068470478058,0.28839194774627686,0.32948073744773865,0.1975957602262497,0.21498198807239532,0.278253972530365,0.22329266369342804,0.45779481530189514,0.26656633615493774
launch,0.1712661236524582,0.22639283537864685,0.2628649175167084,0.9999999403953552,0.32475680112838745,0.2038239687681198,0.1838330626487732,0.12931393086910248,0.19433410465717316,0.1635143756866455,0.18552173674106598,0.18564091622829437,0.22367219626903534,0.23571419715881348,0.25149083137512207,0.19873975217342377,0.18206161260604858,0.5237632393836975,0.22009649872779846
facilities,0.24498702585697174,0.2233332395553589,0.19172798097133636,0.29531869292259216,0.431502103805542,0.3587797284126282,0.23607023060321808,0.3665260970592499,0.21444764733314514,0.21311220526695251,0.25106585025787354,0.20498934388160706,0.14303629100322723,0.29255592823028564,0.29732993245124817,0.21037288010120392,0.23209302127361298,0.22515742480754852,0.10624271631240845
in,0.5344807505607605,0.30461156368255615,0.6662389636039734,0.19686491787433624,0.2654678225517273,0.27253323793411255,0.3481820821762085,0.35149815678596497,0.5201468467712402,0.3887844979763031,0.32563260197639465,0.22871792316436768,0.45514053106307983,0.21117523312568665,0.4322226941585541,0.539380669593811,0.2547362148761749,0.13792715966701508,0.20430970191955566
florida,0.1721605807542801,0.1673818826675415,0.24091358482837677,0.16302169859409332,0.15679319202899933,0.20073333382606506,0.1897914856672287,0.2121332287788391,0.21896368265151978,0.19714993238449097,0.17507949471473694,0.20461887121200562,0.23693005740642548,0.12680096924304962,0.23894089460372925,0.22540530562400818,0.1240452229976654,0.16415010392665863,0.13469882309436798
.,0.41390106081962585,0.35067233443260193,0.5934505462646484,0.20541822910308838,0.25470927357673645,0.29649654030799866,0.4383580684661865,0.28226932883262634,0.6812511086463928,0.515582263469696,0.4070230722427368,0.259204238653183,0.40146201848983765,0.31272366642951965,0.4726039469242096,0.50484299659729,0.32102319598197937,0.24723131954669952,0.4130953550338745
