,why,would,a,person,chose,civil,disobedience,against,specific,laws,?
or,0.3391086459159851,0.39548179507255554,0.48853766918182373,0.5162758231163025,0.20147965848445892,0.12588919699192047,0.2553665041923523,0.21177110075950623,0.43150246143341064,0.2778708338737488,0.32389625906944275
to,0.4100138247013092,0.5965728163719177,0.45503583550453186,0.33486208319664,0.33018890023231506,0.2019355595111847,0.30665844678878784,0.310872346162796,0.3962339460849762,0.2910608649253845,0.29463258385658264
exert,0.3284347653388977,0.3062254786491394,0.27772554755210876,0.24873171746730804,0.09541041404008865,0.12465325742959976,0.26868152618408203,0.22571253776550293,0.27940624952316284,0.2469230443239212,0.27298665046691895
pressure,0.19398412108421326,0.21325212717056274,0.23459996283054352,0.2523629069328308,0.1023603230714798,0.08069354295730591,0.1877918839454651,0.26139625906944275,0.21688108146190643,0.17692454159259796,0.142023503780365
to,0.4100138247013092,0.5965728163719177,0.45503583550453186,0.33486208319664,0.33018890023231506,0.2019355595111847,0.30665844678878784,0.310872346162796,0.3962339460849762,0.2910608649253845,0.29463258385658264
get,0.38146328926086426,0.42412707209587097,0.27948489785194397,0.37612953782081604,0.20609994232654572,0.1898677498102188,0.21511830389499664,0.22437554597854614,0.2718650698661804,0.26050010323524475,0.3499825894832611
one,0.37620118260383606,0.38529840111732483,0.4910551905632019,0.3687424659729004,0.2609127461910248,0.15266822278499603,0.20541732013225555,0.2450990378856659,0.30612727999687195,0.20311206579208374,0.2673267424106598
's,-0.016663772985339165,0.036968596279621124,0.04866964742541313,-0.016232607886195183,0.023580007255077362,-0.06354409456253052,0.027719656005501747,-0.0006242102244868875,-0.007234338205307722,-0.02741883508861065,-0.023395681753754616
political,0.2156774252653122,0.21712204813957214,0.21418654918670654,0.21204939484596252,0.21026943624019623,0.33490484952926636,0.3612893521785736,0.19340632855892181,0.2194261997938156,0.27451637387275696,0.17130474746227264
wishes,0.28383997082710266,0.397257924079895,0.26389747858047485,0.32418522238731384,0.2614404559135437,0.18018674850463867,0.32393571734428406,0.21096183359622955,0.24673733115196228,0.26925867795944214,0.30480876564979553
on,0.2698206305503845,0.35589995980262756,0.3848365545272827,0.21978497505187988,0.24580709636211395,0.17390455305576324,0.2194652408361435,0.3163113296031952,0.236932173371315,0.16233189404010773,0.2714994251728058
some,0.429519385099411,0.43457192182540894,0.34539633989334106,0.34349438548088074,0.2014387845993042,0.1851816177368164,0.28606411814689636,0.20105592906475067,0.3696664273738861,0.2989252507686615,0.2562315762042999
other,0.321101576089859,0.37565508484840393,0.2806335389614105,0.30036643147468567,0.24509800970554352,0.17309200763702393,0.24770691990852356,0.2755064070224762,0.4034426808357239,0.25942477583885193,0.24682199954986572
issue,0.30369654297828674,0.263822078704834,0.24249422550201416,0.22741949558258057,0.09737871587276459,0.12044859677553177,0.19916902482509613,0.1616659164428711,0.20615947246551514,0.17988495528697968,0.32172858715057373
.,0.32909876108169556,0.35067233443260193,0.50484299659729,0.29091694951057434,0.2372245341539383,0.2541380822658539,0.2603943943977356,0.28705209493637085,0.2631765305995941,0.2222834676504135,0.4130953550338745
