,by,decreasing,resistance,to,blood,flow,in,the,lungs,",",what,organ,'s,workload,can,be,eased,?
the,0.4408751428127289,0.318924218416214,0.2521642744541168,0.535392165184021,0.2815113961696625,0.314039409160614,0.6662389636039734,1.0,0.26414886116981506,0.4933079481124878,0.42745697498321533,0.2017442286014557,-0.01540423184633255,0.2274261862039566,0.312528520822525,0.4248143136501312,0.2013297826051712,0.22068053483963013
secondary,0.16728177666664124,0.20427410304546356,0.10872999578714371,0.27947136759757996,0.16028960049152374,0.11535231024026871,0.2103116512298584,0.21037471294403076,0.16306719183921814,0.2158004194498062,0.20388361811637878,0.19104979932308197,-0.1052255854010582,0.17922252416610718,0.25221288204193115,0.18861138820648193,0.1438339501619339,0.18118004500865936
effect,0.21400253474712372,0.39863383769989014,0.2226354032754898,0.2521958649158478,0.11255259066820145,0.18371081352233887,0.25150683522224426,0.2865084111690521,0.2269422858953476,0.2150653600692749,0.2546532452106476,0.1740637868642807,0.03170546516776085,0.340996652841568,0.2831771671772003,0.3193022906780243,0.23085631430149078,0.1783771812915802
of,0.3646814823150635,0.2769012153148651,0.24201548099517822,0.41548454761505127,0.2294820100069046,0.2407451719045639,0.5696388483047485,0.733189046382904,0.14182540774345398,0.4946078956127167,0.33290785551071167,0.22419366240501404,-0.03817026689648628,0.19291165471076965,0.2603091299533844,0.33904364705085754,0.18644161522388458,0.1826142966747284
decreasing,0.21911992132663727,1.0000001192092896,0.311693012714386,0.308460533618927,0.2456250935792923,0.3359937071800232,0.24433369934558868,0.318924218416214,0.3156472146511078,0.159150168299675,0.21141842007637024,0.1535077691078186,-0.027311213314533234,0.4147520959377289,0.3161095976829529,0.3056735098361969,0.23761172592639923,0.06217806041240692
resistance,0.23108035326004028,0.311693012714386,1.0,0.2280048280954361,0.30860212445259094,0.2736421227455139,0.19045913219451904,0.2521642744541168,0.19322413206100464,0.24659880995750427,0.1382468044757843,0.17737606167793274,0.033725183457136154,0.30281952023506165,0.2320973426103592,0.26336970925331116,0.22234447300434113,0.026361597701907158
to,0.33534231781959534,0.308460533618927,0.2280048280954361,1.0,0.226680189371109,0.27439337968826294,0.45010748505592346,0.535392165184021,0.2864147424697876,0.44245919585227966,0.455847829580307,0.19962605834007263,0.03782717138528824,0.41638579964637756,0.4979398250579834,0.4972836375236511,0.23842930793762207,0.29463258385658264
blood,0.20119814574718475,0.2456250935792923,0.30860212445259094,0.226680189371109,1.0,0.3723776340484619,0.12106697261333466,0.2815113961696625,0.5483415126800537,0.21615765988826752,0.15800324082374573,0.2953628897666931,-0.08394692093133926,0.2978179454803467,0.2392367422580719,0.1981438249349594,0.15689368546009064,0.156274676322937
flow,0.16639110445976257,0.3359937071800232,0.2736421227455139,0.27439337968826294,0.3723776340484619,0.9999999403953552,0.22435857355594635,0.314039409160614,0.36470022797584534,0.23027558624744415,0.1798735409975052,0.21687853336334229,0.006226116791367531,0.3215146064758301,0.2780390679836273,0.2929789423942566,0.15612752735614777,0.10458291321992874
in,0.370934396982193,0.24433369934558868,0.19045913219451904,0.45010748505592346,0.12106697261333466,0.22435857355594635,1.0,0.6662389636039734,0.18644560873508453,0.5201468467712402,0.30808621644973755,0.19780795276165009,-0.037580832839012146,0.19107401371002197,0.26527702808380127,0.3481820821762085,0.17636200785636902,0.20430970191955566
many,0.3409687578678131,0.27108341455459595,0.24189721047878265,0.40243685245513916,0.2558352053165436,0.20892028510570526,0.41474202275276184,0.4335206151008606,0.2414761632680893,0.40610817074775696,0.36131182312965393,0.24015074968338013,0.01698932610452175,0.23964285850524902,0.4275496006011963,0.3961109519004822,0.28221192955970764,0.2124512493610382
types,0.15044783055782318,0.25841817259788513,0.1648053228855133,0.20054484903812408,0.16735626757144928,0.23473961651325226,0.18516337871551514,0.23509301245212555,0.17217257618904114,0.24108222126960754,0.25706279277801514,0.11878544092178345,0.007124748546630144,0.16574162244796753,0.42601388692855835,0.31168943643569946,0.10385479032993317,0.1285012811422348
of,0.3646814823150635,0.2769012153148651,0.24201548099517822,0.41548454761505127,0.2294820100069046,0.2407451719045639,0.5696388483047485,0.733189046382904,0.14182540774345398,0.4946078956127167,0.33290785551071167,0.22419366240501404,-0.03817026689648628,0.19291165471076965,0.2603091299533844,0.33904364705085754,0.18644161522388458,0.1826142966747284
diseased,0.2148391604423523,0.2662932872772217,0.23857009410858154,0.23912346363067627,0.3324195146560669,0.2505795359611511,0.23045048117637634,0.2037656605243683,0.375512957572937,0.26566755771636963,0.24916353821754456,0.2559921145439148,-0.05337322875857353,0.3145655393600464,0.23467834293842316,0.21251559257507324,0.486997127532959,0.19291293621063232
lungs,0.14969351887702942,0.3156472146511078,0.19322413206100464,0.2864147424697876,0.5483415126800537,0.36470022797584534,0.18644560873508453,0.26414886116981506,1.0,0.200288787484169,0.2058555632829666,0.36487844586372375,-0.03529161214828491,0.3239688277244568,0.3527540862560272,0.25913649797439575,0.18097250163555145,0.19047874212265015
",",0.3680937886238098,0.159150168299675,0.24659880995750427,0.44245919585227966,0.21615765988826752,0.23027558624744415,0.5201468467712402,0.4933079481124878,0.200288787484169,1.0000001192092896,0.3087472915649414,0.19589580595493317,-0.0016132977325469255,0.25833001732826233,0.3139454126358032,0.39254459738731384,0.22232317924499512,0.31091248989105225
easing,0.27547112107276917,0.651823878288269,0.21726621687412262,0.37021926045417786,0.15092413127422333,0.2119533270597458,0.1914089471101761,0.2704813778400421,0.2540682852268219,0.13474124670028687,0.24304309487342834,0.14984500408172607,0.04628138616681099,0.33627355098724365,0.3820834755897522,0.3445015847682953,0.37818944454193115,0.14375267922878265
work,0.25005507469177246,0.25119665265083313,0.25545844435691833,0.3482864499092102,0.19945286214351654,0.18164724111557007,0.2753349542617798,0.2704800069332123,0.2520073354244232,0.3283594250679016,0.3762225806713104,0.2461215704679489,-0.03332063928246498,0.516963541507721,0.28794336318969727,0.34449198842048645,0.19745679199695587,0.2621155381202698
load,0.15190169215202332,0.20724467933177948,0.26221761107444763,0.21808886528015137,0.1870332807302475,0.34014463424682617,0.1384027600288391,0.1801917552947998,0.13610659539699554,0.15583227574825287,0.15150345861911774,0.09791961312294006,-0.04021494463086128,0.5859795808792114,0.3208100497722626,0.2664259374141693,0.13461127877235413,0.25886332988739014
on,0.33887791633605957,0.228188157081604,0.1404474973678589,0.41031414270401,0.16784358024597168,0.1995432823896408,0.46853652596473694,0.5107308030128479,0.18234936892986298,0.49057599902153015,0.34226128458976746,0.17500002682209015,0.0026888418942689896,0.29189062118530273,0.2772369682788849,0.37900757789611816,0.21480973064899445,0.2714994251728058
the,0.4408751428127289,0.318924218416214,0.2521642744541168,0.535392165184021,0.2815113961696625,0.314039409160614,0.6662389636039734,1.0,0.26414886116981506,0.4933079481124878,0.42745697498321533,0.2017442286014557,-0.01540423184633255,0.2274261862039566,0.312528520822525,0.4248143136501312,0.2013297826051712,0.22068053483963013
heart,0.11031413078308105,0.18104688823223114,0.1829880177974701,0.2012307196855545,0.4159223735332489,0.26893970370292664,0.2078341841697693,0.23747070133686066,0.46209433674812317,0.30829477310180664,0.18515849113464355,0.3368428945541382,-0.004939067177474499,0.2558404803276062,0.1313590258359909,0.15437859296798706,0.1934521347284317,0.11825142055749893
.,0.3936232924461365,0.2210964858531952,0.2545284926891327,0.4645031690597534,0.21786832809448242,0.191733717918396,0.5591574311256409,0.5934505462646484,0.21882636845111847,0.6812511086463928,0.3567904531955719,0.22930841147899628,-0.003708066651597619,0.30920472741127014,0.35783761739730835,0.4383580684661865,0.17583587765693665,0.4130953550338745
,by,decreasing,resistance,to,blood,flow,in,the,lungs,",",what,organ,'s,workload,can,be,eased,?
oxygen,0.1292176991701126,0.305576354265213,0.21854396164417267,0.24193501472473145,0.5080283284187317,0.33763962984085083,0.1672476977109909,0.20428593456745148,0.6122196912765503,0.21812842786312103,0.16781960427761078,0.24389581382274628,-0.011648092418909073,0.34772250056266785,0.3056217133998871,0.28851351141929626,0.15987512469291687,0.16786395013332367
therapy,0.14889457821846008,0.23305200040340424,0.18176594376564026,0.26339656114578247,0.22996236383914948,0.19910861551761627,0.21068020164966583,0.1722976714372635,0.3037095367908478,0.15234890580177307,0.23743373155593872,0.2098795473575592,-0.01825578883290291,0.31930527091026306,0.276579350233078,0.24362918734550476,0.15122061967849731,0.18962311744689941
is,0.3899846076965332,0.22444209456443787,0.1813587248325348,0.42745086550712585,0.18016870319843292,0.26788079738616943,0.5394441485404968,0.5823672413825989,0.18900567293167114,0.4691906273365021,0.28837618231773376,0.15513595938682556,0.02396530658006668,0.23793621361255646,0.44256699085235596,0.4819129705429077,0.08537521958351135,0.22961433231830597
used,0.27705541253089905,0.29016900062561035,0.21622373163700104,0.40058770775794983,0.1565084457397461,0.17952577769756317,0.3090210556983948,0.3718377649784088,0.19439275562763214,0.3120402991771698,0.27546408772468567,0.18588733673095703,0.00600846204906702,0.1836210936307907,0.48128408193588257,0.3731876611709595,0.298500657081604,0.22430120408535004
to,0.33534231781959534,0.308460533618927,0.2280048280954361,1.0,0.226680189371109,0.27439337968826294,0.45010748505592346,0.535392165184021,0.2864147424697876,0.44245919585227966,0.455847829580307,0.19962605834007263,0.03782717138528824,0.41638579964637756,0.4979398250579834,0.4972836375236511,0.23842930793762207,0.29463258385658264
treat,0.17923204600811005,0.23903147876262665,0.18011590838432312,0.33764615654945374,0.26743438839912415,0.12613792717456818,0.2096063494682312,0.1719713807106018,0.34466752409935,0.2131510227918625,0.2892279624938965,0.19722531735897064,-0.05167704075574875,0.3317553699016571,0.3602157533168793,0.36144423484802246,0.13724420964717865,0.196433886885643
emphysema,0.12323495000600815,0.2238740175962448,0.15357524156570435,0.22327853739261627,0.3026542663574219,0.2781915068626404,0.3489009141921997,0.23628781735897064,0.456210732460022,0.37128639221191406,0.23493273556232452,0.34685754776000977,-0.0853082686662674,0.30384162068367004,0.2237592339515686,0.20436395704746246,0.18998028337955475,0.2018592655658722
",",0.3680937886238098,0.159150168299675,0.24659880995750427,0.44245919585227966,0.21615765988826752,0.23027558624744415,0.5201468467712402,0.4933079481124878,0.200288787484169,1.0000001192092896,0.3087472915649414,0.19589580595493317,-0.0016132977325469255,0.25833001732826233,0.3139454126358032,0.39254459738731384,0.22232317924499512,0.31091248989105225
pneumonia,0.1507948637008667,0.19439810514450073,0.17624717950820923,0.15205666422843933,0.2511118948459625,0.18376553058624268,0.25202676653862,0.15454815328121185,0.3865882456302643,0.29963335394859314,0.09324188530445099,0.27574679255485535,-0.03993258252739906,0.2296721190214157,0.14127621054649353,0.15476767718791962,0.15379862487316132,0.148961141705513
",",0.3680937886238098,0.159150168299675,0.24659880995750427,0.44245919585227966,0.21615765988826752,0.23027558624744415,0.5201468467712402,0.4933079481124878,0.200288787484169,1.0000001192092896,0.3087472915649414,0.19589580595493317,-0.0016132977325469255,0.25833001732826233,0.3139454126358032,0.39254459738731384,0.22232317924499512,0.31091248989105225
some,0.306446373462677,0.2929907739162445,0.2249673306941986,0.4636894166469574,0.2291862815618515,0.2281550168991089,0.4010399878025055,0.4566698372364044,0.25844982266426086,0.42400437593460083,0.4491020441055298,0.18705491721630096,0.056411296129226685,0.3099830746650696,0.5319128632545471,0.49956634640693665,0.27847546339035034,0.2562315762042999
heart,0.11031413078308105,0.18104688823223114,0.1829880177974701,0.2012307196855545,0.4159223735332489,0.26893970370292664,0.2078341841697693,0.23747070133686066,0.46209433674812317,0.30829477310180664,0.18515849113464355,0.3368428945541382,-0.004939067177474499,0.2558404803276062,0.1313590258359909,0.15437859296798706,0.1934521347284317,0.11825142055749893
disorders,0.16209734976291656,0.3136957585811615,0.16269193589687347,0.21753479540348053,0.25283485651016235,0.2697753310203552,0.24260658025741577,0.23239798843860626,0.2866947054862976,0.2126695066690445,0.272768497467041,0.1728370487689972,-0.11091610044240952,0.3243929445743561,0.26714643836021423,0.23557576537132263,0.1905452162027359,0.2264077365398407
(,0.20696312189102173,0.08654224872589111,0.1578236073255539,0.30882009863853455,0.17767393589019775,0.16461063921451569,0.3087427020072937,0.33289089798927307,0.13505256175994873,0.6363511681556702,0.2411840260028839,0.1604965329170227,0.0012731997994706035,0.252530962228775,0.22726960480213165,0.2349044382572174,0.10999368131160736,0.40561532974243164
congestive,0.18789365887641907,0.29308417439460754,0.1901935189962387,0.2234758734703064,0.31100139021873474,0.30555260181427,0.3060094714164734,0.2832299768924713,0.4128784239292145,0.3494252860546112,0.14719107747077942,0.385772705078125,-0.030933959409594536,0.26212412118911743,0.2214837372303009,0.17580315470695496,0.25974810123443604,0.19712117314338684
heart,0.11031413078308105,0.18104688823223114,0.1829880177974701,0.2012307196855545,0.4159223735332489,0.26893970370292664,0.2078341841697693,0.23747070133686066,0.46209433674812317,0.30829477310180664,0.18515849113464355,0.3368428945541382,-0.004939067177474499,0.2558404803276062,0.1313590258359909,0.15437859296798706,0.1934521347284317,0.11825142055749893
failure,0.12356036901473999,0.23073381185531616,0.21819384396076202,0.2692638337612152,0.2099078744649887,0.2772746682167053,0.2055809497833252,0.24083465337753296,0.3047822415828705,0.30706357955932617,0.19130942225456238,0.3853200376033783,0.05375291407108307,0.27236974239349365,0.15600727498531342,0.14366182684898376,0.23971185088157654,0.12142058461904526
),0.2151763141155243,0.08069553971290588,0.1750113070011139,0.31236231327056885,0.17565390467643738,0.1727922409772873,0.3326910734176636,0.3456730246543884,0.14524202048778534,0.63033527135849,0.26259949803352356,0.18311050534248352,0.021107977256178856,0.26001209020614624,0.23216170072555542,0.24578070640563965,0.11305643618106842,0.42300865054130554
",",0.3680937886238098,0.159150168299675,0.24659880995750427,0.44245919585227966,0.21615765988826752,0.23027558624744415,0.5201468467712402,0.4933079481124878,0.200288787484169,1.0000001192092896,0.3087472915649414,0.19589580595493317,-0.0016132977325469255,0.25833001732826233,0.3139454126358032,0.39254459738731384,0.22232317924499512,0.31091248989105225
some,0.306446373462677,0.2929907739162445,0.2249673306941986,0.4636894166469574,0.2291862815618515,0.2281550168991089,0.4010399878025055,0.4566698372364044,0.25844982266426086,0.42400437593460083,0.4491020441055298,0.18705491721630096,0.056411296129226685,0.3099830746650696,0.5319128632545471,0.49956634640693665,0.27847546339035034,0.2562315762042999
disorders,0.16209734976291656,0.3136957585811615,0.16269193589687347,0.21753479540348053,0.25283485651016235,0.2697753310203552,0.24260658025741577,0.23239798843860626,0.2866947054862976,0.2126695066690445,0.272768497467041,0.1728370487689972,-0.11091610044240952,0.3243929445743561,0.26714643836021423,0.23557576537132263,0.1905452162027359,0.2264077365398407
that,0.37496164441108704,0.31654250621795654,0.19290149211883545,0.5436353087425232,0.2747363746166229,0.2618546485900879,0.435920387506485,0.5473989248275757,0.3049774169921875,0.4137537479400635,0.6297725439071655,0.1874328851699829,0.04397977516055107,0.3880896270275116,0.4522190988063812,0.6036020517349243,0.27739202976226807,0.32716336846351624
cause,0.20837076008319855,0.3669995367527008,0.3047190308570862,0.3172815442085266,0.2789328992366791,0.2564889192581177,0.24822883307933807,0.2551237642765045,0.3515944182872772,0.2546827793121338,0.24883218109607697,0.18388749659061432,-0.04770376905798912,0.39538347721099854,0.4492664635181427,0.36928489804267883,0.1733880192041397,0.240532785654068
increased,0.23756875097751617,0.6421214938163757,0.3829314708709717,0.2690577805042267,0.2573443353176117,0.2983774244785309,0.244624063372612,0.3188653886318207,0.22836408019065857,0.20936180651187897,0.1599731743335724,0.15958265960216522,-0.021304117515683174,0.38554731011390686,0.22669102251529694,0.2497546523809433,0.566221296787262,0.09587585180997849
pulmonary,0.1273786872625351,0.27533355355262756,0.2149130403995514,0.23891212046146393,0.47266268730163574,0.30071312189102173,0.21241247653961182,0.23217366635799408,0.581425666809082,0.2501019537448883,0.20700877904891968,0.3574625849723816,-0.1407671421766281,0.2988949716091156,0.23885264992713928,0.16825059056282043,0.12747953832149506,0.1652759462594986
artery,0.11781273037195206,0.27874913811683655,0.17653754353523254,0.21476466953754425,0.5703384876251221,0.38350725173950195,0.14311105012893677,0.2331663817167282,0.5620281100273132,0.2112060934305191,0.22814370691776276,0.3191765546798706,-0.11724117398262024,0.37973594665527344,0.2409776896238327,0.19653770327568054,0.08996688574552536,0.24453207850456238
pressure,0.22995758056640625,0.4293595254421234,0.35669174790382385,0.30812981724739075,0.4424613118171692,0.36865508556365967,0.16116683185100555,0.28285476565361023,0.37867656350135803,0.21867604553699493,0.2625555694103241,0.16392596065998077,0.024452058598399162,0.3918403089046478,0.2516952455043793,0.23846358060836792,0.20374846458435059,0.142023503780365
",",0.3680937886238098,0.159150168299675,0.24659880995750427,0.44245919585227966,0.21615765988826752,0.23027558624744415,0.5201468467712402,0.4933079481124878,0.200288787484169,1.0000001192092896,0.3087472915649414,0.19589580595493317,-0.0016132977325469255,0.25833001732826233,0.3139454126358032,0.39254459738731384,0.22232317924499512,0.31091248989105225
and,0.4289871156215668,0.2700826823711395,0.28961238265037537,0.48971283435821533,0.2636592388153076,0.2773895561695099,0.4954058527946472,0.5171257257461548,0.271153062582016,0.6633074283599854,0.31309178471565247,0.19146482646465302,0.06895173341035843,0.3210570514202118,0.3675691485404968,0.41766801476478577,0.2962815463542938,0.20544172823429108
any,0.2681882679462433,0.28400272130966187,0.22467419505119324,0.46410247683525085,0.2339821755886078,0.21140235662460327,0.3135753571987152,0.4525727927684784,0.23378774523735046,0.3237466514110565,0.43670421838760376,0.16540135443210602,0.09017360955476761,0.4059256613254547,0.5010802745819092,0.5107080936431885,0.21321772038936615,0.4113408327102661
disease,0.15786179900169373,0.2777101397514343,0.22723300755023956,0.261801153421402,0.34079036116600037,0.2716690003871918,0.2769028842449188,0.22720423340797424,0.3657058775424957,0.29627472162246704,0.2391042411327362,0.2562870383262634,-0.12860681116580963,0.31330233812332153,0.20342902839183807,0.19325241446495056,0.20065458118915558,0.16159942746162415
that,0.37496164441108704,0.31654250621795654,0.19290149211883545,0.5436353087425232,0.2747363746166229,0.2618546485900879,0.435920387506485,0.5473989248275757,0.3049774169921875,0.4137537479400635,0.6297725439071655,0.1874328851699829,0.04397977516055107,0.3880896270275116,0.4522190988063812,0.6036020517349243,0.27739202976226807,0.32716336846351624
impairs,0.16628675162792206,0.3178163170814514,0.21408653259277344,0.29835087060928345,0.21239599585533142,0.19641347229480743,0.12633931636810303,0.20735880732536316,0.3046872913837433,0.2058887481689453,0.28599196672439575,0.2106812447309494,0.058367956429719925,0.35221952199935913,0.38691064715385437,0.3250479996204376,0.2042083740234375,0.2113865613937378
the,0.4408751428127289,0.318924218416214,0.2521642744541168,0.535392165184021,0.2815113961696625,0.314039409160614,0.6662389636039734,1.0,0.26414886116981506,0.4933079481124878,0.42745697498321533,0.2017442286014557,-0.01540423184633255,0.2274261862039566,0.312528520822525,0.4248143136501312,0.2013297826051712,0.22068053483963013
body,0.23696592450141907,0.22644121944904327,0.14941325783729553,0.307265043258667,0.410259485244751,0.20127522945404053,0.2549867033958435,0.31682634353637695,0.4111675024032593,0.22437527775764465,0.2143840193748474,0.265423983335495,0.003652067156508565,0.26027241349220276,0.2680990397930145,0.28826382756233215,0.14434896409511566,0.20136451721191406
's,-0.010884488001465797,-0.027311213314533234,0.033725183457136154,0.03782717138528824,-0.08394692093133926,0.006226116791367531,-0.037580832839012146,-0.01540423184633255,-0.03529161214828491,-0.0016132977325469255,0.02692362666130066,0.023849133402109146,0.9999999403953552,0.0095461905002594,-0.02075597457587719,0.025217169895768166,0.07040905952453613,-0.023395681753754616
ability,0.18000270426273346,0.3271256983280182,0.2681668996810913,0.401883065700531,0.22443564236164093,0.13705973327159882,0.16374780237674713,0.24997951090335846,0.27461129426956177,0.2049795389175415,0.26366251707077026,0.13118676841259003,0.014099662192165852,0.4227699637413025,0.48028168082237244,0.30294734239578247,0.22296930849552155,0.1955445408821106
to,0.33534231781959534,0.308460533618927,0.2280048280954361,1.0,0.226680189371109,0.27439337968826294,0.45010748505592346,0.535392165184021,0.2864147424697876,0.44245919585227966,0.455847829580307,0.19962605834007263,0.03782717138528824,0.41638579964637756,0.4979398250579834,0.4972836375236511,0.23842930793762207,0.29463258385658264
take,0.1697900891304016,0.22216953337192535,0.21146370470523834,0.4075521230697632,0.21298542618751526,0.23144474625587463,0.21975718438625336,0.31620436906814575,0.1568043977022171,0.2881867289543152,0.3275112509727478,0.17466671764850616,0.02030942589044571,0.3391222059726715,0.32599925994873047,0.3844696581363678,0.14483700692653656,0.21897350251674652
up,0.2738759219646454,0.2533032298088074,0.1448868215084076,0.40375280380249023,0.25678303837776184,0.1921776682138443,0.3120773434638977,0.38423117995262146,0.27221977710723877,0.34193792939186096,0.28591108322143555,0.11167974025011063,-0.08862818777561188,0.3445667624473572,0.33698323369026184,0.27963516116142273,0.19180846214294434,0.1819818764925003
and,0.4289871156215668,0.2700826823711395,0.28961238265037537,0.48971283435821533,0.2636592388153076,0.2773895561695099,0.4954058527946472,0.5171257257461548,0.271153062582016,0.6633074283599854,0.31309178471565247,0.19146482646465302,0.06895173341035843,0.3210570514202118,0.3675691485404968,0.41766801476478577,0.2962815463542938,0.20544172823429108
use,0.21048003435134888,0.32306572794914246,0.20696359872817993,0.47261837124824524,0.12547820806503296,0.2222738415002823,0.2715643048286438,0.34342584013938904,0.22098973393440247,0.3276674151420593,0.3453877568244934,0.16292688250541687,0.004619393963366747,0.324190229177475,0.5362023711204529,0.4528608024120331,0.18787047266960144,0.32795652747154236
gaseous,0.23235510289669037,0.3932064175605774,0.3010675311088562,0.25169700384140015,0.2697862982749939,0.350233256816864,0.22336186468601227,0.28062355518341064,0.409820556640625,0.20976068079471588,0.28648024797439575,0.18362420797348022,-0.029034677892923355,0.2954452633857727,0.3293974995613098,0.3341078758239746,0.18487833440303802,0.1947249323129654
oxygen,0.1292176991701126,0.305576354265213,0.21854396164417267,0.24193501472473145,0.5080283284187317,0.33763962984085083,0.1672476977109909,0.20428593456745148,0.6122196912765503,0.21812842786312103,0.16781960427761078,0.24389581382274628,-0.011648092418909073,0.34772250056266785,0.3056217133998871,0.28851351141929626,0.15987512469291687,0.16786395013332367
.,0.3936232924461365,0.2210964858531952,0.2545284926891327,0.4645031690597534,0.21786832809448242,0.191733717918396,0.5591574311256409,0.5934505462646484,0.21882636845111847,0.6812511086463928,0.3567904531955719,0.22930841147899628,-0.003708066651597619,0.30920472741127014,0.35783761739730835,0.4383580684661865,0.17583587765693665,0.4130953550338745
