,when,was,the,main,gallery,of,the,v,&,a,'s,ceramics,and,glass,collection,redesigned,?
contemporary,0.16197796165943146,0.23796632885932922,0.25350451469421387,0.1250249594449997,0.27223077416419983,0.2923402488231659,0.25350451469421387,0.09005378931760788,0.1791093796491623,0.1928429901599884,0.08004789799451828,0.28437620401382446,0.31080201268196106,0.14004968106746674,0.30696168541908264,0.17917592823505402,0.09539991617202759
glass,0.2142861932516098,0.18738797307014465,0.20646950602531433,0.12382612377405167,0.306863009929657,0.24470314383506775,0.20646950602531433,0.07635462284088135,0.1512424498796463,0.2592375874519348,-0.041371945291757584,0.4825766086578369,0.2681989371776581,1.0000001192092896,0.20833949744701385,0.21602334082126617,0.1252557635307312
opened,0.20552390813827515,0.31916534900665283,0.28544309735298157,0.15276379883289337,0.249263733625412,0.16720551252365112,0.28544309735298157,0.07595886290073395,0.1428482085466385,0.20146222412586212,-0.006441329140216112,0.13024868071079254,0.22545495629310608,0.1598331183195114,0.19406647980213165,0.36546698212623596,0.1934700310230255
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.28862449526786804,0.21665531396865845,0.5696388483047485,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.23126716911792755,0.4954058527946472,0.21226459741592407,0.23004686832427979,0.1676761955022812,0.20430970191955566
2004,-0.2735671103000641,-0.01421020831912756,-0.2467794269323349,-0.2048185169696808,-0.11918258666992188,-0.21980851888656616,-0.2467794269323349,-0.08597906678915024,0.03283209726214409,-0.21492190659046173,-0.06140275299549103,-0.09328441321849823,-0.1820128858089447,-0.11709503829479218,-0.03368202596902847,-0.11264723539352417,-0.15923042595386505
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.20957361161708832,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.24298253655433655,1.0,0.2681989371776581,0.2379438579082489,0.18124745786190033,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.38631999492645264,0.19251246750354767,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.2034795880317688,0.5171257257461548,0.20646950602531433,0.25281965732574463,0.2598510682582855,0.22068053483963013
sacred,0.17194566130638123,0.20753200352191925,0.2601037919521332,0.0883462056517601,0.27175724506378174,0.30713823437690735,0.2601037919521332,0.147598534822464,0.08572372794151306,0.21484172344207764,0.05362413451075554,0.21145766973495483,0.21235239505767822,0.14102503657341003,0.2933647334575653,0.1861465722322464,0.19191092252731323
silver,0.18997684121131897,0.20485788583755493,0.2600913643836975,0.10156582295894623,0.1799706220626831,0.18475119769573212,0.2600913643836975,0.10406357049942017,0.09482749551534653,0.22950784862041473,0.08500461280345917,0.28277015686035156,0.25048989057540894,0.30348965525627136,0.19618919491767883,0.11583155393600464,0.11920861899852753
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.20957361161708832,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.24298253655433655,1.0,0.2681989371776581,0.2379438579082489,0.18124745786190033,0.20544172823429108
stained-glass,0.21568547189235687,0.29271408915519714,0.2221859246492386,0.15224844217300415,0.38121798634529114,0.27063554525375366,0.2221859246492386,0.1521114557981491,0.21616850793361664,0.32994624972343445,-0.05765475332736969,0.4745040833950043,0.3362938165664673,0.7456039190292358,0.25990989804267883,0.28710314631462097,0.2114543914794922
gallery,0.13951179385185242,0.1648058146238327,0.19251246750354767,0.11481840908527374,1.0,0.1971534639596939,0.19251246750354767,0.14258474111557007,0.21348820626735687,0.13071094453334808,-0.08047135919332504,0.2796241044998169,0.20957361161708832,0.306863009929657,0.42902910709381104,0.20432265102863312,0.18202216923236847
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.28862449526786804,0.21665531396865845,0.5696388483047485,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.23126716911792755,0.4954058527946472,0.21226459741592407,0.23004686832427979,0.1676761955022812,0.20430970191955566
2005,0.001997772604227066,0.11356307566165924,0.037273142486810684,-0.03154941648244858,-0.1164880245923996,0.017815761268138885,0.037273142486810684,0.02792324498295784,-0.056558046489953995,-0.044396962970495224,0.047040801495313644,-0.10448722541332245,0.05766887590289116,-0.15748392045497894,-0.010715821757912636,-0.025151075795292854,0.10709824413061142
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.31122034788131714,0.21326512098312378,0.5352458953857422,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.2098563015460968,0.588965117931366,0.2393880933523178,0.2516246736049652,0.2352994680404663,0.4130953550338745
