,which,station,started,showing,doctor,who,after,the,sf,channel,closed,?
channels,0.335164338350296,0.32596489787101746,0.12339184433221817,0.19100508093833923,0.138950377702713,0.13797876238822937,0.14891968667507172,0.27277594804763794,0.12303709238767624,0.8352546095848083,0.16858483850955963,0.19657258689403534
bbc,0.2368261218070984,0.2865414023399353,0.2557646334171295,0.17422133684158325,0.32370132207870483,0.2086644321680069,0.167979434132576,0.2735401690006256,0.17995473742485046,0.4298529028892517,0.13334594666957855,0.20556949079036713
uktv,0.1976441591978073,0.351889431476593,0.2840244770050049,0.2580975592136383,0.20196452736854553,0.22868198156356812,0.172483429312706,0.2507486343383789,0.25657591223716736,0.5332618951797485,0.15217381715774536,0.2710152566432953
",",0.3658004403114319,0.2482491284608841,0.32632124423980713,0.20210640132427216,0.20407600700855255,0.3365725874900818,0.38860568404197693,0.4933079481124878,0.14842556416988373,0.18730267882347107,0.2763722538948059,0.31091248989105225
sf,0.18940356373786926,0.09868434816598892,0.10874172300100327,0.11741625517606735,0.07805436104536057,0.11734729260206223,0.06012899428606033,0.20388393104076385,1.0000001192092896,0.1420091837644577,0.09379574656486511,0.15272420644760132
and,0.506277859210968,0.19091129302978516,0.2649672031402588,0.2609715461730957,0.21673844754695892,0.41279885172843933,0.3765919506549835,0.5171257257461548,0.14819498360157013,0.24836963415145874,0.21235816180706024,0.20544172823429108
later,0.39698365330696106,0.15579663217067719,0.39689821004867554,0.1591203510761261,0.21110832691192627,0.35185644030570984,0.5807580947875977,0.4060266613960266,0.07295037060976028,0.20771652460098267,0.19284407794475555,0.1417175978422165
on,0.4245251417160034,0.29022887349128723,0.35066497325897217,0.33344483375549316,0.1636410653591156,0.2340552806854248,0.39330315589904785,0.5107308030128479,0.10341222584247589,0.2989991009235382,0.2467423975467682,0.2714994251728058
syfy,0.2895534336566925,0.23778411746025085,0.2948439121246338,0.22252842783927917,0.28593069314956665,0.26038187742233276,0.3495953679084778,0.3590848445892334,0.14104193449020386,0.4238501787185669,0.20087094604969025,0.24545851349830627
upon,0.28099435567855835,0.16088111698627472,0.10042963922023773,0.10236332565546036,0.10919201374053955,0.19846883416175842,0.30659428238868713,0.28184252977371216,0.0472235381603241,0.15177874267101288,0.09264283627271652,0.13780277967453003
sf,0.18940356373786926,0.09868434816598892,0.10874172300100327,0.11741625517606735,0.07805436104536057,0.11734729260206223,0.06012899428606033,0.20388393104076385,1.0000001192092896,0.1420091837644577,0.09379574656486511,0.15272420644760132
's,0.03856118768453598,-0.04233921319246292,0.01797550357878208,-0.003064502030611038,0.031664930284023285,0.05599616840481758,-0.055672239512205124,-0.01540423184633255,0.160182923078537,0.10094652324914932,0.008341489359736443,-0.023395681753754616
closure,0.27952930331230164,0.23361076414585114,0.12935715913772583,0.09063940495252609,0.13026031851768494,0.14562009274959564,0.22551435232162476,0.2092582881450653,0.12708166241645813,0.15975259244441986,0.5115138292312622,0.24107147753238678
.,0.45942068099975586,0.20999185740947723,0.3230702877044678,0.2555331587791443,0.22361043095588684,0.3541337847709656,0.35870397090911865,0.5934505462646484,0.18432442843914032,0.2489151805639267,0.24888747930526733,0.4130953550338745
