,what,causes,strain,in,structures,?
),0.26259949803352356,0.22588849067687988,0.19008158147335052,0.3326910734176636,0.19404040277004242,0.42300865054130554
as,0.31749409437179565,0.17395921051502228,0.21586351096630096,0.3887844979763031,0.1907469481229782,0.27043893933296204
well,0.4154493808746338,0.13615204393863678,0.19650407135486603,0.36612698435783386,0.27412039041519165,0.24815571308135986
as,0.31749409437179565,0.17395921051502228,0.21586351096630096,0.3887844979763031,0.1907469481229782,0.27043893933296204
shear,0.23033903539180756,0.24945709109306335,0.3427593410015106,0.21549466252326965,0.22438539564609528,0.1509556621313095
terms,0.23885610699653625,0.18054118752479553,0.23551411926746368,0.2410934716463089,0.2811603248119354,0.23466452956199646
associated,0.15836219489574432,0.26963016390800476,0.22925253212451935,0.23328746855258942,0.24009911715984344,0.1453326791524887
with,0.2464839518070221,0.1879570037126541,0.3080061376094818,0.4080928862094879,0.1962338536977768,0.2433311939239502
forces,0.2112482488155365,0.21787525713443756,0.21286895871162415,0.2565164566040039,0.2649044692516327,0.16984491050243378
that,0.6297725439071655,0.2422942817211151,0.27292826771736145,0.435920387506485,0.25528377294540405,0.32716336846351624
act,0.2622668445110321,0.1535976082086563,0.22559794783592224,0.22050046920776367,0.16248995065689087,0.1482519507408142
parallel,0.23414644598960876,0.14757414162158966,0.24558818340301514,0.20074914395809174,0.3232995569705963,0.13566309213638306
to,0.455847829580307,0.2537674903869629,0.24741879105567932,0.45010748505592346,0.25539523363113403,0.29463258385658264
the,0.42745697498321533,0.2518732249736786,0.1979137361049652,0.6662389636039734,0.2516176700592041,0.22068053483963013
cross-sectional,0.26170453429222107,0.11834888160228729,0.35296502709388733,0.2973218262195587,0.2705913782119751,0.20900274813175201
area,0.21965408325195312,0.19071711599826813,0.12766097486019135,0.33632898330688477,0.26295384764671326,0.12640461325645447
(,0.2411840260028839,0.2564166188240051,0.1701318472623825,0.3087427020072937,0.17260029911994934,0.40561532974243164
the,0.42745697498321533,0.2518732249736786,0.1979137361049652,0.6662389636039734,0.2516176700592041,0.22068053483963013
off-diagonal,0.18675993382930756,0.13842368125915527,0.23762992024421692,0.20904509723186493,0.28586703538894653,0.11482054740190506
elements,0.2152351289987564,0.21199332177639008,0.178465336561203,0.18130259215831757,0.33925697207450867,0.15222592651844025
),0.26259949803352356,0.22588849067687988,0.19008158147335052,0.3326910734176636,0.19404040277004242,0.42300865054130554
.,0.3567904531955719,0.26090872287750244,0.26238808035850525,0.5591574311256409,0.2735782265663147,0.4130953550338745
