,who,was,made,rich,and,prosperous,prior,to,world,war,1
the,0.3733934462070465,0.48711544275283813,0.3885267674922943,0.2007024586200714,0.5171257257461548,0.3068082630634308,0.33782097697257996,0.535392165184021,0.33604270219802856,0.366199791431427,-0.1554475575685501
world,0.25158336758613586,0.3097524344921112,0.23318521678447723,0.19846870005130768,0.3246132433414459,0.2532998323440552,0.15041738748550415,0.26213452219963074,1.0000001192092896,0.4748530089855194,-0.08809132874011993
's,0.05599616840481758,0.008974763564765453,0.08483956009149551,-0.05346067249774933,0.06895173341035843,0.019028645008802414,-0.0369880273938179,0.03782717138528824,0.11877062171697617,0.06856801360845566,0.003928052727133036
economy,0.14370210468769073,0.2389698028564453,0.1942872405052185,0.2527884840965271,0.26484790444374084,0.43715181946754456,0.17786116898059845,0.2613506615161896,0.21367207169532776,0.3205723464488983,-0.0545007660984993
grew,0.1660533845424652,0.42560136318206787,0.20460854470729828,0.28858333826065063,0.315117746591568,0.33885639905929565,0.03987927362322807,0.20424646139144897,0.26091840863227844,0.18741190433502197,-0.11496715247631073
significantly,0.23076145350933075,0.22230319678783417,0.1639958620071411,0.20028597116470337,0.3424808979034424,0.3688742518424988,0.27031490206718445,0.33877497911453247,0.18955354392528534,0.1676030158996582,-0.2264222353696823
and,0.41279885172843933,0.3740963041782379,0.34954607486724854,0.33923646807670593,1.0,0.32018980383872986,0.2185291349887848,0.48971283435821533,0.3246132433414459,0.29695844650268555,-0.20516018569469452
became,0.2624726891517639,0.6575068235397339,0.31290316581726074,0.24764348566532135,0.31226563453674316,0.3138233423233032,0.21122509241104126,0.20401327311992645,0.2697913646697998,0.2935825288295746,-0.1454070657491684
much,0.2998695373535156,0.2580166161060333,0.2675171494483948,0.2975425124168396,0.38395699858665466,0.30787649750709534,0.18032701313495636,0.40610215067863464,0.19682428240776062,0.19383686780929565,-0.21933172643184662
more,0.31567877531051636,0.21525104343891144,0.4597497582435608,0.24310259521007538,0.39880692958831787,0.2874266803264618,0.22371190786361694,0.47084665298461914,0.2228250652551651,0.18915869295597076,-0.24222660064697266
interconnected,0.10290072858333588,0.13010156154632568,0.19965791702270508,0.1481870710849762,0.25434407591819763,0.17006506025791168,0.15688370168209076,0.2639172077178955,0.256214439868927,0.11202829331159592,-0.11042524129152298
in,0.2792111933231354,0.45514053106307983,0.25271502137184143,0.21139568090438843,0.4954058527946472,0.29398754239082336,0.24521231651306152,0.45010748505592346,0.3038199245929718,0.29904094338417053,-0.10660158097743988
the,0.3733934462070465,0.48711544275283813,0.3885267674922943,0.2007024586200714,0.5171257257461548,0.3068082630634308,0.33782097697257996,0.535392165184021,0.33604270219802856,0.366199791431427,-0.1554475575685501
decades,0.1927538365125656,0.29953742027282715,0.23159734904766083,0.19926773011684418,0.2763746976852417,0.3241489827632904,0.24056392908096313,0.22118385136127472,0.2353811264038086,0.28744909167289734,-0.19377116858959198
before,0.31244513392448425,0.38607707619667053,0.26538217067718506,0.09140556305646896,0.3518902659416199,0.24761684238910675,0.5305277109146118,0.4190867841243744,0.16942919790744781,0.2554761469364166,-0.21071596443653107
world,0.25158336758613586,0.3097524344921112,0.23318521678447723,0.19846870005130768,0.3246132433414459,0.2532998323440552,0.15041738748550415,0.26213452219963074,1.0000001192092896,0.4748530089855194,-0.08809132874011993
war,0.24286115169525146,0.3560331463813782,0.1988707333803177,0.09268861263990402,0.29695844650268555,0.2831077575683594,0.1771697849035263,0.2610234022140503,0.4748530089855194,1.0000001192092896,-0.15161411464214325
i,0.33545589447021484,0.23566235601902008,0.2061111330986023,0.15652374923229218,0.31928038597106934,0.2052212506532669,0.26516324281692505,0.3140375316143036,0.17250654101371765,0.261459082365036,-0.26275888085365295
",",0.3365725874900818,0.45456063747406006,0.32507219910621643,0.272274911403656,0.6633074283599854,0.2878130376338959,0.27105793356895447,0.44245919585227966,0.26091980934143066,0.2671184241771698,-0.15742997825145721
making,0.2312910407781601,0.28285154700279236,0.6038898825645447,0.15707960724830627,0.38677045702934265,0.2786445617675781,0.1942555010318756,0.3740498423576355,0.2669196128845215,0.2169453650712967,-0.2529764473438263
the,0.3733934462070465,0.48711544275283813,0.3885267674922943,0.2007024586200714,0.5171257257461548,0.3068082630634308,0.33782097697257996,0.535392165184021,0.33604270219802856,0.366199791431427,-0.1554475575685501
many,0.4149286150932312,0.260356068611145,0.3638485074043274,0.2779126763343811,0.5296266674995422,0.33031678199768066,0.163351908326149,0.40243685245513916,0.3418862819671631,0.28938722610473633,-0.19133886694908142
imperial,0.11028370261192322,0.2417704313993454,0.16776545345783234,0.14086070656776428,0.20855538547039032,0.2231735736131668,0.17796413600444794,0.20807525515556335,0.22516058385372162,0.28000468015670776,-0.09832291305065155
powers,0.2929472327232361,0.1728597730398178,0.18057569861412048,0.14992961287498474,0.30163446068763733,0.20137909054756165,0.1549338698387146,0.26181724667549133,0.220948725938797,0.25558292865753174,-0.26435670256614685
rich,0.2737497389316559,0.1957351565361023,0.16906213760375977,0.9999998807907104,0.33923646807670593,0.4521769881248474,0.10729322582483292,0.2667584717273712,0.19846870005130768,0.09268861263990402,-0.10042041540145874
and,0.41279885172843933,0.3740963041782379,0.34954607486724854,0.33923646807670593,1.0,0.32018980383872986,0.2185291349887848,0.48971283435821533,0.3246132433414459,0.29695844650268555,-0.20516018569469452
prosperous,0.27589842677116394,0.26271387934684753,0.22589042782783508,0.4521769881248474,0.32018980383872986,0.9999999403953552,0.23712465167045593,0.3022582232952118,0.2532998323440552,0.2831077575683594,-0.07092296332120895
.,0.3541337847709656,0.40146201848983765,0.4032190144062042,0.24216711521148682,0.588965117931366,0.2313871532678604,0.2402365803718567,0.4645031690597534,0.3177160322666168,0.3000848889350891,-0.15870751440525055
