,why,might,rats,not,be,responsible,for,the,plague,?
likely,0.45563623309135437,0.5693743824958801,0.24736706912517548,0.4694836735725403,0.4417785704135895,0.22020018100738525,0.2984500229358673,0.28129076957702637,0.2078865021467209,0.35971182584762573
to,0.4100138247013092,0.5153919458389282,0.22670532763004303,0.5149973034858704,0.4972836375236511,0.19470079243183136,0.4451248347759247,0.535392165184021,0.21845681965351105,0.29463258385658264
be,0.4042811989784241,0.5260229706764221,0.1946525126695633,0.5788898468017578,1.0,0.22857405245304108,0.3801851272583008,0.4248143136501312,0.15983276069164276,0.3324260413646698
of,0.28464117646217346,0.2900311052799225,0.1879846304655075,0.3307090103626251,0.33904364705085754,0.37070101499557495,0.4185989499092102,0.733189046382904,0.27455615997314453,0.1826142966747284
marginal,0.1690346896648407,0.23903246223926544,0.12118229269981384,0.3013075292110443,0.21631602942943573,0.13416889309883118,0.2415442019701004,0.30781733989715576,0.09754198044538498,0.18376903235912323
significance,0.2919188439846039,0.2613203227519989,0.1296825408935547,0.3367255926132202,0.2788376808166504,0.20991012454032898,0.2682007849216461,0.30353599786758423,0.21491773426532745,0.22172628343105316
;,0.031007718294858932,0.01390612032264471,0.014778143726289272,0.12084553390741348,0.06185305491089821,0.03771171718835831,0.0293948445469141,0.09152708947658539,-0.06239024177193642,0.10349778085947037
and,0.27806392312049866,0.31685465574264526,0.23571710288524628,0.39099299907684326,0.41766801476478577,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.2229994833469391,0.20544172823429108
that,0.5601457357406616,0.5377011895179749,0.22080910205841064,0.6600887179374695,0.6036020517349243,0.3398503065109253,0.4137635827064514,0.5473989248275757,0.23825600743293762,0.32716336846351624
the,0.30742117762565613,0.32504433393478394,0.216946080327034,0.4310511648654938,0.4248143136501312,0.3305104374885559,0.4739971458911896,1.0,0.2537761330604553,0.22068053483963013
dna,0.2585284113883972,0.2950546145439148,0.28658512234687805,0.23975546658039093,0.23883679509162903,0.20243221521377563,0.18554699420928955,0.19235704839229584,0.20497742295265198,0.1548636108636856
results,0.25512123107910156,0.31472089886665344,0.23356683552265167,0.33419349789619446,0.2671050429344177,0.2186497151851654,0.2949832081794739,0.2863679826259613,0.19167891144752502,0.21797199547290802
may,0.25454580783843994,0.5044193863868713,0.21972891688346863,0.39885732531547546,0.45514434576034546,0.1265905350446701,0.29255861043930054,0.2694292366504669,0.1761840134859085,0.2768254578113556
be,0.4042811989784241,0.5260229706764221,0.1946525126695633,0.5788898468017578,1.0,0.22857405245304108,0.3801851272583008,0.4248143136501312,0.15983276069164276,0.3324260413646698
flawed,0.4565229117870331,0.42918869853019714,0.13570500910282135,0.45340102910995483,0.31898295879364014,0.22809208929538727,0.26908594369888306,0.22640182077884674,0.21341446042060852,0.3978869915008545
and,0.27806392312049866,0.31685465574264526,0.23571710288524628,0.39099299907684326,0.41766801476478577,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.2229994833469391,0.20544172823429108
might,0.4858710765838623,1.0000001192092896,0.26617667078971863,0.5709217190742493,0.5260229706764221,0.20348380506038666,0.3858846127986908,0.32504433393478394,0.21895332634449005,0.41058459877967834
not,0.5504072904586792,0.5709217190742493,0.24926282465457916,0.9999999403953552,0.5788898468017578,0.24538761377334595,0.39280617237091064,0.4310511648654938,0.20608660578727722,0.41942933201789856
have,0.4418443739414215,0.5161747932434082,0.2702159285545349,0.5619372129440308,0.5760743618011475,0.22827203571796417,0.41175219416618347,0.40389683842658997,0.1807374507188797,0.32991164922714233
been,0.3097085654735565,0.3649062514305115,0.18761102855205536,0.39571741223335266,0.5304332375526428,0.2678817808628082,0.39068686962127686,0.3563927710056305,0.21858860552310944,0.24354910850524902
repeated,0.2633918225765228,0.27560633420944214,0.10348653048276901,0.3084850311279297,0.3023031949996948,0.20955400168895721,0.2660323977470398,0.2838912308216095,0.17887885868549347,0.17785342037677765
elsewhere,0.3370978832244873,0.3258293569087982,0.11929517239332199,0.3478326201438904,0.3642043471336365,0.20786188542842865,0.2659544050693512,0.33725225925445557,0.20375880599021912,0.33915433287620544
",",0.2827242314815521,0.2533247768878937,0.2003505825996399,0.3769696354866028,0.39254459738731384,0.2192283272743225,0.4464869201183319,0.4933079481124878,0.2630122900009155,0.31091248989105225
despite,0.22788569331169128,0.25331422686576843,0.13731354475021362,0.3768695294857025,0.2605054974555969,0.26365602016448975,0.3311030864715576,0.3172689974308014,0.1624823361635208,0.14350546896457672
extensive,0.22219471633434296,0.24487720429897308,0.12341833114624023,0.25986966490745544,0.26207759976387024,0.1628156304359436,0.31949013471603394,0.2952674925327301,0.14102278649806976,0.16032595932483673
samples,0.1856955736875534,0.2578541338443756,0.2700951099395752,0.19539235532283783,0.2848253548145294,0.0751524344086647,0.23178832232952118,0.2069351226091385,0.18066222965717316,0.1777840405702591
from,0.2592364251613617,0.23411066830158234,0.18279217183589935,0.2567668557167053,0.3107333183288574,0.23926092684268951,0.314039945602417,0.40150508284568787,0.22369004786014557,0.19969791173934937
other,0.321101576089859,0.4252184331417084,0.21713300049304962,0.4341118037700653,0.4629868268966675,0.21337731182575226,0.3273986279964447,0.44152235984802246,0.14735755324363708,0.24682199954986572
mass,0.23055481910705566,0.21972773969173431,0.15652664005756378,0.22646571695804596,0.2344316840171814,0.19163338840007782,0.18664062023162842,0.2284930944442749,0.19297024607658386,0.2076406031847
graves,0.1652882695198059,0.22707384824752808,0.23094603419303894,0.1648738533258438,0.15928219258785248,0.11817359179258347,0.21267147362232208,0.2546413242816925,0.29343998432159424,0.1868567168712616
.,0.32909876108169556,0.27493223547935486,0.2226436883211136,0.4824007451534271,0.4383580684661865,0.2309054434299469,0.4726039469242096,0.5934505462646484,0.2547653317451477,0.4130953550338745
