,what,icons,were,reintroduced,in,series,2,of,the,revival,show,?
3,0.04473085701465607,-0.010404031723737717,-0.03975234925746918,-0.05812498554587364,0.06326868385076523,0.03619242459535599,-0.037882447242736816,0.046857766807079315,0.06283142417669296,0.08567776530981064,0.08022107928991318,0.005975271109491587
",",0.3087472915649414,0.2506994605064392,0.36755475401878357,0.27687403559684753,0.5201468467712402,0.24060699343681335,-0.08638399094343185,0.4946078956127167,0.4933079481124878,0.2530691921710968,0.31928569078445435,0.31091248989105225
the,0.42745697498321533,0.2446059137582779,0.3906462490558624,0.30385175347328186,0.6662389636039734,0.31376904249191284,-0.019434669986367226,0.733189046382904,1.0,0.30452626943588257,0.319829523563385,0.22068053483963013
sontarans,0.22077220678329468,0.16202953457832336,0.25647926330566406,0.1954016387462616,0.3023048937320709,0.2848365604877472,0.11497608572244644,0.32682326436042786,0.35187485814094543,0.13564209640026093,0.18213795125484467,0.18271717429161072
and,0.31309178471565247,0.20059888064861298,0.42175528407096863,0.30158916115760803,0.4954058527946472,0.26972857117652893,-0.0926629975438118,0.5116966962814331,0.5171257257461548,0.2417616993188858,0.3455478549003601,0.20544172823429108
davros,0.1798819750547409,0.13320356607437134,0.2259330451488495,0.17751452326774597,0.1976603865623474,0.23133742809295654,-0.013874166645109653,0.21062719821929932,0.30321943759918213,0.10963471233844757,0.16872638463974,0.15493494272232056
in,0.30808621644973755,0.17035558819770813,0.3815755248069763,0.3000187873840332,1.0,0.2914260923862457,0.01447046548128128,0.5696388483047485,0.6662389636039734,0.2631177604198456,0.27595704793930054,0.20430970191955566
series,0.17328087985515594,0.11654561012983322,0.264431357383728,0.23645876348018646,0.2914260923862457,1.0000001192092896,0.005733609665185213,0.22268271446228027,0.31376904249191284,0.22159305214881897,0.41789430379867554,0.1709602326154709
4,-0.04324747622013092,-0.03323598578572273,0.08416327089071274,0.06456394493579865,0.08310048282146454,0.015015640296041965,-0.012798311188817024,0.17227263748645782,0.15499350428581238,0.000271635566605255,-0.07589703053236008,0.010515431873500347
",",0.3087472915649414,0.2506994605064392,0.36755475401878357,0.27687403559684753,0.5201468467712402,0.24060699343681335,-0.08638399094343185,0.4946078956127167,0.4933079481124878,0.2530691921710968,0.31928569078445435,0.31091248989105225
and,0.31309178471565247,0.20059888064861298,0.42175528407096863,0.30158916115760803,0.4954058527946472,0.26972857117652893,-0.0926629975438118,0.5116966962814331,0.5171257257461548,0.2417616993188858,0.3455478549003601,0.20544172823429108
the,0.42745697498321533,0.2446059137582779,0.3906462490558624,0.30385175347328186,0.6662389636039734,0.31376904249191284,-0.019434669986367226,0.733189046382904,1.0,0.30452626943588257,0.319829523563385,0.22068053483963013
time,0.36319252848625183,0.27174025774002075,0.3104150593280792,0.26524487137794495,0.3431483507156372,0.2359362095594406,-0.01869712583720684,0.35127586126327515,0.43061500787734985,0.2668016850948334,0.19633352756500244,0.27391523122787476
lords,0.16539262235164642,0.1954876184463501,0.21994438767433167,0.14821094274520874,0.2174140363931656,0.20341430604457855,0.013181515969336033,0.2884979844093323,0.32976827025413513,0.22609779238700867,0.2023644745349884,0.04780716821551323
(,0.2411840260028839,0.17199361324310303,0.14743882417678833,0.19426323473453522,0.3087427020072937,0.21145714819431305,-0.012299480848014355,0.35032153129577637,0.33289089798927307,0.16181129217147827,0.21963447332382202,0.40561532974243164
rassilon,0.168528214097023,0.08330675959587097,0.1677948534488678,0.2202681005001068,0.20521603524684906,0.20013166964054108,3.003636265930254e-05,0.21940481662750244,0.22537344694137573,0.14656414091587067,0.14443230628967285,0.17856156826019287
),0.26259949803352356,0.16760428249835968,0.1566188633441925,0.17973464727401733,0.3326910734176636,0.20434704422950745,-0.04114554822444916,0.3680361211299896,0.3456730246543884,0.15965843200683594,0.22110877931118011,0.42300865054130554
in,0.30808621644973755,0.17035558819770813,0.3815755248069763,0.3000187873840332,1.0,0.2914260923862457,0.01447046548128128,0.5696388483047485,0.6662389636039734,0.2631177604198456,0.27595704793930054,0.20430970191955566
the,0.42745697498321533,0.2446059137582779,0.3906462490558624,0.30385175347328186,0.6662389636039734,0.31376904249191284,-0.019434669986367226,0.733189046382904,1.0,0.30452626943588257,0.319829523563385,0.22068053483963013
2009–10,-0.16939859092235565,-0.06554953753948212,0.09307990223169327,0.10765869915485382,0.045138854533433914,0.05894802510738373,0.02261323854327202,0.06386314332485199,0.06815633177757263,0.10859006643295288,-0.035193588584661484,-0.08292136341333389
specials,0.21306368708610535,0.24943090975284576,0.2882882356643677,0.2170770913362503,0.2802408039569855,0.4298047423362732,-0.07572409510612488,0.15874384343624115,0.2759421467781067,0.26726800203323364,0.42872974276542664,0.2582153379917145
.,0.3567904531955719,0.2361191213130951,0.3378238379955292,0.3462313711643219,0.5591574311256409,0.3121925890445709,-0.037111926823854446,0.5352458953857422,0.5934505462646484,0.1816873699426651,0.3016606271266937,0.4130953550338745
