,what,is,the,edcuation,system,currently,?
primary,0.2113915979862213,0.23824772238731384,0.25688621401786804,0.2084803283214569,0.25969868898391724,0.17611560225486755,0.16286636888980865
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28275883197784424,0.18439900875091553,0.33041635155677795,0.31091248989105225
four,0.18057085573673248,0.22331103682518005,0.40344667434692383,0.22584448754787445,0.161275714635849,0.20947536826133728,0.14532537758350372
years,0.1981470286846161,0.19551363587379456,0.2912273406982422,0.2093212753534317,0.16418379545211792,0.2178831398487091,0.1914375126361847
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.34588757157325745,0.21978288888931274,0.30261120200157166,0.20430970191955566
secondary,0.20388361811637878,0.19772830605506897,0.21037471294403076,0.2712390124797821,0.20522193610668182,0.14085139334201813,0.18118004500865936
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28275883197784424,0.18439900875091553,0.33041635155677795,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22948448359966278,0.231138214468956,0.2922934591770172,0.20544172823429108
four,0.18057085573673248,0.22331103682518005,0.40344667434692383,0.22584448754787445,0.161275714635849,0.20947536826133728,0.14532537758350372
years,0.1981470286846161,0.19551363587379456,0.2912273406982422,0.2093212753534317,0.16418379545211792,0.2178831398487091,0.1914375126361847
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.34588757157325745,0.21978288888931274,0.30261120200157166,0.20430970191955566
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.2905978262424469,0.16972410678863525,0.24407124519348145,0.11887256056070328
education,0.19940856099128723,0.18778188526630402,0.23982903361320496,0.4080126881599426,0.1948843002319336,0.12224594503641129,0.18067774176597595
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2345564216375351,0.15207810699939728,0.24783915281295776,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.33288559317588806,0.2277725487947464,0.29744869470596313,0.4130953550338745
,what,is,the,edcuation,system,currently,?
although,0.24844598770141602,0.301360160112381,0.3265823423862457,0.22659620642662048,0.14506679773330688,0.24602338671684265,0.15541206300258636
the,0.42745697498321533,0.5823672413825989,1.0,0.39783480763435364,0.3233085572719574,0.2945235073566437,0.22068053483963013
7–4–2–3,0.10807541757822037,0.13818494975566864,0.2333783656358719,0.17176109552383423,0.06323695927858353,0.12731803953647614,0.023762304335832596
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.2973175346851349,1.0000001192092896,0.18789887428283691,0.15556083619594574
theoretically,0.2981348931789398,0.28238141536712646,0.2543277144432068,0.22584788501262665,0.16163547337055206,0.2543897330760956,0.15105554461479187
ended,0.1532270610332489,0.1630723774433136,0.3356485068798065,0.27693963050842285,0.14897899329662323,0.15801461040973663,0.15429291129112244
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.2548832595348358,0.14296101033687592,0.2596642076969147,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,1.0,0.39783480763435364,0.3233085572719574,0.2945235073566437,0.22068053483963013
introduction,0.2245079129934311,0.16057826578617096,0.2808631956577301,0.30921635031700134,0.20884548127651215,0.12362472712993622,0.27021539211273193
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.33339065313339233,0.25597915053367615,0.2655649185180664,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.39783480763435364,0.3233085572719574,0.2945235073566437,0.22068053483963013
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.1948123425245285,0.20223183929920197,0.2967287302017212,0.14782847464084625
8–4–4,0.06672007590532303,-0.03473907336592674,-0.07812517881393433,-0.12349759787321091,-0.1596514880657196,-0.07469528913497925,0.03036368452012539
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.2973175346851349,1.0000001192092896,0.18789887428283691,0.15556083619594574
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.34588757157325745,0.21978288888931274,0.30261120200157166,0.20430970191955566
1985,0.07759413868188858,0.009448635391891003,0.02310241386294365,0.03225092962384224,-0.030647099018096924,0.04608289897441864,-0.03005216084420681
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28275883197784424,0.18439900875091553,0.33041635155677795,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.39783480763435364,0.3233085572719574,0.2945235073566437,0.22068053483963013
last,0.23175878822803497,0.2445172220468521,0.3698786795139313,0.2757011353969574,0.14964330196380615,0.20918947458267212,0.22371746599674225
batch,0.23378607630729675,0.16662177443504333,0.1901983916759491,0.26710325479507446,0.1926015019416809,0.2061080038547516,0.2877519428730011
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.33339065313339233,0.25597915053367615,0.2655649185180664,0.1826142966747284
students,0.2380729615688324,0.2124544233083725,0.25268980860710144,0.2989038825035095,0.20193026959896088,0.2038479894399643,0.18017297983169556
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.18963710963726044,0.22092437744140625,0.22614768147468567,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.39783480763435364,0.3233085572719574,0.2945235073566437,0.22068053483963013
former,0.13598288595676422,0.2175939530134201,0.2251449078321457,0.17110826075077057,0.1336117535829544,0.2928127348423004,0.10570605844259262
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.2973175346851349,1.0000001192092896,0.18789887428283691,0.15556083619594574
graduated,0.15240003168582916,0.19445312023162842,0.19035497307777405,0.2461661398410797,0.07682643085718155,0.1578655242919922,0.08888400346040726
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.18963710963726044,0.22092437744140625,0.22614768147468567,0.19969791173934937
kenyan,0.11042535305023193,0.16358713805675507,0.1675717681646347,0.19411355257034302,0.09413988888263702,0.08913584798574448,0.1738916039466858
universities,0.1630716770887375,0.2421088069677353,0.2619408071041107,0.30232134461402893,0.21234063804149628,0.2758837938308716,0.16836881637573242
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.34588757157325745,0.21978288888931274,0.30261120200157166,0.20430970191955566
1992,0.12803657352924347,0.06228870525956154,0.12138951569795609,0.08457554131746292,0.019365381449460983,0.09505587816238403,0.11522171646356583
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.33288559317588806,0.2277725487947464,0.29744869470596313,0.4130953550338745
