,what,is,the,country,known,for,?
"1,500",0.08864732086658478,0.09573443979024887,0.057165179401636124,0.07614661008119583,0.025548139587044716,0.18423523008823395,0.13783086836338043
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.15428277850151062,0.10370873659849167,0.1902354210615158,0.2618667185306549
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.27878350019454956,0.3604377806186676,0.4464869201183319,0.31091248989105225
"3,000",-0.018811654299497604,0.12292873859405518,0.20201240479946136,0.00679214671254158,0.12267859280109406,0.07610411942005157,-0.05672356113791466
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.15428277850151062,0.10370873659849167,0.1902354210615158,0.2618667185306549
steeplechase,0.19566848874092102,0.2652992308139801,0.3415203392505646,0.20766791701316833,0.2105109840631485,0.2947312891483307,0.147659569978714
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.27878350019454956,0.3604377806186676,0.4464869201183319,0.31091248989105225
"5,000",0.018143286928534508,0.06098885089159012,0.13800157606601715,-0.096188984811306,0.09378653764724731,0.08486399054527283,0.031676504760980606
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.15428277850151062,0.10370873659849167,0.1902354210615158,0.2618667185306549
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.27878350019454956,0.3604377806186676,0.4464869201183319,0.31091248989105225
"10,000",-0.08757107704877853,-0.00011738140892703086,-0.07657112926244736,-0.0805986225605011,0.06931684166193008,-0.036511458456516266,0.10342991352081299
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.15428277850151062,0.10370873659849167,0.1902354210615158,0.2618667185306549
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.30884742736816406,0.3468935489654541,0.5064792633056641,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.30432501435279846,0.3624623417854309,0.4739971458911896,0.22068053483963013
marathon,0.14246274530887604,0.18575790524482727,0.20494653284549713,0.20500309765338898,0.16521432995796204,0.2161436229944229,0.1344921737909317
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.26130348443984985,0.283290296792984,0.4726039469242096,0.4130953550338745
