,what,is,the,name,of,the,private,day,school,for,k-12,students,the,university,runs,?
private,0.16778090596199036,0.1420905888080597,0.18291357159614563,0.09414568543434143,0.18706899881362915,0.18291357159614563,1.0,0.14189434051513672,0.3584248125553131,0.22242696583271027,0.14157851040363312,0.35454505681991577,0.18291357159614563,0.33786600828170776,0.04245321452617645,0.14389030635356903
day,0.2990210950374603,0.17517195641994476,0.3062323033809662,0.1633823662996292,0.2934032380580902,0.3062323033809662,0.14189434051513672,1.0,0.1850052922964096,0.23720888793468475,0.18914887309074402,0.22155366837978363,0.3062323033809662,0.17589150369167328,0.16480694711208344,0.2141837179660797
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.15128786861896515,0.2391800880432129,0.22953221201896667,0.3584248125553131,0.1850052922964096,1.0,0.18618352711200714,0.15434260666370392,0.6345757842063904,0.22953221201896667,0.48676231503486633,0.15187324583530426,0.15091250836849213
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.22242696583271027,0.23720888793468475,0.18618352711200714,0.9999999403953552,0.29814907908439636,0.2460945099592209,0.4739971458911896,0.18573740124702454,0.1882663071155548,0.264628142118454
k-12,0.33679550886154175,0.4319603443145752,0.40333887934684753,0.3499314486980438,0.35074689984321594,0.40333887934684753,0.14157851040363312,0.18914887309074402,0.15434260666370392,0.29814907908439636,1.0,0.18694551289081573,0.40333887934684753,0.17231003940105438,0.19978205859661102,0.31244829297065735
students,0.2380729615688324,0.2124544233083725,0.25268980860710144,0.10358775407075882,0.25513339042663574,0.25268980860710144,0.35454505681991577,0.22155366837978363,0.6345757842063904,0.2460945099592209,0.18694551289081573,1.0,0.25268980860710144,0.4958297908306122,0.15120641887187958,0.18017297983169556
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2557651102542877,0.26673999428749084,0.2752758264541626,0.5064792633056641,0.2801118791103363,0.28111961483955383,0.5171257257461548,0.2665814459323883,0.2632412016391754,0.20544172823429108
day,0.2990210950374603,0.17517195641994476,0.3062323033809662,0.1633823662996292,0.2934032380580902,0.3062323033809662,0.14189434051513672,1.0,0.1850052922964096,0.23720888793468475,0.18914887309074402,0.22155366837978363,0.3062323033809662,0.17589150369167328,0.16480694711208344,0.2141837179660797
care,0.2973911762237549,0.1715470850467682,0.1663842648267746,0.1823163777589798,0.20533065497875214,0.1663842648267746,0.18023815751075745,0.18416336178779602,0.20859412848949432,0.2908017933368683,0.19534870982170105,0.2614487409591675,0.1663842648267746,0.19394034147262573,0.09771616011857986,0.24279968440532684
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.16768941283226013,0.2379259318113327,0.18641386926174164,0.3639558255672455,0.3465944826602936,0.15868785977363586,0.3456730246543884,0.20796938240528107,0.141518235206604,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.1899166703224182,0.30821847915649414,0.27141863107681274,0.4464869201183319,0.2925536036491394,0.26501646637916565,0.4933079481124878,0.3017033040523529,0.22710935771465302,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.18291357159614563,0.3062323033809662,0.22953221201896667,0.4739971458911896,0.40333887934684753,0.25268980860710144,1.0,0.263973206281662,0.30832576751708984,0.22068053483963013
sonia,0.21704235672950745,0.12406765669584274,0.1256113201379776,0.1504884511232376,0.1311604082584381,0.1256113201379776,0.07915779948234558,0.1430017501115799,0.13013741374015808,0.17851662635803223,0.15021255612373352,0.11484473943710327,0.1256113201379776,0.171987384557724,0.08438275009393692,0.3330424427986145
shankman,0.18826283514499664,0.25553596019744873,0.2773568332195282,0.20838521420955658,0.18054400384426117,0.2773568332195282,0.17366430163383484,0.14332473278045654,0.27252352237701416,0.2424064725637436,0.10277372598648071,0.1990337371826172,0.2773568332195282,0.30523744225502014,0.2143588364124298,0.21789847314357758
orthogenic,0.24467846751213074,0.2999226748943329,0.26043862104415894,0.18976953625679016,0.29298922419548035,0.26043862104415894,0.10433898866176605,0.18191449344158173,0.10477717965841293,0.22118160128593445,0.3141025900840759,0.16451145708560944,0.26043862104415894,0.16133961081504822,0.1436154693365097,0.23043052852153778
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.15128786861896515,0.2391800880432129,0.22953221201896667,0.3584248125553131,0.1850052922964096,1.0,0.18618352711200714,0.15434260666370392,0.6345757842063904,0.22953221201896667,0.48676231503486633,0.15187324583530426,0.15091250836849213
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.162434384226799,0.22952881455421448,0.16600246727466583,0.3357032239437103,0.33534011244773865,0.13481496274471283,0.33289089798927307,0.20313534140586853,0.14261752367019653,0.40561532974243164
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.20346391201019287,0.18630309402942657,0.2245093584060669,0.44038116931915283,0.3649747669696808,0.2676560878753662,0.5829201340675354,0.20256656408309937,0.23921579122543335,0.23916715383529663
residential,0.09814727306365967,0.25022104382514954,0.25597885251045227,0.08287138491868973,0.2898116707801819,0.25597885251045227,0.360241562128067,0.13109317421913147,0.26036176085472107,0.2557266354560852,0.26176339387893677,0.32141172885894775,0.25597885251045227,0.25259867310523987,0.23172464966773987,0.08603290468454361
treatment,0.27640530467033386,0.20538249611854553,0.2350214421749115,0.12388060986995697,0.2632577419281006,0.2350214421749115,0.12402190268039703,0.15994122624397278,0.19091157615184784,0.3059377670288086,0.10420256108045578,0.21674738824367523,0.2350214421749115,0.24164119362831116,0.15266816318035126,0.20314443111419678
program,0.25047802925109863,0.17881494760513306,0.22986935079097748,0.15997080504894257,0.17376001179218292,0.22986935079097748,0.17900310456752777,0.15957534313201904,0.267178475856781,0.29441335797309875,0.17140309512615204,0.34319356083869934,0.22986935079097748,0.20264679193496704,0.2589769959449768,0.1440187245607376
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.22242696583271027,0.23720888793468475,0.18618352711200714,0.9999999403953552,0.29814907908439636,0.2460945099592209,0.4739971458911896,0.18573740124702454,0.1882663071155548,0.264628142118454
those,0.44466671347618103,0.2352088838815689,0.42861196398735046,0.10832960903644562,0.37935635447502136,0.42861196398735046,0.13531342148780823,0.2401692420244217,0.1838642805814743,0.3446582555770874,0.30225881934165955,0.32113906741142273,0.42861196398735046,0.1480759233236313,0.13916435837745667,0.3328189253807068
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.20792533457279205,0.2329399436712265,0.13135014474391937,0.39140474796295166,0.23411260545253754,0.17162418365478516,0.4223487675189972,0.13264121115207672,0.14759975671768188,0.2433311939239502
behavioral,0.35550743341445923,0.17502623796463013,0.21287773549556732,0.10014496743679047,0.24343639612197876,0.21287773549556732,0.20278021693229675,0.06728725135326385,0.25790026783943176,0.2857685983181,0.1889720857143402,0.2597789466381073,0.21287773549556732,0.30574747920036316,0.12788206338882446,0.2257440835237503
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2557651102542877,0.26673999428749084,0.2752758264541626,0.5064792633056641,0.2801118791103363,0.28111961483955383,0.5171257257461548,0.2665814459323883,0.2632412016391754,0.20544172823429108
emotional,0.31405574083328247,0.1627964824438095,0.19851237535476685,0.044074647128582,0.24874985218048096,0.19851237535476685,0.1865905374288559,0.13960903882980347,0.12156062573194504,0.2771443724632263,0.17254765331745148,0.20304489135742188,0.19851237535476685,0.1649775356054306,0.057075146585702896,0.192344069480896
problems,0.3306994140148163,0.16985496878623962,0.2659202516078949,0.08363795280456543,0.2450421154499054,0.2659202516078949,0.20771677792072296,0.12068666517734528,0.11253197491168976,0.27039530873298645,0.16772471368312836,0.2256752848625183,0.2659202516078949,0.16078488528728485,0.16596326231956482,0.2638136148452759
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.16768941283226013,0.2379259318113327,0.18641386926174164,0.3639558255672455,0.3465944826602936,0.15868785977363586,0.3456730246543884,0.20796938240528107,0.141518235206604,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.1899166703224182,0.30821847915649414,0.27141863107681274,0.4464869201183319,0.2925536036491394,0.26501646637916565,0.4933079481124878,0.3017033040523529,0.22710935771465302,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2557651102542877,0.26673999428749084,0.2752758264541626,0.5064792633056641,0.2801118791103363,0.28111961483955383,0.5171257257461548,0.2665814459323883,0.2632412016391754,0.20544172823429108
four,0.18057085573673248,0.22331103682518005,0.40344667434692383,0.15791554749011993,0.36293646693229675,0.40344667434692383,0.126894012093544,0.2321026623249054,0.15729965269565582,0.27783235907554626,0.1624078005552292,0.22322136163711548,0.40344667434692383,0.22242772579193115,0.1413099616765976,0.14532537758350372
public,0.1729622185230255,0.1980048567056656,0.22857438027858734,0.16597819328308105,0.2391265481710434,0.22857438027858734,0.5126727223396301,0.1604219377040863,0.3342896103858948,0.3092794418334961,0.165018230676651,0.3258378803730011,0.22857438027858734,0.35987716913223267,0.18234193325042725,0.19872993230819702
charter,0.13714581727981567,0.18991196155548096,0.26436546444892883,0.21360155940055847,0.2438247799873352,0.26436546444892883,0.25982996821403503,0.18499836325645447,0.30727583169937134,0.2007191777229309,0.2104935348033905,0.2828293740749359,0.26436546444892883,0.31848394870758057,0.1673440933227539,0.14220231771469116
schools,0.1820785105228424,0.2022145688533783,0.22905772924423218,0.12527719140052795,0.265506386756897,0.22905772924423218,0.4158569872379303,0.13669390976428986,0.7602541446685791,0.2320515662431717,0.19639074802398682,0.6169943809509277,0.22905772924423218,0.4070035517215729,0.18934756517410278,0.18349280953407288
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.21000011265277863,0.3332281708717346,0.2388053983449936,0.36199691891670227,0.25759291648864746,0.2211644947528839,0.5107308030128479,0.18291500210762024,0.2395537942647934,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.18291357159614563,0.3062323033809662,0.22953221201896667,0.4739971458911896,0.40333887934684753,0.25268980860710144,1.0,0.263973206281662,0.30832576751708984,0.22068053483963013
south,0.15388517081737518,0.27680471539497375,0.3129390776157379,0.21417751908302307,0.33382371068000793,0.3129390776157379,0.16886739432811737,0.20025040209293365,0.19953042268753052,0.17502866685390472,0.2253861427307129,0.23090268671512604,0.3129390776157379,0.2598949372768402,0.22615154087543488,0.12336621433496475
side,0.2532914876937866,0.27624061703681946,0.37146830558776855,0.13782621920108795,0.2452700436115265,0.37146830558776855,0.12751367688179016,0.15642188489437103,0.1249535009264946,0.14891928434371948,0.20631377398967743,0.11566828191280365,0.37146830558776855,0.16237950325012207,0.28470054268836975,0.07831130921840668
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.18706899881362915,0.2934032380580902,0.2391800880432129,0.4185989499092102,0.35074689984321594,0.25513339042663574,0.733189046382904,0.30646374821662903,0.22292760014533997,0.1826142966747284
chicago,0.1521448791027069,0.12146236002445221,0.27360326051712036,0.1020326316356659,0.18391016125679016,0.27360326051712036,0.1683819591999054,0.150318905711174,0.25633347034454346,0.2320132851600647,0.13260604441165924,0.1723083257675171,0.27360326051712036,0.29005804657936096,0.16284847259521484,0.16446958482265472
administered,0.22505685687065125,0.23213163018226624,0.32922205328941345,0.12898822128772736,0.34558019042015076,0.32922205328941345,0.23204773664474487,0.17217276990413666,0.16240949928760529,0.19311875104904175,0.2521810829639435,0.2523657977581024,0.32922205328941345,0.19824916124343872,0.2014232724905014,0.11263694614171982
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.18554414808750153,0.14199325442314148,0.1477794349193573,0.3248702883720398,0.19709157943725586,0.19252489507198334,0.4408751428127289,0.1929011344909668,0.14847011864185333,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.18291357159614563,0.3062323033809662,0.22953221201896667,0.4739971458911896,0.40333887934684753,0.25268980860710144,1.0,0.263973206281662,0.30832576751708984,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.33786600828170776,0.17589150369167328,0.48676231503486633,0.18573740124702454,0.17231003940105438,0.4958297908306122,0.263973206281662,1.0,0.15604981780052185,0.11887256056070328
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.08433578908443451,0.03448042273521423,-0.017113132402300835,-0.07241261005401611,-0.0288099255412817,0.03619067743420601,-0.01540423184633255,-0.007441582623869181,-0.007082540541887283,-0.023395681753754616
urban,0.11040108650922775,0.21051234006881714,0.1482323557138443,0.022041143849492073,0.26017457246780396,0.1482323557138443,0.19678755104541779,0.03621941804885864,0.1526504009962082,0.17206937074661255,0.2037477046251297,0.19214047491550446,0.1482323557138443,0.168852299451828,0.1296747326850891,0.13119809329509735
education,0.19940856099128723,0.18778188526630402,0.23982903361320496,0.12445342540740967,0.3015166223049164,0.23982903361320496,0.34071704745292664,0.16219562292099,0.5861870050430298,0.27265021204948425,0.15184511244297028,0.5498206615447998,0.23982903361320496,0.503289520740509,0.14711213111877441,0.18067774176597595
institute,0.17608846724033356,0.1914694458246231,0.24399729073047638,0.09800662845373154,0.2977932393550873,0.24399729073047638,0.266602098941803,0.1437099426984787,0.3705218434333801,0.23579588532447815,0.10208503901958466,0.36565592885017395,0.24399729073047638,0.5763126611709595,0.1390414834022522,0.115291528403759
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2534593939781189,0.24232520163059235,0.24214158952236176,0.4726039469242096,0.3388626277446747,0.2607303857803345,0.5934505462646484,0.290679007768631,0.2379940003156662,0.4130953550338745
